aircraft_type,distance_km,passengers,fuel_kg,load_factor_pct,engine_type,co2_kg
B787,9373,470,78375,53,Trent1000,247487
A350,8553,142,37816,60,PW1100,118988
B787,1993,118,76545,74,GE90,241430
B777,3013,431,31737,50,GE90,100321
B787,5534,264,16310,76,GE90,52432
B737,13664,149,51891,51,GE90,164851
A380,1455,327,46821,50,CFM56,147809
A320,4406,467,30915,71,GE90,98317
A320,12085,339,42438,83,CFM56,134448
B737,8784,231,8204,78,Trent1000,25203
B737,5036,171,16811,93,GE90,53076
A320,3549,468,29551,86,GE90,93392
B737,5281,367,79781,78,Trent1000,252300
A320,5973,134,68710,88,Trent1000,217873
A380,1054,330,34071,74,Trent1000,107518
A350,11879,60,74807,53,PW1100,236479
B777,5336,482,66967,90,Trent1000,211092
A320,6713,338,9904,53,GE90,32219
B787,3463,236,55785,53,Trent1000,176949
B787,3732,326,43640,75,GE90,137845
B737,1165,456,14281,87,PW1100,45333
A380,2722,130,76468,57,GE90,241988
B737,8531,216,55638,88,PW1100,175550
B777,6556,228,75672,87,GE90,238568
A320,13644,145,65985,85,CFM56,208504
B737,1328,437,45424,54,Trent1000,143770
A350,7315,78,56589,86,Trent1000,179489
A380,9636,432,57646,50,PW1100,182558
B777,3250,61,42282,75,PW1100,133051
A320,8019,105,58090,98,Trent1000,182997
B737,7989,346,58693,88,Trent1000,185002
B777,13108,183,17354,70,CFM56,54685
B737,12489,266,65812,68,PW1100,208288
A320,13548,90,10268,62,PW1100,32962
B737,1461,451,31371,60,GE90,99291
A350,9949,440,5011,91,GE90,16790
A320,11670,480,44000,68,Trent1000,139901
B737,3261,424,31913,73,PW1100,100787
B777,3799,290,27147,58,GE90,84358
B777,13778,334,18614,89,CFM56,58960
A320,809,367,31077,76,Trent1000,98232
A380,8405,394,26510,69,CFM56,83691
A380,11507,207,46445,78,CFM56,146192
B777,3829,60,71597,66,GE90,225676
B777,8418,304,25834,74,PW1100,81791
A350,3469,420,35778,77,CFM56,112244
B787,13497,258,79788,57,PW1100,252000
B777,10910,332,26688,65,CFM56,84942
A320,11350,395,27392,64,PW1100,87850
A350,10057,99,30535,80,Trent1000,97068
A380,6033,122,50693,64,Trent1000,159923
B777,10465,208,45825,54,PW1100,144124
B737,7899,86,63813,80,Trent1000,202158
A320,6757,463,75377,79,PW1100,238961
A350,3434,453,47298,59,GE90,148769
B777,1016,330,60804,73,PW1100,192172
B777,8634,78,74063,79,Trent1000,234113
B737,6919,364,32063,88,PW1100,101396
B737,13753,165,66485,98,CFM56,210147
A350,2842,131,71368,82,Trent1000,225307
B787,9485,430,15541,75,PW1100,49656
B777,5397,247,54902,57,PW1100,173262
B737,11644,286,51860,79,Trent1000,163794
B777,9643,353,74138,62,PW1100,234655
B737,9421,261,69519,80,Trent1000,219480
A320,12842,193,27374,94,CFM56,86908
B787,8703,488,42087,68,CFM56,133017
B777,13515,187,74163,93,PW1100,234160
B777,2483,134,16017,58,Trent1000,49971
B777,9237,429,14317,93,Trent1000,46264
A380,6840,110,6370,67,Trent1000,19746
A380,5045,123,43974,63,PW1100,138668
A350,11948,224,52851,80,Trent1000,167424
A350,4703,445,78236,96,Trent1000,246820
B737,8023,403,63357,53,Trent1000,200171
B737,1392,60,17542,63,GE90,54716
A350,4278,193,67949,57,CFM56,214858
B737,6615,311,79285,62,PW1100,249687
B787,6789,125,16591,86,CFM56,52612
A320,3838,285,63485,69,Trent1000,201298
A350,12626,273,57527,66,Trent1000,182052
B777,7861,76,11548,75,CFM56,37061
B737,4755,292,16276,54,Trent1000,51091
B737,6066,393,28165,55,Trent1000,88260
A380,6694,65,57725,71,CFM56,181703
B737,12848,491,48585,54,Trent1000,153581
A320,4586,481,73307,64,PW1100,231376
A380,3460,296,34224,63,GE90,108689
A320,2216,159,26367,81,GE90,83821
B787,13900,244,50723,83,PW1100,160671
B787,13526,447,5195,90,GE90,15916
A320,5504,58,53450,86,CFM56,168672
B737,13302,207,71650,80,PW1100,226233
A320,9024,155,70330,58,PW1100,223353
A380,7452,191,65218,66,GE90,206315
A350,5318,425,36574,66,GE90,116497
A380,6840,238,78452,97,Trent1000,247352
B787,7401,452,18653,51,GE90,59226
B737,4408,268,43718,64,Trent1000,137727
A380,5745,233,33493,99,CFM56,106036
B777,13985,444,32051,64,PW1100,101464
B777,6616,396,17027,94,CFM56,54550
B737,13832,315,45381,71,CFM56,142630
A350,1660,442,59514,58,Trent1000,188055
B777,626,490,43980,70,PW1100,139558
B737,7605,183,46330,60,CFM56,145871
B737,10408,293,42909,69,Trent1000,136450
B777,4751,71,74430,70,CFM56,234401
A350,7760,366,20726,95,GE90,65722
B777,3055,382,28871,78,PW1100,90758
A320,7373,106,53528,79,GE90,168597
B787,13070,331,45981,90,CFM56,146396
A350,6697,471,59064,60,CFM56,186631
B777,10910,397,5387,91,Trent1000,16786
A320,3230,489,28923,67,GE90,91889
A320,12110,110,52481,60,Trent1000,166007
A380,11803,262,10059,68,CFM56,32200
B777,13012,456,54772,83,PW1100,173766
B777,8047,179,73838,81,Trent1000,233326
A380,10347,457,53939,80,GE90,170862
B777,9918,495,13482,95,Trent1000,42634
B777,9134,381,47259,64,GE90,150757
A380,4819,227,28736,60,PW1100,90650
B737,13563,322,57806,82,PW1100,182641
B777,5021,340,59985,72,GE90,190490
A320,2885,105,28523,50,PW1100,90192
B777,5406,161,71104,75,CFM56,225280
B787,3799,177,57202,65,CFM56,180507
B737,13504,85,52897,53,GE90,167653
A350,12639,466,15972,67,CFM56,50485
A320,1369,99,26980,92,PW1100,85602
B737,4245,465,22386,60,Trent1000,70992
A380,7512,139,6786,79,GE90,21759
B737,11279,471,79332,60,GE90,251022
A320,6016,56,39006,96,Trent1000,122990
A350,8232,390,78903,99,PW1100,249128
A320,9833,364,8077,90,GE90,26159
B737,2071,131,73317,77,GE90,231284
A380,5851,97,79115,58,Trent1000,250215
A380,4656,111,29127,80,GE90,92255
A320,4778,415,22882,70,Trent1000,71682
A350,9334,387,73429,99,PW1100,231988
B787,5681,197,16501,63,PW1100,52169
B777,666,112,66479,76,PW1100,210378
A350,10847,386,53201,58,GE90,168498
A380,4207,299,11405,63,CFM56,35969
A380,10270,443,63275,69,CFM56,199685
A350,5724,142,51715,69,GE90,162965
B737,11753,124,18789,78,Trent1000,58386
B787,11618,115,33694,72,PW1100,106034
A320,5244,258,57117,85,PW1100,181013
A350,11220,281,33216,50,CFM56,104562
A320,1302,289,71795,74,CFM56,226710
B777,9565,445,27351,98,PW1100,85636
B787,879,101,57588,99,PW1100,181788
A350,7369,77,9575,99,GE90,31268
B737,5232,341,60879,68,GE90,191500
A350,2768,259,77325,71,Trent1000,243733
B787,3487,212,7650,93,PW1100,24432
B737,7431,350,14385,84,GE90,45808
A350,1590,220,56202,58,CFM56,178159
B737,4139,305,57838,84,PW1100,182584
A320,12815,393,43667,57,PW1100,138017
B737,5291,137,9432,92,Trent1000,29092
B787,4825,405,78460,83,Trent1000,248323
A320,6788,149,8455,59,Trent1000,26958
A350,12116,205,51940,68,Trent1000,163780
B787,4381,60,60285,56,PW1100,190130
B737,12050,431,58139,70,GE90,184102
A380,12148,485,6812,50,GE90,22091
B737,10562,479,34746,57,Trent1000,109795
A350,8964,109,60401,98,Trent1000,190705
B787,9123,89,24159,78,GE90,76066
A380,7813,66,46637,55,Trent1000,147349
A320,7665,419,17984,73,Trent1000,57922
B737,4619,335,60874,74,PW1100,192081
B737,12997,146,70877,85,GE90,223620
B787,12307,125,18092,82,PW1100,57056
B777,11846,187,66864,59,Trent1000,211748
A320,8087,230,48553,80,Trent1000,152829
A350,4898,122,13908,52,Trent1000,43250
A320,1757,348,43100,68,CFM56,137237
A380,8294,113,71081,89,PW1100,225028
A320,10499,300,22212,73,GE90,70719
B737,2670,284,72176,83,GE90,228787
B737,5842,129,54472,83,GE90,172377
B777,3297,375,36654,59,Trent1000,115723
A320,6055,403,9620,94,Trent1000,28599
B737,9220,353,36645,63,Trent1000,117093
A350,13919,392,62400,66,GE90,196554
A380,7780,114,67855,88,Trent1000,214409
B777,11685,136,70923,63,GE90,223248
A320,4964,67,55290,75,GE90,174278
A320,7235,351,72116,64,GE90,228213
A350,9573,66,17160,91,GE90,54568
A380,9477,328,79370,62,Trent1000,251026
B787,7492,90,67190,70,CFM56,211865
A320,4808,165,13550,61,Trent1000,42950
A380,12105,258,44333,53,CFM56,140495
B737,3697,211,46707,80,Trent1000,146980
B787,11085,371,35269,97,Trent1000,111535
B777,4174,162,57215,65,PW1100,181198
B737,13663,174,18226,50,Trent1000,57551
B737,13512,381,62803,87,PW1100,198231
A380,11607,323,62617,84,GE90,196510
A350,10499,132,41716,77,CFM56,132582
B787,12474,154,76438,61,GE90,241155
A320,9374,117,70875,80,CFM56,224229
A380,12511,432,26782,88,GE90,85966
A350,4085,401,22519,83,GE90,72079
B787,13281,327,5769,81,PW1100,18259
A380,11950,166,57721,69,GE90,182044
A380,4972,351,22835,58,Trent1000,73066
B777,2362,187,42792,81,Trent1000,135934
B737,9965,312,34754,94,Trent1000,109813
B737,8344,460,63887,56,PW1100,201513
A380,4265,253,79267,82,Trent1000,251362
B777,3915,91,33368,71,Trent1000,106524
B787,12355,484,45374,83,Trent1000,144332
B787,2615,341,17127,89,GE90,54634
B777,9801,127,14161,77,PW1100,44466
B787,1883,94,55064,65,GE90,174540
B787,7369,111,60293,75,CFM56,190967
B777,1897,136,72228,98,PW1100,228485
A320,5535,287,16653,88,CFM56,51918
B787,2828,474,64110,56,GE90,202606
A380,5699,371,26299,98,Trent1000,83339
A380,12016,412,71272,67,CFM56,225609
B787,12516,340,56066,65,Trent1000,177239
A380,11117,137,26029,62,CFM56,82596
B787,7159,435,19699,93,GE90,61817
B787,3520,242,39487,94,PW1100,125774
A380,8623,487,21768,53,GE90,68479
A380,13043,164,29955,53,Trent1000,94253
A320,8337,412,47692,89,PW1100,151717
A350,13332,112,24524,87,GE90,78155
B737,10493,194,45072,63,Trent1000,143311
B787,6676,328,36025,82,Trent1000,113635
B737,13249,223,64823,76,PW1100,204127
A350,5436,53,49454,57,GE90,156711
B777,10696,172,32237,62,CFM56,101298
B787,1216,135,46517,52,CFM56,147780
A320,6010,62,41178,56,PW1100,130057
B777,10864,347,36131,64,GE90,114798
A320,3917,264,75093,63,Trent1000,237349
B787,7105,460,10702,64,CFM56,34356
B777,3868,431,56502,59,PW1100,178134
B787,2497,232,22917,59,CFM56,72996
B787,12261,82,63055,83,GE90,199274
A320,3085,120,49463,87,GE90,156067
A350,11640,96,14326,99,Trent1000,45076
B737,11719,235,22949,74,GE90,73925
B777,13518,497,35116,96,Trent1000,111075
B787,6814,242,10743,56,Trent1000,34341
B787,5931,384,30752,69,PW1100,97235
A380,5508,332,71271,76,PW1100,224817
B787,8956,290,18262,65,CFM56,57528
B737,2462,468,74125,85,Trent1000,233475
A350,12076,176,69426,63,Trent1000,220199
A350,1284,230,57793,60,PW1100,183161
B777,2828,282,41195,99,GE90,130192
A380,1565,154,37155,56,GE90,118010
B787,2545,371,73749,83,GE90,232712
A350,4476,152,40800,84,CFM56,128546
A380,2237,307,68722,77,GE90,216932
A350,6582,264,76226,58,GE90,240833
B787,5414,454,62716,52,PW1100,196937
A320,2992,73,63745,60,CFM56,201591
B787,6667,194,46842,69,CFM56,147997
A350,1007,260,41250,97,Trent1000,131285
A350,10264,332,49538,93,CFM56,156403
A320,9063,490,62565,69,GE90,197384
B737,8052,495,35538,98,PW1100,112983
B777,10436,496,33085,87,PW1100,104660
A380,9282,275,74556,97,GE90,235321
A350,6865,169,37235,68,PW1100,117519
B737,11261,438,29755,59,Trent1000,94572
A320,12699,226,18718,97,PW1100,58598
A380,6339,276,78606,99,PW1100,249182
A350,4867,333,6924,53,Trent1000,22271
B787,11320,412,65258,64,Trent1000,206739
A380,9264,142,9308,86,Trent1000,29509
B777,3600,204,28336,59,Trent1000,89775
A350,10552,484,71188,91,Trent1000,225125
A350,11205,275,78803,70,GE90,248300
A380,1738,118,49814,77,GE90,157580
A320,5817,266,66245,97,Trent1000,208600
B787,10546,80,36416,97,GE90,115113
A350,13288,383,8687,62,GE90,26960
A320,7317,187,37334,61,GE90,117649
A320,10794,256,58178,66,CFM56,183836
B737,13272,313,35262,52,CFM56,111706
B777,4940,354,8993,82,PW1100,27060
A350,9691,109,23515,88,CFM56,73526
A380,727,400,12669,53,GE90,39700
B737,13069,462,20263,59,Trent1000,64275
B787,5866,410,37068,99,Trent1000,117947
B787,12227,304,8845,90,GE90,27220
A380,9111,157,30330,68,CFM56,95580
A380,3388,360,65223,84,PW1100,206411
B777,9620,203,43671,63,GE90,137734
B777,2787,380,70375,86,CFM56,223320
B787,3443,338,66297,78,GE90,209820
A350,8341,417,53096,95,GE90,167224
A350,6428,240,12568,66,PW1100,40265
B787,3643,286,35926,82,Trent1000,113404
A380,10454,309,16305,59,Trent1000,51068
A320,5677,190,53911,75,PW1100,170649
B787,1905,481,42119,82,CFM56,133160
B777,8465,249,46015,51,CFM56,145272
B737,1825,363,29861,94,PW1100,96004
B737,8348,162,69419,54,Trent1000,219808
B787,1397,175,78535,89,GE90,248412
A380,12172,264,54589,89,GE90,172894
A350,2436,50,34925,74,CFM56,110749
A380,2819,388,27477,65,CFM56,86757
A380,1676,129,15348,68,GE90,48738
A320,8674,392,40334,56,CFM56,128486
A350,2147,370,79320,95,PW1100,250680
A350,12543,223,59109,69,PW1100,186833
B787,5528,235,68621,66,Trent1000,216489
B777,2753,337,32580,96,CFM56,102503
A380,6356,69,57927,94,PW1100,182920
B787,4152,216,55303,98,PW1100,174757
B777,11860,242,74722,80,Trent1000,236163
A380,12413,223,50419,53,CFM56,159503
B777,12737,432,35385,70,PW1100,111384
B777,2285,386,69837,95,CFM56,220273
A350,11720,256,49961,99,CFM56,157335
A380,5093,391,38868,76,CFM56,122886
A380,5932,107,62613,97,CFM56,197986
B737,6030,157,28667,56,GE90,90999
B737,2986,499,53503,64,GE90,168647
B787,696,106,20337,75,PW1100,64274
B787,8268,217,36504,68,Trent1000,114305
B787,10924,360,55689,76,CFM56,175313
A380,4784,86,45222,89,GE90,142517
A320,12233,197,28975,83,GE90,92015
A380,7988,290,54668,94,CFM56,172930
A380,8057,463,24890,64,Trent1000,78992
