aircraft_type,distance_km,passengers,cargo_kg,altitude_ft,wind_speed_kmh,temperature_c,engine_age_years,fuel_kg
B787,9593,373,10447,29943,54.5,-0.8,18,49903
A380,3463,356,4956,34813,24.1,1.7,3,20315
A350,8001,140,4847,34574,90.9,10.9,14,40362
B777,12800,155,641,34960,14.3,3.1,17,58550
B777,10286,489,5752,26201,30.0,40.2,4,53375
A320,8293,372,10470,27058,82.0,28.0,11,45404
B777,8947,92,10717,41693,66.7,26.7,12,43548
A380,10400,299,1085,40439,51.1,36.2,12,49991
B787,7525,124,6548,25570,23.7,25.9,12,36210
B777,7521,446,16355,28202,90.6,14.0,14,42647
B787,13502,210,12827,28762,55.6,1.6,15,65435
B787,12070,326,2652,39987,98.7,-15.5,9,58029
A380,11492,65,15355,30719,75.9,-5.1,4,56944
B787,7918,209,14775,40557,87.4,28.6,10,41241
B787,10291,113,19599,34807,95.1,28.6,15,53209
A350,4638,271,7006,41462,59.7,-1.5,14,26438
A350,6966,224,17097,37274,56.9,23.5,4,39557
B777,9637,313,5274,37717,61.8,20.8,15,48557
B777,8351,499,6100,40924,47.2,25.3,14,43868
A350,13665,286,3861,33186,53.7,-6.4,4,63740
A380,11514,312,4706,29272,39.7,12.5,14,58116
A320,10455,108,12873,35608,65.7,4.2,1,52421
B777,5882,448,8098,40737,21.8,14.8,16,33069
A350,7364,161,14108,33605,71.0,61.7,11,37732
B787,13349,444,3332,37726,27.8,13.5,15,65833
A320,13598,453,19069,28614,12.4,36.5,9,73362
A320,6388,364,11056,29862,62.2,17.6,14,34919
A350,4671,464,12099,28726,80.8,22.4,14,30424
B787,13290,52,19811,38351,37.1,8.7,18,67185
A320,4084,222,18408,40284,53.4,37.0,7,25561
B737,3209,473,16645,33238,97.0,8.7,17,22826
A350,4319,268,18179,25841,38.9,34.5,8,27542
B777,5561,437,2282,39761,10.0,18.2,6,30678
B777,13378,53,17755,34576,20.5,13.0,2,66902
A350,13827,94,10784,30265,94.8,26.7,5,64773
A320,1943,300,18395,37182,35.8,20.4,2,18735
A380,11760,194,6524,38494,72.2,29.7,6,57562
B777,3392,183,2802,38354,50.7,42.2,16,17917
A380,5484,458,13718,37462,52.5,-9.5,6,34167
A320,6311,454,4662,27256,13.8,25.8,16,34820
B777,3583,447,11905,36949,18.9,37.9,14,24903
A320,5265,328,11552,37843,28.1,3.8,18,29675
A380,7915,289,8542,25833,19.9,-11.2,14,40156
B777,1483,238,15955,30350,65.9,-16.7,14,13918
B777,2437,283,10518,38739,51.5,20.2,9,16690
B777,4012,314,15777,33977,70.8,48.3,18,24681
A320,7980,217,12270,27639,25.1,21.6,17,42212
B787,8341,212,18173,31717,7.7,31.2,7,45429
A380,12652,187,3596,38213,85.9,8.7,1,58780
B737,9946,406,13293,37515,68.1,-8.5,7,53859
A350,5191,250,3888,27312,90.2,6.4,18,29316
B787,12258,381,7932,30034,26.6,3.4,3,61566
A380,13465,133,6792,37241,57.4,32.7,2,62154
A320,11003,152,3593,39181,42.5,18.0,2,51818
B737,7723,361,11952,30975,58.1,20.7,10,41698
A350,8996,492,17567,35613,17.5,36.8,17,49838
B737,8645,442,13721,37134,76.4,-7.1,15,48260
B777,13985,472,8400,29467,6.0,21.1,11,68551
B737,10588,352,12480,26676,74.8,15.5,2,52851
B737,12052,254,67,37579,59.3,22.5,15,56771
A350,982,303,16908,25336,18.9,59.8,17,12726
B737,7800,197,9727,34116,4.7,22.3,11,40457
A350,11657,394,655,27073,75.3,31.2,5,56355
A380,13628,270,6628,41034,15.6,9.9,8,65707
A320,4841,178,13964,26194,5.2,19.9,13,28015
A380,4768,221,5111,29693,40.2,26.1,6,25030
A380,6700,437,6567,27955,31.0,32.1,6,36830
B777,4711,57,10921,27471,60.1,33.4,18,25836
A320,10944,169,5732,31725,41.5,41.8,14,52851
A380,4917,333,1936,39022,71.2,32.3,19,27886
A380,7505,209,15187,25782,37.8,19.4,2,38932
B777,2494,161,751,32402,90.3,24.8,6,13247
A350,10516,472,9138,39137,78.7,56.8,8,55114
B787,2449,328,1358,35632,60.4,23.7,14,13627
B777,11769,484,8922,30519,31.3,27.0,3,58301
A320,11294,251,19036,31195,90.1,14.0,1,60117
A380,8312,461,13073,40363,70.8,8.7,8,46307
B777,508,223,6572,26398,79.1,32.2,14,5287
A380,6486,474,11081,40756,82.9,33.9,2,37273
A380,13524,271,17016,39485,39.0,36.5,17,69457
B777,5126,323,19761,40510,42.3,31.3,14,30825
A320,8397,419,3399,26811,30.6,49.7,1,42866
B787,10441,499,8266,37724,9.4,-8.9,16,52823
A320,6591,305,11040,29752,77.0,16.4,15,35855
B787,7947,136,6375,29813,7.9,32.2,3,39189
B777,11125,385,19793,35024,11.2,10.3,9,60794
B787,6393,433,9294,32308,91.2,39.1,2,36246
B777,4021,96,18875,28596,38.2,-29.2,4,24635
A320,4312,165,8116,30579,99.0,35.4,12,22753
B777,7865,489,7405,41427,69.8,7.7,15,43038
B777,8744,455,10536,31128,66.8,5.5,5,45394
A320,10261,261,11513,25586,91.6,-11.1,14,52505
B737,4189,203,701,28377,46.1,14.5,18,20278
B737,9079,136,8212,31462,24.2,35.5,1,45550
B737,12993,113,13393,30145,64.4,32.6,18,64539
B777,3274,407,18798,36799,20.8,22.4,7,23507
A380,1132,84,3909,33790,90.9,7.2,9,5863
B737,3685,210,726,36492,50.6,17.2,6,19257
A380,1868,374,56,38737,61.1,27.9,16,11366
A320,1696,254,6656,36286,61.7,27.3,11,12200
A350,2085,455,14242,39669,44.1,28.0,1,18452
A350,3742,403,12136,26379,61.6,8.5,7,25489
A380,3927,405,17664,25073,25.9,13.8,4,27912
A380,4269,345,2324,27353,85.3,6.9,17,23354
A350,11401,450,14230,29011,59.4,27.2,19,58937
A380,5941,334,16545,32267,72.5,-3.0,19,35243
A380,2425,185,18529,41498,41.1,44.2,16,18439
B787,8731,285,1817,27550,85.8,8.0,19,42142
B777,4964,104,10552,39635,86.6,8.9,1,24627
B787,11427,321,17768,39174,56.9,26.3,12,60010
B777,1730,156,12169,39512,12.0,33.1,5,13047
A380,7600,405,15295,31877,56.1,37.2,10,43494
B737,3562,277,1062,38535,44.4,30.4,14,19442
A380,3417,384,2685,36835,56.3,16.0,13,19264
B777,1193,166,10420,25688,47.7,33.7,16,9640
A350,4826,193,7817,27108,75.3,7.4,1,27352
B777,10468,367,11767,37876,78.4,-3.9,5,54012
A350,10350,158,11189,26265,14.6,26.1,15,51428
B737,11055,274,2865,32604,64.2,17.5,19,52938
A320,11481,90,11827,35916,19.3,9.0,12,56826
A350,6748,161,10876,35243,20.9,18.1,19,33902
B737,8120,404,1027,40104,7.3,25.3,1,40575
A320,2100,470,14196,40448,50.7,24.1,9,21077
A350,3572,267,13970,39909,51.0,12.3,4,23136
B737,12174,353,7724,30045,58.6,17.2,14,60956
B737,9471,424,1459,37137,21.1,38.9,7,46544
B737,12194,234,17545,32725,76.6,19.7,6,62439
B737,3759,416,18517,32827,21.6,23.4,10,27505
B777,11451,464,5516,34816,68.6,10.0,6,57920
B737,9801,278,9466,29737,41.5,22.9,9,51768
A320,4662,134,15038,38842,14.0,7.6,14,26681
A380,939,214,6695,25801,71.0,21.3,9,7395
A350,4280,322,16353,28092,12.4,34.1,19,28123
A350,9597,341,1963,40062,26.2,-11.3,17,46209
B737,13871,397,7414,39165,15.4,40.1,13,67114
A350,1485,154,13744,28719,44.0,40.9,6,12155
B737,9413,215,6913,41816,76.7,25.5,13,47798
B777,1100,207,997,25457,38.0,13.5,10,5767
A320,7434,421,13502,39498,31.5,25.5,15,41362
A320,11559,87,4073,31090,54.1,7.1,4,54164
B737,7734,244,9495,25046,56.1,29.9,5,40661
A380,6961,448,9860,35058,92.7,-17.6,4,38329
A350,12786,278,15489,25165,20.5,2.1,3,64706
A350,13851,216,3989,37452,41.9,13.5,9,67144
B737,10046,297,1851,33370,16.6,27.6,8,49207
A350,3213,335,2123,37568,20.1,31.1,1,19661
B737,8294,395,1938,29697,21.3,24.6,11,43086
B787,10311,343,12477,39177,47.0,21.0,13,52389
B737,1211,321,19070,25031,84.0,7.2,8,14164
A350,9655,105,2265,35027,97.4,8.8,13,41110
B737,6465,84,660,41192,94.2,33.1,11,31469
B737,10533,232,3011,29226,58.8,20.9,17,52306
A350,2810,315,9071,36072,86.2,14.3,2,20737
A350,6356,279,7861,34568,51.8,31.7,13,35586
B777,6216,255,14914,38335,59.8,41.6,9,33433
A320,5000,384,11310,28828,41.1,27.9,7,29516
A350,3669,310,3582,39376,4.4,5.0,5,19765
A350,10387,271,15869,34480,75.1,34.2,5,54121
A320,5293,359,17798,36708,59.5,0.2,18,32163
A350,8913,71,2861,31552,89.2,7.3,12,38697
B777,9065,467,12134,35771,9.0,24.0,6,48377
B787,13177,285,18965,40428,22.7,25.1,9,68341
B787,800,132,8817,35368,84.2,40.4,8,5757
B777,13186,88,9202,38066,99.2,13.7,18,62105
B787,7854,239,14357,41222,92.1,14.5,7,42282
B777,10138,449,12241,27774,85.4,18.4,4,52374
B737,3038,243,11303,25330,97.7,30.7,5,20562
B737,13069,264,8116,41295,20.0,10.2,17,63062
B737,5415,486,3575,30771,62.7,12.3,1,31610
A350,2361,56,17522,30281,74.7,25.8,4,17773
B787,5616,340,8418,38604,38.1,-6.5,12,31246
B737,6553,412,2237,40169,49.7,33.3,10,34623
B777,12751,149,19383,30949,9.0,30.1,5,65397
A320,5230,277,7559,25384,39.3,14.9,3,28883
B787,5025,376,7041,33660,96.4,37.0,16,30506
A380,10921,448,5346,40422,33.7,-0.1,18,55978
B787,2627,273,16212,29772,15.6,20.7,12,20988
B737,10804,386,14036,31032,90.5,6.7,12,57248
B777,12793,101,13452,36560,9.1,8.8,15,62360
A320,744,436,19968,27518,20.9,38.5,9,12006
B787,9337,334,3855,25732,98.1,19.4,7,46467
A350,7790,266,14145,33272,67.7,27.4,9,40645
B787,7999,388,15387,26582,33.0,12.0,3,44717
B787,5163,306,16485,26562,65.8,16.3,2,32265
B737,10003,219,17785,25881,75.1,4.5,1,54028
A380,1642,351,17220,41246,26.2,41.4,2,15273
A350,13382,343,7768,39998,61.6,30.2,8,66540
B777,998,278,11989,40645,74.6,30.1,9,12641
B777,5250,384,12972,38480,6.0,14.6,19,32186
A350,2065,280,12226,35268,71.5,46.8,1,15949
B777,1402,475,2216,37478,85.0,-3.4,8,12564
A320,2447,284,18316,30264,53.4,24.9,11,18801
A350,10228,59,4172,30278,90.3,16.7,10,47394
B737,9983,97,14621,29023,36.5,19.9,13,52283
A380,5429,287,2240,26145,96.4,17.6,2,26128
A380,13629,417,2681,35397,62.7,-3.7,2,66416
A350,8213,109,3818,38596,65.2,7.9,3,40534
B787,779,419,16879,39484,91.4,44.9,14,13728
B777,7305,372,10015,30529,82.5,6.8,2,38971
B777,1403,149,8736,27066,92.6,23.9,11,10176
A380,6495,466,19395,26568,90.7,10.0,19,39958
B737,10515,142,17673,33583,48.1,16.6,8,54056
A320,7674,315,9045,29037,63.1,17.4,2,40628
A380,11852,362,2877,36717,4.5,-2.0,10,57965
A350,8928,232,10879,25618,15.6,36.3,17,45672
B777,2300,438,12719,28493,65.4,48.7,16,18278
A380,13013,170,2582,31696,41.7,32.7,3,60674
A350,10491,287,13419,31497,76.7,4.2,3,54022
B737,5731,345,3662,35707,22.6,46.1,8,30575
A380,3903,72,7876,36518,48.9,50.4,6,20315
A320,12576,149,4602,25527,65.1,15.0,19,59245
A320,7850,121,10539,36392,58.3,29.2,6,39967
B737,5950,59,14628,29367,34.9,42.3,13,31890
A350,11688,485,8552,36372,29.0,37.7,10,59751
B787,12883,468,7190,40811,2.7,22.7,15,67205
B777,8955,157,12177,28234,41.1,30.0,1,45027
A320,5190,292,4246,25683,1.1,11.1,17,25290
B737,8777,174,5021,29002,26.7,13.3,19,39911
B777,8491,99,15425,32100,88.4,27.3,5,42862
A350,9216,353,6004,25616,0.1,14.7,12,44144
B777,4792,289,4288,30985,29.8,50.2,7,26765
B777,3910,331,12179,30150,46.0,15.7,5,25713
B787,1035,131,3453,35773,68.1,15.7,2,8236
A380,647,272,7141,34252,45.6,13.4,11,8120
A380,6943,95,4694,28236,71.7,7.5,12,34002
B777,1466,362,3867,41710,45.0,32.2,17,11873
A350,6228,206,2180,28419,73.6,1.8,1,29967
A380,11073,348,2995,37743,21.1,-2.1,3,53798
A350,5383,178,16372,35301,17.7,5.8,2,30051
A380,2474,332,17153,41499,9.0,21.6,7,19014
B787,4434,397,15471,36283,53.2,18.9,2,28983
B787,4679,348,15364,29857,16.6,-3.4,8,27842
A320,10416,328,17782,34050,10.5,10.0,6,55886
A320,5246,92,8797,26986,64.3,15.5,3,27003
A380,9298,256,4968,39178,18.3,16.9,2,46460
B787,659,70,5894,35082,49.3,17.3,13,5906
A350,5443,295,2460,27754,44.2,33.0,6,27595
A380,733,141,7790,31215,41.9,13.4,9,7279
A380,3011,76,18304,34749,16.6,26.1,6,19580
A380,11806,300,8672,34222,46.8,-3.2,18,59375
A350,942,221,4410,25359,96.9,22.3,12,8058
B777,5739,125,2970,38333,80.1,36.7,7,26060
A350,2550,488,706,30598,4.0,-6.4,18,16753
A320,7079,181,10837,38295,13.7,21.0,14,36616
A350,11145,461,10049,31329,17.3,7.8,13,56797
B777,8271,218,18458,26099,8.3,21.1,18,46208
B787,7616,154,13719,32780,66.3,2.0,12,41346
B787,4535,192,16836,33800,4.8,-1.7,16,27053
B777,13942,414,4835,31598,99.7,10.9,16,68542
B777,10727,348,11369,28964,49.2,8.8,11,56275
A350,658,62,4686,28988,48.5,-3.3,8,7222
B787,3488,352,18754,26616,16.5,38.1,19,25078
B737,5128,162,17941,39979,20.4,10.6,4,29994
A350,12045,90,2490,37918,28.2,35.9,11,55531
B787,10661,91,6253,35885,92.5,2.6,10,49505
B787,12940,232,11994,26169,43.6,34.7,9,63682
B787,5685,384,9669,33541,67.0,9.9,6,32687
A380,1897,349,5942,30310,24.9,49.2,12,14613
B737,13756,72,18922,37016,38.5,22.6,5,68358
B737,12087,306,9547,31582,6.9,37.6,18,61766
A320,12642,262,8809,40210,92.1,12.6,7,62435
A380,4041,294,12375,34753,65.8,1.8,13,24404
A380,10584,358,15333,30811,0.1,10.1,16,54739
B787,869,455,17103,41025,59.9,13.4,13,13459
B777,7121,103,18921,37181,12.8,12.1,4,37353
B787,13203,390,9100,37083,82.7,23.3,8,67170
A320,6579,144,11692,27000,48.7,20.3,18,34622
A350,5913,302,2824,37545,18.1,24.0,18,32315
B787,10559,241,4985,38298,0.3,23.7,19,50551
B787,9228,227,5891,37048,78.7,0.7,15,46215
B777,2801,204,5988,27421,78.1,8.0,1,16304
A320,1895,63,11141,40958,6.6,6.6,8,14665
B737,13565,306,3784,33462,50.8,32.3,10,65744
B737,2479,263,13041,26873,82.6,4.3,17,18498
A350,699,160,4289,31475,24.5,36.4,19,7297
B777,2581,350,16621,25027,19.4,35.3,2,21784
B737,1632,149,16450,36152,38.1,26.2,3,12694
A320,4397,351,6165,31757,22.0,20.1,6,25748
B737,10813,311,17212,35224,61.1,23.7,13,57148
B737,2512,374,10741,35067,86.0,51.0,5,19116
A380,8837,240,3021,31600,52.9,16.4,11,42429
A350,6519,481,170,39869,30.0,-6.3,16,33981
A380,7858,276,2543,37123,1.4,17.8,8,37731
A350,3230,386,2715,29692,35.7,20.3,1,19445
A320,2417,304,11626,39870,65.3,42.2,15,16306
B787,8413,297,12669,31151,92.5,37.9,8,44325
A380,9860,102,3263,33303,82.9,17.6,16,46060
A380,837,360,145,38325,16.8,8.4,14,7601
B737,13033,377,7813,40700,42.5,44.4,15,64403
B737,5396,381,18375,29864,74.5,15.7,16,34674
B787,11854,495,5920,25512,18.9,9.9,13,59349
B787,12202,347,19638,35194,60.5,40.5,15,64678
B787,6475,278,12226,35303,41.2,10.2,5,34436
B777,3827,281,8439,40608,19.1,16.0,5,24634
B787,10015,56,9602,26640,25.4,22.5,19,49749
B777,856,236,18480,28962,3.9,-6.7,2,11513
B777,12866,68,15288,29066,37.4,12.5,16,61883
B777,13540,356,5213,33345,92.3,24.4,2,66512
A320,6887,235,14143,35086,55.0,29.0,17,35960
B787,4410,216,11508,33114,81.8,38.5,17,26271
B787,2645,428,14404,29135,37.2,20.2,16,20037
A350,1858,134,15109,40271,15.7,26.3,12,14359
B737,3854,336,19299,31546,69.9,48.9,13,26202
B777,10169,427,19487,40538,87.4,31.2,5,56181
B777,6376,301,340,27914,76.6,10.7,1,31965
B777,2494,248,1026,30624,65.7,10.9,19,14586
A380,4516,464,4908,38854,45.1,34.9,4,26957
B787,6933,175,13596,38112,75.8,-11.1,18,35367
B777,10079,125,1709,32289,28.5,11.5,2,47334
B777,13350,164,7326,34817,0.5,17.6,9,63643
A320,1420,470,1235,31956,36.0,11.8,16,11465
B787,4349,152,2108,27551,64.2,11.3,19,21486
B787,4814,156,3227,32016,99.8,22.9,16,23350
A380,5793,227,10194,34843,8.3,34.7,17,29807
A350,2084,465,6078,27857,42.1,22.6,1,16879
B777,8747,70,9338,27345,82.1,31.6,1,41986
B737,3675,456,3223,35907,85.8,-6.5,15,21704
A320,5616,287,15524,25514,63.1,48.1,15,33297
B737,2355,262,3283,35841,78.1,48.6,17,13348
B737,3533,240,17442,31430,29.6,15.3,19,23114
B777,1828,165,74,29132,96.0,7.9,1,11164
A350,9789,273,12149,25158,9.7,30.9,3,49221
A380,1905,240,5722,39323,98.9,21.2,1,13076
B737,13041,80,14609,39518,52.4,-6.2,18,64409
B787,3106,169,14713,31270,96.2,10.9,2,19732
B737,10363,440,15310,28151,7.3,16.0,15,54888
B787,6159,210,9604,31662,47.4,38.0,10,33922
B737,6946,326,9779,33405,18.6,46.2,6,36943
B787,9795,456,14804,41920,55.0,31.6,8,51035
A350,11927,221,2655,32540,94.4,14.5,17,55976
B787,812,124,1008,39212,75.5,17.7,8,5429
B787,4248,303,8146,35765,58.0,34.9,4,24550
B777,9046,161,17756,25181,4.0,43.6,19,47065
B787,8945,114,2507,41530,97.6,24.2,17,40609
B737,2743,187,2145,37368,57.2,28.8,1,15044
A320,12314,190,13486,29064,89.6,19.4,1,61187
A380,13608,339,19475,27328,71.7,37.4,2,71170
B777,7650,167,4246,30259,38.6,22.4,12,35322
B787,1289,383,19135,32979,39.1,18.4,13,16226
B777,13513,113,14026,31923,89.3,32.6,14,65255
B737,1513,476,19927,35068,68.3,2.5,5,16698
B737,3056,395,14528,41655,7.9,28.7,17,22133
B777,13796,80,4356,27781,84.2,22.7,4,62604
B777,5950,113,796,40525,27.3,14.9,18,26436
A320,1935,91,5451,36302,54.7,21.0,12,8928
A350,4542,207,19381,41436,12.4,21.5,16,28771
B737,6431,268,200,36560,31.2,3.3,3,33102
A350,9781,99,14330,40128,33.0,-3.4,5,47976
B737,8128,133,9748,39827,90.4,23.2,6,41878
B777,548,406,15312,32065,59.2,23.3,5,10030
B737,2240,65,15976,28632,28.3,6.4,2,13718
A380,7565,311,8838,28359,68.5,-7.6,4,39539
B787,12326,312,2822,34451,54.9,29.3,8,59183
A320,3803,473,9304,32198,5.8,12.1,17,25249
B787,7188,93,735,41006,35.0,14.7,12,33749
B777,12825,370,1821,38731,94.1,19.9,13,61101
B737,2538,491,8060,38673,72.5,-17.1,11,18187
B787,3272,219,12096,28298,77.1,25.6,9,20519
B787,6810,284,1963,31597,79.6,16.2,10,33517
A380,11204,166,7852,29386,15.1,11.1,2,53674
B777,4021,447,6959,39112,46.3,29.5,18,24512
B777,12116,221,7161,37534,93.3,30.5,12,58608
A350,1318,232,7636,32857,65.0,21.4,16,10840
B777,9806,158,1799,41294,76.5,17.6,18,46217
B777,6196,317,17040,38601,27.2,51.6,12,35631
A380,5092,284,4189,30548,79.7,11.1,19,27660
A380,5100,186,18581,31384,98.7,22.3,5,29435
A350,11244,75,5632,33751,6.8,25.4,12,54059
A380,11307,491,17486,28710,95.4,18.3,3,60165
A350,2185,138,16030,38410,48.2,18.8,16,15400
B787,13521,299,4692,26621,9.1,3.5,2,63486
B737,11484,318,3193,40349,34.6,15.4,18,56949
B737,5374,442,18955,31322,7.9,22.9,15,34872
B737,7459,402,3991,36797,63.2,25.9,10,38087
A350,10242,402,3106,35879,88.8,4.7,11,51789
A320,3876,118,19349,38258,93.9,28.1,18,23970
B737,9802,280,3530,39337,84.6,29.0,14,47824
B737,6040,118,16001,40727,98.7,2.3,11,32763
A350,5251,285,14066,40869,93.0,30.5,10,30545
A350,6395,102,12719,25134,77.1,10.4,12,32075
A320,11238,419,2174,31424,55.0,22.2,16,55454
B777,10741,246,16116,41964,82.4,10.9,19,54266
B787,1752,468,3578,25478,22.8,31.8,19,12002
B787,4614,60,13615,26883,64.5,-23.0,11,25454
B737,4058,224,17174,29880,32.9,19.8,6,27386
A350,12304,62,18358,37753,51.1,6.0,1,60829
A320,12592,96,18562,40003,98.2,22.1,4,63872
B777,13357,121,18430,38143,6.1,26.3,5,67472
B777,4736,451,14427,39587,14.3,14.8,10,29055
A320,9905,420,16184,38840,77.0,4.0,8,55673
B787,6560,423,10490,34148,46.4,16.1,17,39479
A350,6672,436,7973,30568,31.2,18.4,7,37839
A320,884,305,6643,32301,89.6,7.2,15,9828
A380,4540,443,12124,31919,5.0,8.8,13,28065
B787,1674,399,8801,28277,91.4,18.6,13,14656
B777,4828,57,4452,40205,67.4,3.6,3,23223
B787,9451,268,9986,29452,43.0,11.0,5,49362
A350,13587,133,9884,32348,15.7,5.2,19,65364
A320,1294,361,5348,32094,32.9,28.9,17,12183
A380,8892,183,13783,38743,77.2,33.0,12,46858
A320,13805,197,19614,28998,32.5,41.4,6,69466
B737,6606,294,5170,32642,73.0,46.9,16,33537
B777,13307,179,19473,25823,7.8,4.2,7,68916
A350,5846,491,107,38324,34.1,10.7,12,29873
B787,3626,239,16094,36915,51.0,-8.1,1,23437
A350,6616,411,10672,34523,76.5,25.3,17,37295
B787,10819,138,13226,39519,33.9,41.4,1,53514
B737,12215,378,12776,29835,24.9,8.2,17,62888
A320,10534,294,2811,30411,29.8,32.8,2,51754
A380,3919,294,17446,30887,64.9,15.0,7,26038
A350,5964,241,8657,27267,19.1,40.5,11,30411
A350,13463,367,911,32391,83.2,13.8,17,63405
B787,1249,67,711,30033,70.1,22.7,17,6298
A380,8082,450,10922,33524,50.1,12.5,16,45556
A380,9350,468,5309,32990,65.9,34.9,15,49021
B777,9586,345,16005,33554,50.5,29.1,16,50773
A320,11026,188,5156,37084,49.9,11.7,4,51341
A320,7263,185,13595,28247,13.0,13.6,10,36475
B737,6560,151,18360,29495,43.3,19.2,16,34703
B737,4466,350,19966,32325,10.3,59.1,4,28529
A320,5042,370,16470,28090,2.6,27.0,3,32291
A320,5556,275,5164,26562,57.6,24.6,7,30017
A320,12053,174,8875,27809,26.7,-1.6,16,59134
A320,6786,249,5201,33412,15.2,-3.4,10,33303
A320,7132,192,19436,39474,51.2,17.5,18,41111
B777,2771,473,5987,28974,31.6,34.2,13,20397
B787,9543,312,4075,30277,92.5,51.1,18,47856
B737,1323,475,12397,34045,77.2,5.1,9,14427
B777,12148,103,18142,37838,76.3,3.9,12,63716
A320,1511,136,12640,36632,10.9,15.7,13,10553
A380,5466,287,13454,31743,78.5,5.3,8,30678
B787,1677,345,14117,32116,35.7,37.1,5,15861
B787,5684,251,825,39180,99.3,25.2,14,27825
B737,1197,350,18295,41620,49.8,14.6,15,16159
B777,10110,318,7153,35310,0.3,17.0,16,49905
A380,9258,182,12794,35617,93.6,35.9,19,48962
A380,2075,377,7604,25561,49.0,30.6,9,14192
B787,2542,214,1857,36982,56.5,30.3,19,15294
A380,5698,98,7335,34089,6.0,37.9,11,28506
A320,13605,109,2885,35646,47.9,15.6,9,61964
A350,6186,424,9299,41174,37.2,13.2,16,37248
A380,2600,358,7329,28637,90.3,13.5,15,17061
B787,8307,351,8453,37598,87.3,-8.6,7,43704
B737,1192,64,11815,34924,44.5,16.2,7,11009
B737,10900,361,15511,28910,78.6,28.6,5,57249
A380,11996,305,15901,41027,44.9,-0.6,8,61901
A320,7832,130,5318,33853,92.6,26.6,19,39728
A320,5118,294,17649,37330,67.1,37.1,6,31635
B777,10489,364,15368,40408,68.6,30.7,16,55112
B737,4767,119,17812,32130,71.6,1.3,16,25678
A320,6206,271,17785,36704,56.4,25.8,13,35829
A380,11523,84,16679,29655,46.8,31.0,16,57565
B777,3266,170,17282,26860,17.8,17.0,2,21662
B777,2671,478,9695,29295,77.6,4.6,16,19522
A320,10177,93,7647,37820,32.0,24.7,4,49799
A320,7606,102,17990,32178,99.2,5.9,8,42259
B777,7624,323,9440,26665,52.4,36.4,17,39004
B737,6546,80,10817,27219,1.2,36.4,6,33171
A350,8516,338,12191,30037,40.3,18.0,17,45587
B777,11451,263,14672,29495,47.4,30.8,19,59056
A380,12299,325,18226,33072,49.8,16.3,11,64019
B777,12471,296,7944,26088,96.4,38.0,10,61410
A320,6432,62,16090,38531,67.3,10.1,1,34990
A350,6218,160,12955,30785,74.0,7.2,13,33393
B777,10073,451,1674,36305,63.4,9.2,4,49771
A320,6091,473,8115,35903,73.6,38.4,7,35858
A380,2317,173,12202,26105,12.7,25.5,6,15467
A380,6607,452,9249,25740,91.1,-18.7,16,37492
A380,5946,430,360,34504,56.6,46.8,15,30255
B737,6818,391,10241,35299,74.7,23.6,17,38613
A350,7235,402,4466,36458,2.6,4.2,18,37699
A380,1107,457,13494,37440,39.8,15.2,11,13595
A380,4214,244,17358,34485,47.6,25.9,8,25056
B777,6893,230,9914,28839,57.6,17.2,4,35827
B787,10025,387,6510,35832,32.7,7.2,7,51017
A320,10310,96,12361,36830,17.9,19.8,11,52986
B777,10289,478,18194,37893,15.0,11.9,11,57992
B787,4934,131,7706,35691,78.5,5.3,18,25607
B787,5706,417,8283,29819,89.5,3.8,15,32081
A320,5472,325,5641,41843,51.9,15.5,10,28068
B777,6561,79,4085,29731,67.6,-20.9,18,32916
A320,5963,420,11232,37058,47.2,15.5,7,34215
B737,5692,326,196,27868,28.2,37.2,9,29092
A380,10706,474,7613,28537,28.8,19.3,14,54850
B777,9125,111,8321,36569,25.2,8.3,10,45008
A380,3268,108,13006,34332,61.8,0.2,12,19142
B737,3968,147,13715,30821,37.1,-7.6,3,23644
A380,12490,127,8225,34103,27.5,-4.1,17,59488
A320,7697,434,12977,28625,29.4,-0.2,11,43161
A320,13622,465,17188,25255,79.5,20.3,19,68593
B737,3213,177,291,33464,39.8,22.8,6,13798
A320,2245,236,10744,39462,14.2,17.4,11,16868
B737,2211,272,5174,28384,83.1,2.0,13,13635
A380,6355,322,6525,30619,75.0,11.8,9,32355
B777,7172,265,11258,38802,98.9,12.5,2,35717
A320,4987,444,4157,30769,68.0,-11.1,8,26931
A350,13658,256,14254,35226,49.2,30.7,17,69296
B787,9606,137,1388,25278,24.4,0.4,4,44919
A350,1032,392,4989,32207,82.4,51.0,9,9466
A320,12201,170,5510,34433,11.3,26.5,11,57025
A380,6821,67,5815,26860,26.0,6.4,6,33343
B787,7851,317,10006,33766,32.5,35.9,6,41979
A350,4227,182,2291,37774,22.6,21.1,16,20587
A380,8053,492,19464,27584,65.8,8.4,11,48572
A320,684,87,7854,32040,57.1,39.6,18,5415
B777,10866,176,11044,38478,82.3,25.0,16,53292
A320,3049,96,6275,37241,99.5,4.0,16,18155
A320,12746,170,15357,34699,13.0,43.6,11,63599
A380,13946,493,13537,38116,65.5,12.1,3,71312
B777,823,470,11694,31547,44.0,20.3,10,12147
A380,9493,467,12601,31547,73.2,29.2,10,51249
A380,1612,223,9496,33927,79.3,17.0,12,12999
A350,4982,293,15909,37419,52.8,29.1,9,29128
A350,3561,315,5222,41441,91.9,16.5,18,20547
B777,3084,436,11401,29015,47.7,0.0,9,20195
A350,1912,215,18450,39361,78.4,21.6,10,16486
