origin,destination,days_before_departure,season,seat_class,airline,distance_km,demand_score,competitor_price,is_holiday,price_usd
DXB,SIN,324,summer,Economy,PacificAir,11367,1.0,1790,0,719
BOM,LAX,21,autumn,Business,AeroGulf,3894,0.99,1372,1,491
DXB,CDG,347,summer,Economy,PacificAir,9895,0.35,306,1,608
NRT,CDG,10,spring,Business,EuroWings,1273,0.5,1367,1,510
LAX,NRT,87,autumn,Economy,AeroGulf,11748,0.9,778,0,876
DXB,JFK,33,summer,Business,SkyMind,8293,0.09,313,0,509
FRA,LHR,361,winter,Business,SkyMind,11005,0.45,1207,1,1948
SYD,LAX,339,summer,Economy,AsiaJet,3097,0.38,126,0,537
SYD,LAX,203,spring,Economy,SkyMind,10095,0.29,1158,1,3713
NRT,SYD,4,winter,Economy,AsiaJet,12864,0.99,1625,1,2645
SIN,LHR,23,summer,Economy,AeroGulf,8481,0.73,914,1,713
LAX,SIN,197,spring,Economy,PacificAir,13860,0.39,919,0,936
NRT,BOM,309,autumn,Economy,PacificAir,3561,0.83,168,1,1359
DXB,FRA,274,summer,First,AeroGulf,3825,0.49,293,0,1405
LAX,CDG,273,autumn,Economy,AeroGulf,1903,0.87,396,1,103
NRT,NRT,107,winter,First,EuroWings,3820,0.27,1685,0,786
LAX,FRA,200,autumn,First,SkyMind,7739,0.22,656,0,502
BOM,LHR,343,spring,First,SkyMind,7149,0.25,1399,1,2579
FRA,DXB,215,winter,Economy,SkyMind,7920,0.54,1755,0,518
SYD,DXB,2,summer,Business,AsiaJet,7639,0.29,1066,0,582
CDG,DXB,121,autumn,Business,SkyMind,1369,0.15,391,1,129
LAX,CDG,103,winter,Business,EuroWings,6942,0.99,1835,1,2700
SIN,SIN,149,winter,Economy,PacificAir,9775,0.9,702,1,3617
NRT,LAX,152,summer,Business,PacificAir,1473,0.64,425,0,695
DXB,LAX,53,summer,Business,AsiaJet,9917,0.89,1275,1,2043
SYD,JFK,166,summer,Economy,EuroWings,10494,0.94,775,0,3944
CDG,CDG,306,summer,Economy,AeroGulf,11656,0.68,1256,1,1998
SYD,CDG,167,autumn,First,PacificAir,1688,0.52,1335,1,386
DXB,FRA,316,winter,Economy,EuroWings,5647,0.88,1114,1,2056
SYD,FRA,364,summer,Business,AeroGulf,3943,0.57,280,1,679
SYD,DXB,295,winter,Economy,AsiaJet,12626,0.13,867,0,2317
BOM,LAX,71,winter,Economy,SkyMind,13101,0.37,460,0,911
LHR,SIN,128,spring,Business,EuroWings,6184,0.45,523,0,1222
DXB,CDG,33,spring,Business,PacificAir,1821,0.94,709,1,636
DXB,FRA,157,summer,Economy,AsiaJet,2523,0.66,1994,0,969
BOM,BOM,330,summer,Economy,EuroWings,7240,0.88,223,0,437
SYD,DXB,266,spring,Economy,AsiaJet,5968,0.76,277,0,1139
LAX,BOM,204,winter,Business,AeroGulf,13423,0.31,429,0,2426
LHR,CDG,195,summer,First,EuroWings,13204,0.72,1062,0,2513
SIN,DXB,109,autumn,Economy,SkyMind,938,0.2,1876,1,353
BOM,LAX,159,summer,Economy,AeroGulf,664,0.41,1349,0,373
CDG,LAX,283,summer,Economy,SkyMind,6178,0.81,262,0,378
LHR,FRA,27,autumn,First,AsiaJet,8335,0.61,1955,1,1776
FRA,BOM,227,summer,Economy,SkyMind,3837,0.83,912,0,425
LHR,SYD,252,winter,First,AeroGulf,3850,0.25,592,1,1404
SYD,DXB,265,autumn,Economy,AeroGulf,1487,0.75,1929,0,386
LAX,DXB,262,autumn,Business,AeroGulf,3029,0.2,977,0,542
BOM,BOM,134,spring,First,AsiaJet,5112,0.55,570,0,461
LHR,FRA,26,winter,Business,PacificAir,12869,0.43,1480,1,2427
JFK,BOM,43,spring,Economy,AsiaJet,12906,0.56,440,0,4730
BOM,DXB,19,winter,Business,AeroGulf,4345,0.14,254,1,123
SIN,BOM,16,summer,First,AsiaJet,6256,0.36,859,1,465
CDG,BOM,105,spring,Economy,EuroWings,8605,0.67,1316,0,1706
LHR,FRA,279,summer,Business,EuroWings,1826,0.56,684,0,763
DXB,FRA,203,summer,First,PacificAir,11978,0.55,1382,0,2231
CDG,JFK,208,spring,First,AsiaJet,8719,0.51,1950,1,639
BOM,DXB,166,spring,First,AsiaJet,10716,0.94,1353,0,774
NRT,JFK,59,summer,Business,EuroWings,7424,0.93,199,1,2889
DXB,BOM,48,summer,First,AeroGulf,5093,0.36,325,1,452
FRA,BOM,148,winter,Economy,SkyMind,7162,0.35,1153,0,2517
LHR,SYD,277,summer,Economy,AeroGulf,693,0.55,834,1,165
JFK,LHR,178,autumn,First,PacificAir,9283,0.1,1345,1,3337
LHR,NRT,289,summer,First,SkyMind,2989,0.3,1139,0,624
LAX,FRA,114,summer,Economy,AeroGulf,10549,0.23,1920,0,1919
FRA,BOM,296,summer,Economy,AsiaJet,13847,0.22,817,1,869
LHR,JFK,218,spring,First,AsiaJet,6901,0.64,557,0,1365
JFK,CDG,266,spring,Economy,EuroWings,8804,0.38,315,1,484
LAX,LHR,162,autumn,First,AsiaJet,10009,0.17,711,1,3624
JFK,BOM,329,summer,Business,AsiaJet,2237,0.89,635,1,810
BOM,LAX,36,winter,First,PacificAir,2561,0.87,1898,1,743
BOM,DXB,75,winter,First,SkyMind,10382,0.86,532,1,3976
JFK,SIN,135,summer,Business,AeroGulf,12360,0.39,1058,0,2286
FRA,CDG,272,summer,First,AeroGulf,6783,0.06,1736,0,2394
FRA,LHR,179,summer,First,PacificAir,10086,0.11,657,1,1884
JFK,CDG,159,summer,Business,SkyMind,11860,0.28,339,0,2178
BOM,SYD,243,summer,Economy,AsiaJet,7340,0.22,915,0,2583
JFK,CDG,301,spring,Economy,PacificAir,4059,0.87,201,0,1430
SIN,FRA,204,autumn,Economy,AsiaJet,5961,0.99,764,0,2298
NRT,FRA,283,spring,Economy,AeroGulf,8099,0.82,1166,1,2907
SYD,BOM,278,winter,Economy,PacificAir,10928,0.73,1690,1,2112
DXB,NRT,143,spring,Business,PacificAir,4383,0.59,1541,0,849
BOM,JFK,8,spring,Business,PacificAir,3751,0.77,420,1,1576
JFK,LHR,116,autumn,First,AeroGulf,5553,0.95,1791,1,2201
SYD,LHR,343,winter,Economy,AeroGulf,12624,0.6,908,1,731
FRA,LHR,272,winter,Business,EuroWings,3514,0.15,512,1,531
JFK,FRA,176,summer,Business,AeroGulf,12178,0.16,1027,1,2226
LAX,NRT,214,autumn,Economy,AeroGulf,1628,0.58,133,0,620
FRA,FRA,215,spring,Business,AsiaJet,7365,0.33,1950,1,488
NRT,SIN,57,spring,First,AeroGulf,6972,0.91,849,1,2734
JFK,LHR,229,spring,First,SkyMind,7916,0.61,544,1,1506
JFK,NRT,300,winter,Economy,AsiaJet,2196,0.68,279,0,509
SIN,SYD,327,winter,Economy,EuroWings,8824,0.01,1954,0,502
NRT,NRT,37,spring,Economy,SkyMind,7907,0.5,1789,1,2957
NRT,BOM,284,winter,First,EuroWings,7745,0.43,816,1,410
BOM,CDG,324,summer,Business,PacificAir,5165,0.71,1391,0,1873
FRA,LAX,224,spring,First,PacificAir,4720,0.38,1657,1,347
CDG,FRA,302,spring,Economy,PacificAir,13822,0.98,1068,0,5002
NRT,NRT,201,summer,Business,AeroGulf,12231,0.67,411,1,4514
LHR,BOM,100,winter,First,AeroGulf,8074,0.66,105,1,3041
NRT,CDG,282,spring,Economy,AsiaJet,11680,0.92,647,1,2100
SYD,SYD,75,summer,Economy,SkyMind,6670,1.0,737,1,2655
JFK,BOM,212,autumn,Business,SkyMind,12994,0.2,557,0,2353
SYD,SIN,191,summer,First,PacificAir,11985,0.81,1864,1,841
DXB,SIN,63,spring,Business,PacificAir,811,0.16,1822,0,303
CDG,CDG,112,summer,Business,AeroGulf,11121,0.46,670,0,2064
DXB,LHR,143,winter,First,EuroWings,10477,0.1,1603,0,654
SYD,LAX,99,spring,First,SkyMind,5934,0.62,167,0,2260
CDG,BOM,265,spring,First,SkyMind,13083,0.47,1943,0,909
FRA,LHR,225,winter,Business,EuroWings,901,0.63,219,1,274
DXB,DXB,75,winter,Business,SkyMind,6054,0.68,1063,0,1279
LAX,FRA,278,winter,First,SkyMind,2096,0.62,1456,0,790
NRT,SIN,198,autumn,First,AeroGulf,621,0.29,947,1,80
SYD,SIN,184,spring,Business,SkyMind,1250,0.84,974,0,309
DXB,LHR,293,spring,First,PacificAir,605,0.55,1046,0,80
BOM,NRT,57,spring,Economy,PacificAir,7434,0.49,1109,1,2786
BOM,JFK,249,summer,First,AsiaJet,9751,0.99,445,0,3603
LAX,JFK,114,spring,Economy,AeroGulf,12859,0.28,1988,0,4719
LHR,FRA,140,spring,Economy,AeroGulf,13355,0.53,1368,1,912
CDG,JFK,359,winter,Business,PacificAir,3738,0.68,1703,0,734
FRA,SIN,41,winter,Business,AeroGulf,1744,0.13,1789,0,646
NRT,NRT,153,winter,Business,AeroGulf,8767,0.35,1964,1,3229
CDG,SIN,232,spring,First,AsiaJet,7365,0.8,1420,1,546
NRT,LAX,105,winter,Business,EuroWings,9701,0.24,1838,0,645
DXB,SIN,106,autumn,First,SkyMind,3782,0.49,1768,1,1529
LHR,SYD,300,winter,Business,AsiaJet,2775,0.63,1033,0,1072
JFK,FRA,130,autumn,Economy,EuroWings,4308,0.67,727,0,321
SYD,NRT,161,summer,Business,SkyMind,9144,0.73,1728,1,665
FRA,FRA,257,autumn,Economy,PacificAir,1265,0.87,713,0,152
LAX,LAX,229,autumn,First,EuroWings,5082,0.39,1483,1,456
LHR,LAX,350,summer,Business,SkyMind,3215,0.71,1471,1,570
FRA,BOM,182,autumn,Business,AsiaJet,1997,0.73,1560,1,420
DXB,CDG,14,spring,Economy,SkyMind,12638,0.3,1595,1,4658
DXB,CDG,100,spring,Business,AeroGulf,12424,0.97,374,1,2472
SIN,LHR,225,winter,First,SkyMind,13617,0.87,729,0,913
LAX,SYD,358,winter,Economy,PacificAir,3338,0.29,1188,0,1192
SIN,LAX,231,winter,First,AsiaJet,6536,0.68,168,0,514
JFK,LAX,53,winter,First,EuroWings,5566,0.72,826,1,1143
FRA,LHR,6,spring,Economy,SkyMind,989,0.43,408,1,169
BOM,LAX,90,winter,First,AsiaJet,11115,0.86,246,1,4169
LAX,SYD,64,autumn,Business,PacificAir,6874,0.69,677,1,1462
NRT,NRT,88,summer,First,EuroWings,2435,0.66,607,1,1041
LHR,NRT,33,autumn,Business,SkyMind,3249,0.22,275,0,591
SIN,CDG,72,summer,Economy,PacificAir,11988,0.41,677,1,769
FRA,BOM,44,spring,Business,AeroGulf,13262,0.43,300,1,4981
BOM,LHR,253,summer,First,AsiaJet,12383,0.73,1141,1,2350
LHR,JFK,107,winter,Business,AsiaJet,9795,0.62,1459,0,1936
LAX,FRA,290,spring,First,SkyMind,8312,0.09,1930,0,1502
NRT,SYD,2,winter,Business,PacificAir,10291,0.31,1250,0,2020
SYD,JFK,136,autumn,Economy,EuroWings,11973,0.47,812,1,751
NRT,DXB,117,autumn,Economy,EuroWings,7964,0.74,1615,1,666
JFK,CDG,121,winter,Business,EuroWings,8277,0.74,1174,1,1616
LHR,SYD,288,summer,Economy,EuroWings,13983,0.49,1762,0,857
JFK,LAX,312,autumn,Business,SkyMind,11852,0.12,1274,1,752
LHR,DXB,94,summer,First,SkyMind,12637,0.29,1284,1,2332
LHR,LAX,7,autumn,Business,AsiaJet,8917,0.25,287,0,586
LHR,FRA,88,winter,First,PacificAir,6786,0.78,329,0,2595
LHR,SYD,182,winter,Business,AeroGulf,13495,0.18,1054,0,4785
BOM,BOM,191,autumn,First,SkyMind,10406,0.46,1733,0,728
NRT,JFK,208,autumn,Economy,EuroWings,4649,0.67,1304,0,872
LAX,NRT,291,summer,Business,AeroGulf,10935,0.96,945,0,4087
NRT,JFK,354,summer,Economy,AsiaJet,6348,1.0,1840,0,375
DXB,SYD,278,summer,Economy,EuroWings,8156,0.95,1593,0,622
BOM,LHR,315,winter,First,PacificAir,11584,0.72,526,1,2024
JFK,CDG,52,autumn,Economy,AeroGulf,2845,0.75,1939,0,741
FRA,FRA,267,spring,First,AsiaJet,6049,0.76,1205,1,473
FRA,LHR,244,summer,Economy,SkyMind,7180,0.86,1527,0,1443
LHR,LAX,182,spring,Economy,PacificAir,9270,0.95,577,1,3403
CDG,CDG,211,winter,Business,EuroWings,2198,0.45,1156,1,813
SIN,NRT,198,summer,Business,AeroGulf,13287,0.42,849,1,883
SIN,CDG,270,summer,First,AsiaJet,11363,0.46,692,1,725
LAX,CDG,33,spring,Economy,AeroGulf,7484,0.66,966,0,1541
FRA,CDG,102,spring,Economy,PacificAir,12993,0.78,1583,0,4828
BOM,FRA,333,autumn,Business,SkyMind,6537,0.87,613,1,1277
JFK,CDG,282,spring,First,SkyMind,11619,0.46,1541,1,858
LAX,LAX,237,winter,Business,PacificAir,5756,0.36,431,0,388
DXB,SYD,216,summer,Economy,EuroWings,7051,0.98,1725,0,565
SYD,DXB,321,spring,First,AeroGulf,778,0.23,1761,0,80
SYD,FRA,302,winter,Economy,EuroWings,1968,0.22,1539,1,193
LHR,LAX,127,spring,Business,AsiaJet,13464,0.72,632,1,990
SYD,CDG,94,spring,First,EuroWings,9632,0.18,104,0,1720
SYD,FRA,74,spring,Business,PacificAir,2818,0.4,383,0,572
LAX,BOM,128,autumn,Economy,SkyMind,5036,0.29,1978,1,912
CDG,JFK,74,summer,Economy,PacificAir,5847,0.17,403,0,2280
FRA,JFK,256,summer,Business,PacificAir,6439,0.58,963,0,1242
FRA,LAX,102,summer,Economy,AeroGulf,2283,0.37,1320,0,187
LAX,LAX,47,autumn,Business,PacificAir,10567,0.46,1377,1,1988
JFK,NRT,165,spring,Business,AsiaJet,7130,0.2,966,1,1356
BOM,NRT,256,summer,First,AeroGulf,13335,0.77,1885,0,4914
SIN,JFK,283,summer,Economy,AeroGulf,3726,0.31,937,1,284
DXB,SYD,248,spring,Economy,EuroWings,12420,0.34,1718,0,4482
SYD,SYD,204,summer,Business,PacificAir,9677,0.25,1871,1,3532
JFK,JFK,86,spring,First,EuroWings,3319,0.43,267,0,1298
SIN,BOM,324,autumn,Business,EuroWings,4470,0.46,105,1,773
JFK,CDG,164,summer,Economy,AeroGulf,10758,0.53,241,1,686
CDG,JFK,57,summer,First,EuroWings,924,0.97,474,1,321
FRA,CDG,206,spring,First,EuroWings,2605,0.9,1248,0,1065
DXB,DXB,148,winter,Business,AeroGulf,2970,0.61,1446,0,314
FRA,CDG,301,autumn,Business,AeroGulf,6394,0.04,494,1,425
SYD,SYD,279,summer,First,SkyMind,4294,0.61,1290,0,1663
FRA,SIN,290,spring,Economy,PacificAir,3391,0.09,1804,0,577
BOM,SIN,21,autumn,Economy,SkyMind,10375,0.71,1147,1,3967
JFK,JFK,137,spring,First,AeroGulf,11865,0.39,1806,0,4381
LAX,NRT,10,winter,Business,AsiaJet,3647,0.84,208,1,885
LHR,DXB,308,summer,Business,EuroWings,12753,0.94,309,0,2345
FRA,CDG,45,winter,Economy,EuroWings,4551,0.42,706,1,915
FRA,LHR,249,summer,Economy,AeroGulf,4151,0.46,1325,1,896
LAX,SIN,30,winter,First,EuroWings,12853,0.59,1533,1,4794
NRT,CDG,225,summer,Economy,SkyMind,13602,0.2,896,0,2493
CDG,CDG,177,spring,Economy,EuroWings,8401,0.93,101,1,634
LHR,FRA,96,autumn,Business,AsiaJet,1674,0.43,1921,1,673
NRT,SYD,17,summer,Business,PacificAir,3449,0.17,842,1,1225
CDG,DXB,28,summer,Economy,SkyMind,10501,0.76,865,1,2155
NRT,CDG,126,spring,Business,PacificAir,9128,0.22,1234,0,1724
SIN,LAX,301,winter,Business,PacificAir,13577,0.14,1709,0,806
BOM,BOM,273,summer,Business,AsiaJet,6616,0.56,175,1,1188
LHR,BOM,187,winter,Economy,AsiaJet,734,0.67,311,0,371
DXB,CDG,142,spring,Business,AsiaJet,8412,0.57,1753,0,1593
LHR,SIN,138,summer,Economy,AsiaJet,5270,0.66,1356,0,428
SIN,DXB,337,autumn,Economy,SkyMind,10837,0.12,286,0,3840
DXB,NRT,229,summer,First,AsiaJet,5628,0.48,1398,1,2090
LAX,NRT,214,spring,First,SkyMind,13714,0.36,409,1,2525
DXB,SYD,274,winter,First,EuroWings,12267,0.97,1065,0,863
NRT,DXB,291,summer,Economy,PacificAir,5356,0.05,987,1,316
BOM,CDG,58,spring,First,EuroWings,12253,0.3,1786,1,2264
LAX,SYD,18,spring,Business,EuroWings,8659,0.94,310,0,3307
LAX,DXB,180,spring,First,AeroGulf,2974,0.98,450,0,1274
BOM,JFK,158,winter,Economy,EuroWings,726,0.82,1924,1,445
CDG,FRA,256,winter,Business,EuroWings,6660,0.08,421,0,1207
CDG,LAX,37,autumn,Business,AeroGulf,11302,0.56,306,1,4153
LAX,BOM,296,autumn,Business,EuroWings,10967,0.4,1213,1,3910
LHR,FRA,262,summer,First,AeroGulf,5301,0.81,757,0,995
JFK,CDG,79,spring,First,SkyMind,10507,0.06,164,0,3844
CDG,BOM,154,autumn,First,PacificAir,5857,0.2,515,0,1103
BOM,LHR,361,winter,First,AsiaJet,8048,0.49,1122,0,409
SYD,SYD,347,spring,Business,EuroWings,12546,0.16,1721,1,775
BOM,LHR,158,summer,Economy,SkyMind,4495,0.69,1415,0,884
NRT,JFK,75,spring,First,PacificAir,1910,0.82,576,1,513
LAX,LHR,55,autumn,Economy,SkyMind,5264,0.7,1564,0,1174
CDG,NRT,206,autumn,Business,AeroGulf,12071,0.44,469,0,4441
FRA,FRA,215,spring,Economy,SkyMind,10537,0.88,772,0,3956
LHR,NRT,9,winter,Economy,EuroWings,1837,0.14,842,0,370
CDG,CDG,106,spring,First,EuroWings,5920,0.26,753,0,1165
SIN,CDG,318,spring,First,AsiaJet,617,0.49,531,0,211
NRT,SYD,245,spring,Business,AsiaJet,2368,0.06,338,1,845
NRT,BOM,307,spring,First,EuroWings,2597,0.1,392,1,455
DXB,SIN,103,spring,Economy,SkyMind,2313,0.4,336,0,920
FRA,LAX,275,winter,Economy,EuroWings,10279,0.94,744,0,3705
NRT,JFK,325,summer,Economy,SkyMind,11944,0.91,1941,0,735
FRA,NRT,338,summer,Economy,EuroWings,9234,0.47,800,0,1745
LAX,JFK,33,autumn,First,PacificAir,2874,0.14,1849,1,500
BOM,LHR,108,winter,Business,SkyMind,2026,0.18,424,1,700
BOM,NRT,269,spring,First,AeroGulf,12259,0.38,1992,1,703
JFK,LAX,73,winter,Economy,AeroGulf,7587,0.21,521,1,1549
LAX,CDG,346,summer,Business,AsiaJet,9961,0.08,529,1,1817
LAX,SIN,181,spring,Business,PacificAir,9293,0.67,453,0,3433
FRA,SYD,268,winter,Economy,AeroGulf,4114,0.58,1778,0,790
SYD,FRA,152,autumn,Economy,EuroWings,2649,0.29,1619,1,1015
CDG,NRT,68,summer,First,AeroGulf,3801,0.78,392,1,386
LAX,SYD,348,spring,Business,EuroWings,9079,0.78,894,0,529
CDG,LHR,197,spring,Business,PacificAir,4180,0.49,723,0,812
JFK,LHR,295,spring,First,AsiaJet,10294,0.1,1380,0,3675
CDG,LAX,32,spring,Economy,AeroGulf,3782,0.92,1536,1,458
LHR,SIN,108,spring,Business,AsiaJet,3196,0.67,480,0,734
LHR,DXB,79,spring,First,PacificAir,13126,0.25,1323,1,2371
SYD,LAX,259,winter,Business,SkyMind,4651,0.61,324,1,1020
BOM,DXB,175,autumn,First,PacificAir,12525,0.41,1002,1,4610
SYD,LHR,15,winter,Business,PacificAir,1805,0.64,1920,1,770
NRT,LAX,51,winter,Economy,PacificAir,13939,0.47,770,1,833
SIN,JFK,107,spring,Economy,SkyMind,1216,0.49,1417,1,507
BOM,DXB,210,spring,Business,SkyMind,6345,0.74,619,1,2412
LAX,JFK,202,winter,Business,PacificAir,6258,0.61,706,1,1232
SYD,LAX,277,summer,Business,SkyMind,4155,0.08,776,1,748
DXB,LHR,218,spring,First,EuroWings,6859,0.07,542,1,389
SIN,NRT,41,spring,Economy,PacificAir,11683,0.31,818,0,2140
SIN,DXB,259,summer,First,AeroGulf,9005,0.43,281,0,1638
FRA,FRA,203,winter,Economy,EuroWings,2780,0.28,1623,0,487
JFK,DXB,336,summer,Economy,PacificAir,3122,0.65,541,0,1119
SIN,SYD,99,spring,First,AeroGulf,9579,0.2,707,0,1834
LAX,FRA,149,autumn,Economy,AeroGulf,4842,0.7,1405,0,376
DXB,FRA,105,summer,Economy,AsiaJet,2989,0.77,1043,0,374
LHR,JFK,203,summer,Business,AsiaJet,2422,0.12,1236,1,490
SYD,DXB,95,spring,First,AeroGulf,6778,0.65,366,1,1310
LAX,DXB,177,summer,First,PacificAir,8615,0.96,1658,1,623
SYD,NRT,65,spring,Economy,PacificAir,8549,0.19,1029,1,3177
DXB,JFK,41,autumn,First,PacificAir,4529,0.91,900,1,1011
SYD,SIN,224,autumn,Economy,PacificAir,3563,0.61,564,0,281
CDG,CDG,67,winter,Economy,AeroGulf,13813,0.59,1092,0,5219
DXB,LHR,255,spring,First,SkyMind,8852,0.05,1509,0,584
DXB,SYD,298,autumn,Economy,SkyMind,10879,0.75,607,0,3962
LHR,NRT,69,spring,Business,PacificAir,11043,0.48,212,0,821
CDG,BOM,171,summer,First,AsiaJet,10175,0.72,1440,0,722
SIN,SIN,101,summer,First,AeroGulf,4392,0.81,231,0,1807
SIN,BOM,140,spring,Economy,SkyMind,2237,0.52,1647,1,396
CDG,SIN,206,spring,First,AeroGulf,4720,0.26,1024,0,310
LAX,NRT,320,summer,First,AsiaJet,7580,0.14,1869,1,1265
DXB,JFK,364,spring,Business,AeroGulf,10600,0.16,1874,0,644
LHR,SIN,307,summer,Business,AsiaJet,10062,0.87,974,1,3651
BOM,LAX,73,winter,First,AsiaJet,10669,0.12,202,0,2017
BOM,NRT,60,winter,Economy,EuroWings,3895,0.38,781,0,1533
CDG,SIN,336,winter,Business,AsiaJet,2954,0.33,1078,0,1045
CDG,SIN,156,spring,Business,EuroWings,12951,0.87,1308,0,2460
BOM,SYD,124,summer,Business,AsiaJet,5457,0.48,165,1,1096
LHR,LHR,14,autumn,Economy,AsiaJet,2787,1.0,234,1,761
LHR,SIN,264,autumn,First,AeroGulf,9928,0.74,1248,1,3633
DXB,JFK,27,summer,First,EuroWings,8650,0.85,156,1,3415
CDG,SYD,245,summer,Business,SkyMind,6792,0.1,1425,1,2413
CDG,SIN,50,summer,First,SkyMind,11866,0.25,889,1,2178
CDG,BOM,187,summer,Business,AeroGulf,9898,0.14,1006,0,598
LHR,NRT,57,summer,Business,SkyMind,9196,0.46,793,0,1929
SYD,LAX,259,autumn,Economy,SkyMind,12459,0.72,1783,1,840
JFK,LAX,155,winter,Economy,AsiaJet,13312,0.17,1896,1,4878
DXB,JFK,34,summer,Business,PacificAir,10095,0.13,1959,1,679
DXB,LAX,26,spring,Economy,PacificAir,10459,0.61,1137,1,2094
LAX,SIN,250,winter,Economy,SkyMind,4233,0.23,998,0,807
JFK,LAX,86,autumn,Economy,AeroGulf,9392,0.48,725,1,1818
BOM,LHR,160,summer,First,AeroGulf,11896,0.05,565,0,649
FRA,NRT,200,spring,First,EuroWings,5613,0.68,1123,0,1120
SYD,CDG,106,autumn,Economy,AeroGulf,12837,0.54,1565,0,879
LHR,JFK,275,winter,First,AeroGulf,3505,0.65,126,0,1337
LHR,LHR,289,winter,Business,AsiaJet,5290,0.28,871,1,331
SIN,DXB,258,spring,Business,AsiaJet,12813,0.28,1507,0,4675
LHR,SYD,220,summer,Economy,SkyMind,12774,0.8,419,1,908
NRT,SIN,15,spring,Economy,AeroGulf,510,0.72,318,1,245
FRA,BOM,21,spring,First,PacificAir,13595,0.58,1855,1,2589
SYD,BOM,334,autumn,Economy,AeroGulf,5721,0.63,1977,0,266
LHR,BOM,59,spring,Economy,AeroGulf,10750,0.09,1293,1,3904
LAX,LHR,360,spring,Business,SkyMind,4177,0.86,1536,1,740
DXB,NRT,82,winter,Business,PacificAir,11511,0.77,1715,1,2318
LHR,BOM,118,autumn,First,SkyMind,9664,0.59,518,0,3609
SYD,FRA,113,summer,First,AeroGulf,7834,0.92,1910,1,2986
NRT,LHR,295,winter,First,PacificAir,12484,0.17,1239,0,805
DXB,LHR,276,spring,Economy,AeroGulf,11146,0.69,705,1,4047
SIN,DXB,257,summer,Economy,SkyMind,5664,0.96,168,0,2099
BOM,CDG,329,autumn,Economy,SkyMind,9533,0.31,1410,0,1744
NRT,NRT,265,winter,Economy,AsiaJet,7360,0.02,782,1,2731
LHR,DXB,235,summer,Business,PacificAir,8605,0.73,1730,0,3218
LAX,BOM,51,spring,First,AsiaJet,13146,0.01,1068,1,4763
DXB,BOM,166,spring,First,PacificAir,784,0.87,560,1,420
DXB,NRT,231,summer,Business,EuroWings,7043,0.06,1102,1,1237
FRA,JFK,221,winter,Business,PacificAir,6070,0.65,248,1,1131
NRT,BOM,271,summer,Economy,AeroGulf,6231,0.38,1858,1,1158
LAX,JFK,84,spring,First,PacificAir,8111,0.2,292,1,608
CDG,SIN,230,autumn,First,AsiaJet,2935,0.9,1356,1,581
NRT,SYD,297,winter,Business,SkyMind,8023,0.75,1840,0,1573
CDG,SYD,222,spring,First,SkyMind,11523,0.34,261,1,659
CDG,SIN,154,spring,Business,PacificAir,13212,0.28,1671,1,835
LAX,LAX,54,summer,First,EuroWings,1529,0.74,1075,0,289
LAX,CDG,119,spring,Business,SkyMind,7084,0.84,1581,0,2675
NRT,BOM,198,winter,Economy,SkyMind,8591,0.72,841,0,1614
SIN,SYD,273,summer,First,SkyMind,4951,0.64,652,0,1870
DXB,SIN,198,autumn,Economy,EuroWings,3466,0.23,261,0,311
CDG,LHR,128,spring,Business,AsiaJet,8255,0.85,252,1,555
SYD,LHR,92,winter,First,PacificAir,1053,0.75,1564,1,240
SYD,BOM,9,winter,First,EuroWings,767,0.52,420,1,192
DXB,BOM,227,autumn,Economy,PacificAir,7635,0.51,1199,1,2811
CDG,DXB,46,winter,Economy,AeroGulf,1740,0.57,479,0,238
BOM,DXB,134,winter,Business,PacificAir,4659,0.83,862,0,931
JFK,SIN,16,autumn,Economy,SkyMind,2989,0.74,889,1,827
DXB,DXB,215,spring,First,EuroWings,8358,0.86,1823,1,1668
SYD,FRA,112,winter,First,EuroWings,11280,0.51,1561,1,4161
SIN,DXB,343,summer,First,AsiaJet,5894,0.62,1913,1,340
NRT,FRA,157,winter,First,AeroGulf,9161,0.85,800,0,3412
LHR,NRT,318,summer,Economy,AsiaJet,3787,0.23,1249,0,561
SYD,DXB,360,winter,Economy,AsiaJet,12628,0.44,851,1,777
DXB,FRA,296,spring,Business,AeroGulf,2519,0.62,1829,0,981
SIN,CDG,198,winter,Economy,SkyMind,10715,0.92,1040,1,776
BOM,SIN,58,summer,Business,EuroWings,10281,0.02,1323,0,617
SYD,FRA,78,winter,Economy,PacificAir,13665,0.21,1348,0,4975
SYD,NRT,242,summer,Economy,AeroGulf,5813,0.23,680,0,1026
SYD,LAX,99,autumn,First,AsiaJet,10752,0.33,1315,0,3917
NRT,LHR,6,winter,Economy,PacificAir,4817,0.28,1645,1,1808
FRA,JFK,279,winter,Business,AeroGulf,6324,0.59,1902,1,1214
JFK,JFK,318,summer,First,AeroGulf,10111,0.89,1369,1,3743
FRA,LAX,212,summer,Economy,SkyMind,9572,0.64,511,1,643
SYD,JFK,273,spring,First,SkyMind,1338,0.24,1896,0,206
BOM,FRA,84,autumn,First,EuroWings,9443,0.86,1647,1,3599
SYD,NRT,112,summer,First,EuroWings,8961,0.63,655,1,769
CDG,CDG,198,spring,Business,PacificAir,12061,0.22,720,1,2153
LAX,CDG,360,summer,Business,EuroWings,5327,0.36,448,1,1963
CDG,CDG,28,autumn,Economy,AeroGulf,7487,0.79,1213,0,1633
NRT,DXB,141,autumn,First,AeroGulf,13403,0.74,1088,1,922
