origin,destination,distance_km,avg_passengers,avg_revenue_usd,avg_delay_min,fuel_cost_usd,competition_score,demand_score,profitability_score
SYD,FRA,10031,174,51504,1,9246,0.06,0.92,0.0835
BOM,JFK,5121,133,341891,118,65182,0.36,0.06,0.4354
LAX,SYD,6209,360,286709,113,27842,0.76,0.8,0.4047
BOM,LHR,13968,441,122099,105,67930,0.85,0.49,0.0033
FRA,DXB,6788,125,42920,77,94731,0.87,0.14,0.0
LHR,LAX,4844,129,35083,103,29649,0.55,0.03,0.0
FRA,NRT,11900,207,170791,58,57725,0.49,0.75,0.1681
CDG,LHR,7014,168,443364,57,82079,0.54,0.21,0.6656
DXB,FRA,11045,319,82742,49,47700,0.4,0.28,0.0211
DXB,SYD,7263,206,438584,2,44590,0.55,0.8,0.786
LHR,CDG,6882,348,323232,75,5911,0.3,0.72,0.5596
LAX,DXB,9320,188,305726,86,88585,0.26,0.66,0.3483
SIN,DXB,1099,490,417997,113,92156,0.93,0.1,0.5387
JFK,NRT,2218,249,444495,28,5908,0.31,0.05,0.8492
LAX,FRA,5787,399,345016,24,65600,0.78,0.26,0.5348
JFK,NRT,4344,346,455129,4,95890,0.03,0.38,0.7145
CDG,BOM,11013,489,487882,29,45180,0.28,0.19,0.8564
DXB,SYD,1460,79,311516,55,62820,0.51,0.96,0.4424
SIN,LHR,7393,93,218460,97,57703,0.62,0.15,0.2245
DXB,BOM,3064,495,91304,87,52161,0.88,0.83,0.0
NRT,LAX,11229,51,87962,59,81966,0.53,0.37,0.0
FRA,FRA,6982,261,372727,17,17739,0.08,0.56,0.693
LAX,BOM,8370,253,324642,61,52863,0.2,0.49,0.4826
NRT,SYD,8696,145,199500,33,51632,0.52,0.51,0.2627
JFK,SYD,993,320,22744,114,61549,0.05,0.04,0.0
BOM,NRT,6996,351,273489,54,13547,0.85,0.17,0.4659
CDG,BOM,3972,117,47638,111,61854,0.81,0.61,0.0
DXB,CDG,7334,381,209361,45,51170,0.14,0.13,0.2714
NRT,LAX,4399,270,429625,16,74771,0.57,0.08,0.6937
SIN,DXB,2027,406,72745,38,63636,0.13,0.58,0.0
LHR,CDG,1038,392,299483,0,9640,0.98,0.38,0.5797
FRA,JFK,12595,499,81631,27,44560,0.42,0.65,0.0471
LHR,CDG,3390,108,342559,14,49924,0.0,0.39,0.5713
NRT,JFK,12135,57,479508,28,69225,0.98,0.86,0.7926
LHR,DXB,3725,267,367912,19,51621,0.16,0.61,0.6136
LHR,BOM,3052,284,291017,13,77462,0.47,0.03,0.4141
LAX,JFK,6093,71,28576,95,50699,0.61,0.22,0.0
CDG,DXB,5961,299,264024,72,24988,0.37,0.68,0.4061
LAX,JFK,7588,70,309461,99,67356,0.28,0.13,0.3852
BOM,JFK,9867,252,78149,41,57583,0.74,0.5,0.0001
LHR,FRA,6547,110,458458,1,21757,0.58,0.57,0.8724
NRT,LHR,6330,364,390867,42,7138,0.85,0.77,0.7255
BOM,JFK,10685,218,370413,88,43813,0.63,0.99,0.5652
SIN,LAX,12828,174,271144,36,75999,0.62,0.14,0.3543
LHR,LHR,9683,188,356248,13,64123,0.16,0.47,0.5712
LAX,CDG,7049,414,46306,97,76142,0.61,0.5,0.0
CDG,NRT,10542,283,368813,37,80683,0.89,0.1,0.5393
DXB,SYD,7337,330,336789,116,52263,0.89,0.33,0.4531
CDG,BOM,7672,325,201939,3,12561,0.92,0.95,0.3758
SYD,CDG,2152,74,167559,25,6965,0.84,0.9,0.2962
NRT,JFK,4968,377,156115,88,87462,0.45,0.38,0.0493
JFK,DXB,3837,349,201903,42,16138,0.6,0.92,0.3295
BOM,DXB,6320,245,30494,111,29699,0.84,0.36,0.0
DXB,BOM,3136,127,319807,47,50844,0.26,0.61,0.4909
FRA,JFK,12328,387,285839,48,13825,0.96,0.86,0.496
FRA,BOM,10213,230,462049,68,33802,0.77,0.18,0.7885
CDG,SIN,6600,86,349004,46,33575,0.96,0.71,0.5849
JFK,FRA,7530,58,283376,101,80012,0.91,0.72,0.3057
DXB,LHR,7227,71,228014,21,21756,0.83,0.22,0.3915
CDG,LAX,1605,342,273908,83,61306,0.35,0.72,0.3422
BOM,CDG,8032,431,257062,71,98110,0.07,0.57,0.2469
NRT,SYD,7387,336,29561,6,46436,0.36,0.27,0.0
CDG,NRT,10975,322,12330,44,81430,0.44,0.58,0.0
CDG,NRT,5815,293,334213,6,89537,0.72,0.5,0.4834
SYD,FRA,11238,412,232695,91,7111,0.59,0.96,0.3602
SIN,SIN,10914,163,275096,91,83358,0.19,0.93,0.2925
SIN,DXB,9387,270,290023,28,90276,0.69,0.3,0.3715
BOM,LHR,4531,336,127858,104,56844,0.07,0.38,0.038
BOM,CDG,2214,266,197748,23,78939,0.84,0.53,0.2146
NRT,JFK,12334,274,25737,6,8417,0.05,0.91,0.0286
SYD,FRA,1974,337,19794,17,77900,0.8,0.25,0.0
SYD,JFK,3532,105,234992,77,62628,0.57,0.43,0.2677
NRT,LHR,1485,473,476389,88,25986,0.92,0.15,0.8128
SYD,FRA,11775,216,338487,36,91842,0.93,0.22,0.4573
SYD,LHR,12946,428,428941,34,55571,0.12,0.66,0.7127
CDG,DXB,10680,117,37851,107,79564,0.32,0.78,0.0
BOM,NRT,13962,317,174566,10,25070,0.24,0.95,0.289
SYD,LHR,1083,155,91178,2,6048,0.38,0.87,0.1683
SYD,CDG,1427,86,118498,34,64101,0.28,0.84,0.0748
JFK,FRA,13489,446,17137,108,61912,0.7,0.67,0.0
NRT,BOM,11247,276,53207,24,11913,0.21,0.87,0.0586
LAX,SYD,4714,186,176275,51,71287,0.29,0.83,0.159
FRA,DXB,12330,259,182886,3,76651,0.03,0.17,0.2095
CDG,SIN,9918,441,398467,52,41923,0.91,0.31,0.6611
DXB,JFK,4560,307,179533,0,59333,0.12,0.75,0.2404
CDG,SYD,12597,168,25279,38,23866,0.14,0.59,0.0
JFK,JFK,10401,424,371182,11,22844,0.81,0.38,0.6857
SYD,BOM,8326,240,442930,28,47673,0.23,0.03,0.7625
LAX,LHR,6811,408,188219,68,32606,0.68,0.9,0.2432
SYD,LHR,5003,379,260075,96,82445,0.55,0.6,0.2593
NRT,CDG,2352,105,439231,17,10618,0.36,0.73,0.8402
LHR,LAX,11553,458,361407,8,77997,0.46,0.77,0.5588
DXB,CDG,11132,433,170602,77,34122,0.25,0.48,0.196
LAX,JFK,11530,400,157367,26,27853,0.47,0.86,0.233
NRT,DXB,10647,313,65027,81,99564,0.31,0.2,0.0
CDG,FRA,3904,95,490167,22,63581,0.9,0.72,0.8312
FRA,LAX,3943,98,69271,37,13203,1.0,0.43,0.0751
SIN,FRA,3256,248,489865,87,55405,0.19,0.42,0.7819
LAX,CDG,5193,315,177996,115,62696,0.13,0.63,0.1156
LHR,SIN,3468,483,400339,86,42867,0.05,0.31,0.6289
JFK,JFK,569,341,279843,51,99046,0.77,0.3,0.3106
LHR,SYD,12529,156,99548,60,87113,0.26,0.64,0.0
DXB,BOM,12992,171,229570,24,8651,0.74,0.49,0.4178
SIN,JFK,2999,393,18685,94,41712,0.69,0.72,0.0
SYD,SYD,3504,99,174592,106,94505,0.23,0.32,0.0542
SIN,LHR,4102,55,67466,68,38377,0.64,0.19,0.0
SIN,FRA,3741,220,448778,55,7956,0.65,0.66,0.8266
LHR,CDG,11859,156,489990,52,36230,0.27,0.03,0.8555
JFK,BOM,9523,288,455263,85,24521,0.8,0.44,0.7765
DXB,SYD,10911,83,482054,35,94447,0.44,0.1,0.7402
NRT,SIN,8503,289,380228,57,62460,0.93,0.8,0.5785
DXB,LAX,960,142,343775,10,71161,0.39,0.52,0.5352
NRT,DXB,867,269,333655,70,40312,0.88,0.91,0.5167
JFK,NRT,6291,72,89155,80,37039,0.84,0.06,0.0242
CDG,BOM,9305,84,412816,1,42321,0.6,0.44,0.74
JFK,SIN,5336,141,196081,83,89997,0.07,0.82,0.1292
DXB,LHR,12368,186,100679,69,21153,0.1,0.59,0.0901
DXB,FRA,3327,485,378100,111,28252,0.35,0.86,0.5887
CDG,JFK,12880,155,84308,86,37084,0.68,0.09,0.0084
SIN,FRA,5419,89,479946,63,98820,0.52,0.56,0.6993
LAX,SIN,12893,497,408575,94,95813,0.61,0.93,0.5315
JFK,SIN,2456,152,340171,18,98852,0.56,0.02,0.4646
LHR,SIN,12086,156,487768,73,57656,0.09,0.75,0.7872
SYD,SIN,3230,283,214777,66,43485,0.18,0.79,0.2766
NRT,DXB,2426,261,386076,41,27174,0.61,0.41,0.6768
CDG,SIN,964,117,438656,76,72139,0.35,0.26,0.657
SYD,NRT,4327,378,395870,118,95260,0.33,0.18,0.4832
LHR,BOM,2100,72,422243,68,96821,0.1,0.77,0.5828
LHR,DXB,7176,263,407146,65,78502,0.81,0.4,0.5923
FRA,JFK,9549,178,349353,83,52780,0.31,0.66,0.5101
NRT,NRT,999,488,168128,15,18681,0.32,0.02,0.2839
DXB,JFK,10287,380,46544,99,16621,0.99,0.07,0.0
SIN,CDG,7375,160,58987,115,32226,0.17,0.68,0.0
DXB,NRT,1434,246,125526,10,74835,0.83,0.23,0.0914
NRT,FRA,12051,223,257615,100,67330,0.61,0.13,0.2806
BOM,DXB,12801,133,344787,65,52124,0.24,0.34,0.5203
JFK,LAX,7336,238,300156,26,52434,0.33,0.93,0.4694
FRA,FRA,8796,462,43624,110,94943,0.88,0.4,0.0
JFK,DXB,5600,156,468787,21,84401,0.73,0.58,0.7478
LAX,SIN,3638,368,165606,96,65731,0.64,0.67,0.1038
DXB,BOM,8343,420,337933,49,18125,0.31,0.53,0.5906
BOM,SYD,8660,396,463386,64,14765,0.89,0.81,0.8332
NRT,LAX,2818,101,77047,43,14296,0.86,0.85,0.0825
NRT,BOM,5814,269,358925,86,68378,0.14,0.63,0.4951
LAX,BOM,13117,171,366986,89,35826,0.78,0.76,0.5733
FRA,CDG,10667,241,148520,101,47322,0.79,0.7,0.1014
BOM,SYD,5401,487,266480,110,74663,0.95,0.14,0.2736
FRA,CDG,6553,332,479889,48,75717,0.15,0.5,0.7603
JFK,BOM,11050,393,318994,19,32013,0.13,0.47,0.555
JFK,DXB,11003,483,205942,34,10390,0.92,0.15,0.3571
LHR,JFK,13874,325,224288,116,61258,0.14,0.11,0.2101
SYD,NRT,4697,101,353344,79,35596,0.85,0.05,0.5565
SIN,FRA,7590,305,40814,113,46228,0.75,0.07,0.0
DXB,NRT,2725,113,38409,19,75081,0.35,0.09,0.0
SYD,LAX,7276,164,121648,52,64603,0.34,0.46,0.0621
LHR,DXB,10593,250,430588,77,23475,0.12,0.2,0.7372
CDG,SIN,4503,283,349270,7,74108,0.17,0.76,0.5433
SYD,CDG,12951,493,273986,53,19965,0.44,0.12,0.455
CDG,LHR,1867,211,126342,102,47046,0.73,0.47,0.0566
BOM,LHR,10622,90,126254,53,30234,0.58,0.61,0.139
CDG,SIN,7589,487,178698,118,62566,0.53,0.14,0.1143
SYD,DXB,13507,146,372031,40,76278,0.42,0.18,0.5515
SYD,NRT,5657,133,198222,51,85596,0.41,0.24,0.1743
DXB,NRT,10164,395,255471,6,62521,0.61,0.49,0.3799
JFK,CDG,13169,373,204322,52,34977,0.15,0.26,0.2867
FRA,JFK,7664,314,319448,12,45504,0.8,0.98,0.5359
SYD,BOM,12747,91,441065,106,24575,0.15,0.64,0.727
DXB,LHR,6174,100,271026,69,93315,0.34,0.5,0.2864
SYD,CDG,5281,411,196458,80,80875,0.64,0.04,0.1512
JFK,LAX,2971,90,107121,19,57787,0.72,1.0,0.0797
NRT,CDG,12673,358,450162,57,84480,0.25,0.51,0.6744
LAX,SIN,3292,144,408822,14,14957,0.27,0.67,0.7737
LHR,SIN,11073,405,33637,100,93096,0.55,0.48,0.0
NRT,LAX,8740,345,311674,30,48940,0.36,0.88,0.4955
LHR,JFK,12604,396,14617,66,47611,0.81,0.91,0.0
LHR,SIN,3355,190,119707,41,18592,0.79,0.54,0.1612
NRT,JFK,9851,416,171324,59,58504,0.62,0.77,0.1666
SIN,SYD,3259,171,179468,107,23870,0.3,0.48,0.2042
FRA,LAX,13738,282,82911,111,20809,0.22,0.43,0.0132
BOM,SYD,11540,354,99040,47,81465,0.43,0.33,0.0
NRT,SYD,3655,295,381884,25,48836,0.6,0.22,0.6411
SIN,DXB,13427,464,193394,58,22376,0.15,0.61,0.284
JFK,SIN,11236,111,174167,98,23766,0.29,0.49,0.2028
NRT,LHR,3065,434,109565,108,44031,0.72,0.11,0.0231
FRA,SYD,1243,129,22776,34,64431,0.11,0.45,0.0
LAX,SIN,12145,437,141741,19,15239,0.92,0.43,0.234
DXB,FRA,12484,158,398052,83,52034,0.44,0.53,0.609
SIN,LHR,13396,234,399621,51,40660,0.32,0.2,0.6669
NRT,JFK,7987,345,225867,90,88015,0.11,0.57,0.1857
SYD,LHR,13010,290,309528,23,47647,0.6,0.05,0.5008
LHR,DXB,11127,148,406999,90,80705,0.52,0.86,0.5626
LHR,FRA,11435,62,403556,107,99839,0.47,0.42,0.5004
LAX,FRA,10683,326,422198,34,74185,0.68,0.63,0.662
DXB,JFK,1274,167,150480,84,85954,0.62,0.18,0.0451
SIN,SIN,2856,303,347128,46,59083,0.81,0.53,0.5301
LHR,FRA,10440,59,400402,97,50874,0.76,0.05,0.6021
SIN,SIN,5964,436,308430,62,20039,0.11,0.45,0.5148
NRT,JFK,9726,259,256311,37,92629,0.07,0.43,0.2904
NRT,JFK,3163,364,143919,57,68705,0.04,0.82,0.0934
SIN,CDG,4602,465,66589,84,85208,0.06,1.0,0.0
LHR,SIN,13478,71,338405,32,38985,0.53,0.95,0.5668
LHR,BOM,13923,237,93901,64,7161,0.01,0.45,0.1095
LHR,CDG,6316,82,26245,33,58661,0.74,0.47,0.0
LHR,BOM,10542,59,414178,46,72070,0.65,0.41,0.6382
LAX,FRA,13225,315,299223,100,92383,0.42,1.0,0.3137
LAX,SIN,9727,235,343912,7,32602,0.03,0.91,0.6156
DXB,NRT,7001,377,138932,16,64777,0.52,0.85,0.1323
JFK,FRA,7059,439,308129,33,95263,0.37,0.9,0.3927
DXB,CDG,12571,160,14180,72,25856,0.65,0.47,0.0
NRT,JFK,11612,300,14279,95,94188,0.39,0.13,0.0
LAX,CDG,5681,92,114854,12,22714,0.13,0.54,0.1723
SYD,SYD,5570,321,387093,64,21907,0.66,0.84,0.6664
CDG,NRT,8168,437,277658,63,10891,0.33,0.0,0.4705
LAX,LAX,5296,213,25703,100,54096,0.55,0.21,0.0
LAX,BOM,8318,225,343770,11,8014,0.01,0.11,0.6605
LAX,JFK,5933,185,78701,72,13884,0.99,0.37,0.0576
FRA,SYD,4456,122,272974,95,65862,0.76,0.64,0.3192
DXB,CDG,12187,448,439150,113,70658,0.43,0.51,0.624
CDG,DXB,9452,419,442667,19,65855,0.72,0.34,0.7346
BOM,SYD,7750,448,43908,68,92329,0.14,0.93,0.0
CDG,SYD,5732,52,97888,43,88619,0.02,0.59,0.0
FRA,LHR,1625,375,266245,113,31317,0.38,0.4,0.3569
SIN,BOM,12389,240,239902,94,68501,0.7,0.17,0.2488
LHR,LHR,7842,352,432517,52,13994,0.47,0.97,0.785
NRT,SYD,2891,101,114961,67,34800,0.3,0.02,0.0933
LAX,DXB,13055,156,181218,92,66415,0.05,0.85,0.1376
CDG,SYD,4767,341,314157,9,12776,0.2,0.7,0.5938
DXB,CDG,8492,283,210969,72,37503,0.64,0.88,0.2749
BOM,BOM,2087,389,113587,25,28623,0.6,0.67,0.1449
LAX,LHR,5395,136,118967,1,17904,0.02,0.59,0.2011
NRT,BOM,6807,166,330900,66,84881,0.79,0.73,0.426
CDG,NRT,980,309,61407,103,56816,0.53,0.19,0.0
SIN,SIN,7455,115,22522,2,43845,0.02,0.38,0.0
LHR,FRA,8039,206,335616,52,57181,0.59,0.83,0.5049
LHR,FRA,8657,472,405408,84,36220,0.77,0.2,0.6544
LHR,FRA,12051,398,26327,31,74507,0.95,0.75,0.0
SYD,LAX,6406,206,115079,8,77456,0.74,0.99,0.0672
FRA,SYD,11404,127,438480,73,60356,0.14,0.42,0.6832
JFK,NRT,2032,123,417944,21,67894,0.2,0.18,0.6791
FRA,SYD,7686,166,98679,88,10199,0.92,0.33,0.089
DXB,BOM,5166,215,299465,66,83659,0.42,0.06,0.3656
SIN,DXB,3423,52,112776,88,50535,0.15,0.2,0.0365
FRA,LAX,4643,114,95491,22,48582,0.04,0.03,0.0718
SYD,CDG,8325,334,69590,92,49959,0.02,0.33,0.0
BOM,DXB,10498,357,182052,81,84451,0.65,0.0,0.1142
BOM,NRT,9836,285,104488,46,10214,0.17,0.31,0.1425
CDG,CDG,1358,380,277535,29,26018,0.9,0.83,0.474
DXB,SYD,10848,250,378453,25,65491,0.45,0.44,0.6009
FRA,NRT,13615,75,126770,70,80789,0.67,0.78,0.022
CDG,BOM,5666,465,256886,29,64208,0.16,0.59,0.3564
LAX,LAX,5174,126,39224,9,72934,0.1,0.51,0.0
SIN,SIN,13342,264,376757,36,66609,0.02,0.32,0.5843
SYD,SYD,12396,399,288315,49,25107,0.59,0.98,0.4774
FRA,SYD,11126,226,76201,43,24009,0.12,0.24,0.0614
LAX,LHR,4912,476,29663,114,46216,0.01,0.17,0.0
JFK,LAX,2280,104,129553,38,13754,0.96,0.31,0.1936
LHR,CDG,9352,190,253711,98,5871,0.96,0.61,0.3977
SIN,JFK,8765,300,345455,2,99680,0.53,0.23,0.4896
FRA,LHR,5588,309,454995,3,77895,0.04,0.51,0.7512
DXB,DXB,9904,438,107773,36,13703,0.69,0.14,0.1521
SIN,LAX,4138,391,311864,42,65055,0.25,0.85,0.4516
LAX,JFK,12913,278,441423,46,60351,0.09,0.83,0.7161
NRT,CDG,1501,372,80275,110,23707,0.41,0.83,0.0031
CDG,LAX,1455,167,360299,84,10584,0.74,0.41,0.6154
SYD,FRA,4780,213,394655,106,12574,0.37,0.56,0.6582
CDG,DXB,3789,439,57211,10,96915,0.21,0.64,0.0
JFK,CDG,2020,290,235930,103,27691,0.99,0.67,0.3135
JFK,SYD,12051,439,417211,113,89803,0.33,0.2,0.5418
CDG,FRA,2886,360,133232,99,56876,0.62,0.01,0.0537
NRT,BOM,2463,174,150934,56,71229,0.33,0.63,0.1034
SYD,FRA,6999,252,119679,57,38812,0.8,0.85,0.1047
BOM,DXB,13114,470,198401,98,24361,0.15,0.43,0.2501
BOM,BOM,8209,226,67774,42,59930,0.95,0.62,0.0
LHR,SYD,5123,427,89447,82,54747,0.62,0.49,0.0
NRT,SIN,8628,342,91049,2,34720,0.44,0.84,0.1107
SIN,LAX,7381,463,30575,82,75744,0.19,0.51,0.0
FRA,SIN,3233,304,251945,55,30590,0.81,0.26,0.3877
LHR,JFK,5185,111,448987,83,17457,0.72,0.44,0.7801
FRA,NRT,9713,189,387029,11,38925,0.67,0.71,0.6852
FRA,FRA,4131,194,351401,84,57673,0.55,0.03,0.5035
JFK,DXB,5008,439,395523,61,36861,0.8,0.7,0.6563
JFK,DXB,8016,82,75121,3,70220,0.83,0.16,0.0068
DXB,FRA,3730,60,158958,55,97928,0.62,0.44,0.0671
BOM,CDG,10668,59,10338,13,6884,0.77,0.75,0.0
SIN,CDG,2567,157,68995,5,57185,0.44,0.62,0.0186
SYD,SIN,5265,305,336835,66,90354,0.85,0.25,0.427
JFK,JFK,9452,385,433085,5,7780,0.58,0.56,0.8456
SIN,LAX,6554,73,268757,103,22123,0.29,0.42,0.3903
SYD,CDG,795,215,476342,82,44493,0.1,0.79,0.7817
SYD,CDG,594,95,388868,44,75130,0.95,0.3,0.5835
DXB,LHR,5165,441,169208,38,75210,0.93,0.1,0.15
NRT,DXB,1662,60,32203,92,76192,0.4,0.34,0.0
CDG,FRA,4692,248,262474,54,92496,0.65,0.94,0.286
CDG,JFK,6745,485,90636,94,87080,0.16,0.85,0.0
LHR,LAX,13751,421,363982,111,71505,0.01,0.88,0.474
FRA,CDG,787,384,62222,66,13560,0.99,0.36,0.0313
CDG,SIN,6557,237,337486,13,72842,0.96,0.94,0.5163
NRT,SIN,5542,276,197478,40,66906,0.38,0.03,0.2211
LAX,CDG,11414,456,371228,64,38984,0.55,0.62,0.6005
FRA,LAX,13712,99,368054,7,55459,0.12,0.82,0.6182
CDG,DXB,11871,445,159404,85,27768,0.37,0.82,0.1783
LHR,SIN,1614,189,284333,44,9968,0.71,0.7,0.5047
CDG,LHR,888,498,111519,37,9948,0.12,0.53,0.1661
NRT,NRT,8461,278,152132,65,21355,0.54,0.4,0.1966
SIN,SIN,9616,468,456009,29,64676,0.91,0.41,0.7537
CDG,SYD,8814,196,97643,45,18987,0.79,0.11,0.1123
LAX,JFK,2202,135,213803,54,34822,0.19,0.39,0.304
SIN,SIN,6805,429,79542,33,79446,0.32,0.19,0.0
DXB,JFK,10026,389,251369,61,96422,0.71,0.06,0.2489
BOM,SIN,4351,442,205050,80,7720,0.31,0.96,0.3147
DXB,DXB,6806,333,232021,3,87656,0.47,0.98,0.2857
JFK,NRT,12314,374,359279,7,85334,0.35,0.57,0.5409
JFK,SYD,3366,99,449783,16,24352,0.5,0.41,0.8349
SYD,LAX,4444,278,318413,26,30172,0.22,0.98,0.5505
SYD,NRT,9063,149,335271,89,49152,0.86,0.9,0.4832
SYD,DXB,4268,392,467518,111,40736,0.85,0.71,0.7426
SYD,SYD,7022,397,238294,79,71153,0.35,0.16,0.2553
SIN,BOM,3938,456,345806,89,64251,0.12,0.83,0.4741
SIN,LHR,9278,127,384844,111,57496,0.56,0.5,0.5437
BOM,FRA,1906,223,209684,97,62353,0.65,0.01,0.1977
JFK,NRT,4013,236,493280,37,85347,0.09,0.47,0.7789
CDG,SIN,10649,331,146658,115,66054,0.24,0.55,0.0462
SIN,BOM,4126,195,352730,87,39768,0.88,0.57,0.5389
CDG,LAX,6186,86,58286,44,33407,0.87,0.99,0.0058
SIN,JFK,3020,335,252306,87,56484,0.19,0.26,0.3046
LAX,NRT,11514,487,54443,76,56923,0.02,0.47,0.0
FRA,SIN,9412,471,358063,40,71491,0.03,0.65,0.5331
NRT,BOM,11163,379,145458,28,77545,0.98,0.58,0.1078
FRA,CDG,7041,141,366650,10,23430,0.73,0.3,0.6764
BOM,SYD,11543,470,87399,3,66310,0.15,0.74,0.0392
LHR,LHR,5430,236,34033,19,67938,0.0,0.73,0.0
SIN,SIN,6868,362,177716,49,10395,0.65,0.27,0.2856
FRA,LHR,7939,467,124147,75,37177,0.89,0.15,0.0989
JFK,CDG,12368,178,25615,18,26897,0.07,0.48,0.0
SYD,LHR,8769,161,161076,1,71703,0.79,0.36,0.1777
BOM,DXB,1912,281,423190,13,91722,0.33,0.79,0.6499
LAX,JFK,11509,363,271166,4,30030,0.29,0.74,0.4783
NRT,SIN,2512,266,452133,97,79180,0.06,0.54,0.6489
JFK,CDG,4711,129,175711,77,21439,0.34,0.38,0.2315
NRT,DXB,1586,127,134166,67,45335,0.98,0.49,0.1107
LHR,LHR,3140,393,442399,40,49056,0.97,0.43,0.7467
SIN,DXB,2744,208,442809,94,48349,0.46,0.35,0.6949
BOM,BOM,13772,252,469266,61,51247,0.74,0.31,0.775
SIN,NRT,7914,451,118466,29,35486,0.95,0.12,0.137
BOM,SIN,12281,310,273905,80,11684,0.77,0.9,0.4444
LHR,BOM,9379,404,484810,9,33818,0.58,0.02,0.893
FRA,CDG,12061,148,152344,4,79672,0.45,0.99,0.1413
SYD,LHR,13214,480,393203,44,8810,0.34,0.15,0.7248
BOM,JFK,1396,78,485692,68,17525,0.21,0.7,0.8683
SIN,NRT,601,113,456384,108,59156,0.95,0.53,0.6865
LAX,LAX,7781,143,404871,27,98893,0.43,0.94,0.585
FRA,DXB,8905,384,40722,91,15116,0.98,0.59,0.0
LHR,LAX,5131,486,470911,9,31515,0.78,0.17,0.8698
LAX,JFK,4228,422,132823,119,58980,0.83,0.6,0.0287
FRA,SYD,9990,292,201577,76,80250,0.91,0.22,0.1667
LHR,LAX,1105,378,312256,63,9206,0.9,0.49,0.5431
CDG,DXB,11240,428,287455,57,7024,0.92,0.78,0.5039
BOM,DXB,10950,352,300773,64,79399,0.75,0.06,0.3787
BOM,LAX,7364,295,499837,6,46445,0.87,0.48,0.9008
FRA,DXB,13524,280,96618,71,23879,0.75,0.01,0.0745
BOM,BOM,3471,466,365921,117,16825,0.17,0.93,0.5812
SYD,JFK,1195,324,102447,69,38199,0.77,0.49,0.0595
LHR,DXB,13089,57,411366,60,48328,0.91,0.9,0.6661
NRT,DXB,1097,395,65164,20,51735,0.01,0.03,0.0069
SYD,SYD,11920,432,414139,111,79218,0.14,0.41,0.5588
LAX,NRT,2013,473,396022,10,89771,0.74,0.65,0.6025
SIN,DXB,13017,493,462639,5,87447,0.16,0.24,0.7454
SIN,DXB,3085,347,114224,29,82007,0.06,0.24,0.0354
SIN,JFK,1484,353,342729,2,51644,0.09,0.94,0.5802
NRT,BOM,964,221,339584,80,8136,0.64,0.61,0.5829
CDG,LHR,2902,304,405667,111,30559,0.6,0.41,0.6392
SIN,CDG,13782,149,413287,77,61038,0.84,0.65,0.6275
BOM,DXB,8176,294,454734,38,77133,0.31,0.31,0.7172
NRT,LAX,3834,140,120007,9,99681,0.75,0.98,0.0317
JFK,LHR,1583,224,210376,8,36674,0.2,0.38,0.3394
FRA,SYD,6622,407,121357,64,53803,0.47,0.17,0.0711
SYD,LAX,11202,345,222689,22,79904,0.58,0.52,0.2636
BOM,CDG,13665,406,354885,47,62445,0.13,0.88,0.5379
SYD,FRA,7856,238,324630,76,21238,0.81,0.34,0.5308
DXB,FRA,8791,443,344290,104,80073,0.99,0.73,0.4244
BOM,BOM,9599,63,76936,23,34492,0.9,0.13,0.0619
BOM,SIN,2914,412,188632,17,19279,0.72,0.45,0.3217
CDG,SYD,5182,66,80462,55,77351,0.13,0.12,0.0
LHR,FRA,5337,293,208033,46,78326,0.92,0.29,0.2134
DXB,DXB,1782,289,397425,84,27461,0.04,0.61,0.6559
FRA,SYD,1442,344,177544,117,95358,0.44,0.2,0.0474
FRA,NRT,2815,60,116283,78,81578,0.21,0.47,0.0
CDG,NRT,5379,174,430164,60,86441,0.96,0.71,0.6274
BOM,JFK,12779,272,196772,48,5057,0.51,0.12,0.3354
SIN,LAX,6284,157,273102,35,67292,0.28,0.06,0.3766
NRT,LHR,12664,371,476265,18,78482,0.1,0.41,0.7776
FRA,SYD,1974,468,179845,105,24787,0.39,0.32,0.2051
LAX,BOM,1437,241,87672,11,19223,0.65,0.86,0.1259
JFK,SYD,5380,124,437636,95,8284,0.75,0.89,0.7637
LAX,CDG,7969,332,399972,68,91752,0.9,0.06,0.5484
LAX,FRA,10240,157,285806,41,66791,0.96,0.28,0.397
LAX,SYD,3540,247,39260,58,57162,0.16,0.29,0.0
JFK,SYD,8201,260,196811,5,18951,0.2,0.63,0.3507
BOM,LAX,13655,450,240451,71,29989,0.89,0.13,0.3499
JFK,LAX,12867,273,15536,48,46662,0.61,0.57,0.0
FRA,JFK,6461,130,41626,109,10418,0.36,0.22,0.0
NRT,NRT,4296,430,359007,95,6837,0.28,0.26,0.6093
NRT,DXB,8784,356,188919,65,67152,0.2,0.82,0.1785
JFK,LAX,7552,193,427048,39,14395,0.68,0.35,0.7863
FRA,JFK,1279,215,301255,98,76770,0.24,0.63,0.351
SYD,LHR,9697,462,103231,46,7178,0.74,0.99,0.1461
DXB,BOM,9606,294,141114,83,62348,0.4,0.92,0.0745
SYD,LAX,4188,72,120364,63,83010,0.96,0.45,0.0117
DXB,LHR,1964,297,10572,68,7869,0.47,0.27,0.0
CDG,SYD,7640,106,190591,99,42090,0.94,0.23,0.198
FRA,LAX,9312,217,120435,70,32940,0.31,0.64,0.105
NRT,FRA,4990,218,18998,89,13057,0.22,0.42,0.0
LAX,FRA,10461,279,76858,84,25128,0.86,0.48,0.0195
