origin,season,budget_usd,trip_type,duration_days,past_destinations,recommended_dest
SYD,spring,869,family,25,6,BOM
FRA,summer,3948,family,10,3,LHR
DXB,spring,7357,family,20,16,NRT
CDG,winter,2136,leisure,21,5,CDG
LHR,summer,1925,business,23,5,SIN
LAX,summer,5734,leisure,27,9,NRT
CDG,summer,924,family,5,10,DXB
DXB,winter,1613,business,3,14,SIN
SIN,spring,786,leisure,24,7,BOM
CDG,autumn,3520,family,26,1,LHR
LHR,autumn,4083,family,1,15,LHR
FRA,summer,6567,business,10,3,NRT
SYD,winter,5729,leisure,26,6,NRT
FRA,summer,5683,leisure,25,11,NRT
NRT,autumn,6923,leisure,24,17,NRT
JFK,summer,656,family,16,17,DXB
BOM,spring,2995,leisure,24,13,CDG
CDG,summer,4662,leisure,10,14,LHR
LAX,winter,5129,leisure,29,15,NRT
JFK,winter,1536,leisure,21,17,SIN
FRA,spring,4833,business,26,8,LHR
CDG,autumn,1955,leisure,13,11,SIN
SYD,spring,5008,leisure,5,19,NRT
DXB,summer,6002,family,4,9,NRT
SYD,spring,2631,family,17,13,CDG
DXB,spring,3369,family,29,7,LHR
FRA,summer,5938,business,8,3,NRT
SIN,autumn,1506,leisure,8,3,SIN
JFK,summer,7228,leisure,11,2,NRT
BOM,autumn,716,leisure,4,2,BOM
JFK,winter,5373,business,19,14,NRT
BOM,spring,7090,family,13,13,NRT
SIN,summer,3314,business,11,19,LHR
FRA,summer,7084,business,24,7,NRT
CDG,winter,6847,leisure,16,8,NRT
BOM,spring,5968,business,26,11,NRT
FRA,summer,3021,family,26,12,LHR
BOM,autumn,3043,leisure,7,2,LHR
BOM,winter,3278,leisure,25,1,LHR
JFK,winter,5146,leisure,19,11,NRT
CDG,winter,4216,leisure,4,9,LHR
BOM,autumn,5703,leisure,14,14,NRT
BOM,summer,7715,family,25,14,NRT
SYD,summer,4834,business,16,9,LHR
CDG,autumn,3415,leisure,1,16,LHR
BOM,spring,4002,leisure,20,1,LHR
LAX,summer,7743,leisure,13,8,NRT
LAX,winter,3545,business,28,6,LHR
SIN,spring,1075,family,13,5,SIN
CDG,autumn,5180,business,27,15,NRT
SIN,winter,2120,business,14,2,CDG
JFK,summer,7923,leisure,17,19,NRT
SYD,summer,3984,family,29,1,LHR
LAX,winter,7956,business,29,17,NRT
SYD,spring,2481,family,10,4,CDG
FRA,winter,1222,leisure,20,18,SIN
SIN,winter,4567,business,28,2,LHR
FRA,autumn,5607,family,27,19,NRT
SIN,spring,2537,family,12,16,CDG
LAX,spring,4457,business,6,7,LHR
CDG,summer,3912,family,22,15,LHR
LAX,autumn,5674,leisure,9,3,NRT
LHR,summer,2760,family,8,5,CDG
LHR,winter,5460,business,24,15,NRT
SYD,autumn,7939,business,19,8,NRT
LAX,winter,6499,family,22,19,NRT
SYD,summer,5057,family,17,3,NRT
LHR,winter,6479,business,27,1,NRT
CDG,spring,4746,leisure,19,15,LHR
JFK,winter,3914,business,10,4,LHR
LHR,winter,5193,business,23,17,NRT
LHR,autumn,3432,leisure,9,19,LHR
CDG,winter,3636,business,2,6,LHR
CDG,summer,2759,family,9,5,CDG
SYD,spring,2489,business,25,14,CDG
FRA,spring,4610,leisure,26,14,LHR
SYD,spring,2050,family,24,5,CDG
FRA,spring,6057,family,17,14,NRT
FRA,winter,4724,family,2,12,LHR
NRT,autumn,2373,family,21,14,CDG
SIN,summer,2338,family,15,1,CDG
NRT,winter,4470,business,22,19,LHR
LHR,winter,4890,family,8,6,LHR
DXB,summer,3214,leisure,18,15,LHR
LAX,winter,4777,business,8,9,LHR
NRT,autumn,936,leisure,19,18,BOM
JFK,autumn,2729,family,25,4,CDG
FRA,winter,1001,leisure,14,14,SIN
FRA,winter,4248,leisure,22,16,LHR
FRA,winter,515,business,3,5,BOM
DXB,autumn,7032,family,16,9,NRT
SIN,spring,2934,family,19,1,CDG
LHR,summer,5110,business,9,5,NRT
SYD,autumn,2861,leisure,17,1,CDG
LAX,summer,5296,family,25,18,NRT
BOM,summer,6309,business,6,2,NRT
SYD,spring,5932,family,23,19,NRT
BOM,summer,2787,family,9,8,CDG
FRA,autumn,2432,business,24,17,CDG
NRT,autumn,4319,business,25,11,LHR
DXB,autumn,729,family,24,10,BOM
SYD,summer,3932,leisure,20,6,LHR
DXB,winter,1740,family,25,15,SIN
DXB,autumn,7467,business,15,1,NRT
SIN,winter,3799,business,17,14,LHR
DXB,autumn,532,leisure,29,3,BOM
DXB,autumn,5736,family,8,13,NRT
DXB,summer,6703,family,9,2,NRT
LAX,winter,4476,leisure,5,11,LHR
LHR,autumn,5749,family,23,9,NRT
FRA,autumn,4756,business,5,7,LHR
LHR,autumn,1292,business,17,5,SIN
FRA,winter,5497,family,28,4,NRT
CDG,autumn,2741,leisure,4,14,CDG
DXB,autumn,2173,family,14,5,CDG
NRT,winter,5731,family,13,19,NRT
LAX,summer,6480,family,11,19,NRT
SIN,winter,3525,family,14,7,LHR
DXB,summer,6276,family,17,7,NRT
LAX,autumn,7906,family,9,16,NRT
BOM,autumn,3448,family,9,7,LHR
BOM,summer,1333,business,19,4,SIN
SYD,winter,1241,business,16,19,SIN
BOM,winter,565,business,23,10,BOM
BOM,spring,1077,business,24,19,SIN
CDG,winter,5142,family,24,12,NRT
BOM,spring,3867,family,7,16,LHR
FRA,spring,7742,business,4,4,NRT
SIN,summer,4745,leisure,1,16,LHR
SIN,summer,5073,family,16,6,NRT
BOM,winter,2743,leisure,18,18,CDG
CDG,summer,1173,family,6,12,SIN
LHR,autumn,6999,business,15,4,NRT
SYD,spring,6875,leisure,10,10,NRT
JFK,summer,7151,leisure,27,12,NRT
JFK,autumn,6854,leisure,24,1,NRT
LAX,autumn,3151,leisure,14,15,LHR
DXB,summer,2302,leisure,18,7,CDG
JFK,summer,4056,family,1,2,LHR
CDG,spring,7545,business,29,15,NRT
JFK,spring,6756,business,26,3,NRT
SIN,summer,1658,leisure,12,1,SIN
NRT,autumn,1738,family,12,4,SIN
JFK,autumn,4750,leisure,3,8,LHR
SYD,winter,6483,business,27,10,NRT
BOM,summer,785,business,1,4,DXB
JFK,winter,1650,leisure,2,10,SIN
FRA,summer,759,leisure,9,6,DXB
JFK,winter,2659,business,21,17,CDG
SIN,spring,246,family,9,5,BOM
DXB,spring,6778,leisure,25,11,NRT
FRA,autumn,5464,business,7,11,NRT
CDG,spring,5741,leisure,29,7,NRT
CDG,summer,7807,family,27,3,NRT
CDG,winter,6031,family,9,5,NRT
LAX,spring,1148,leisure,2,9,SIN
BOM,summer,474,business,10,13,DXB
LHR,summer,3035,family,23,2,LHR
LAX,autumn,1818,leisure,9,7,SIN
JFK,autumn,2843,leisure,21,12,CDG
LAX,summer,5335,business,9,7,NRT
LHR,spring,495,leisure,27,1,BOM
CDG,autumn,3647,leisure,24,5,LHR
CDG,summer,5037,business,7,12,NRT
FRA,spring,451,family,26,8,BOM
LAX,autumn,5264,business,10,17,NRT
LHR,autumn,1117,family,29,18,SIN
FRA,spring,598,family,16,11,BOM
LHR,autumn,7551,family,24,4,NRT
LAX,autumn,4259,leisure,2,15,LHR
LHR,summer,7819,business,14,18,NRT
NRT,summer,2688,family,9,14,CDG
JFK,summer,2292,family,4,17,CDG
NRT,winter,7125,family,14,15,NRT
FRA,winter,2784,business,14,1,CDG
DXB,spring,4914,family,1,18,LHR
SIN,spring,5745,business,4,14,NRT
NRT,winter,5869,business,20,16,NRT
LHR,summer,7660,family,20,10,NRT
DXB,autumn,912,leisure,22,3,BOM
FRA,summer,3202,family,1,14,LHR
LHR,summer,921,leisure,19,18,DXB
SYD,winter,6883,family,26,13,NRT
DXB,summer,3044,business,24,14,LHR
BOM,autumn,7340,business,25,5,NRT
FRA,summer,4453,family,24,12,LHR
LAX,spring,2479,family,14,4,CDG
CDG,winter,3771,business,12,15,LHR
LHR,summer,4673,family,17,18,LHR
DXB,spring,7973,family,13,8,NRT
LAX,spring,547,family,6,4,BOM
SIN,summer,2873,leisure,5,13,CDG
NRT,winter,444,family,7,10,BOM
BOM,spring,7661,business,9,19,NRT
NRT,spring,6425,family,4,16,NRT
DXB,autumn,358,family,10,9,BOM
SIN,winter,1064,business,10,19,SIN
SYD,spring,2421,family,29,12,CDG
BOM,spring,3596,business,24,3,LHR
LHR,autumn,4505,family,12,5,LHR
CDG,summer,3967,leisure,15,3,LHR
CDG,summer,4354,business,1,5,LHR
SIN,winter,4017,family,14,11,LHR
NRT,autumn,1193,leisure,6,7,SIN
SIN,summer,2638,business,7,2,CDG
FRA,spring,5510,business,13,18,NRT
BOM,spring,6173,family,10,3,NRT
LAX,spring,4685,leisure,9,10,LHR
DXB,autumn,5959,leisure,2,16,NRT
BOM,winter,444,leisure,8,19,BOM
BOM,autumn,1025,leisure,4,6,SIN
FRA,winter,3587,leisure,14,2,LHR
LAX,winter,1330,leisure,5,7,SIN
SYD,spring,4139,leisure,24,2,LHR
CDG,spring,1269,family,7,6,SIN
BOM,autumn,4179,business,19,1,LHR
NRT,autumn,7718,business,28,14,NRT
LHR,summer,6699,business,5,1,NRT
SIN,winter,2596,family,11,18,CDG
LHR,spring,1048,leisure,4,14,SIN
NRT,spring,2426,leisure,28,13,CDG
SIN,spring,1976,leisure,17,12,SIN
SIN,summer,3864,business,26,12,LHR
LAX,autumn,463,business,17,19,BOM
JFK,winter,1516,family,9,3,SIN
CDG,autumn,3521,leisure,5,18,LHR
SYD,winter,5969,leisure,26,4,NRT
SIN,winter,5892,leisure,19,15,NRT
FRA,spring,6397,business,13,16,NRT
SYD,winter,1220,business,12,19,SIN
FRA,autumn,6070,leisure,17,8,NRT
SYD,winter,4141,business,18,11,LHR
BOM,autumn,4717,leisure,2,4,LHR
SYD,autumn,4437,family,16,16,LHR
DXB,spring,1130,business,21,16,SIN
SYD,spring,1691,leisure,5,15,SIN
LAX,summer,2176,business,1,18,CDG
JFK,winter,4687,leisure,15,1,LHR
LAX,autumn,3326,family,2,4,LHR
SYD,winter,3337,family,20,12,LHR
JFK,winter,4533,leisure,14,12,LHR
LAX,spring,2326,leisure,22,17,CDG
NRT,summer,4941,family,13,17,LHR
CDG,autumn,1879,leisure,12,7,SIN
SYD,winter,7702,business,22,16,NRT
LHR,spring,5444,family,2,13,NRT
FRA,winter,7740,leisure,25,15,NRT
FRA,summer,932,family,26,13,DXB
CDG,autumn,1560,business,17,15,SIN
SYD,summer,3550,business,25,5,LHR
BOM,spring,4093,family,21,14,LHR
NRT,winter,5997,family,14,19,NRT
SYD,autumn,2291,family,11,4,CDG
CDG,winter,2269,family,4,9,CDG
LAX,spring,7382,family,29,9,NRT
LAX,winter,1027,family,1,11,SIN
BOM,autumn,7270,family,3,17,NRT
CDG,spring,1354,business,7,14,SIN
FRA,autumn,3387,leisure,1,3,LHR
SIN,autumn,1545,family,2,15,SIN
SYD,autumn,3216,business,10,6,LHR
LAX,winter,6644,business,15,7,NRT
SIN,summer,1888,family,21,2,SIN
SIN,autumn,1639,business,7,15,SIN
DXB,autumn,4192,business,22,3,LHR
NRT,autumn,321,leisure,5,17,BOM
SIN,winter,4938,leisure,16,19,LHR
JFK,winter,4485,family,9,2,LHR
LHR,spring,7947,leisure,29,7,NRT
LAX,winter,1626,leisure,24,18,SIN
BOM,summer,466,leisure,5,1,DXB
LAX,spring,5130,business,26,1,NRT
LHR,spring,2756,family,2,5,CDG
LAX,summer,7328,business,27,3,NRT
DXB,winter,311,business,29,1,BOM
JFK,summer,2816,family,10,11,CDG
FRA,winter,7874,family,24,11,NRT
LHR,spring,5470,business,16,17,NRT
SYD,spring,6219,family,10,7,NRT
JFK,summer,3175,family,18,4,LHR
BOM,winter,3276,business,23,8,LHR
SYD,spring,1339,leisure,6,11,SIN
SYD,spring,4372,family,27,2,LHR
BOM,autumn,2150,family,21,6,CDG
BOM,summer,4981,business,20,9,LHR
SIN,summer,522,family,14,7,DXB
JFK,summer,388,family,16,15,DXB
CDG,winter,4383,business,23,5,LHR
LHR,autumn,480,leisure,2,12,BOM
SIN,autumn,4353,business,25,5,LHR
LHR,spring,2448,business,17,6,CDG
JFK,winter,5847,family,20,16,NRT
LHR,autumn,1966,family,2,9,SIN
NRT,summer,7826,family,22,12,NRT
SYD,autumn,4166,business,20,12,LHR
BOM,summer,6336,business,5,1,NRT
CDG,winter,2324,leisure,9,13,CDG
LAX,winter,1674,business,18,11,SIN
SYD,winter,4075,leisure,21,10,LHR
CDG,winter,6502,leisure,29,12,NRT
NRT,spring,4302,family,13,8,LHR
FRA,spring,1996,business,6,4,SIN
FRA,summer,4167,business,12,14,LHR
DXB,spring,2590,business,24,1,CDG
DXB,autumn,5589,leisure,29,4,NRT
JFK,autumn,5072,leisure,19,15,NRT
SIN,spring,3362,leisure,15,12,LHR
BOM,winter,1933,leisure,7,18,SIN
NRT,winter,5101,business,14,16,NRT
FRA,winter,584,leisure,19,2,BOM
LAX,autumn,2487,family,4,16,CDG
LAX,autumn,5991,business,23,3,NRT
BOM,summer,3753,business,12,11,LHR
DXB,winter,4437,leisure,7,7,LHR
JFK,winter,1754,leisure,9,11,SIN
CDG,winter,3568,business,2,14,LHR
LHR,winter,7955,family,12,13,NRT
DXB,winter,4357,business,3,13,LHR
LHR,spring,6875,family,14,12,NRT
