airport,hour_of_day,day_of_week,month,flights_per_hour,gate_utilization_pct,runway_utilization_pct,avg_taxi_time_min,weather_score,congestion_level
CDG,14,5,8,57,48,26,14,0.07,medium
FRA,14,2,7,56,95,48,35,0.79,high
LHR,20,4,6,30,42,46,19,0.28,medium
CDG,9,6,12,5,31,43,22,0.4,low
LHR,14,0,11,36,31,20,9,0.8,low
LAX,15,3,8,17,55,24,58,0.88,low
FRA,17,4,2,72,59,87,6,0.32,high
FRA,18,5,1,44,44,92,13,0.95,medium
BOM,15,1,5,13,93,37,48,0.49,medium
FRA,20,2,3,74,25,98,12,0.87,high
NRT,19,4,7,36,23,33,7,0.97,low
BOM,12,6,2,20,80,29,24,0.2,medium
SYD,23,6,9,29,82,75,55,0.84,medium
SYD,14,5,5,39,62,69,49,0.4,medium
DXB,11,5,6,18,96,59,44,0.67,medium
JFK,14,2,11,30,60,50,21,0.73,medium
CDG,18,0,4,50,22,88,26,0.27,medium
SYD,4,5,12,65,58,64,19,0.14,high
CDG,5,0,3,57,33,47,39,0.58,medium
DXB,6,2,12,20,76,98,50,0.98,medium
DXB,7,5,2,14,51,62,39,0.18,medium
DXB,23,4,12,75,96,27,37,0.18,high
DXB,20,4,8,56,70,56,5,0.22,high
LHR,8,6,12,46,86,81,50,0.44,high
CDG,2,6,12,64,68,83,17,0.55,high
SIN,21,4,1,33,36,92,9,0.54,medium
DXB,4,4,5,29,39,82,17,0.64,medium
SYD,10,6,9,55,29,64,57,0.21,medium
DXB,11,5,10,29,99,33,5,0.3,medium
FRA,15,4,4,11,53,60,15,0.19,low
BOM,13,1,2,11,28,65,26,0.57,low
BOM,13,4,3,14,73,24,31,0.01,low
LHR,21,2,9,33,97,23,38,0.94,medium
DXB,3,4,1,57,41,41,54,0.75,medium
LAX,5,5,2,16,97,27,31,0.26,medium
LHR,19,5,9,38,92,25,58,0.0,medium
JFK,6,5,7,56,90,48,16,0.5,high
FRA,17,3,8,54,82,73,14,0.55,high
DXB,0,1,8,45,92,54,33,0.0,high
LAX,21,6,1,59,37,77,45,0.64,medium
LAX,7,3,9,11,54,21,32,0.37,low
FRA,6,6,8,5,79,92,57,0.12,medium
SIN,9,3,12,21,76,80,41,0.34,medium
SIN,23,4,3,43,47,55,5,0.36,medium
LAX,15,3,12,66,24,21,57,0.44,medium
CDG,6,0,7,24,26,98,25,0.82,medium
SYD,15,3,7,71,73,63,10,0.36,high
SIN,8,4,8,79,83,64,40,0.12,high
JFK,19,2,1,10,62,64,10,0.92,medium
NRT,5,2,3,19,78,82,59,0.3,medium
LAX,9,1,2,48,63,57,56,0.43,medium
SYD,2,2,3,31,61,64,28,0.25,medium
JFK,3,1,11,11,55,94,38,0.41,medium
JFK,18,3,1,20,25,50,28,0.67,low
SYD,14,3,11,75,28,42,46,0.84,medium
LHR,22,4,9,11,45,79,11,0.36,medium
SIN,16,0,9,55,88,89,15,0.42,high
NRT,15,3,12,47,45,68,53,0.2,medium
NRT,3,3,7,62,51,88,17,0.25,high
NRT,23,3,7,34,59,64,53,0.65,medium
LHR,12,6,5,22,42,28,40,0.89,low
CDG,23,4,3,23,77,77,36,0.17,medium
LHR,21,2,10,38,65,38,31,0.38,medium
SYD,23,5,2,64,39,87,42,0.81,high
BOM,12,0,12,69,44,56,38,0.57,medium
BOM,12,6,9,55,99,74,21,0.62,high
FRA,15,6,10,20,47,68,34,0.11,medium
DXB,7,3,4,74,64,83,29,0.66,high
DXB,15,5,10,6,79,46,52,0.91,medium
LAX,16,0,1,54,38,63,27,0.46,medium
DXB,18,5,12,20,95,58,28,0.96,medium
JFK,1,1,6,48,81,39,22,0.05,medium
NRT,0,5,11,17,91,60,46,0.26,medium
CDG,10,3,5,69,45,24,39,0.91,medium
LAX,22,4,5,10,62,33,29,0.29,low
LHR,17,5,12,5,49,23,26,0.92,low
JFK,8,1,9,5,36,21,8,0.6,low
LAX,15,2,3,21,52,63,24,0.86,medium
CDG,23,2,2,63,79,96,27,0.48,high
CDG,18,5,4,45,95,38,58,0.34,medium
FRA,6,0,7,74,37,87,30,0.55,high
BOM,4,1,9,8,85,91,16,0.6,medium
BOM,15,6,7,17,96,72,17,0.6,medium
LAX,7,6,8,62,72,39,19,0.73,medium
SIN,3,1,3,5,87,89,9,0.23,medium
NRT,17,6,7,8,53,78,47,0.56,medium
FRA,22,2,1,69,96,42,45,0.41,high
FRA,5,0,5,5,54,40,6,0.75,low
SIN,5,2,6,10,57,41,56,0.62,low
FRA,21,0,12,49,80,59,44,0.41,high
BOM,9,6,8,27,54,80,19,0.65,medium
FRA,13,5,8,13,26,77,16,0.87,low
LAX,17,3,11,15,40,49,42,0.36,low
JFK,0,6,8,48,95,81,31,0.33,high
BOM,2,3,6,28,73,20,39,0.93,medium
CDG,18,2,3,79,96,81,14,0.12,high
SIN,4,2,1,78,50,39,58,0.57,high
LHR,10,2,4,60,58,43,37,0.53,medium
DXB,3,6,10,60,52,59,49,0.3,medium
BOM,16,0,11,23,99,48,38,0.36,medium
BOM,3,1,7,38,60,59,48,0.73,medium
SYD,12,1,12,43,58,50,12,0.61,medium
JFK,7,6,10,47,99,57,54,0.74,high
LAX,20,2,10,53,67,30,29,0.33,medium
BOM,22,1,7,39,86,45,9,0.2,medium
CDG,6,2,5,63,57,98,20,0.52,high
SIN,16,6,10,55,71,57,41,0.91,high
SIN,12,5,10,68,76,91,39,0.58,high
NRT,1,3,4,11,96,67,24,0.97,medium
JFK,19,0,7,58,80,52,34,0.61,high
CDG,20,4,9,71,97,25,40,0.19,high
BOM,14,5,6,21,52,20,8,0.78,low
SYD,11,6,5,54,41,82,13,0.74,medium
NRT,23,6,4,32,30,36,40,0.88,low
LAX,0,5,8,44,99,95,9,0.96,high
FRA,10,2,4,28,38,82,37,0.89,medium
NRT,14,4,11,66,81,48,5,0.06,high
FRA,21,4,10,63,54,59,22,0.43,high
NRT,23,2,10,64,82,33,58,0.85,high
NRT,5,0,1,7,34,57,34,0.56,low
SIN,9,4,4,32,31,53,31,0.08,medium
LAX,11,2,7,7,20,42,46,0.26,low
LHR,0,4,5,65,27,21,20,0.55,medium
SIN,0,3,6,27,94,99,7,0.69,high
LAX,7,1,3,60,87,63,33,0.16,high
NRT,4,5,2,22,45,37,22,0.38,low
BOM,7,3,8,14,59,88,5,0.13,medium
FRA,9,1,6,51,68,93,21,0.72,high
JFK,8,4,2,28,85,34,39,0.63,medium
DXB,22,0,4,48,44,25,58,0.58,medium
DXB,12,4,4,15,65,57,53,0.89,medium
BOM,15,5,8,7,20,49,35,0.42,low
FRA,1,0,12,58,94,30,16,0.93,high
DXB,9,4,6,36,84,66,16,0.78,medium
LAX,13,3,3,58,84,47,16,0.48,high
LHR,21,2,2,76,50,83,51,0.72,high
FRA,6,3,6,25,23,29,24,0.88,low
LAX,2,4,11,34,64,34,35,0.29,medium
JFK,8,3,3,20,84,60,33,0.13,medium
BOM,23,1,4,47,75,52,40,0.07,medium
NRT,3,6,6,61,75,85,16,0.12,high
FRA,22,5,1,56,53,38,27,0.6,medium
DXB,7,5,11,67,84,51,37,0.68,high
NRT,15,3,6,50,52,83,30,0.92,high
LAX,7,5,1,36,50,46,54,0.64,medium
FRA,23,1,1,59,65,35,8,0.97,medium
CDG,20,2,5,27,32,67,36,0.87,medium
NRT,17,1,1,63,86,68,28,0.08,high
JFK,17,2,2,61,98,20,45,0.61,high
LHR,5,3,12,74,64,65,48,0.23,high
BOM,16,3,10,37,64,22,43,0.66,medium
SYD,0,5,5,60,71,23,15,0.68,medium
FRA,5,0,1,43,39,86,34,0.85,medium
JFK,9,1,2,34,80,42,52,0.31,medium
FRA,4,3,4,58,79,64,45,0.8,high
CDG,16,1,11,57,50,48,27,0.74,medium
JFK,4,1,7,71,73,46,18,0.1,high
DXB,22,1,10,44,71,64,28,0.16,medium
BOM,18,5,11,47,22,71,52,0.2,medium
DXB,2,6,4,70,82,35,14,0.97,high
LAX,6,1,10,32,74,49,55,0.71,medium
LAX,21,0,8,14,64,33,12,0.66,low
FRA,6,5,11,21,96,91,41,0.74,high
NRT,20,5,5,13,41,41,12,0.32,low
SYD,6,0,3,52,34,36,42,0.6,medium
SYD,4,5,6,44,24,28,9,0.19,low
FRA,11,2,8,22,71,52,49,0.44,medium
CDG,10,4,2,23,29,46,58,0.91,low
NRT,12,0,4,37,35,98,35,0.65,medium
CDG,21,5,7,71,57,95,54,0.68,high
LHR,13,6,8,25,95,25,58,0.65,medium
SIN,4,1,1,68,52,35,37,0.82,medium
LAX,21,6,3,71,65,30,53,0.5,medium
SIN,13,4,9,42,84,45,40,0.1,medium
LAX,8,3,9,49,56,48,30,0.87,medium
FRA,14,2,5,54,48,57,17,0.5,medium
BOM,11,5,7,61,87,68,34,0.21,high
CDG,18,6,2,71,97,49,27,0.55,high
NRT,12,3,4,58,20,41,48,0.76,medium
CDG,8,6,7,14,34,48,56,0.41,low
SYD,3,1,10,6,83,79,35,0.27,medium
DXB,3,6,2,63,57,44,15,0.47,medium
JFK,8,4,3,47,65,53,48,0.65,medium
JFK,21,3,10,11,69,89,57,0.36,medium
LAX,18,0,7,52,72,38,25,0.34,medium
BOM,5,2,8,20,61,31,17,0.98,low
NRT,10,6,8,42,46,33,34,0.37,medium
SYD,15,5,7,5,48,65,30,0.02,low
FRA,22,0,7,62,65,79,18,0.45,high
DXB,15,1,12,53,26,31,59,0.82,medium
JFK,20,2,3,16,78,82,39,0.99,medium
SIN,7,5,6,73,33,60,53,0.15,medium
SIN,1,6,3,15,62,38,30,0.82,low
SYD,22,1,1,51,61,25,51,0.8,medium
JFK,19,5,3,13,22,86,14,0.49,low
NRT,16,6,11,72,89,46,47,0.72,high
BOM,13,2,11,60,87,63,37,0.24,high
BOM,6,6,10,76,79,86,53,0.23,high
LHR,16,5,10,20,52,94,55,0.45,medium
LHR,11,4,11,73,70,79,19,0.22,high
JFK,1,6,6,19,35,36,35,0.84,low
SIN,2,2,10,55,70,98,39,0.68,high
CDG,4,4,3,37,94,71,16,0.64,high
LHR,16,3,4,44,40,46,20,0.54,medium
FRA,16,5,11,47,28,91,36,0.75,medium
BOM,10,5,1,40,23,29,40,0.28,low
CDG,6,2,12,43,52,92,37,0.63,medium
BOM,15,4,2,56,73,56,28,0.81,high
LAX,21,4,9,38,26,69,34,0.8,medium
BOM,10,1,12,66,72,65,14,0.45,high
CDG,10,3,7,65,73,27,9,0.23,medium
NRT,17,6,6,31,27,22,21,0.34,low
JFK,18,3,11,41,47,22,15,0.74,medium
DXB,20,6,12,51,92,60,54,0.45,high
FRA,1,2,4,64,37,62,21,0.52,medium
LHR,6,1,7,12,44,94,45,0.88,medium
JFK,3,4,11,56,21,44,19,0.94,medium
LAX,17,3,7,70,72,50,31,0.0,high
LHR,18,3,7,18,60,61,58,0.78,medium
NRT,20,1,6,11,45,64,18,0.21,low
FRA,20,2,6,47,52,66,17,0.06,medium
FRA,20,6,5,47,22,32,39,0.56,low
DXB,5,5,5,8,65,89,28,0.18,medium
BOM,0,4,5,15,46,64,38,0.38,medium
FRA,17,4,6,12,47,87,32,0.94,medium
BOM,4,0,3,74,50,92,22,0.49,high
DXB,16,6,6,31,31,21,45,0.51,low
DXB,0,4,10,73,46,33,18,0.49,medium
FRA,0,6,3,30,57,57,27,0.02,medium
NRT,16,6,1,50,98,42,48,0.06,high
DXB,3,3,2,7,61,40,30,0.39,low
SYD,17,1,11,76,94,21,28,0.83,high
DXB,14,5,9,48,27,81,14,0.14,medium
NRT,18,5,11,68,38,81,49,0.95,high
LHR,8,1,10,69,74,38,40,0.71,high
LHR,17,3,12,69,66,98,15,0.79,high
NRT,6,4,11,55,81,83,11,0.09,high
CDG,19,5,5,26,64,27,50,0.74,medium
NRT,9,5,9,13,45,49,21,0.62,low
LAX,0,6,3,26,84,93,49,0.16,high
SIN,9,0,5,21,57,76,36,0.29,medium
BOM,18,3,1,5,45,97,29,0.59,medium
CDG,19,4,6,44,28,21,42,0.17,low
SYD,13,3,7,37,40,86,32,0.93,medium
LHR,19,5,3,49,70,70,6,0.61,high
FRA,0,2,10,19,93,89,11,0.65,medium
DXB,19,3,1,49,41,24,35,0.2,medium
JFK,23,6,5,47,73,48,43,0.66,medium
SYD,11,2,9,29,20,70,25,0.15,medium
FRA,4,4,5,23,31,60,39,0.73,low
NRT,18,2,5,44,60,77,38,0.46,medium
SIN,19,4,12,71,43,86,28,0.99,high
BOM,11,5,11,15,25,74,20,0.4,low
LAX,13,5,7,20,81,69,9,0.7,medium
LAX,23,6,1,54,98,37,44,0.32,high
CDG,13,3,1,64,67,72,56,0.59,high
JFK,22,2,11,77,72,47,11,0.12,high
FRA,9,4,5,67,37,59,19,0.99,medium
NRT,18,0,8,50,95,83,10,0.57,high
DXB,7,5,4,79,28,41,48,0.24,medium
NRT,13,2,1,18,43,52,43,0.06,low
SYD,10,0,7,57,94,98,58,0.47,high
SYD,22,6,4,55,48,49,39,0.84,medium
NRT,0,6,10,39,21,90,34,0.47,medium
SYD,5,3,8,56,33,53,18,0.06,medium
FRA,17,1,12,20,38,39,59,0.05,low
FRA,23,6,3,35,66,33,43,0.27,medium
JFK,16,2,1,78,23,34,20,0.16,medium
FRA,2,4,12,76,64,27,57,0.63,high
BOM,11,5,3,43,66,87,46,0.0,high
SIN,21,2,10,44,63,70,38,0.68,medium
BOM,10,4,12,25,97,89,6,0.18,high
SYD,10,4,7,78,72,36,28,0.43,high
JFK,3,4,1,73,64,38,21,0.29,high
SIN,13,3,9,76,79,32,32,0.67,high
JFK,0,5,10,59,95,43,58,0.79,high
JFK,23,6,11,5,69,40,41,0.68,low
JFK,13,5,1,45,83,47,15,0.94,medium
DXB,12,4,9,61,57,94,31,0.33,high
FRA,4,1,6,75,93,23,55,0.23,high
CDG,16,5,4,21,65,76,5,0.54,medium
JFK,3,2,7,64,68,47,37,0.65,high
LHR,0,2,4,59,66,26,12,0.61,medium
DXB,21,0,10,71,36,79,17,0.45,high
DXB,17,3,11,7,27,91,10,0.26,low
BOM,11,2,4,19,33,41,17,0.39,low
BOM,1,0,11,22,79,82,26,0.06,medium
LAX,8,1,8,27,35,89,14,0.36,medium
BOM,5,2,11,45,96,95,45,0.6,high
CDG,10,5,12,26,99,34,33,0.47,medium
JFK,21,3,10,57,55,66,58,0.75,medium
JFK,1,0,1,29,76,49,5,0.73,medium
FRA,15,1,9,64,87,29,59,0.77,high
DXB,22,0,12,75,39,28,41,0.31,medium
DXB,23,2,2,41,97,75,14,0.6,high
BOM,13,6,10,28,36,63,30,0.07,medium
SIN,20,2,8,5,20,99,35,0.64,low
SIN,15,0,12,62,45,71,40,0.01,high
SIN,10,2,3,52,86,39,26,0.23,medium
NRT,12,5,7,42,44,21,19,0.75,medium
SYD,3,3,6,56,89,65,54,0.98,high
SYD,11,4,4,31,55,59,41,0.66,medium
JFK,13,6,5,17,67,44,30,0.25,medium
DXB,23,1,12,47,25,41,23,0.71,medium
FRA,20,6,11,47,64,60,33,0.54,medium
BOM,9,4,3,62,88,59,56,0.42,high
LHR,5,0,12,12,91,95,51,0.1,medium
DXB,2,4,2,34,76,86,41,0.34,high
SYD,16,5,11,24,76,30,56,0.21,medium
CDG,21,1,9,26,43,62,59,0.95,medium
DXB,12,0,3,37,96,69,54,0.16,high
SIN,1,4,7,52,65,55,45,0.28,medium
NRT,10,2,12,36,59,39,5,0.34,medium
BOM,9,4,1,21,30,61,35,0.33,low
JFK,19,0,12,42,40,32,10,0.26,medium
JFK,6,3,1,34,95,58,15,0.35,medium
LAX,8,1,12,79,38,31,40,0.51,medium
CDG,17,2,10,74,50,32,55,0.63,medium
FRA,5,0,3,47,56,47,27,0.47,medium
CDG,2,6,7,18,59,97,53,0.59,medium
NRT,0,6,10,11,25,82,55,0.83,low
DXB,8,3,3,70,53,90,29,0.72,high
LHR,5,4,3,28,58,44,50,0.34,medium
LHR,7,5,9,5,88,25,19,0.61,low
LHR,17,4,11,44,42,67,22,0.84,medium
SYD,9,3,3,52,31,24,57,0.28,medium
BOM,21,2,3,18,37,59,8,0.4,low
LAX,9,0,7,30,62,22,14,0.9,medium
CDG,19,5,7,42,34,21,34,0.11,low
DXB,17,0,11,44,97,48,27,0.56,high
NRT,23,6,7,18,71,99,54,0.88,medium
NRT,22,6,1,11,21,24,46,0.84,low
DXB,19,6,3,49,89,31,22,0.2,medium
FRA,4,3,12,61,35,46,24,0.78,medium
BOM,11,5,5,63,64,68,36,0.83,high
JFK,7,4,2,7,90,69,58,0.72,medium
LHR,19,5,6,21,67,62,41,0.37,medium
BOM,10,4,1,18,30,23,19,0.04,low
SYD,10,3,10,64,95,50,14,0.41,high
SIN,17,0,3,40,27,52,16,0.25,medium
DXB,22,4,7,57,47,72,8,0.21,medium
FRA,5,1,10,64,45,28,21,0.31,medium
LAX,1,2,7,39,67,31,25,0.13,medium
SYD,12,3,10,73,71,82,49,0.86,high
SIN,17,4,2,69,59,68,55,0.72,high
CDG,23,2,9,7,36,85,13,0.41,low
CDG,7,3,11,28,77,46,40,0.12,medium
SIN,4,0,6,7,89,98,50,0.2,medium
SIN,6,6,11,16,24,89,27,0.49,medium
SYD,15,0,11,53,31,49,44,0.92,medium
BOM,17,5,9,25,84,44,45,0.98,medium
FRA,15,6,8,75,40,49,51,0.97,medium
SYD,10,1,9,60,29,51,6,0.85,medium
NRT,18,4,1,36,40,82,15,0.04,medium
NRT,13,0,6,17,65,89,37,0.97,medium
CDG,13,4,5,7,77,72,12,0.5,medium
CDG,15,2,2,33,63,48,48,0.03,medium
LAX,4,6,9,68,23,34,10,0.74,medium
BOM,20,2,2,31,48,32,31,0.7,low
SIN,22,5,10,72,24,66,15,0.69,medium
BOM,7,5,3,22,90,68,37,0.39,medium
NRT,7,3,4,46,80,24,37,0.56,medium
BOM,4,5,4,51,71,25,52,0.1,medium
DXB,12,1,12,27,99,30,35,0.99,medium
BOM,3,1,4,25,89,93,55,0.71,high
LAX,6,6,5,50,48,21,19,0.79,medium
LHR,5,0,11,50,94,27,56,0.32,medium
CDG,14,3,10,64,39,60,8,0.09,medium
NRT,12,3,10,48,60,76,43,0.69,medium
SIN,17,6,1,58,51,57,5,0.9,medium
JFK,21,2,10,8,26,23,56,0.49,low
FRA,2,2,5,12,67,35,6,0.17,low
NRT,2,6,8,59,98,89,48,0.61,high
LAX,5,1,10,77,68,67,18,0.71,high
DXB,17,1,9,66,41,44,26,0.68,medium
NRT,12,0,1,45,95,78,9,0.87,high
CDG,13,2,4,32,29,82,39,0.14,medium
BOM,15,3,12,38,75,57,38,0.22,medium
LAX,5,1,2,59,82,25,18,0.65,medium
FRA,8,6,2,18,94,78,40,0.3,medium
LAX,15,1,7,35,29,64,28,0.75,medium
DXB,8,4,9,50,33,88,58,0.38,medium
LHR,12,2,1,34,47,34,24,0.46,medium
BOM,15,1,2,75,92,68,9,0.43,high
JFK,7,2,3,27,49,80,23,0.3,medium
DXB,3,6,2,42,53,98,22,0.55,high
NRT,21,5,8,27,46,56,31,0.79,medium
LAX,7,0,3,37,30,22,57,0.33,low
JFK,20,3,5,67,29,41,36,0.87,medium
SIN,9,4,6,56,27,41,42,0.24,medium
FRA,13,5,8,42,80,40,28,0.48,medium
LAX,18,0,9,21,57,52,37,0.27,medium
FRA,9,1,5,64,93,46,47,0.62,high
DXB,1,6,12,79,97,38,9,0.58,high
NRT,12,2,11,9,52,83,45,0.9,medium
NRT,20,4,10,6,45,78,35,0.1,low
LAX,10,4,9,35,49,50,13,0.01,medium
SYD,6,6,3,62,21,47,22,0.56,medium
JFK,17,5,5,52,28,72,31,0.97,medium
CDG,0,6,2,14,98,37,43,0.98,medium
CDG,13,0,4,17,43,24,55,0.56,low
FRA,4,6,7,31,27,30,51,0.53,low
BOM,7,5,8,37,43,20,36,0.51,low
LAX,14,1,9,14,40,50,15,0.46,low
LHR,13,5,7,53,24,70,31,0.92,medium
LAX,5,1,4,66,31,73,57,0.46,medium
CDG,3,1,7,55,61,56,8,0.61,medium
SIN,6,4,3,69,85,70,36,0.72,high
JFK,0,1,11,45,79,90,16,0.5,high
DXB,11,6,6,36,62,89,12,0.98,medium
LAX,21,5,10,57,35,60,14,0.89,medium
FRA,13,5,9,55,28,27,31,0.29,medium
NRT,3,6,6,68,38,79,32,0.74,high
FRA,23,6,4,49,42,95,39,0.93,high
FRA,15,1,3,57,38,76,11,0.48,medium
CDG,10,1,12,5,34,56,44,0.64,low
NRT,9,0,5,40,26,63,22,0.96,medium
CDG,1,5,5,42,95,51,36,0.23,medium
JFK,0,3,1,30,28,34,19,0.49,low
SIN,7,6,6,17,39,85,54,0.6,medium
FRA,20,0,10,51,80,51,50,0.95,medium
NRT,13,3,3,33,97,25,41,0.5,medium
LHR,3,5,7,79,97,47,57,0.93,high
FRA,20,5,2,36,89,38,28,0.35,medium
JFK,12,0,4,69,85,21,29,0.01,high
LHR,18,5,11,24,76,89,22,0.15,medium
JFK,8,3,9,32,61,82,38,0.89,medium
FRA,12,4,11,24,45,45,45,0.39,low
NRT,19,4,10,45,56,90,13,0.47,high
SIN,12,3,1,45,48,72,46,0.07,medium
DXB,23,1,9,22,21,22,57,0.52,low
BOM,6,1,2,21,27,27,57,0.91,low
SYD,15,6,3,62,58,31,32,0.73,medium
NRT,19,2,9,52,45,68,7,0.1,medium
SYD,6,5,1,56,92,79,17,0.64,high
SIN,12,5,11,54,45,66,57,0.11,medium
LHR,0,6,5,39,82,45,29,0.55,medium
SIN,5,4,7,51,52,95,21,0.52,high
DXB,12,3,10,78,78,45,11,0.56,high
BOM,14,6,1,13,33,74,26,0.22,low
SYD,15,5,9,7,24,87,23,0.98,low
FRA,15,2,1,63,45,37,30,0.78,medium
JFK,19,2,11,19,52,95,32,0.31,medium
JFK,16,2,8,11,75,22,6,0.21,low
CDG,13,6,10,32,97,22,43,0.25,medium
LAX,19,1,12,24,50,80,8,0.74,medium
LAX,13,2,8,38,88,70,12,0.69,high
LAX,12,3,9,45,82,96,42,0.12,high
NRT,8,6,12,26,24,30,52,1.0,low
SYD,0,4,2,21,85,24,52,0.27,medium
CDG,2,5,1,36,25,96,41,0.09,medium
SYD,20,3,2,51,47,78,23,0.25,medium
SYD,16,0,1,17,22,63,6,0.79,low
LHR,2,5,12,73,74,36,42,0.11,high
CDG,16,2,5,32,27,32,36,0.11,low
DXB,5,4,3,77,92,71,21,0.13,high
SIN,18,2,5,32,52,70,6,0.91,medium
SIN,2,5,7,77,30,47,11,0.91,medium
CDG,18,1,1,31,58,72,44,0.46,medium
CDG,23,1,7,46,85,78,31,0.12,high
JFK,10,0,12,19,48,23,59,0.94,low
LAX,13,4,2,59,43,70,29,0.56,medium
DXB,2,4,3,9,88,45,14,0.79,medium
SIN,3,2,5,61,91,91,25,0.7,high
SYD,12,1,9,63,23,73,57,0.69,medium
SYD,3,4,2,38,82,87,15,0.35,high
DXB,5,2,9,46,90,48,16,0.13,medium
SIN,14,3,11,57,90,94,48,0.64,high
CDG,6,3,1,72,69,51,50,0.09,high
JFK,16,4,6,70,45,42,37,0.36,medium
SIN,17,4,12,42,23,60,35,0.57,medium
FRA,11,0,1,8,74,78,5,0.98,medium
LAX,23,4,8,66,23,37,45,0.99,medium
SIN,9,0,6,74,30,34,35,0.65,medium
LAX,6,1,7,50,92,24,41,0.87,medium
LAX,13,5,2,68,74,60,25,0.78,high
NRT,19,0,9,29,25,85,24,0.77,medium
CDG,2,4,4,24,27,82,10,0.1,medium
BOM,6,6,12,69,95,64,47,0.99,high
LHR,10,6,8,12,51,25,55,0.96,low
DXB,18,5,9,57,93,62,24,0.26,high
CDG,11,4,3,60,46,59,48,0.6,medium
LHR,11,1,5,30,78,56,49,0.69,medium
LAX,21,2,12,30,82,99,7,0.37,high
BOM,12,6,12,45,81,74,50,0.38,high
BOM,17,6,9,14,51,68,41,0.97,medium
SYD,6,6,4,7,51,49,31,0.27,low
CDG,6,6,3,56,60,38,20,0.88,medium
SIN,4,3,7,27,59,81,16,0.75,medium
JFK,18,3,2,65,23,56,14,0.52,medium
FRA,14,0,12,54,66,59,31,0.34,medium
JFK,23,3,11,22,77,26,8,0.11,medium
LAX,7,2,10,79,37,87,6,0.41,high
LAX,2,0,2,38,84,21,49,0.32,medium
DXB,10,3,2,20,40,32,40,0.78,low
DXB,15,5,7,18,36,95,39,0.91,medium
LAX,6,4,8,16,26,82,39,0.55,medium
LHR,6,0,2,78,43,47,19,0.95,high
LHR,17,4,11,39,89,38,36,0.21,medium
LAX,1,6,8,44,36,85,29,0.46,medium
DXB,11,2,4,53,46,49,40,0.8,medium
CDG,1,0,1,49,90,52,43,0.8,high
CDG,12,5,1,63,88,84,42,0.77,high
JFK,20,5,6,62,51,20,38,0.31,medium
LAX,9,1,10,23,77,50,10,0.74,medium
DXB,16,5,2,72,81,21,40,0.04,high
BOM,6,2,9,64,91,27,5,0.04,high
NRT,0,1,3,17,54,24,49,0.49,low
FRA,20,1,11,30,73,73,16,0.96,medium
SIN,21,5,12,28,21,26,10,0.0,low
NRT,1,3,8,68,53,88,26,0.45,high
SYD,18,3,5,76,66,57,27,0.0,high
NRT,7,4,1,67,82,35,39,0.64,high
FRA,13,1,6,17,25,37,12,0.44,low
SIN,22,0,10,15,90,70,22,0.18,medium
CDG,17,1,11,6,65,93,35,0.28,medium
SYD,23,2,8,29,31,93,8,0.45,medium
DXB,13,2,9,32,54,54,32,0.85,medium
LAX,21,4,4,67,44,67,17,0.81,high
SIN,11,0,4,79,72,51,55,0.96,high
LAX,8,4,12,30,75,75,57,0.11,medium
SIN,3,1,6,14,67,72,56,0.36,medium
DXB,6,5,3,33,82,53,19,0.65,medium
NRT,9,1,3,49,88,55,37,0.68,high
DXB,18,3,1,16,57,80,50,0.67,medium
CDG,8,1,1,68,72,39,24,0.51,high
JFK,13,3,7,35,29,30,10,0.01,low
SYD,21,4,8,24,78,31,53,0.95,medium
SIN,16,0,12,75,22,91,11,0.27,high
LAX,18,4,4,46,79,53,8,0.2,medium
BOM,5,3,4,61,89,24,14,0.75,medium
DXB,2,6,9,65,35,21,36,0.19,medium
JFK,3,5,10,79,91,20,8,0.85,high
DXB,8,5,2,73,92,98,50,0.06,high
LHR,13,3,2,60,96,32,15,0.17,high
LHR,20,0,5,28,66,46,46,0.46,medium
JFK,2,6,8,21,51,20,38,0.31,low
FRA,13,5,10,35,46,60,31,0.33,medium
LHR,1,5,5,39,74,39,50,0.77,medium
DXB,20,5,5,26,85,26,10,0.69,medium
SIN,7,2,5,69,73,89,13,0.27,high
LAX,3,2,10,78,86,60,18,0.87,high
FRA,3,2,12,59,51,40,10,0.79,medium
LHR,6,6,4,38,50,45,20,0.24,medium
FRA,4,2,12,53,93,21,28,0.14,medium
NRT,11,4,7,45,64,55,7,0.37,medium
BOM,17,1,10,37,39,98,15,0.6,medium
NRT,0,3,2,27,91,43,35,0.64,medium
SYD,18,5,6,72,73,91,47,0.85,high
LHR,12,6,5,17,27,39,45,0.41,low
LHR,21,2,1,35,72,96,12,0.53,high
FRA,5,4,3,43,74,86,19,0.2,high
BOM,22,2,1,53,29,45,21,0.41,medium
JFK,20,3,8,12,79,84,6,0.66,medium
CDG,11,4,8,12,70,99,40,0.87,medium
NRT,21,6,3,14,92,74,26,0.21,medium
JFK,8,4,8,16,60,76,13,0.18,medium
LAX,9,5,1,78,83,94,20,0.76,high
SYD,21,5,8,40,60,31,55,0.6,medium
JFK,9,5,2,64,83,79,26,0.86,high
JFK,5,2,2,34,45,94,54,0.53,medium
LHR,10,3,1,13,93,72,12,0.47,medium
DXB,5,5,4,38,40,73,20,0.09,medium
JFK,16,4,5,35,88,54,25,0.85,medium
DXB,19,0,1,67,91,52,21,0.79,high
LHR,2,3,12,60,88,45,55,0.89,high
LHR,6,2,11,9,44,71,8,0.53,low
