weather_score,aircraft_age_years,crew_availability,atc_restrictions,season,route_distance_km,airline,prev_cancellations,is_international,cancelled
0.65,22,0.96,1,spring,6294,PacificAir,8,1,0
0.17,16,0.6,0,winter,7335,AsiaJet,2,1,0
0.83,2,0.71,0,summer,11818,EuroWings,7,1,1
0.94,24,0.63,1,autumn,691,PacificAir,5,0,1
0.1,16,0.79,1,summer,13764,EuroWings,4,1,0
0.02,3,0.64,1,winter,11341,SkyMind,6,1,0
0.14,16,0.78,1,autumn,2166,AsiaJet,1,0,0
0.76,16,0.91,0,summer,8727,SkyMind,0,0,1
0.11,9,0.78,0,spring,6191,PacificAir,1,0,0
0.37,22,0.92,0,winter,8811,EuroWings,1,0,1
0.06,19,0.81,0,winter,11220,AsiaJet,3,0,0
0.43,11,0.94,1,winter,6906,AeroGulf,1,1,0
0.6,2,0.97,1,winter,4167,SkyMind,3,0,0
0.63,16,0.75,0,spring,5857,AsiaJet,3,1,1
0.52,24,0.9,0,autumn,13382,AeroGulf,0,1,1
0.94,16,0.73,0,spring,3611,PacificAir,8,0,1
0.53,15,0.85,0,spring,10040,AeroGulf,2,0,0
0.86,20,0.52,1,summer,7529,PacificAir,3,0,1
0.99,24,0.98,1,summer,1299,SkyMind,2,1,1
0.23,7,0.95,1,summer,13541,AeroGulf,0,1,0
0.27,12,0.95,1,summer,11169,EuroWings,9,1,1
0.52,15,0.64,1,summer,5546,EuroWings,6,0,1
0.18,2,0.64,0,spring,5243,EuroWings,7,1,1
0.56,7,0.7,0,winter,8688,PacificAir,0,1,0
0.68,20,0.94,1,spring,9302,AeroGulf,8,0,1
0.06,22,0.93,0,autumn,8313,AsiaJet,8,1,0
0.68,24,0.64,0,summer,6194,AeroGulf,0,0,0
0.16,12,0.77,0,autumn,4639,AeroGulf,7,0,1
0.3,20,0.74,0,winter,12260,SkyMind,3,1,0
0.74,19,0.83,0,summer,12983,AsiaJet,2,1,0
0.16,14,0.61,1,winter,11541,EuroWings,6,0,1
0.53,2,0.54,0,summer,8180,PacificAir,1,1,0
0.59,14,0.51,0,spring,2662,AsiaJet,2,1,0
0.16,20,0.69,0,winter,4814,EuroWings,8,1,0
0.27,14,0.97,0,summer,11749,PacificAir,4,0,0
0.61,18,0.84,1,summer,13000,AsiaJet,5,1,0
0.46,3,0.87,0,spring,4812,PacificAir,2,0,0
0.66,17,0.97,0,summer,715,PacificAir,2,1,0
0.85,16,0.71,0,winter,7183,EuroWings,7,1,0
0.14,13,0.74,1,spring,8373,SkyMind,2,0,0
0.07,23,0.68,1,summer,9018,EuroWings,9,1,0
0.67,22,0.59,1,winter,7998,AsiaJet,3,1,0
0.77,17,0.88,0,winter,6225,EuroWings,6,0,1
0.45,6,0.95,1,spring,13407,EuroWings,8,1,1
0.39,5,0.91,0,winter,8390,EuroWings,2,1,0
0.6,17,0.52,1,autumn,11951,AsiaJet,5,0,0
0.55,15,0.65,1,summer,10396,AsiaJet,2,0,1
0.49,21,0.8,1,autumn,4675,PacificAir,2,1,1
0.82,2,0.66,1,winter,8077,PacificAir,5,1,1
0.17,7,0.58,0,summer,4589,AsiaJet,0,0,0
0.68,22,0.77,0,summer,12930,PacificAir,0,1,0
0.74,4,0.76,1,autumn,3605,EuroWings,3,0,1
0.9,19,0.85,1,autumn,3301,AeroGulf,2,1,1
0.95,13,1.0,1,spring,1976,AeroGulf,6,1,0
0.51,21,0.82,1,summer,4423,PacificAir,6,0,0
0.43,3,0.66,1,autumn,10713,PacificAir,3,1,1
0.5,9,0.98,1,summer,6759,SkyMind,6,1,1
0.73,22,0.79,0,spring,1560,EuroWings,3,1,0
0.02,10,0.82,0,autumn,6586,EuroWings,7,0,1
0.17,18,0.68,0,winter,12265,SkyMind,3,1,0
0.91,23,0.73,0,spring,9852,SkyMind,1,1,1
0.2,24,0.71,1,summer,9325,AeroGulf,9,1,0
0.23,16,0.97,1,winter,2584,EuroWings,3,1,0
0.94,4,0.9,1,winter,1404,EuroWings,9,1,1
0.29,17,0.55,0,spring,10630,AsiaJet,2,0,0
0.29,16,0.66,1,spring,10586,EuroWings,4,0,1
0.92,24,0.53,0,spring,4543,AeroGulf,3,1,1
0.38,1,0.76,1,spring,11827,AeroGulf,9,0,0
0.49,5,0.64,0,summer,3199,SkyMind,5,0,0
0.56,2,0.54,1,spring,5123,AeroGulf,2,0,0
0.87,8,0.89,1,winter,4188,AeroGulf,2,1,1
0.08,16,0.55,0,winter,11126,AsiaJet,3,1,0
0.26,21,0.64,1,spring,3195,AeroGulf,2,0,0
0.59,6,0.89,0,spring,581,PacificAir,2,1,0
0.43,14,0.76,1,spring,5181,PacificAir,3,0,0
0.28,23,0.91,1,spring,7124,SkyMind,9,0,0
0.41,4,0.71,0,winter,1743,EuroWings,7,1,0
0.97,21,0.91,0,spring,5354,EuroWings,6,0,0
0.02,22,0.77,1,summer,5350,AsiaJet,0,0,1
0.15,8,0.54,0,spring,9008,AeroGulf,3,0,0
0.02,20,0.74,1,summer,9652,AeroGulf,5,1,1
0.59,14,0.78,1,spring,7190,AeroGulf,6,0,1
0.01,4,0.81,0,summer,6772,AeroGulf,9,0,0
0.45,14,0.96,1,autumn,8535,AeroGulf,8,0,0
0.86,8,0.59,0,summer,10961,PacificAir,0,1,1
0.1,19,0.8,1,winter,13165,AsiaJet,0,1,0
0.37,5,0.88,1,autumn,7272,SkyMind,1,0,0
0.38,12,0.94,0,autumn,13410,SkyMind,3,0,0
0.36,3,0.76,1,summer,6386,PacificAir,1,1,0
0.73,17,0.61,0,autumn,8924,AeroGulf,6,1,0
0.0,19,0.91,0,autumn,12545,AeroGulf,9,0,0
0.78,6,0.95,0,winter,12004,EuroWings,7,1,0
0.84,22,0.55,1,winter,5323,SkyMind,0,1,1
0.43,23,0.61,0,winter,3911,EuroWings,9,1,0
0.89,19,0.94,1,autumn,7239,SkyMind,7,1,0
0.38,13,0.74,1,spring,11540,EuroWings,9,1,0
0.69,9,0.58,0,winter,11199,AeroGulf,8,0,1
0.39,18,0.82,0,spring,3179,AeroGulf,8,1,0
0.04,14,0.73,1,winter,13672,AeroGulf,1,1,1
0.08,8,0.98,1,summer,11064,AsiaJet,2,0,0
0.44,11,0.61,1,summer,5706,EuroWings,8,1,1
0.99,18,0.68,0,spring,4099,AsiaJet,7,1,0
0.18,18,0.58,0,winter,5404,AsiaJet,3,1,0
0.9,15,0.52,1,summer,2913,EuroWings,4,0,1
0.92,6,0.64,1,winter,8782,AeroGulf,3,0,1
0.41,24,0.91,1,summer,6460,PacificAir,4,1,0
0.46,17,0.63,0,winter,12801,SkyMind,0,0,0
0.5,24,0.85,1,winter,528,EuroWings,1,1,0
0.77,8,0.76,0,spring,7297,AeroGulf,1,1,1
0.12,20,0.76,0,spring,6994,AsiaJet,4,0,0
0.33,16,0.89,0,winter,4730,AeroGulf,1,1,0
0.17,22,0.81,0,spring,9119,EuroWings,0,1,1
0.88,2,0.58,0,spring,6396,EuroWings,9,0,1
0.07,1,0.61,1,autumn,8111,SkyMind,4,0,1
0.75,13,0.77,0,spring,6470,SkyMind,1,1,0
0.44,7,0.92,1,spring,3112,EuroWings,1,1,0
0.71,23,0.58,0,spring,11221,SkyMind,0,0,0
0.89,19,0.55,0,spring,11069,AsiaJet,9,0,0
0.34,3,0.76,1,spring,3106,AeroGulf,2,0,0
0.23,12,0.59,0,autumn,3971,PacificAir,1,0,1
0.65,12,1.0,1,winter,4642,AeroGulf,6,0,1
1.0,17,0.5,0,spring,5363,AeroGulf,7,1,0
0.73,17,0.72,0,autumn,9112,EuroWings,8,0,1
0.8,18,0.58,1,autumn,9482,PacificAir,7,0,1
0.63,3,0.84,1,winter,8664,SkyMind,5,0,0
0.37,20,0.82,1,autumn,6802,SkyMind,7,0,1
0.65,24,0.9,1,winter,12779,AeroGulf,0,0,0
0.13,21,0.78,0,winter,13299,EuroWings,8,1,1
0.49,15,0.59,0,summer,5933,PacificAir,7,1,0
0.57,2,0.53,0,winter,10674,EuroWings,2,1,1
0.91,7,0.86,1,winter,11637,PacificAir,1,0,1
0.92,24,0.72,0,winter,9033,PacificAir,8,0,0
0.06,13,0.61,1,winter,2525,SkyMind,2,1,0
0.63,13,0.63,1,autumn,6000,AeroGulf,5,0,1
0.8,19,0.57,1,spring,6633,SkyMind,1,1,1
0.54,6,0.64,1,spring,1271,EuroWings,4,1,1
0.1,10,0.9,0,summer,12884,SkyMind,5,0,0
0.23,8,0.81,1,spring,11761,AeroGulf,8,1,0
0.31,22,0.99,0,autumn,11913,AsiaJet,3,1,0
0.66,10,0.76,0,autumn,1196,SkyMind,9,1,1
0.07,6,0.76,0,autumn,6674,EuroWings,8,0,0
0.55,24,0.6,0,winter,10431,AeroGulf,6,1,1
0.11,12,0.79,1,autumn,7465,EuroWings,8,0,1
0.4,1,0.8,0,summer,10631,PacificAir,2,0,1
0.43,2,0.6,1,autumn,2716,AeroGulf,8,0,1
0.45,11,0.54,0,winter,7676,PacificAir,6,0,1
0.71,3,0.68,0,spring,4362,AeroGulf,6,0,0
0.08,23,0.59,0,winter,6036,AsiaJet,5,0,0
0.27,1,0.75,0,winter,1990,AsiaJet,9,1,0
0.64,4,0.76,0,spring,13076,AeroGulf,1,0,0
0.94,3,0.8,0,autumn,3000,PacificAir,6,1,0
0.62,24,0.8,0,summer,12210,PacificAir,7,0,0
0.88,23,0.84,0,summer,8170,EuroWings,9,0,0
0.97,17,0.62,1,autumn,1832,AeroGulf,0,0,1
0.88,20,0.87,0,autumn,13158,PacificAir,7,0,0
0.97,7,0.76,1,autumn,9480,AeroGulf,7,1,1
0.78,12,0.72,1,spring,1331,AsiaJet,4,0,1
0.89,22,0.82,1,spring,12051,PacificAir,3,0,1
0.49,19,0.75,0,summer,3763,PacificAir,1,1,0
0.35,6,0.76,0,winter,3996,AsiaJet,2,0,0
1.0,7,0.51,0,spring,13254,EuroWings,2,1,1
0.1,5,0.9,0,summer,7713,AeroGulf,5,1,0
0.96,4,0.71,0,summer,9097,AeroGulf,5,0,1
0.43,11,0.76,1,summer,1623,AeroGulf,8,1,0
0.02,22,0.69,1,spring,3724,AeroGulf,7,1,0
0.8,10,0.78,1,spring,12247,SkyMind,8,1,0
0.44,24,0.53,0,summer,8525,AsiaJet,0,0,0
0.8,23,0.69,1,winter,10816,EuroWings,9,0,1
0.04,3,0.83,1,summer,2643,AsiaJet,0,1,0
0.97,18,0.97,1,winter,2789,AeroGulf,3,0,1
0.67,15,0.92,1,autumn,5591,SkyMind,4,0,0
0.05,12,0.98,0,summer,11782,SkyMind,6,1,0
0.0,21,0.89,1,summer,11475,AsiaJet,2,0,0
0.59,16,0.82,0,autumn,9765,PacificAir,0,1,0
0.98,5,0.71,0,summer,12427,EuroWings,7,0,0
0.52,10,0.56,0,spring,11824,SkyMind,4,1,0
0.35,11,0.63,0,spring,1859,AeroGulf,4,1,0
0.94,1,0.64,1,summer,9048,PacificAir,5,1,1
0.98,16,0.71,1,autumn,571,EuroWings,8,1,1
0.78,12,0.8,1,autumn,6992,AeroGulf,1,0,0
0.72,2,0.81,1,spring,1958,AsiaJet,3,1,0
0.0,12,0.73,0,spring,1957,SkyMind,3,0,0
0.31,2,0.64,1,autumn,3628,AsiaJet,6,0,0
0.93,22,0.53,0,winter,7864,PacificAir,5,1,1
0.37,11,0.99,0,winter,13697,SkyMind,5,0,0
0.33,3,0.97,1,summer,7179,AeroGulf,9,1,0
0.54,5,0.59,0,summer,2802,PacificAir,0,0,1
0.45,15,0.8,1,winter,13565,EuroWings,8,1,1
0.86,5,0.65,0,winter,1208,AeroGulf,6,0,0
0.08,19,0.6,1,summer,11296,EuroWings,2,1,1
0.66,12,0.84,1,summer,12969,SkyMind,9,1,0
0.7,8,0.89,0,winter,11365,EuroWings,3,0,0
0.88,3,0.7,1,autumn,1790,SkyMind,0,0,1
0.42,22,0.53,1,autumn,8916,EuroWings,1,0,0
0.3,13,0.7,0,autumn,1616,AsiaJet,5,0,0
0.63,21,0.77,1,summer,6741,AsiaJet,6,1,1
0.72,11,0.95,1,summer,4405,PacificAir,4,0,0
0.17,11,0.83,1,winter,5344,EuroWings,1,1,0
0.16,7,0.86,1,winter,1436,SkyMind,6,0,0
0.26,6,0.6,0,spring,11050,AeroGulf,6,0,0
0.25,11,0.86,1,autumn,6691,SkyMind,2,1,0
0.75,9,0.75,0,autumn,12776,AsiaJet,0,0,0
0.53,15,0.91,1,summer,6435,AeroGulf,0,1,0
0.55,16,0.61,1,summer,3740,EuroWings,7,0,1
0.01,2,0.76,0,summer,11211,AsiaJet,6,1,0
0.99,11,0.6,0,summer,10285,EuroWings,3,0,1
0.83,6,0.64,1,autumn,12186,AsiaJet,3,1,1
0.44,12,0.92,0,winter,10952,EuroWings,0,1,1
0.07,5,0.84,1,summer,9275,AsiaJet,0,1,0
0.69,18,0.86,0,spring,4904,PacificAir,0,0,1
0.54,12,0.53,1,summer,3680,SkyMind,7,0,0
0.68,8,0.86,1,spring,1086,SkyMind,1,1,0
0.68,23,0.75,1,winter,13288,EuroWings,6,1,1
0.15,1,0.73,0,spring,577,EuroWings,9,1,0
0.33,3,0.71,0,winter,1011,AeroGulf,6,0,0
0.02,4,0.93,0,summer,3683,AeroGulf,6,1,0
0.98,8,0.59,1,summer,11532,SkyMind,4,1,0
0.81,18,0.91,1,spring,2061,SkyMind,5,1,1
0.93,8,0.96,1,winter,11289,PacificAir,7,1,1
0.04,2,0.58,0,summer,2079,EuroWings,3,1,0
0.5,12,1.0,0,spring,13600,EuroWings,2,0,0
0.75,19,1.0,1,spring,5461,SkyMind,1,1,0
0.1,8,0.81,1,winter,1895,EuroWings,3,0,0
0.78,9,0.63,1,summer,10215,AeroGulf,0,0,1
0.65,21,0.71,1,winter,3624,EuroWings,3,1,1
0.98,20,0.59,1,spring,8343,AeroGulf,3,1,1
0.14,15,0.56,0,spring,1236,AsiaJet,8,1,0
0.63,19,0.85,0,spring,2130,EuroWings,9,1,0
0.95,15,0.79,1,winter,13829,AsiaJet,8,0,1
0.74,19,0.78,0,winter,767,SkyMind,5,0,0
0.34,9,0.62,1,autumn,10169,EuroWings,2,0,0
0.12,20,0.62,0,summer,2942,PacificAir,9,0,1
0.96,18,0.99,1,summer,4850,PacificAir,8,1,1
0.07,16,0.81,1,autumn,10509,AsiaJet,5,0,0
0.98,13,0.91,0,spring,8860,PacificAir,8,0,0
0.3,15,0.69,1,autumn,10619,AeroGulf,9,0,0
0.86,20,0.92,0,winter,13651,SkyMind,8,1,1
0.55,19,0.86,1,spring,6090,AeroGulf,3,1,1
0.91,15,0.68,1,summer,6250,SkyMind,2,1,1
0.43,5,0.86,1,summer,868,PacificAir,0,0,1
0.85,4,0.96,1,summer,10872,SkyMind,4,1,1
0.24,18,0.61,1,winter,10705,AeroGulf,3,1,0
0.47,14,0.77,1,spring,7832,AsiaJet,2,1,1
0.85,10,0.98,1,autumn,5871,AsiaJet,7,1,1
0.12,1,0.91,0,winter,1913,EuroWings,9,1,0
0.73,17,0.81,0,winter,11785,AeroGulf,6,0,0
0.44,1,0.53,1,autumn,7184,AeroGulf,1,1,0
0.51,19,0.7,1,autumn,13712,AsiaJet,8,1,0
0.58,15,0.83,0,spring,5560,PacificAir,7,1,1
0.28,2,0.7,1,summer,4320,AsiaJet,9,1,0
0.1,4,1.0,0,summer,8838,EuroWings,3,0,0
0.02,3,0.88,0,winter,4342,EuroWings,3,1,0
0.43,23,0.59,1,summer,3099,AeroGulf,6,1,1
0.27,8,0.75,0,summer,3777,AeroGulf,6,0,1
0.63,11,0.69,0,autumn,3618,EuroWings,3,1,0
0.72,21,0.8,0,summer,4467,AeroGulf,0,1,1
0.5,6,0.72,1,summer,10075,SkyMind,5,0,0
0.62,23,0.62,1,summer,10608,EuroWings,5,1,1
0.56,9,0.86,1,summer,6319,EuroWings,2,1,1
0.0,17,0.55,1,spring,12187,AeroGulf,4,1,0
0.84,15,0.77,1,winter,8430,SkyMind,7,0,1
0.06,13,0.66,0,spring,4426,EuroWings,3,0,0
0.41,15,0.98,0,autumn,3982,SkyMind,8,1,0
0.11,18,0.65,0,summer,2008,EuroWings,9,1,1
0.66,17,0.67,0,spring,6323,SkyMind,4,1,0
0.33,9,0.85,1,autumn,11231,AsiaJet,4,0,0
0.07,2,0.56,0,spring,10313,EuroWings,6,1,0
0.05,18,0.66,0,winter,5097,SkyMind,0,0,0
0.24,21,0.85,0,autumn,8446,AsiaJet,5,0,1
0.67,9,0.52,0,winter,6850,AeroGulf,1,0,1
0.72,19,0.66,1,autumn,2384,PacificAir,2,0,1
0.13,10,0.5,0,summer,834,SkyMind,7,0,1
0.14,14,0.58,1,autumn,8972,AsiaJet,3,0,0
0.59,24,0.8,0,summer,5704,EuroWings,6,0,1
0.96,1,0.73,0,summer,10142,AsiaJet,9,0,0
0.55,18,0.58,0,summer,12842,PacificAir,9,1,1
0.71,24,0.54,0,autumn,9276,PacificAir,4,1,0
0.58,1,0.53,0,winter,10188,PacificAir,1,0,0
0.1,9,0.54,1,autumn,1764,AeroGulf,0,0,0
0.95,20,0.55,1,autumn,11791,SkyMind,4,0,0
0.07,16,0.54,1,summer,13642,EuroWings,3,0,0
0.76,19,0.53,1,autumn,1936,SkyMind,5,1,1
0.98,3,0.85,1,spring,6225,SkyMind,2,0,1
0.32,1,0.97,0,summer,5964,AeroGulf,1,1,0
0.17,8,0.93,0,winter,11207,EuroWings,2,1,0
0.57,20,0.63,1,spring,5014,AeroGulf,3,1,1
0.8,17,0.6,1,autumn,10100,EuroWings,5,1,0
0.95,5,0.52,1,winter,13985,AsiaJet,8,0,1
0.69,10,0.58,0,spring,4619,EuroWings,1,1,0
0.34,8,0.78,1,winter,13520,AeroGulf,5,1,1
0.49,24,1.0,0,spring,9548,AsiaJet,8,1,0
0.76,12,0.93,1,spring,902,EuroWings,1,0,1
0.79,16,0.76,1,winter,5268,PacificAir,0,0,1
0.07,19,0.71,0,winter,4699,AeroGulf,7,1,0
0.61,4,0.57,1,summer,2890,AsiaJet,3,1,1
0.97,10,0.71,0,autumn,11434,PacificAir,1,0,1
0.79,4,0.8,1,summer,4647,AsiaJet,7,0,0
0.01,16,0.8,1,winter,13156,EuroWings,4,1,0
0.22,3,0.78,1,winter,12506,EuroWings,7,0,0
0.45,22,0.91,1,autumn,13398,AsiaJet,3,1,1
0.71,19,0.76,1,winter,9935,AsiaJet,3,0,0
0.56,22,0.74,0,summer,1123,EuroWings,4,0,1
0.08,21,0.65,1,spring,13366,SkyMind,0,1,1
0.74,2,0.59,1,spring,11167,AsiaJet,9,1,1
0.84,8,0.5,0,summer,5349,SkyMind,2,0,0
0.21,11,0.66,0,spring,9983,EuroWings,7,0,1
0.07,23,0.82,1,spring,3822,PacificAir,3,0,1
0.79,7,0.78,1,autumn,9709,PacificAir,0,1,0
0.64,6,0.77,1,winter,11195,AeroGulf,5,1,0
0.8,9,0.89,1,autumn,10517,AeroGulf,5,0,0
0.57,4,0.62,0,summer,4585,EuroWings,1,1,0
0.43,14,0.84,1,autumn,11705,AsiaJet,7,1,1
0.96,21,0.8,1,summer,9122,PacificAir,3,0,1
0.78,15,0.67,1,summer,6718,AsiaJet,7,1,1
0.41,19,0.61,1,autumn,2580,SkyMind,7,1,0
0.91,19,0.78,1,summer,3358,EuroWings,2,1,1
0.99,16,0.97,1,spring,6850,AeroGulf,4,0,1
0.31,12,0.54,0,spring,3327,EuroWings,7,1,1
0.89,24,0.98,1,spring,9226,AeroGulf,0,0,0
0.05,10,0.73,0,summer,6469,EuroWings,9,1,0
0.21,6,0.86,1,autumn,4319,EuroWings,3,1,1
0.16,18,0.9,0,summer,5105,AeroGulf,2,1,0
0.36,19,0.58,1,spring,12748,SkyMind,5,0,1
0.56,8,0.52,1,winter,626,EuroWings,9,0,0
0.72,15,0.56,1,spring,7727,PacificAir,7,1,0
0.9,5,0.67,0,spring,13924,EuroWings,8,1,1
0.16,13,0.98,1,autumn,7465,AsiaJet,6,0,0
0.58,14,0.52,1,spring,7110,PacificAir,2,1,0
0.55,15,0.96,1,summer,12889,AsiaJet,4,0,0
0.46,2,0.78,1,spring,1751,AeroGulf,4,0,0
0.69,19,0.55,0,winter,11619,AeroGulf,0,1,0
0.51,2,0.58,0,autumn,9665,AeroGulf,1,1,0
0.55,5,0.84,0,summer,6429,AsiaJet,6,1,0
0.9,5,0.8,1,spring,11038,AeroGulf,3,0,1
0.86,22,0.58,1,autumn,5160,PacificAir,2,1,1
0.58,2,0.95,0,autumn,3325,AeroGulf,3,1,0
0.16,17,0.57,0,winter,12511,EuroWings,6,0,0
0.96,7,0.76,1,spring,1979,AsiaJet,3,0,1
0.62,23,0.76,1,autumn,8885,AsiaJet,8,1,0
0.81,10,0.94,0,spring,4081,AsiaJet,6,1,1
0.06,22,0.51,1,summer,13579,AsiaJet,1,0,0
0.9,15,0.57,1,summer,1593,SkyMind,9,0,1
0.69,18,0.59,0,autumn,6520,AeroGulf,3,1,1
0.69,8,0.53,0,summer,2449,EuroWings,3,1,1
0.11,4,0.82,0,winter,1747,EuroWings,2,0,0
0.71,11,0.61,0,spring,6262,AsiaJet,0,0,0
0.08,7,0.79,0,summer,9323,EuroWings,8,0,0
0.06,16,0.89,1,summer,4159,AeroGulf,4,0,0
0.33,24,0.7,1,spring,7949,PacificAir,8,1,0
0.02,23,0.88,1,winter,7356,EuroWings,7,1,1
0.16,3,0.89,1,spring,5819,SkyMind,9,1,0
0.73,24,0.63,1,autumn,7854,AsiaJet,6,1,0
0.83,20,0.51,1,spring,2748,PacificAir,0,1,0
0.18,15,0.55,0,winter,11865,PacificAir,3,0,0
0.82,24,0.91,1,spring,8523,AsiaJet,3,0,1
0.48,21,0.7,0,winter,4799,AsiaJet,3,1,0
0.96,9,0.92,1,winter,13375,EuroWings,7,1,1
0.14,19,0.77,1,summer,10024,AsiaJet,5,1,0
0.05,14,0.6,0,spring,2593,SkyMind,0,0,1
0.85,2,0.86,0,winter,682,AeroGulf,3,0,1
0.36,20,0.78,0,spring,8837,PacificAir,9,1,0
0.46,18,0.68,0,summer,13060,AsiaJet,6,1,0
0.51,11,0.54,0,autumn,11675,EuroWings,8,1,1
0.83,11,0.55,1,spring,5272,AsiaJet,1,0,1
0.08,18,0.59,1,winter,11282,SkyMind,1,1,0
0.55,1,0.84,0,winter,7420,AsiaJet,4,0,0
0.43,8,0.86,1,summer,8282,SkyMind,4,0,0
0.34,1,0.82,1,autumn,723,AsiaJet,6,0,1
0.35,24,0.67,1,winter,2407,AeroGulf,3,0,0
0.93,9,0.72,0,autumn,11736,EuroWings,3,0,0
0.27,22,0.85,1,winter,7686,SkyMind,1,0,1
0.45,7,0.83,1,winter,10024,AsiaJet,1,0,1
0.49,22,0.89,0,autumn,9885,PacificAir,3,0,0
0.72,17,0.62,0,winter,983,SkyMind,1,0,0
0.52,17,0.5,0,autumn,4342,AeroGulf,1,0,0
0.62,12,0.63,1,summer,13515,AeroGulf,9,0,0
0.4,1,0.67,1,autumn,8215,PacificAir,3,1,1
0.72,3,0.98,1,summer,845,AsiaJet,2,0,1
0.47,15,0.61,0,autumn,11975,AsiaJet,9,0,1
0.22,23,0.91,1,summer,5953,AsiaJet,3,0,1
0.82,8,0.81,0,autumn,11603,AsiaJet,9,1,1
0.77,12,0.58,0,summer,9595,AsiaJet,6,1,0
0.63,17,0.7,1,spring,5032,PacificAir,2,0,1
0.52,6,0.76,1,winter,3608,AeroGulf,0,0,1
0.21,24,0.67,0,spring,4824,PacificAir,3,1,0
0.87,12,0.61,0,summer,13886,EuroWings,6,0,1
0.1,21,0.63,0,autumn,3129,EuroWings,1,1,1
0.38,11,0.79,1,spring,8344,SkyMind,9,0,1
0.85,2,0.84,1,spring,12179,AsiaJet,9,1,1
0.6,20,0.73,1,summer,6036,AeroGulf,1,0,0
0.44,16,0.97,0,summer,12193,SkyMind,5,1,0
0.79,20,0.86,1,summer,4932,EuroWings,4,1,1
0.99,4,0.95,0,summer,2352,SkyMind,3,0,1
0.19,24,0.74,0,summer,3497,EuroWings,5,0,0
0.05,22,0.51,0,spring,11221,EuroWings,8,1,1
0.46,9,0.8,0,summer,2262,PacificAir,3,0,0
0.29,17,0.91,0,autumn,3465,SkyMind,4,0,0
0.67,17,0.77,1,summer,7903,EuroWings,8,1,1
0.49,2,0.78,0,winter,10713,AeroGulf,0,1,1
0.5,21,0.99,0,winter,10421,EuroWings,9,1,1
0.35,11,0.68,1,winter,8621,PacificAir,2,0,0
0.21,6,0.9,1,autumn,10195,SkyMind,0,0,0
0.21,19,0.75,1,spring,9317,EuroWings,4,1,0
0.39,17,0.73,0,winter,11786,AsiaJet,4,0,0
0.68,23,0.57,0,spring,1152,AsiaJet,2,0,0
0.34,16,0.87,1,winter,783,EuroWings,4,1,0
0.33,17,0.91,1,summer,3715,SkyMind,0,1,0
0.43,23,0.72,1,spring,1455,PacificAir,1,1,1
0.99,15,0.88,1,spring,6508,AeroGulf,1,0,0
0.09,13,0.79,1,autumn,13284,SkyMind,9,1,0
0.29,17,0.63,0,spring,8843,PacificAir,0,0,0
0.29,8,0.96,1,summer,1335,EuroWings,5,0,0
0.97,9,0.85,0,spring,7129,AeroGulf,6,1,0
0.41,8,0.94,1,winter,8787,SkyMind,1,0,0
0.57,17,0.64,1,spring,8353,EuroWings,0,1,1
0.2,20,0.96,1,autumn,7974,AeroGulf,4,0,1
0.01,14,0.68,1,autumn,10253,EuroWings,8,0,1
0.34,20,0.5,1,winter,1950,AsiaJet,6,1,1
0.64,12,0.54,0,summer,8771,AsiaJet,4,0,1
0.69,1,0.54,1,spring,8692,PacificAir,4,1,0
0.75,13,0.6,1,spring,7695,AeroGulf,8,1,1
0.86,7,0.59,1,autumn,1348,AsiaJet,9,1,1
0.12,23,0.53,1,spring,12291,EuroWings,5,1,1
0.08,16,0.95,1,winter,9938,PacificAir,9,0,0
0.79,24,0.91,1,winter,13743,AsiaJet,5,1,0
0.44,3,0.88,1,autumn,12632,PacificAir,2,0,0
0.95,11,0.74,1,winter,899,AeroGulf,2,1,0
0.94,18,0.71,0,winter,4193,AsiaJet,8,0,1
0.14,10,0.71,1,winter,8375,AsiaJet,8,1,1
0.69,16,0.63,0,summer,11806,SkyMind,4,1,0
0.07,19,0.8,1,autumn,7691,SkyMind,9,0,0
0.4,8,0.53,1,winter,1174,AeroGulf,5,0,1
0.84,6,0.83,1,winter,5222,AeroGulf,6,0,0
0.46,3,0.76,0,winter,4373,SkyMind,8,1,0
0.03,2,0.91,1,winter,4652,AsiaJet,6,1,0
0.24,17,0.99,0,summer,9288,PacificAir,4,1,0
0.09,24,0.94,1,spring,4864,AeroGulf,7,0,0
0.41,3,0.86,0,spring,9402,SkyMind,8,1,0
0.7,3,0.72,1,autumn,5919,PacificAir,2,0,1
0.66,21,0.61,1,summer,13328,SkyMind,2,1,0
0.72,15,0.83,0,autumn,11914,EuroWings,4,0,1
0.38,5,0.6,0,spring,9393,AsiaJet,1,0,0
0.27,21,0.51,0,autumn,10309,PacificAir,7,1,0
0.06,14,0.79,1,spring,8611,SkyMind,9,0,0
0.94,23,0.7,1,autumn,11953,PacificAir,4,1,1
0.12,23,0.94,0,summer,4472,EuroWings,4,0,1
0.18,7,0.82,1,summer,11531,EuroWings,5,1,0
0.03,5,0.82,1,winter,6472,AsiaJet,7,0,1
0.32,14,0.89,0,summer,6623,SkyMind,7,1,1
0.82,19,0.67,0,autumn,8144,SkyMind,7,0,0
0.33,11,0.98,0,spring,10480,SkyMind,0,0,0
0.67,7,0.61,1,autumn,10900,AeroGulf,0,1,1
0.97,8,0.94,0,spring,1277,AsiaJet,9,1,0
0.89,4,0.96,0,winter,13320,EuroWings,0,1,1
0.18,6,0.52,1,winter,7557,AsiaJet,7,0,1
