aircraft_type,flight_hours,cycles,engine_temp_c,vibration_level,oil_pressure_psi,hydraulic_pressure,age_years,last_maintenance_days,needs_maintenance
B787,15716,19959,628.8,0.652,54.2,2917.2,6,337,1
A320,30008,8833,653.8,0.176,59.9,2893.7,15,32,1
B737,32490,466,706.0,0.952,64.7,3320.5,15,216,1
A320,15979,14804,653.7,0.554,60.0,3149.7,1,348,1
B737,42019,13821,581.3,0.485,42.8,3108.4,23,161,1
B737,46472,11103,693.2,0.519,70.5,2799.6,24,22,1
A380,8909,5645,650.5,0.713,61.5,2837.0,24,220,1
B777,4368,17953,632.9,0.92,45.9,3150.3,3,278,1
A380,24990,6728,602.9,0.038,70.4,3102.7,11,98,1
A350,43238,18424,806.4,0.882,61.3,2938.5,7,64,1
A380,34724,150,598.0,0.034,68.0,2915.7,24,86,1
B777,35943,16114,630.6,0.543,57.6,3019.5,23,99,1
A320,35003,6012,668.3,0.652,48.3,2725.7,3,322,1
B787,39311,11987,634.9,0.977,52.0,2689.9,18,203,1
A380,31074,3739,704.4,0.863,61.7,3259.5,19,81,1
B777,13705,19404,651.8,0.204,55.2,2843.0,1,48,0
B737,700,6240,679.8,0.017,53.7,2973.7,17,289,1
A320,30083,17067,649.2,0.494,36.8,2934.6,8,87,1
A380,16783,11589,749.1,0.58,47.4,2770.0,11,210,1
A380,47208,18347,617.4,0.712,52.7,3025.0,6,315,1
B777,21839,13870,596.3,0.566,65.5,3086.2,2,1,1
B737,42832,15052,651.7,0.127,64.3,3055.1,24,179,1
A320,3571,12159,679.9,0.851,63.7,3339.5,3,96,1
B787,39100,19691,642.9,0.456,67.9,2747.9,15,119,1
B777,17612,11658,670.5,0.182,65.2,2965.3,6,321,1
B777,4479,5808,642.7,0.723,48.0,2722.8,6,133,1
A350,11735,18231,655.9,0.806,57.6,2920.6,19,169,1
A320,14395,13454,640.7,0.964,60.2,2822.4,10,151,1
B777,40803,6037,621.6,0.013,68.0,3297.5,23,271,1
A380,19829,8242,604.6,0.116,49.4,2878.8,19,287,1
A320,48291,16586,621.5,0.903,54.6,2837.0,5,193,1
B737,13813,10974,628.2,0.3,64.4,3025.7,23,122,1
B777,16198,17293,719.7,0.125,58.4,2924.9,1,28,0
B737,47769,15169,597.6,0.9,76.7,3081.7,10,96,1
A320,22023,14852,623.7,0.655,50.1,2983.7,16,329,1
B737,10617,4376,665.7,0.36,69.4,3017.2,9,219,1
B777,23525,18781,692.1,0.497,58.9,3128.7,7,149,1
A350,38862,17594,678.8,0.887,55.6,2841.3,12,363,1
B787,11290,7806,591.0,0.742,67.9,3099.2,8,82,1
B777,31134,714,700.6,0.468,82.8,3117.5,19,259,1
B737,6544,13069,684.4,0.909,33.6,2980.2,17,339,1
A350,882,18212,610.5,0.938,53.9,3177.2,19,103,1
A320,41845,2968,622.7,0.709,45.2,3111.8,21,200,1
B787,43315,13959,634.8,0.871,61.5,2840.5,19,17,1
B777,2122,13688,662.7,0.633,55.4,2517.5,1,29,1
B737,12395,10854,740.3,0.72,66.4,3032.2,10,154,1
B777,16374,11944,731.6,0.842,43.7,3107.2,23,182,1
A350,38257,11281,731.9,0.197,48.3,2987.1,24,300,1
B787,43080,153,648.1,0.092,54.9,3121.2,8,346,1
B777,36796,13259,668.1,0.028,49.3,3058.6,17,242,1
B787,30091,17639,654.4,0.259,38.0,2810.4,22,77,1
B737,46181,9270,641.9,0.259,57.8,2708.7,8,152,1
A320,19770,11377,614.8,0.893,64.5,2823.7,10,244,1
B777,24724,18487,745.9,0.526,57.9,3051.4,10,226,1
B787,22131,9388,645.8,0.351,75.8,3195.5,10,108,1
B737,30071,4459,577.4,0.662,59.3,2897.1,17,186,1
B777,25347,19848,640.6,0.557,65.2,2747.9,8,360,1
B737,46327,15053,656.0,0.625,60.7,2602.2,13,297,1
B737,21444,355,665.5,0.375,63.4,3283.4,11,62,1
B777,37742,14796,658.7,0.492,63.8,2872.7,15,320,1
A320,36859,15480,609.1,0.28,69.5,3303.7,22,294,1
B777,36052,6219,744.8,0.718,55.2,3367.8,18,174,1
B737,16921,16415,641.2,0.386,58.4,3142.5,3,147,1
A320,43034,3368,687.8,0.724,59.2,2843.6,17,237,1
B787,35463,4463,668.3,0.779,58.6,2796.8,22,31,1
B787,748,77,597.2,0.213,51.8,2809.2,7,248,1
A350,4715,3424,640.6,0.065,26.9,3130.2,4,206,1
A380,15767,13603,693.6,0.294,46.8,2931.5,22,102,1
B737,38103,8364,630.9,0.51,66.8,3366.2,8,240,1
A320,2907,8777,650.2,0.962,63.9,2979.0,13,38,1
B777,2037,17733,659.5,0.802,61.6,3195.2,19,28,1
B777,34016,13508,632.7,0.235,64.1,2957.5,5,320,1
A380,31659,1083,675.3,0.829,62.8,3325.1,22,199,1
B777,49619,11370,639.7,0.221,79.7,2827.1,18,161,1
A320,17671,6145,634.0,0.2,60.2,3047.9,16,194,1
B787,48168,14954,710.0,0.278,71.7,3011.2,6,230,1
B737,5474,4739,679.0,0.355,67.8,3339.2,19,48,1
A380,6316,13010,602.4,0.377,55.5,2885.9,15,152,1
B777,30369,3994,619.9,0.045,50.8,3143.7,17,201,1
A380,46141,6286,664.1,0.567,56.8,3231.3,18,143,1
B777,14665,15573,696.6,0.969,58.9,2781.4,6,315,1
B777,30306,17276,607.3,0.846,55.7,3081.1,9,12,1
A380,35827,5232,693.6,0.601,59.0,2639.0,19,329,1
B787,25508,5277,689.1,0.8,51.6,3135.6,10,301,1
A320,29543,17645,672.0,0.768,56.4,2956.5,17,115,1
B787,4962,2301,607.9,0.265,60.5,3227.5,13,224,1
B787,8870,1483,614.4,0.296,58.7,3174.6,4,325,1
A380,17613,1530,661.2,0.752,62.4,2785.8,7,196,1
A380,41997,8261,686.3,0.08,55.4,3348.6,5,253,1
A380,11222,5241,672.3,0.903,54.5,2926.1,8,347,1
A350,39164,5849,629.9,0.892,61.2,2747.7,17,60,1
A380,29267,2973,667.3,0.475,68.1,2800.1,9,3,1
B777,31188,8124,800.4,0.697,59.5,3109.8,24,225,1
B777,3877,18122,571.2,0.109,62.3,3401.4,9,347,1
A320,16473,8820,638.8,0.543,62.5,2919.1,23,89,1
A320,48862,14469,604.0,0.971,59.1,3116.2,12,179,1
B777,5369,7451,641.7,0.935,66.6,3161.4,19,86,1
B777,5495,9197,682.6,0.217,60.5,3177.1,13,311,1
B787,43069,18873,583.3,0.685,73.1,2825.4,16,82,1
A320,8208,16186,677.9,0.333,53.8,3333.9,19,231,1
A380,5356,5204,651.6,0.418,61.6,3155.0,18,313,1
A350,213,2268,601.6,0.773,57.6,2958.2,4,322,1
A380,40255,9732,649.0,0.919,56.2,2776.1,1,90,1
B777,21778,19735,597.0,0.256,53.5,2678.3,23,296,1
B737,42157,12686,640.8,0.848,66.9,2966.5,1,332,1
B777,3172,12343,692.1,0.935,63.1,3209.7,21,39,1
B787,25534,4901,586.1,0.711,75.9,2735.7,2,291,1
B777,22527,19988,637.2,0.373,59.9,2955.9,7,51,0
A320,27578,1445,724.8,0.72,67.8,2861.5,22,97,1
A350,33149,3857,652.0,0.689,54.4,2705.0,16,320,1
A350,1895,7217,688.4,0.663,58.8,3014.4,18,115,1
A350,41007,12043,636.6,0.991,49.0,3223.8,20,137,1
B737,21015,10504,589.5,0.428,62.6,3016.6,9,249,1
B777,13961,19841,563.7,0.126,68.3,2798.4,24,197,1
A380,37963,18895,627.5,0.202,74.6,3248.5,13,330,1
B737,45228,14667,758.4,0.787,58.7,2755.9,7,148,1
B777,41125,9651,642.5,0.476,61.2,3095.6,9,189,1
A350,35203,6393,621.1,0.109,70.0,2825.2,10,76,1
B777,32272,5796,660.6,0.03,74.7,3036.0,24,137,1
B737,24042,15717,617.7,0.427,55.8,3358.8,22,205,1
A320,30761,8550,651.5,0.755,70.5,2722.2,9,336,1
A320,47379,19231,662.3,0.189,64.2,2804.3,23,254,1
A380,28125,12930,581.3,0.025,63.1,2932.6,18,269,1
A320,42979,15310,718.7,0.967,76.1,2929.8,11,341,1
B737,29374,6608,653.7,0.129,42.1,2861.9,4,139,1
A320,7660,11833,725.6,0.194,53.0,3061.3,17,333,1
A380,31383,10355,616.5,0.66,55.8,3122.6,23,26,1
B737,38841,7887,612.3,0.407,65.6,3122.4,7,143,1
A320,2395,14224,623.3,0.925,50.3,3178.5,23,223,1
A350,16190,7399,610.1,0.941,66.0,2981.0,11,348,1
B787,2789,7826,713.0,0.673,53.7,3272.4,18,125,1
B777,25018,13427,660.4,0.433,66.0,3020.6,19,131,1
B737,19429,15326,690.2,0.163,59.1,2664.7,23,74,1
A380,32991,10083,663.4,0.09,78.3,2919.0,19,157,1
A320,1531,7687,677.9,0.687,49.3,2933.3,15,50,1
B777,2360,11756,647.5,0.016,66.8,2733.7,1,281,1
A380,20560,18341,657.4,0.62,63.3,3154.0,3,233,1
B787,367,18940,662.5,0.543,57.3,2979.6,17,221,1
A350,16714,8411,673.4,0.368,64.3,2548.9,17,272,1
B787,28784,16252,623.6,0.068,54.3,2564.3,10,92,1
A350,49422,10223,636.4,1.0,61.3,2631.5,7,59,1
A350,37317,18021,670.7,0.724,54.2,3006.8,4,28,1
B777,11778,11918,696.9,0.711,61.9,3126.2,5,216,1
A350,5865,9084,742.2,0.736,63.5,3057.5,22,117,1
A350,3889,8347,628.0,0.768,58.7,3032.1,10,137,1
A380,7109,18580,624.6,0.064,66.1,2784.1,10,149,0
A320,40174,10303,562.3,0.121,57.0,2671.6,6,275,1
A380,13614,14953,681.7,0.564,62.7,3377.4,13,268,1
B787,33567,16280,680.0,0.273,48.4,3006.9,3,205,1
B777,49196,14564,588.9,0.874,55.6,3020.0,9,28,1
B737,32993,17046,653.0,0.968,58.7,3164.7,24,318,1
A380,14844,90,714.3,0.77,74.7,3063.1,9,120,1
A380,11930,6217,616.7,0.068,62.2,3031.9,17,128,1
B737,22351,6334,655.2,0.473,60.9,3123.4,3,93,0
A320,48134,18816,636.8,0.466,69.2,3151.0,3,345,1
A350,24082,786,661.9,0.51,51.4,3119.6,5,345,1
A350,25497,5584,720.3,0.672,64.9,2743.6,24,228,1
B787,7573,16706,694.3,0.122,64.6,3104.1,8,72,1
A320,25502,17627,575.2,0.684,54.3,3081.6,17,11,1
B737,26324,19268,698.9,0.797,65.5,3108.9,6,152,1
B777,18473,8006,660.3,0.218,46.4,2847.1,24,188,1
A380,39519,10877,644.3,0.449,64.9,2823.4,20,306,1
A350,285,15673,722.7,0.04,77.4,2735.1,10,3,0
B787,15782,3176,606.5,0.072,67.9,3026.4,6,111,1
B737,19870,697,674.8,0.488,60.6,2909.4,7,69,0
A320,9999,64,620.0,0.818,54.3,3037.0,19,88,1
A350,31160,2002,654.1,0.251,77.4,3049.7,3,242,1
A380,1072,4095,600.4,0.545,37.1,3076.4,19,72,1
B737,15947,17044,626.5,0.098,54.7,3025.2,13,316,1
B777,16212,15769,682.1,0.774,58.4,2947.0,5,255,1
A350,11157,11700,608.6,0.952,54.1,2908.0,11,25,1
A320,43719,10176,614.5,0.326,55.9,3073.1,15,58,1
A320,29685,15637,639.2,0.875,71.6,2968.0,14,7,1
A380,8602,7248,722.9,0.073,55.9,2762.0,17,146,1
B777,11591,6040,572.1,0.278,64.6,3428.0,3,160,1
B777,30524,11818,507.1,0.517,59.1,2995.7,4,195,1
B737,24865,16180,632.2,0.443,54.4,2748.8,17,11,1
B737,18426,16640,566.4,0.194,73.8,2743.1,16,199,1
B777,27196,12519,660.0,0.809,56.0,2747.9,20,312,1
A320,36157,18170,630.7,0.183,72.1,2781.7,10,173,1
B787,2417,7799,614.6,0.281,69.7,3185.1,4,196,1
B777,35701,3811,711.7,0.221,50.7,3228.7,5,287,1
A380,19195,3258,649.3,0.087,59.3,2976.2,21,188,1
B737,47806,11470,717.7,0.218,82.1,3102.8,9,196,1
B777,49122,4077,693.1,0.261,54.9,3094.0,22,129,1
A380,40801,12611,517.6,0.21,66.5,2925.4,21,181,1
A380,11549,5040,629.1,0.004,67.1,3288.9,16,342,1
B777,39608,4743,570.8,0.716,55.1,2753.2,5,196,1
A350,33336,8388,659.9,0.519,67.0,3091.7,15,315,1
A320,1827,3956,685.2,0.53,46.0,3128.9,5,229,1
A380,22501,4033,688.1,0.517,68.9,2854.1,11,265,1
A320,25400,19323,620.5,0.582,61.2,3241.2,4,5,1
A380,14957,17886,707.7,0.336,39.9,2795.9,13,250,1
A320,45000,10057,606.9,0.654,56.8,3034.6,9,212,1
B737,28521,11268,633.7,0.886,45.3,2967.4,24,222,1
B737,46332,3961,641.2,0.154,51.1,2753.8,15,39,1
A320,22633,1874,780.6,0.809,56.1,3182.2,13,40,1
A320,39929,15082,633.3,0.957,66.7,3039.1,21,96,1
B777,32863,4028,629.7,0.282,48.7,3188.8,10,227,1
B737,46729,14903,666.3,0.391,55.8,2683.3,3,257,1
A320,40352,9909,603.7,0.222,48.0,2935.6,4,247,1
A350,40661,7959,675.7,0.963,51.5,2923.4,11,85,1
A350,5685,3100,595.9,0.207,74.6,3079.5,7,98,1
A350,24488,4356,575.5,0.558,62.7,2926.1,12,166,1
B737,16172,12113,646.8,0.862,46.2,2694.3,6,135,1
A350,15223,13299,699.5,0.176,71.6,2932.2,2,60,1
B737,8393,6140,565.3,0.851,70.9,3161.3,14,0,1
A380,14709,5394,651.7,0.176,57.1,3082.1,11,218,1
A380,36650,15413,606.2,0.485,68.3,3167.6,22,175,1
A380,49365,13053,679.8,0.026,76.5,2693.3,6,51,1
B787,7118,16774,668.4,0.573,60.8,2834.1,12,331,1
B777,17779,19959,640.5,0.513,51.1,2796.4,8,228,1
A380,45352,496,658.7,0.714,68.0,2871.0,18,188,1
A350,29989,4045,750.1,0.817,53.4,3296.8,9,27,1
A320,7758,15308,722.4,0.974,53.3,2877.6,17,205,1
B777,24562,4222,603.1,0.71,51.2,2798.6,17,194,1
A320,21442,1248,603.1,0.579,66.5,2890.6,21,312,1
B787,37969,5906,645.7,0.821,70.3,2774.1,10,274,1
A350,47248,17567,571.5,0.816,56.9,2669.7,5,220,1
A380,9080,134,642.9,0.885,72.2,3032.2,24,228,1
A350,22002,9293,707.7,0.876,56.0,3117.7,13,33,1
B737,28347,7208,688.0,0.71,58.8,2925.7,12,178,1
A320,41331,19421,652.7,0.706,50.6,3199.9,13,203,1
A380,37277,14848,702.8,0.249,54.9,2719.5,24,235,1
B787,46879,16580,616.4,0.046,70.4,2830.5,1,156,1
B737,25332,8713,754.2,0.536,54.7,2900.9,18,302,1
A350,6089,1140,635.7,0.356,51.8,3214.3,24,133,1
B737,20897,17325,626.4,0.329,50.5,2965.9,1,98,0
B777,20286,9807,597.1,0.478,41.7,3227.6,22,331,1
A350,32230,11903,644.9,0.818,50.2,2829.1,5,4,1
B777,31682,5802,732.2,0.705,45.5,2585.6,9,33,1
B737,32634,16543,708.3,0.207,53.1,2809.5,13,155,1
B787,2412,7664,598.0,0.17,57.6,3074.0,2,75,1
B737,13808,6075,774.2,0.993,57.1,2870.7,19,21,1
B777,5962,13745,653.2,0.652,62.0,2900.4,4,212,1
B787,20914,9584,609.9,0.681,64.2,2755.5,10,75,1
B777,26335,9729,687.5,0.79,49.6,2946.0,6,126,1
B777,30842,11712,689.3,0.546,73.0,3459.5,23,281,1
B777,19334,16539,645.3,0.362,66.8,2656.3,16,23,1
B737,7045,4433,621.9,0.554,68.1,2937.9,3,265,1
B777,45492,16412,666.6,0.64,59.7,2987.6,21,356,1
B787,9244,408,660.2,0.496,67.8,2855.3,6,55,1
A320,4936,53,633.1,0.605,78.8,2604.4,6,245,1
A380,37314,1837,718.8,0.95,69.9,3150.2,10,334,1
B787,15169,5955,705.4,0.406,66.7,2873.8,19,137,1
B777,44413,6675,745.5,0.644,38.0,2875.5,18,73,1
B737,1683,17349,656.9,0.696,66.4,3119.2,8,314,1
A320,4999,10361,643.0,0.533,63.0,2845.5,5,317,1
A380,19658,15949,689.8,0.018,54.7,2962.8,13,36,1
B737,9637,13990,650.1,0.984,53.7,3058.0,5,210,1
A350,46447,1323,654.5,0.362,67.6,3277.6,15,265,1
B777,20226,4991,688.5,0.642,75.3,3006.0,12,336,1
B787,45174,4495,609.2,0.872,58.7,3099.1,14,82,1
B787,10223,15925,622.3,0.818,55.2,2548.8,5,250,1
B787,4832,13096,749.3,0.592,50.8,3232.6,15,320,1
A320,1837,19438,704.4,0.717,44.5,2880.0,12,348,1
B737,33938,9971,510.9,0.247,59.0,3235.5,4,334,1
B777,5723,13568,612.4,0.372,67.1,3002.0,9,353,1
B737,22730,7598,731.6,0.985,65.1,2978.7,8,16,1
B787,27548,18678,620.0,0.777,50.3,2896.8,17,354,1
A350,9910,7734,639.3,0.194,65.2,2966.1,17,89,1
A320,19025,11577,613.4,0.914,57.9,3109.9,7,335,1
A380,38445,2714,674.1,0.527,45.9,2963.9,24,131,1
A380,6186,14626,583.4,0.871,40.9,2980.8,18,207,1
A350,35373,3298,622.6,0.677,61.9,3013.9,14,110,1
A380,33307,1825,670.0,0.673,76.4,2794.2,2,74,1
A380,9898,11385,767.2,0.02,41.4,2978.6,7,88,1
B777,47803,10061,632.2,0.867,63.6,3087.5,18,203,1
B777,2797,174,636.1,0.47,59.0,2753.3,10,71,1
B777,16964,5679,812.3,0.026,58.2,2820.4,16,312,1
B787,17135,5888,550.0,0.499,65.5,3030.6,21,191,1
B737,28605,12144,641.5,0.969,52.3,3202.9,12,267,1
A320,23371,5108,594.5,0.701,67.6,2578.4,6,45,1
B777,3669,9425,603.4,0.846,68.7,3318.5,11,214,1
A320,26808,12073,677.8,0.057,69.6,3427.1,18,267,1
A320,1910,5269,634.9,0.897,67.0,3238.8,9,361,1
B777,21192,14528,691.0,0.14,52.0,2855.3,3,242,1
B777,7433,773,678.7,0.964,57.2,3233.3,8,155,1
A320,13595,3100,579.0,0.556,50.5,2991.3,1,137,1
A320,27676,14595,573.4,0.354,55.8,2957.3,20,282,1
B787,47665,18098,688.6,0.784,55.9,2930.1,20,77,1
B777,9142,2197,566.0,0.567,67.2,2972.6,10,185,1
A350,38628,16075,606.6,0.612,59.5,2943.4,21,141,1
B787,13928,6577,661.9,0.095,42.9,2930.7,9,284,1
B737,34362,18116,694.8,0.028,63.2,3235.1,15,5,1
A350,15745,18210,645.4,0.052,57.1,3129.3,6,29,1
B737,25109,12804,708.6,0.075,68.7,3071.1,3,274,1
A320,16653,19478,617.5,0.404,65.1,2905.1,2,128,1
A350,47648,14988,677.6,0.052,53.9,3063.1,7,184,1
B737,17728,2003,628.4,0.861,62.3,2790.6,23,313,1
B737,49343,747,688.6,0.821,75.5,3270.0,20,65,1
B737,9711,7886,634.2,0.957,42.1,3189.8,24,317,1
B777,31087,5719,636.8,0.303,66.2,3134.9,19,48,1
B737,12200,4740,694.0,0.31,51.6,2662.8,6,262,1
A350,45477,18283,667.6,0.558,47.5,2935.2,8,70,1
B787,28607,1823,596.5,0.737,59.0,2939.1,22,300,1
A350,28432,819,774.3,0.45,58.3,2999.0,3,231,1
B787,278,12093,546.8,0.703,60.1,3074.7,16,96,1
A380,8548,10510,571.4,0.382,59.5,2701.0,1,131,1
A320,20943,16211,713.1,0.612,50.3,3193.9,5,355,1
A320,15304,11000,704.7,0.093,67.9,3161.5,2,273,1
B787,20769,18273,671.5,0.109,55.5,3292.2,18,166,1
A350,26174,13247,633.5,0.08,79.1,2871.7,11,282,1
B777,27826,16173,634.3,0.107,65.8,3080.1,16,191,1
A350,48366,2153,657.0,0.025,69.3,3244.7,14,349,1
A320,40840,2830,640.7,0.448,61.9,2878.5,14,10,1
B737,28411,10137,614.2,0.323,78.9,2913.9,23,151,1
A350,19706,4129,663.2,0.891,67.7,2668.6,6,18,1
A350,21575,6932,688.8,0.732,73.1,2819.3,8,192,1
A380,47106,19031,640.5,0.365,66.9,2446.5,8,188,1
A320,37654,6941,692.6,0.437,61.9,2863.3,6,151,1
B737,38842,2742,639.5,0.556,59.0,3023.0,10,18,1
A380,37646,10617,628.3,0.788,62.9,2736.9,22,287,1
B777,19485,6303,656.9,0.32,58.8,3168.7,24,309,1
B737,33011,11052,727.9,0.569,69.5,2932.5,17,147,1
B777,43796,911,676.5,0.44,62.8,2989.2,13,315,1
A320,21222,9541,720.4,0.095,68.0,3216.9,13,36,0
B737,38258,9631,634.7,0.819,65.6,3068.4,18,346,1
A320,16237,2236,667.2,0.157,56.8,2925.9,19,94,1
B787,1942,1664,699.0,0.574,53.2,2928.1,7,256,1
A320,26505,6813,618.0,0.591,69.5,2796.7,9,199,1
B737,31256,18087,573.9,0.202,67.0,3058.4,15,245,1
B737,19946,11590,587.6,0.766,55.5,2606.0,16,151,1
B777,28350,13717,694.8,0.122,39.8,2859.0,3,169,1
A380,13408,2002,749.3,0.11,66.6,2801.7,18,180,1
A350,41161,18996,614.6,0.113,72.5,2874.0,20,229,1
B787,9238,18077,610.1,0.905,51.0,2885.1,16,213,1
B787,11439,11305,771.2,0.446,64.3,2916.0,11,64,1
B777,15898,5304,536.3,0.253,72.2,2726.1,16,20,0
B787,29000,18376,710.1,0.187,53.2,3141.2,19,37,1
A350,49873,4397,675.4,0.829,40.9,2722.9,21,270,1
A350,2266,5296,653.6,0.664,73.1,3155.0,5,290,1
A350,31620,7920,656.7,0.253,44.4,2711.2,23,223,1
A350,14175,10725,660.2,0.084,61.7,2547.0,19,26,1
A320,24860,16676,656.7,0.636,65.5,3497.3,20,315,1
B737,3293,1218,673.7,0.458,57.4,3177.5,8,93,1
A380,3215,5937,561.0,0.806,81.6,2895.9,15,123,1
A380,31379,6913,661.5,0.456,61.2,3361.4,21,3,1
B787,45933,19769,691.5,0.379,65.2,2935.3,4,122,1
A380,43695,4510,598.2,0.902,56.3,3233.3,1,58,1
B737,42192,9937,688.9,0.691,63.6,3008.2,1,111,1
B777,36468,5762,659.8,0.326,64.3,2632.2,23,11,1
A320,47040,10750,612.6,0.145,57.7,3029.9,14,17,1
A320,28038,6754,600.5,0.567,50.9,2786.5,9,284,1
A350,10644,9315,595.2,0.92,46.4,2989.7,21,64,1
B777,33821,652,584.1,0.193,52.8,3189.7,16,52,1
A350,37502,9303,588.8,0.587,76.8,2843.1,16,44,1
B777,7389,16004,641.5,0.661,42.9,3177.2,16,52,1
A320,47060,13815,679.2,0.369,76.2,3111.5,10,38,1
A350,6123,4366,762.1,0.041,78.5,2966.9,12,66,0
A350,29941,16461,655.4,0.778,59.7,2621.5,22,12,1
A380,8356,5238,569.0,0.488,75.3,2708.0,13,69,1
B777,36232,6495,691.3,0.923,59.7,3237.0,11,220,1
A380,33005,14556,666.1,0.801,56.2,2774.6,20,21,1
B737,33469,14439,676.3,0.109,53.2,2870.3,5,153,1
B777,34563,8502,669.2,0.915,56.4,3164.2,22,172,1
B737,18643,2036,616.9,0.305,65.4,3008.4,1,286,1
A350,30820,7996,678.1,0.848,59.5,2953.2,1,102,1
A350,47955,18070,680.6,0.626,55.4,3171.0,16,285,1
B787,38945,4438,596.9,0.527,48.3,3024.2,13,356,1
A350,11250,15827,660.6,0.834,45.4,3102.6,19,278,1
A320,10204,14070,648.3,0.996,47.2,2781.3,17,267,1
A320,22921,797,680.2,0.805,52.7,3226.1,12,37,1
B737,18495,6073,769.7,0.715,94.6,2936.5,6,2,1
B777,46503,1313,642.3,0.907,71.3,3072.4,22,236,1
B777,21052,10619,717.6,0.243,73.7,2847.2,9,357,1
A380,28265,4651,589.3,0.091,60.7,3084.6,15,33,1
B777,6584,19398,667.3,0.694,49.4,3036.7,8,353,1
B737,46076,7304,656.9,0.842,43.5,2976.4,13,181,1
B777,5432,17430,654.2,0.394,64.7,3188.7,10,341,1
B737,36573,13449,587.7,0.198,58.7,3116.5,6,273,1
B787,24620,14288,729.1,0.073,58.4,3284.7,19,321,1
B787,25029,8145,683.2,0.625,52.2,2899.8,7,283,1
A380,15203,7740,650.5,0.225,57.2,3199.0,13,144,1
B737,36291,6091,618.0,0.655,42.7,3176.1,11,180,1
A320,6662,18389,669.9,0.794,52.1,2753.6,19,167,1
B787,21081,4498,696.9,0.037,56.7,2833.8,5,355,1
B787,12316,9693,636.4,0.812,70.8,2954.8,17,258,1
B787,32629,4933,650.9,0.683,55.2,3190.7,11,165,1
A320,44861,17355,662.8,0.796,72.8,3121.7,23,1,1
A350,722,954,599.2,0.356,59.1,3191.0,6,3,0
B787,35039,19071,569.9,0.938,48.5,2912.0,7,163,1
A320,26288,18036,611.3,0.869,56.7,2914.8,6,165,1
A320,12648,9129,599.1,0.484,67.2,3113.6,5,103,1
A380,47812,1654,656.2,0.597,66.0,2940.8,5,226,1
B777,4278,10138,700.4,0.582,51.6,2924.3,20,116,1
B737,29294,4202,652.7,0.992,76.5,2878.3,4,79,1
B737,19541,19261,611.9,0.892,66.4,3132.3,21,271,1
A380,41440,6316,611.5,0.66,74.6,3122.6,2,105,1
B777,29800,6986,630.2,0.444,63.0,3362.0,17,35,1
B777,18620,6324,719.7,0.66,73.4,2864.8,20,145,1
B777,16733,955,595.6,0.193,56.6,3067.1,22,2,1
A320,16202,7727,650.0,0.501,67.9,3129.0,23,57,1
B777,23103,12394,627.0,0.059,52.9,2872.5,3,6,1
B787,43898,5942,665.2,0.186,75.0,3059.9,16,279,1
A380,7819,1556,628.2,0.575,37.6,2870.4,16,28,1
B737,38141,17211,649.9,0.696,76.6,3233.4,15,362,1
B777,30053,3116,572.3,0.526,42.8,2963.4,22,232,1
A320,26562,5130,581.7,0.039,39.0,3179.7,5,286,1
A320,23433,8711,637.7,0.351,48.2,2887.5,24,199,1
A380,26454,6961,628.4,0.52,61.5,2803.8,18,65,1
B787,33726,14309,643.9,0.86,63.4,3408.3,11,338,1
B737,27867,19355,648.1,0.825,65.7,3143.9,24,136,1
B787,4721,9956,680.3,0.182,53.2,2992.9,1,219,0
B737,23895,7331,618.2,0.833,59.0,2821.3,16,258,1
A380,12759,7758,607.3,0.473,56.3,3056.0,5,10,1
A350,8504,7658,726.0,0.838,59.3,3423.0,18,315,1
A380,29347,1236,693.4,0.63,63.6,2984.9,21,82,1
B787,33980,10989,667.5,0.379,58.7,2866.4,21,138,1
A380,17132,644,651.9,0.154,62.0,2839.5,17,361,1
B787,32005,18987,732.8,0.085,46.5,2714.1,10,290,1
A320,6764,19435,646.7,0.439,70.2,2798.5,2,198,0
A320,11289,8968,681.6,0.206,66.3,2800.5,14,200,1
B737,440,698,695.1,0.285,62.4,2849.2,15,279,1
B777,43534,18868,730.0,0.945,51.9,3164.4,8,364,1
A350,23859,6520,721.4,0.507,52.6,2916.1,10,249,1
A380,245,5155,614.4,0.191,57.9,2986.0,6,193,1
B787,25896,18809,646.2,0.068,71.2,2618.8,12,254,1
B787,3537,15150,635.7,0.788,50.2,2813.8,18,36,1
B737,9149,7355,604.6,0.583,46.9,3109.8,11,179,1
A380,9550,8465,636.1,0.583,51.5,2824.5,13,323,1
A320,8872,16111,582.9,0.425,67.5,2864.7,19,99,1
A320,29284,14203,656.3,0.166,63.0,2771.4,16,53,1
B787,18162,14235,513.3,0.677,66.9,3280.8,20,119,1
B777,26368,13518,679.7,0.683,52.5,3429.8,4,104,1
A320,23676,3902,594.9,0.148,60.0,3292.0,22,250,1
A350,7881,2847,591.3,0.244,68.3,2921.2,21,154,1
B777,44176,7643,690.3,0.056,52.7,3155.5,14,355,1
B737,252,7669,640.4,0.601,76.6,2933.5,1,261,1
B787,871,731,630.1,0.572,67.9,2785.9,1,118,1
A350,1005,10304,601.2,0.688,56.9,2977.2,15,227,1
A350,49566,3801,612.5,0.329,75.1,2833.5,21,325,1
B737,27338,11516,710.5,0.447,55.5,2853.1,23,89,1
A380,10889,7148,662.1,0.8,47.1,3004.0,3,361,1
A350,13820,17747,685.0,0.001,60.2,3166.6,22,202,1
B777,14759,12260,574.7,0.302,55.1,3130.4,11,23,1
