departure_hour,day_of_week,month,origin,destination,aircraft_type,airline,weather_score,atc_delay,prev_flight_delay,distance_km,delay_minutes
14,3,11,LAX,SIN,B777,EuroWings,0.31,16,21,6552,45
4,4,9,BOM,LAX,A380,AsiaJet,0.61,16,36,6954,70
17,1,4,CDG,NRT,A380,AsiaJet,0.72,21,19,13185,97
20,5,9,SIN,NRT,B737,AsiaJet,0.27,25,23,10548,56
19,3,9,LHR,SYD,B737,EuroWings,0.41,12,83,9614,95
7,4,1,BOM,DXB,A350,AsiaJet,0.12,16,64,5387,60
14,0,5,SYD,JFK,B737,AsiaJet,0.18,5,64,2404,44
20,0,9,SIN,LHR,A380,AsiaJet,0.68,16,80,6665,100
8,4,4,JFK,FRA,B787,AsiaJet,0.18,15,0,11841,53
18,5,5,CDG,CDG,B737,AeroGulf,0.53,13,2,1312,44
21,4,4,DXB,CDG,A320,PacificAir,0.71,12,45,5499,69
5,1,2,LHR,FRA,A350,AeroGulf,0.11,5,54,8142,29
3,0,10,SYD,DXB,A320,AsiaJet,0.57,2,74,2230,67
10,4,2,JFK,CDG,A320,SkyMind,0.26,13,87,9523,56
9,2,2,DXB,FRA,B787,SkyMind,0.96,13,85,3924,111
2,2,1,LHR,LHR,A350,EuroWings,0.48,14,63,6562,88
0,4,3,FRA,SIN,B777,AeroGulf,0.81,7,44,13832,77
11,1,11,FRA,CDG,A380,EuroWings,0.55,28,25,2707,82
22,0,10,LAX,JFK,A380,EuroWings,0.04,14,76,13531,48
14,2,1,SYD,JFK,B737,SkyMind,0.63,21,64,12124,102
14,4,4,SYD,JFK,A380,AeroGulf,0.95,28,23,13600,101
20,6,1,FRA,SIN,B787,PacificAir,0.6,26,73,3868,118
13,4,4,BOM,LAX,A380,AeroGulf,0.82,12,34,5971,96
6,3,3,BOM,SIN,B787,EuroWings,0.88,16,23,2727,88
16,4,9,LAX,SIN,B777,AsiaJet,0.23,20,27,8139,54
23,1,1,LHR,SIN,B787,EuroWings,0.21,23,79,10952,86
18,2,8,BOM,SYD,B777,AeroGulf,0.61,2,15,13317,54
6,3,11,BOM,NRT,B777,SkyMind,0.41,27,58,13726,81
2,2,9,NRT,LHR,B777,AeroGulf,0.84,5,80,11609,85
2,2,12,NRT,SYD,B787,PacificAir,0.9,4,53,12212,70
17,1,7,SIN,JFK,B777,AsiaJet,0.35,21,78,4880,86
19,4,1,NRT,DXB,B787,AsiaJet,0.24,25,15,11400,63
21,1,4,LHR,LAX,A350,EuroWings,0.78,16,14,2320,65
13,4,10,LHR,NRT,B777,AeroGulf,0.27,22,10,9340,49
2,3,1,NRT,FRA,B787,SkyMind,0.82,24,64,688,100
6,1,4,JFK,DXB,B787,PacificAir,0.42,1,78,9914,50
6,1,3,DXB,DXB,B787,EuroWings,0.67,25,89,5721,117
4,6,2,LAX,DXB,B737,AeroGulf,0.1,14,67,9170,47
2,5,1,LHR,LAX,B737,SkyMind,0.62,4,42,7246,57
17,0,6,FRA,BOM,B777,AeroGulf,0.45,25,68,11754,78
14,1,12,LHR,CDG,A380,SkyMind,0.59,19,12,10717,70
19,5,7,SIN,FRA,A350,AeroGulf,0.17,5,9,5112,20
13,0,6,LHR,CDG,A380,AeroGulf,0.74,5,74,2388,75
3,6,9,SYD,CDG,B777,EuroWings,0.86,26,81,2050,121
23,4,12,FRA,SIN,A320,AeroGulf,0.22,17,40,7559,56
7,4,9,DXB,NRT,A320,AeroGulf,0.1,17,49,11608,44
20,4,2,LHR,FRA,A350,EuroWings,0.02,3,86,5733,28
12,5,2,NRT,JFK,A350,EuroWings,0.64,16,70,6135,104
21,5,9,LHR,JFK,A350,AsiaJet,0.61,24,58,11947,90
7,0,1,LAX,FRA,B737,AsiaJet,0.55,13,38,11498,66
14,4,5,SIN,SYD,B737,EuroWings,0.23,13,2,533,42
16,2,1,LAX,NRT,A320,PacificAir,0.39,12,75,8987,99
4,1,7,DXB,BOM,A350,SkyMind,0.59,6,6,11192,36
19,5,9,DXB,NRT,B787,EuroWings,0.5,11,48,12471,69
3,5,6,DXB,SIN,A380,AsiaJet,0.99,22,25,12268,96
10,5,2,SIN,JFK,A320,AeroGulf,0.14,14,32,1929,37
17,0,6,LAX,LHR,A350,EuroWings,0.7,18,47,5746,82
9,4,9,BOM,JFK,B787,EuroWings,0.4,10,78,10881,61
16,2,3,SYD,SYD,A350,AsiaJet,0.43,14,1,2487,46
14,1,9,DXB,BOM,B777,AsiaJet,0.72,11,70,13435,75
5,1,8,JFK,NRT,B787,PacificAir,0.69,2,31,6771,64
22,4,12,LAX,DXB,A380,AsiaJet,0.99,16,3,3382,85
20,2,7,LAX,JFK,B777,AsiaJet,0.13,2,19,10401,21
15,0,8,NRT,SIN,B737,AsiaJet,0.1,18,35,11469,43
14,5,10,CDG,FRA,A320,AeroGulf,0.72,19,31,12389,81
7,5,6,CDG,SIN,A350,EuroWings,0.58,3,27,2047,52
8,6,3,FRA,DXB,A320,EuroWings,0.27,2,76,962,40
10,4,7,SIN,FRA,A380,AsiaJet,0.08,25,0,12007,39
1,1,4,DXB,LAX,A350,PacificAir,0.09,15,59,7207,44
12,5,11,NRT,FRA,B777,AsiaJet,0.89,11,55,5805,84
3,6,10,DXB,SIN,B787,PacificAir,0.19,7,34,11996,18
8,1,5,DXB,LHR,B787,EuroWings,0.32,23,29,1013,76
4,1,8,NRT,LAX,A350,PacificAir,0.23,28,53,12788,71
18,4,7,NRT,SIN,B777,PacificAir,0.35,28,35,5674,86
21,3,7,SYD,SIN,A350,SkyMind,0.07,16,54,4066,58
2,6,8,LHR,CDG,A350,PacificAir,0.52,6,88,4303,65
20,3,10,CDG,BOM,A350,PacificAir,0.07,10,79,12379,42
2,3,3,LHR,NRT,B787,AeroGulf,0.8,17,57,4438,116
5,6,3,FRA,BOM,A380,EuroWings,0.23,0,82,12181,60
9,2,2,NRT,DXB,A350,AsiaJet,0.54,2,64,1971,60
4,4,1,SIN,SIN,B787,SkyMind,0.88,3,68,8503,86
2,6,10,FRA,DXB,B737,PacificAir,0.65,12,50,837,71
21,1,6,NRT,JFK,B777,AeroGulf,0.53,5,21,7551,51
23,6,6,LHR,SYD,B737,AeroGulf,0.32,25,87,7944,85
6,5,10,BOM,DXB,A350,AsiaJet,0.33,13,52,11773,43
21,6,12,BOM,NRT,B787,AsiaJet,0.67,4,35,3912,49
17,2,8,CDG,DXB,B777,EuroWings,0.99,15,67,13915,108
22,3,6,JFK,CDG,A320,PacificAir,0.66,14,35,2892,65
7,0,6,SIN,LAX,B777,AeroGulf,0.56,14,51,1476,74
0,2,1,DXB,JFK,B777,SkyMind,0.73,29,52,5478,99
3,2,12,LAX,CDG,A350,EuroWings,0.47,3,81,10937,58
23,4,7,FRA,SIN,B737,PacificAir,0.06,7,49,13825,40
6,5,7,NRT,CDG,B737,AsiaJet,0.56,26,79,4568,106
13,2,10,BOM,LHR,A320,PacificAir,0.96,15,40,10395,96
12,6,9,JFK,SIN,A350,AsiaJet,0.18,27,17,1371,65
9,5,12,SIN,SYD,B777,PacificAir,0.69,15,21,3909,76
22,4,7,SIN,CDG,A380,SkyMind,0.2,29,65,3089,93
17,6,8,BOM,LAX,B737,EuroWings,0.54,3,20,13244,41
0,0,4,LAX,SYD,B737,AsiaJet,0.1,12,43,2049,37
3,1,9,JFK,DXB,B787,SkyMind,0.45,25,46,12199,72
15,1,1,SYD,CDG,B777,AeroGulf,0.76,27,38,4961,97
15,3,8,LAX,JFK,A350,SkyMind,0.35,12,28,3121,57
17,3,3,LHR,BOM,B737,SkyMind,0.66,1,53,3029,72
7,0,1,SIN,DXB,A350,SkyMind,0.8,2,89,10849,94
9,1,2,JFK,FRA,B777,AsiaJet,0.93,21,84,7662,106
15,3,6,BOM,LHR,B777,AeroGulf,0.23,7,16,11048,39
22,5,5,SIN,JFK,B737,EuroWings,0.4,23,79,8851,75
23,2,3,LAX,JFK,A320,SkyMind,0.15,14,59,13631,60
10,4,9,DXB,SYD,A350,AsiaJet,0.99,10,30,10794,83
5,6,8,DXB,BOM,A350,AsiaJet,0.93,8,72,11500,102
0,3,3,SIN,LAX,B787,EuroWings,0.54,6,77,10691,61
11,0,2,JFK,SYD,B777,PacificAir,0.84,12,48,6899,96
5,6,8,JFK,BOM,B777,AeroGulf,0.52,1,1,3081,21
12,1,5,FRA,CDG,B737,AeroGulf,0.62,7,47,7065,61
16,0,9,LHR,LHR,B737,SkyMind,0.09,6,13,11685,11
0,4,1,FRA,DXB,B737,PacificAir,0.76,23,58,7605,89
7,4,10,FRA,JFK,B787,AeroGulf,0.13,11,57,7456,47
21,0,3,LHR,LAX,A320,SkyMind,0.83,18,57,3434,114
7,3,5,BOM,SYD,B737,PacificAir,0.78,6,50,2811,97
23,3,2,DXB,LHR,B737,AsiaJet,0.71,9,83,3295,90
10,1,3,BOM,DXB,A380,SkyMind,0.04,28,1,4828,53
13,5,4,FRA,LHR,B737,PacificAir,0.3,24,40,7323,71
23,1,4,JFK,JFK,B787,EuroWings,0.26,15,82,4828,74
9,2,11,LHR,CDG,A350,AeroGulf,0.36,2,81,4088,54
14,5,9,LAX,LAX,A320,SkyMind,0.09,29,15,3616,56
6,6,1,NRT,BOM,A350,AsiaJet,0.94,9,3,5153,75
6,2,12,NRT,FRA,A380,SkyMind,0.55,5,11,4247,40
9,1,9,CDG,LAX,B777,AeroGulf,0.31,17,28,7324,54
3,5,9,SIN,BOM,B777,AeroGulf,0.4,17,6,10641,51
17,5,11,SYD,SYD,B737,PacificAir,0.45,4,13,1959,44
9,2,6,SYD,CDG,A380,AsiaJet,0.6,20,11,4930,61
18,0,11,LAX,BOM,A350,PacificAir,0.52,28,4,2951,74
13,3,1,CDG,CDG,B787,AsiaJet,0.92,6,80,7831,111
12,5,11,DXB,LHR,A320,SkyMind,0.5,27,31,13043,92
14,6,12,LAX,LAX,A350,SkyMind,0.99,1,73,13877,100
15,6,6,FRA,LAX,A380,PacificAir,0.85,10,42,11759,82
1,5,8,LAX,JFK,A380,EuroWings,0.21,29,80,4590,90
3,2,5,NRT,LAX,A350,AeroGulf,0.93,12,68,11680,109
20,5,5,SYD,LHR,A320,PacificAir,0.12,22,44,9463,70
17,2,1,DXB,JFK,A350,PacificAir,0.82,4,8,5541,42
16,0,1,SIN,CDG,A350,SkyMind,0.38,29,48,1611,74
9,6,8,FRA,SIN,A320,AeroGulf,0.88,5,32,12003,83
20,5,5,SIN,BOM,B787,PacificAir,0.87,23,17,13098,91
8,4,8,NRT,DXB,A380,SkyMind,0.81,25,8,10286,83
14,1,10,CDG,CDG,A320,SkyMind,0.79,28,61,11421,103
11,6,2,SIN,LHR,B737,PacificAir,0.3,13,56,9973,55
20,0,4,CDG,CDG,B737,PacificAir,0.08,11,28,4085,21
8,4,11,FRA,DXB,B737,SkyMind,0.4,3,77,8101,76
13,6,10,SYD,LHR,B737,PacificAir,0.17,28,24,11520,61
12,0,9,JFK,LAX,B777,AeroGulf,0.69,22,14,2873,79
5,3,3,LAX,CDG,B787,SkyMind,0.35,5,5,13577,35
18,0,6,BOM,BOM,B777,SkyMind,0.98,9,41,7342,96
3,0,11,DXB,SYD,A350,PacificAir,0.64,17,28,9033,82
19,3,7,LHR,LAX,A350,PacificAir,0.82,14,78,5598,109
16,5,3,LHR,LAX,A320,PacificAir,0.13,7,3,13625,14
18,1,1,FRA,SIN,B737,AeroGulf,0.86,25,81,5223,119
2,4,2,LAX,SYD,A320,SkyMind,0.92,8,56,3318,95
13,6,11,LAX,NRT,A350,EuroWings,0.49,4,48,3425,50
16,2,10,LAX,SYD,B737,AeroGulf,0.61,9,43,9964,67
12,1,7,DXB,SIN,A380,AeroGulf,0.76,19,79,1209,108
8,6,7,SYD,FRA,B787,SkyMind,0.17,5,74,7492,53
0,0,12,JFK,DXB,A350,EuroWings,0.5,15,13,1238,43
16,2,1,LAX,SIN,A380,SkyMind,0.4,23,2,10470,65
15,3,10,BOM,FRA,A320,AeroGulf,0.15,26,61,13733,70
17,1,7,JFK,JFK,A380,PacificAir,0.37,2,63,5090,56
1,5,10,DXB,LAX,A320,SkyMind,0.07,9,44,12822,41
13,4,11,LAX,NRT,A350,SkyMind,0.03,10,81,6587,62
21,1,6,FRA,SIN,B777,PacificAir,0.14,10,57,4218,57
22,1,11,DXB,BOM,B787,EuroWings,0.96,16,19,13605,99
16,5,6,JFK,NRT,A380,EuroWings,0.55,3,57,8701,71
2,2,7,CDG,JFK,A380,SkyMind,0.97,3,88,5581,100
1,3,7,CDG,LHR,A350,PacificAir,0.43,16,56,10429,72
7,5,1,FRA,BOM,A350,SkyMind,0.31,8,76,3078,67
1,6,10,SIN,LHR,A320,PacificAir,0.51,18,67,2058,90
1,3,5,LHR,BOM,B737,AeroGulf,0.44,4,77,10834,60
8,5,8,FRA,NRT,B737,PacificAir,0.11,21,51,11315,61
19,1,8,CDG,BOM,B737,SkyMind,0.64,23,36,4500,87
20,3,3,FRA,NRT,A320,AsiaJet,0.22,5,7,5045,16
5,2,3,NRT,DXB,B737,EuroWings,0.62,2,43,5839,67
11,2,7,CDG,LHR,A350,SkyMind,0.65,21,4,10835,72
8,4,4,SYD,CDG,B777,PacificAir,0.15,0,68,9556,52
6,3,6,LAX,JFK,B777,PacificAir,0.06,19,30,10492,31
11,4,9,SYD,BOM,B777,EuroWings,0.78,21,44,12144,91
4,6,10,SIN,NRT,B737,SkyMind,0.46,15,8,3216,53
15,5,2,FRA,JFK,B777,AsiaJet,0.06,22,31,4802,58
4,0,2,NRT,FRA,A380,AeroGulf,0.99,10,32,2309,90
11,6,6,CDG,SYD,B737,AsiaJet,0.06,12,66,13637,50
23,2,3,LAX,BOM,A380,AeroGulf,0.7,26,29,13033,83
19,1,1,NRT,SIN,A350,AeroGulf,0.98,9,75,6330,93
8,2,2,NRT,LAX,A380,SkyMind,0.24,2,28,2497,31
22,0,7,SYD,CDG,A350,AeroGulf,0.14,8,2,3431,10
6,1,4,LHR,DXB,A320,PacificAir,0.12,27,89,2630,79
18,3,12,JFK,NRT,A320,AeroGulf,0.3,11,56,4912,60
19,3,2,LHR,NRT,A380,AeroGulf,0.1,22,29,11384,42
22,6,11,FRA,SYD,B787,EuroWings,0.69,13,8,11868,76
10,2,12,FRA,SYD,A350,EuroWings,0.06,0,25,7013,23
20,1,12,LHR,CDG,B737,SkyMind,0.51,17,1,3296,43
11,5,8,JFK,BOM,B787,SkyMind,1.0,16,61,8248,100
2,1,4,CDG,LHR,A350,PacificAir,0.81,26,2,6823,70
16,4,4,NRT,SYD,B737,EuroWings,0.62,8,45,7245,60
6,0,2,NRT,FRA,A350,AsiaJet,0.31,8,67,13387,63
21,6,1,LHR,SYD,A350,SkyMind,0.62,22,24,5702,76
9,3,1,LHR,SIN,B737,SkyMind,0.53,9,50,2055,68
22,2,3,DXB,FRA,A350,EuroWings,0.43,18,12,12382,45
14,1,6,JFK,LHR,A350,EuroWings,0.13,28,43,13628,73
1,3,7,SYD,SIN,A350,PacificAir,0.89,14,34,12264,83
12,2,9,NRT,SIN,A320,EuroWings,0.45,4,54,8681,54
3,3,5,SYD,CDG,B777,AeroGulf,0.19,14,86,4943,66
17,2,9,LAX,SYD,A350,AsiaJet,0.37,19,8,9022,43
23,3,8,CDG,JFK,B737,AeroGulf,0.41,22,1,5205,48
22,5,1,LHR,FRA,A380,AeroGulf,0.83,29,60,10636,125
0,4,11,DXB,DXB,A350,AeroGulf,0.73,24,40,5339,98
1,0,12,DXB,JFK,A320,SkyMind,0.77,27,43,4458,112
1,3,3,FRA,LAX,A320,AeroGulf,0.01,1,63,5164,29
3,0,8,LAX,DXB,A380,SkyMind,0.42,12,30,10376,56
2,3,9,CDG,BOM,A350,EuroWings,0.48,23,46,11128,67
16,6,4,CDG,LHR,B787,AsiaJet,0.02,15,1,9662,21
13,1,12,SIN,CDG,A380,AsiaJet,0.26,14,81,1246,68
1,4,6,LHR,JFK,B777,AeroGulf,0.76,24,76,2684,127
15,6,4,FRA,SYD,B737,AsiaJet,0.14,9,68,8446,54
10,5,9,JFK,LHR,B737,SkyMind,0.54,13,57,10076,86
12,4,2,JFK,SIN,B737,EuroWings,0.22,9,43,12722,48
0,0,6,BOM,FRA,B737,AeroGulf,0.01,24,73,5821,60
22,1,11,CDG,LAX,A320,PacificAir,0.24,13,55,9710,56
1,2,3,SYD,CDG,B777,AsiaJet,0.98,25,42,11270,114
1,6,10,LAX,SIN,A350,AsiaJet,0.8,29,88,12803,119
20,4,4,DXB,LHR,A350,AeroGulf,0.96,22,33,7648,100
4,5,2,LHR,FRA,B787,AsiaJet,0.49,8,29,13355,51
3,6,11,LAX,LAX,A350,AsiaJet,0.11,24,70,12632,83
11,1,8,NRT,SIN,B777,PacificAir,0.55,13,69,2524,63
2,1,10,SIN,LAX,A350,SkyMind,0.45,2,54,6673,61
19,0,8,DXB,LHR,A320,AeroGulf,0.84,19,66,10234,97
9,5,1,LAX,SYD,A380,AeroGulf,0.1,15,12,3211,22
19,1,10,LAX,NRT,A350,PacificAir,0.49,1,2,11738,41
17,1,6,SIN,BOM,B737,PacificAir,0.15,9,25,7518,38
20,2,1,LAX,BOM,B737,SkyMind,0.32,2,56,10146,54
20,0,6,FRA,SIN,A380,EuroWings,0.74,10,23,7697,75
20,0,7,DXB,SIN,B737,AeroGulf,0.48,10,52,11695,81
9,5,2,NRT,BOM,B737,AsiaJet,0.38,20,69,2202,84
0,1,9,DXB,JFK,A320,SkyMind,0.39,20,42,6029,68
5,2,8,SIN,SYD,A320,AeroGulf,0.46,21,59,7716,85
10,3,9,NRT,BOM,A320,SkyMind,0.79,12,57,13112,98
1,4,10,JFK,BOM,A350,EuroWings,0.89,6,48,8155,75
6,6,4,LHR,FRA,A380,AeroGulf,0.96,22,41,5917,101
19,0,4,CDG,SIN,B737,AsiaJet,0.79,16,75,6824,98
20,2,12,JFK,LAX,B787,AeroGulf,0.32,29,65,4373,71
20,5,8,FRA,FRA,A380,SkyMind,0.69,1,10,8813,48
20,2,1,DXB,SIN,B787,EuroWings,0.44,11,89,10168,63
17,1,8,NRT,BOM,B737,SkyMind,0.25,24,17,765,58
20,4,7,LHR,CDG,B777,SkyMind,0.84,9,84,8719,104
18,0,12,LHR,NRT,A380,PacificAir,0.04,17,51,5878,44
3,3,7,SIN,SIN,A350,SkyMind,0.9,21,45,2624,116
12,1,9,SIN,NRT,B787,EuroWings,0.46,26,43,931,72
17,0,10,SIN,DXB,A380,AsiaJet,0.64,10,21,5474,71
19,6,7,SYD,SYD,A380,PacificAir,0.66,15,52,4277,88
23,5,2,DXB,BOM,A320,SkyMind,0.9,16,58,7537,87
12,0,1,BOM,LAX,B777,AeroGulf,0.64,18,29,13846,98
18,2,1,FRA,JFK,A320,PacificAir,0.61,17,7,13223,64
16,6,7,LAX,LAX,B777,EuroWings,0.07,2,56,1585,22
0,4,5,FRA,FRA,B777,AeroGulf,0.52,20,72,6695,78
5,3,4,CDG,NRT,A350,EuroWings,0.15,26,19,6759,53
18,4,5,SIN,FRA,A380,AeroGulf,0.74,25,24,10786,90
19,2,10,CDG,CDG,A320,AsiaJet,0.51,15,18,2985,61
0,3,10,FRA,DXB,A320,EuroWings,0.68,5,4,8792,47
7,3,6,SYD,LAX,B787,AeroGulf,0.04,24,74,5898,73
16,1,12,CDG,LAX,A380,EuroWings,0.08,11,78,10846,49
20,3,10,DXB,CDG,B737,PacificAir,0.72,10,71,5578,71
21,0,6,NRT,BOM,B737,EuroWings,0.07,14,82,7702,56
14,4,1,BOM,SIN,B787,EuroWings,0.07,14,86,3548,40
17,5,2,BOM,NRT,B777,AeroGulf,0.01,15,26,7002,36
6,5,3,FRA,NRT,B787,EuroWings,0.96,9,39,13674,78
15,4,4,LAX,SYD,B787,AsiaJet,0.74,11,25,1299,72
6,1,6,SIN,SYD,A320,SkyMind,0.35,27,26,13813,82
16,3,12,FRA,SYD,B787,PacificAir,0.3,12,61,4322,52
3,2,12,CDG,NRT,B777,AeroGulf,0.35,3,82,6111,66
11,6,11,SYD,SIN,B737,EuroWings,0.77,6,49,6509,71
12,6,9,NRT,BOM,A350,EuroWings,0.66,21,41,9987,101
3,0,12,BOM,DXB,A380,EuroWings,0.19,1,28,5763,21
20,1,2,JFK,DXB,B787,PacificAir,0.17,25,38,9126,56
0,6,8,BOM,CDG,A380,SkyMind,0.1,26,59,6070,74
0,3,9,NRT,LHR,B787,AsiaJet,0.66,26,40,12496,91
6,5,2,DXB,JFK,A380,AsiaJet,0.76,26,32,11305,90
8,2,9,CDG,SIN,A320,AeroGulf,0.27,14,82,9607,66
0,3,7,LHR,LHR,A320,SkyMind,0.02,7,82,10967,44
15,1,9,SYD,FRA,A380,SkyMind,0.08,6,15,5140,30
17,2,6,LAX,SYD,B787,PacificAir,0.97,14,22,5833,72
21,6,2,JFK,FRA,B787,EuroWings,0.3,22,6,9339,53
14,2,8,FRA,DXB,B777,SkyMind,0.77,13,25,2795,80
5,2,10,SIN,JFK,B737,EuroWings,0.62,7,11,12770,53
1,2,9,SIN,LHR,B737,PacificAir,0.38,27,71,1931,102
8,6,12,SIN,LAX,A350,AeroGulf,0.21,11,4,5672,30
3,3,8,JFK,BOM,B737,AeroGulf,0.12,12,68,2861,50
12,2,2,NRT,JFK,A350,EuroWings,0.62,29,48,8041,104
22,3,8,LAX,NRT,A320,EuroWings,0.77,10,25,12824,71
21,2,3,BOM,JFK,A350,SkyMind,0.64,16,4,1223,60
10,2,3,FRA,CDG,A350,PacificAir,0.53,28,21,2047,86
12,1,9,LHR,NRT,B737,AeroGulf,0.04,16,78,9671,52
10,3,9,LAX,LHR,B787,SkyMind,0.97,23,12,8775,92
18,5,9,FRA,FRA,A320,AsiaJet,0.8,3,27,13905,59
7,3,4,LHR,BOM,B777,SkyMind,0.29,20,32,12178,71
6,4,12,SYD,CDG,A350,EuroWings,0.98,7,22,1865,52
15,6,7,NRT,JFK,A350,AsiaJet,0.6,4,17,13506,51
2,5,8,SYD,DXB,A380,SkyMind,0.58,25,29,9241,84
16,1,5,NRT,NRT,A350,PacificAir,0.75,15,25,12184,64
17,3,1,CDG,LHR,B787,AeroGulf,0.81,3,15,11454,61
14,1,9,BOM,LHR,B777,AsiaJet,0.66,27,76,4353,114
16,5,6,DXB,LAX,A380,PacificAir,0.13,21,38,5182,59
10,1,3,DXB,FRA,B737,SkyMind,0.34,28,32,11891,53
4,1,3,NRT,SYD,A320,EuroWings,0.93,14,25,6460,97
15,0,10,DXB,CDG,B787,EuroWings,0.22,11,47,8843,42
14,3,1,JFK,DXB,B777,PacificAir,0.37,4,64,8189,59
9,1,8,FRA,FRA,A320,EuroWings,0.43,29,37,5657,90
13,0,2,LAX,LHR,B737,AeroGulf,0.44,22,1,3998,52
1,0,12,SYD,SYD,A320,PacificAir,0.61,15,5,10904,66
15,2,1,CDG,JFK,A380,PacificAir,0.94,13,45,3485,90
18,2,7,BOM,LHR,A350,EuroWings,0.24,9,49,12786,30
7,6,11,BOM,CDG,A350,PacificAir,0.12,6,37,2067,40
14,5,9,CDG,BOM,B787,SkyMind,0.2,12,87,8903,58
9,3,6,SIN,BOM,A320,AsiaJet,0.89,19,17,7169,81
4,2,8,SIN,LHR,A350,AsiaJet,0.65,27,26,13529,86
19,5,8,SIN,CDG,B787,EuroWings,0.29,28,40,10871,77
15,3,9,CDG,NRT,B787,AeroGulf,0.82,4,71,11915,83
20,5,7,DXB,SYD,A380,AeroGulf,0.86,28,73,4691,127
21,6,9,LHR,SIN,B787,EuroWings,0.85,2,16,10218,49
11,6,9,CDG,LHR,B737,EuroWings,0.92,14,61,7656,94
22,0,12,DXB,FRA,A350,PacificAir,0.25,3,28,9213,29
12,0,11,LAX,JFK,A350,AeroGulf,0.76,14,57,7017,104
8,3,1,CDG,LAX,B777,AsiaJet,0.46,13,69,12638,73
16,5,6,SYD,FRA,B737,EuroWings,0.84,19,77,5635,118
19,5,12,DXB,BOM,A350,AsiaJet,0.73,18,21,10394,79
11,2,8,BOM,LAX,A380,AsiaJet,0.78,12,5,7251,62
4,2,10,NRT,NRT,A350,AeroGulf,0.66,9,25,8709,61
23,3,9,NRT,NRT,B777,AsiaJet,0.18,20,38,12172,54
11,4,4,CDG,SYD,A320,PacificAir,0.55,4,11,7674,48
0,2,2,SYD,SYD,A320,PacificAir,0.98,26,13,2219,113
19,1,11,SYD,DXB,B737,AeroGulf,0.94,22,21,8561,100
15,2,9,NRT,NRT,B787,PacificAir,0.04,19,50,12008,60
11,4,9,DXB,BOM,B777,EuroWings,0.16,28,22,4514,52
8,5,12,LAX,SYD,B777,AeroGulf,0.13,19,47,13765,51
12,0,8,CDG,LHR,A350,AsiaJet,0.73,24,70,1378,102
16,0,3,LAX,BOM,A380,EuroWings,0.82,5,49,9285,78
16,5,5,SIN,LHR,A350,AeroGulf,0.21,3,88,13430,49
3,0,2,LHR,FRA,A380,AsiaJet,0.51,1,12,6772,42
13,2,3,JFK,DXB,B777,AsiaJet,0.84,21,84,13588,108
18,6,1,SIN,JFK,B787,AsiaJet,0.73,15,9,13242,70
6,0,4,FRA,JFK,A320,AsiaJet,0.54,17,54,2109,84
2,6,5,BOM,CDG,B737,AsiaJet,0.59,4,8,9567,28
0,4,12,JFK,JFK,A380,AeroGulf,0.51,21,78,7214,110
11,6,2,BOM,SYD,A320,PacificAir,0.3,3,51,13883,40
14,4,3,CDG,BOM,B737,AsiaJet,0.57,29,1,5609,61
10,2,12,SIN,JFK,B787,EuroWings,0.69,12,24,11923,70
9,5,6,SYD,LAX,B777,AeroGulf,0.87,18,12,13898,84
1,1,6,NRT,DXB,B787,SkyMind,0.64,22,50,2948,90
3,2,7,NRT,JFK,A380,PacificAir,0.76,1,57,13249,77
16,0,12,LAX,JFK,B777,EuroWings,0.16,12,33,2636,46
16,2,9,JFK,SYD,A350,AsiaJet,0.46,10,34,7466,58
7,4,4,FRA,NRT,B737,AeroGulf,0.01,29,2,2553,48
22,2,5,SIN,SIN,A350,AeroGulf,0.25,21,58,8263,68
13,2,11,NRT,LHR,B777,AsiaJet,0.73,28,69,13732,127
23,1,2,DXB,SYD,B737,EuroWings,0.99,3,47,583,70
3,4,6,SYD,JFK,B737,AeroGulf,0.1,21,63,10131,63
5,3,4,BOM,SYD,A350,PacificAir,0.4,19,18,3168,60
18,3,5,CDG,FRA,B737,EuroWings,0.8,19,66,5731,109
23,4,7,LAX,SYD,B777,AsiaJet,0.2,14,81,10911,58
3,3,6,JFK,LHR,A380,EuroWings,0.56,3,72,9390,52
2,0,8,LHR,SYD,A380,EuroWings,0.73,8,75,2320,87
19,3,6,NRT,CDG,B777,SkyMind,0.62,6,4,13317,50
5,0,10,LAX,FRA,A350,AsiaJet,0.19,18,66,4914,76
22,4,8,DXB,SIN,B787,PacificAir,0.36,18,10,7749,42
6,3,4,DXB,NRT,B777,AsiaJet,0.78,5,67,9790,90
13,3,12,FRA,BOM,A380,SkyMind,0.55,5,68,7072,86
11,5,7,JFK,NRT,B777,AsiaJet,0.01,19,0,8127,26
15,6,3,FRA,JFK,B737,AsiaJet,0.76,14,62,3394,81
19,0,1,JFK,LHR,B737,PacificAir,0.04,14,28,3917,31
7,0,9,NRT,CDG,B777,SkyMind,0.75,24,81,748,113
22,2,9,SIN,CDG,A350,AsiaJet,0.2,19,11,8310,49
1,1,6,CDG,SYD,B787,AsiaJet,0.96,8,76,13174,95
12,3,2,BOM,BOM,B737,AeroGulf,0.37,3,40,10649,55
7,5,8,BOM,SIN,A380,AsiaJet,0.33,17,1,2390,36
20,1,10,SIN,BOM,B737,PacificAir,0.15,17,36,8380,34
19,6,6,DXB,DXB,A380,AeroGulf,0.31,4,44,13150,51
15,6,7,SYD,CDG,B787,SkyMind,0.88,19,79,12059,94
