booking_lead_days,seat_class,is_business_traveler,prior_no_shows,checked_in_online,has_baggage,route_distance_km,is_connecting,fare_paid_usd,no_show
142,Business,0,1,1,1,12904,0,4675,1
166,First,1,3,1,1,6123,0,302,1
268,First,0,3,0,1,4220,1,4113,1
93,First,0,2,0,1,12459,0,3811,1
105,Economy,1,3,0,0,10849,1,4045,1
274,Business,1,0,1,0,9604,1,2286,0
200,First,0,3,1,0,11352,1,723,0
312,Economy,1,1,0,0,7786,0,4431,1
91,Economy,0,4,1,1,5311,1,3050,1
235,Business,1,3,0,1,553,0,1806,1
59,First,1,0,0,0,3087,0,4398,0
234,Economy,1,0,0,1,4021,1,4706,1
183,Economy,1,0,1,0,4835,1,4497,1
359,First,0,0,0,1,2803,0,3997,0
232,Economy,0,1,1,1,5775,0,4019,0
126,Economy,0,2,0,1,12812,1,4114,1
100,Business,1,4,0,0,2646,0,2284,1
134,Business,1,2,0,1,9410,1,3911,1
232,Business,0,2,1,1,11428,0,2382,1
67,Business,0,2,1,0,2927,1,4863,0
86,Business,0,1,1,1,11682,0,4099,0
235,First,1,4,1,0,5169,0,3144,1
107,Economy,0,3,1,1,916,1,268,0
136,First,0,3,1,1,13279,0,530,1
264,First,0,4,1,0,8861,0,1879,1
332,Business,1,4,1,1,9290,1,3877,1
62,First,1,0,0,0,7182,0,167,1
229,Economy,0,2,1,0,2777,0,3532,0
237,First,1,0,0,1,10747,0,1885,1
348,First,1,1,1,1,13159,0,1549,0
246,Business,0,1,1,0,3481,0,497,1
158,First,1,4,1,1,3575,0,2926,1
37,First,1,1,0,0,5673,1,554,1
243,Business,0,4,0,0,9891,0,4220,1
6,Economy,0,3,1,0,3000,1,2284,0
359,Business,0,2,0,1,12675,0,198,1
76,Business,1,1,1,1,12592,1,3052,0
256,First,0,0,0,0,6789,1,4797,0
36,Business,0,1,1,1,5868,0,1294,1
349,Business,1,2,0,0,2144,1,2113,1
65,Economy,1,1,0,0,13728,0,3711,0
99,First,1,4,0,0,9477,0,1499,1
331,Economy,1,1,0,1,13691,1,3613,1
260,Economy,1,3,0,1,11792,1,4586,1
311,Business,1,3,1,0,5768,1,205,1
41,Economy,1,1,1,0,10318,1,3662,1
48,Economy,1,0,1,0,6178,1,3480,0
301,Business,1,1,1,0,11957,0,1900,0
70,Business,0,4,0,1,5431,0,2439,1
245,First,1,4,0,0,11683,1,3171,1
1,Business,0,4,0,0,5311,1,2868,1
322,Business,1,0,1,1,9795,1,4076,0
61,Business,0,3,0,1,3660,0,2517,1
335,First,1,4,0,0,9476,1,4920,1
26,Economy,0,4,1,1,5104,0,4585,1
341,Business,1,1,1,0,10919,0,4364,1
66,First,1,3,0,0,13341,1,709,1
144,Business,0,4,0,0,4134,0,2298,1
213,Economy,0,4,1,1,10465,0,766,1
326,Economy,1,1,1,1,6516,1,4661,0
56,Business,1,1,1,1,8072,1,544,0
285,Business,1,2,0,0,11948,0,4304,1
210,First,1,1,1,0,5911,1,3886,0
192,Economy,1,1,0,0,11530,0,2665,1
113,Business,1,2,0,1,11439,0,1805,0
121,Business,1,4,1,1,7131,1,4673,1
359,Business,1,1,1,0,10414,0,341,0
102,Business,0,0,0,1,2990,0,1864,0
154,First,0,2,1,1,2749,0,3261,1
73,First,0,2,0,0,4190,0,4493,0
353,Economy,1,4,0,1,9788,0,3729,1
174,Economy,1,1,1,1,2768,1,4714,1
13,First,0,0,1,1,10317,1,3233,0
166,Economy,0,4,0,0,3179,0,689,1
54,First,1,1,0,0,13615,1,2852,1
25,Business,1,4,0,1,12496,1,4752,1
43,Business,1,2,0,0,887,1,1775,1
68,First,0,2,1,1,10324,1,442,0
37,Business,0,1,0,1,13778,1,4337,0
335,Business,0,4,1,1,4458,1,3582,1
11,First,1,1,1,0,12631,1,2909,0
104,Business,1,3,0,1,2935,0,1620,1
243,Economy,0,1,0,1,8852,1,1651,1
363,Business,1,3,1,0,3201,1,4813,1
272,Economy,0,2,1,1,995,0,325,1
280,First,0,0,0,0,3452,1,2991,1
191,Economy,1,2,0,0,3659,0,1368,0
87,Business,1,0,0,1,11571,1,242,0
138,Economy,1,4,1,0,10929,0,1000,0
145,Business,1,0,1,0,8780,0,1661,0
163,Business,0,4,0,0,1658,0,972,1
258,Economy,0,3,1,1,13281,1,1208,0
338,Business,0,4,1,0,8655,1,140,1
325,Economy,0,1,0,0,760,0,1953,1
86,Business,1,1,1,0,5473,0,3975,0
326,First,0,1,1,1,8426,0,2322,1
363,First,0,2,0,1,8941,0,3606,1
238,Economy,0,1,0,0,6122,0,3974,1
264,Economy,0,4,0,0,1095,1,1751,1
193,First,1,4,1,0,4200,0,1033,1
127,First,0,4,1,0,8782,0,4719,0
121,First,1,1,1,1,5882,0,2452,0
243,First,1,3,0,1,8328,1,1990,1
46,Business,0,3,0,1,8367,1,3414,1
319,Economy,1,2,1,0,6469,1,867,1
364,Economy,1,4,1,0,2941,1,2957,1
111,First,0,4,1,0,2969,0,683,0
302,Economy,0,2,1,1,685,0,4629,1
74,Economy,1,4,0,1,12250,0,2677,1
297,Business,0,0,0,1,1736,1,4792,1
304,Business,1,2,0,0,9667,0,3538,0
29,Economy,1,4,1,0,11399,1,4704,1
7,Business,0,2,0,0,12581,1,1776,1
340,First,0,0,0,1,4393,1,4697,0
7,Economy,0,0,1,0,4513,0,2854,0
238,Business,0,1,1,0,539,1,2297,0
190,Business,1,4,1,1,2699,0,3783,0
127,Economy,1,0,0,1,12780,1,445,1
10,Economy,1,0,0,1,10312,0,3839,0
255,First,1,0,0,1,9005,1,3649,0
232,Business,0,1,0,0,6418,1,4610,1
185,Economy,1,4,1,1,4078,1,1469,1
120,Business,1,2,1,0,1129,1,4399,0
166,Business,1,1,0,0,4773,1,3584,1
143,Business,1,4,0,1,5757,1,1980,1
326,Business,0,0,1,1,7751,1,3752,0
351,Economy,0,1,0,0,7425,0,948,1
100,Economy,0,3,0,1,12806,0,3806,1
21,First,1,3,1,1,8963,0,4703,1
198,Economy,1,0,0,1,9799,0,4384,1
268,Business,0,4,0,0,1337,1,1130,1
81,First,0,4,1,0,3168,0,4734,1
169,Economy,1,1,0,1,13726,0,2552,1
12,Economy,1,3,0,1,2260,1,2488,1
196,First,1,4,0,0,9180,0,1754,1
94,Economy,1,1,1,1,902,1,4266,0
266,Economy,1,1,0,1,5112,0,2309,1
318,Economy,0,3,0,0,3130,1,2646,1
357,Business,0,0,0,0,8149,1,3691,1
50,First,0,1,0,0,7943,0,3117,1
187,First,0,0,0,0,2946,0,1030,1
302,Business,1,3,0,1,10736,1,3827,1
3,First,1,1,0,0,6169,1,2754,0
262,Economy,1,2,1,0,7796,1,782,1
342,Business,0,3,0,0,9321,1,1369,1
30,Business,0,3,0,1,10197,1,4046,0
117,Business,1,2,1,0,13225,0,4929,0
208,First,0,3,1,1,8264,0,1018,0
201,Business,1,2,0,0,13104,0,1770,0
85,Business,1,2,1,1,12676,0,1381,1
29,Business,0,3,0,1,6768,0,2747,0
156,First,0,2,0,0,5489,1,2583,0
208,First,1,2,1,0,8767,0,3625,1
42,First,0,3,1,0,1806,0,3332,0
84,Business,0,2,0,0,13753,0,2010,0
175,Economy,0,0,1,0,12259,1,1358,1
230,First,0,3,1,0,9484,0,3500,0
359,Economy,0,3,1,0,846,1,436,1
149,Economy,0,0,1,0,5536,0,202,0
318,First,0,4,1,1,2677,1,393,1
259,First,0,1,1,0,9353,0,2398,1
345,Economy,0,2,1,0,10067,1,2829,0
2,First,1,2,0,0,12585,0,2184,1
336,Economy,0,1,0,0,1668,1,719,0
234,Economy,1,2,0,1,1515,0,3230,1
338,Business,1,2,1,0,984,1,3657,0
81,Economy,1,0,0,0,7221,1,1520,0
251,Business,0,0,0,1,12008,0,637,0
306,Business,0,0,0,1,9959,1,4173,1
153,First,0,0,1,1,9834,0,945,0
290,First,1,3,1,0,1165,1,164,0
335,Economy,0,2,1,0,3099,0,598,1
270,First,1,1,1,0,1694,0,2619,0
173,First,0,2,1,0,799,1,3436,0
23,First,0,3,1,1,9905,0,2973,0
1,First,0,3,0,1,1451,0,4525,0
186,Economy,1,2,1,1,5580,1,4657,0
163,Business,1,2,0,1,13696,1,3462,1
44,Business,0,0,1,1,2330,0,1483,0
350,Business,0,3,1,1,10353,0,4657,1
93,First,1,2,0,0,7639,1,2723,1
203,First,1,1,1,0,5375,0,606,1
122,Economy,0,1,0,0,1032,0,3842,0
36,Business,1,0,0,0,2634,0,4756,0
117,Economy,1,0,0,0,6021,0,3836,0
340,Business,0,2,0,1,5376,0,4846,1
139,Economy,0,1,0,1,8454,0,3973,1
121,Economy,0,3,0,1,5153,1,4325,1
231,Economy,0,4,1,0,5219,0,1343,1
228,Business,1,1,1,1,13996,0,4367,0
227,First,0,3,0,0,6549,1,907,1
327,Business,1,1,1,0,10215,1,363,1
218,First,0,2,1,1,9905,0,4068,0
154,Economy,1,4,0,1,10283,0,3482,1
355,Business,0,4,0,0,1652,1,4409,1
6,First,1,2,0,0,2988,1,412,1
2,Business,0,2,0,1,3681,0,4218,1
3,Business,0,0,0,0,10569,1,1514,0
215,Business,0,3,0,0,10383,1,870,1
263,Economy,0,3,0,1,8823,0,4930,1
44,First,0,0,0,0,6104,1,2224,1
204,Economy,0,3,0,1,11962,0,4548,1
200,First,0,4,0,1,5694,1,4777,1
249,Economy,0,1,1,1,3483,0,2362,1
211,Business,1,4,0,0,8744,0,3571,1
132,Economy,0,0,1,0,6682,0,2224,0
173,Business,1,3,0,0,7958,1,3445,1
68,First,0,3,1,0,2005,0,4166,1
290,First,0,1,1,0,4933,0,3935,1
142,Business,0,1,1,1,7037,0,3066,1
16,Business,1,1,0,0,5615,0,2379,0
331,Economy,1,4,0,0,10790,0,4216,1
247,Economy,1,0,0,1,11625,0,1403,0
227,Economy,1,0,1,1,6958,0,4960,0
170,First,1,0,0,1,12557,1,4176,0
334,Business,0,4,0,0,10854,0,2220,1
205,First,1,2,1,0,12629,0,360,0
90,Business,1,3,1,0,12514,0,3669,1
113,Business,1,4,0,1,3380,0,2585,1
21,First,1,0,0,1,7873,0,4663,0
136,Economy,1,4,1,0,4852,0,925,1
302,Economy,1,4,0,0,3884,0,486,1
212,First,1,2,0,1,8559,0,1378,1
2,Business,0,1,1,0,13310,0,566,0
286,First,1,0,1,1,7222,1,885,0
12,Economy,1,4,0,0,1322,1,1506,1
1,Business,0,1,0,1,7753,0,3258,1
262,First,0,3,1,1,11804,1,3536,0
284,Economy,0,3,1,0,9308,0,2357,0
131,Business,0,3,0,0,12718,0,3356,1
343,First,1,4,0,1,4113,0,1480,1
233,First,1,4,1,0,11020,0,2305,1
242,Economy,1,2,0,1,4851,0,4273,1
172,First,1,0,1,0,10035,1,416,0
263,First,0,1,0,0,8908,0,2304,1
41,First,1,3,1,1,13914,1,4785,0
144,First,1,1,1,0,6028,0,816,0
339,Economy,1,2,1,0,9141,1,2875,1
324,Business,1,3,1,1,8341,0,3243,1
354,Business,1,1,1,0,10413,0,330,0
296,First,1,0,1,0,9971,1,2343,0
53,Economy,0,0,0,1,9801,1,2559,0
159,First,0,2,1,1,4265,0,3999,1
222,First,1,1,0,1,12010,0,3868,1
222,First,0,2,0,0,9349,1,617,1
42,First,0,2,1,1,9475,1,3286,0
68,Business,1,2,1,1,7851,0,2179,0
99,First,0,4,0,1,9874,1,4847,1
203,First,0,0,1,0,5098,0,154,0
207,First,0,4,1,0,10275,1,931,0
271,Business,1,4,0,0,12399,0,3336,1
160,Economy,1,0,1,0,2368,0,131,0
153,Economy,0,2,1,1,13461,0,4801,1
278,Economy,1,1,1,1,6293,1,1804,0
88,Economy,1,2,1,1,11997,1,1165,0
181,Economy,1,2,1,0,9067,1,4933,0
339,First,1,4,0,1,8751,0,2853,1
46,First,1,1,1,0,7231,1,1062,0
243,Economy,0,0,0,1,8088,0,2459,0
248,Business,1,3,1,0,13339,1,2286,0
240,First,0,0,0,0,1156,1,4462,0
117,Economy,1,1,1,1,11932,1,4699,0
163,Business,1,0,1,1,9515,0,1081,1
290,Economy,0,4,1,0,8642,0,3142,1
170,Business,0,1,1,0,7841,1,2440,0
4,Economy,0,3,0,1,11835,1,106,0
259,First,0,3,0,1,4484,1,4062,1
57,Economy,1,1,1,0,3710,0,1581,0
199,Economy,0,0,0,1,5793,1,2966,1
362,Economy,1,3,0,0,13876,0,1469,1
137,Economy,1,1,0,0,5651,0,2465,0
317,Economy,0,1,0,1,8287,1,4583,1
236,Business,0,1,0,1,4263,0,4143,0
147,First,0,2,0,1,3935,1,1179,1
287,First,1,0,0,1,2150,1,4250,1
303,First,0,1,1,0,8110,1,4434,1
218,Business,1,1,1,0,11894,1,4532,1
176,Economy,0,2,0,1,749,1,1618,0
281,First,0,4,0,1,9852,1,3567,1
162,Business,1,2,0,0,12274,1,3205,0
283,Economy,1,1,1,0,573,1,1525,0
320,First,0,0,0,0,5999,0,3591,0
185,Business,1,2,1,1,13307,1,4916,1
5,Business,0,1,1,0,9475,0,1656,0
49,First,0,0,0,0,5374,1,3723,1
304,Economy,1,2,0,1,11018,1,1034,0
45,Business,0,3,1,0,9643,1,4633,1
216,Business,1,0,1,1,7467,1,262,0
208,Economy,1,1,1,1,11757,0,2386,0
345,Business,0,0,0,0,10377,1,4159,0
95,Economy,0,0,0,1,4443,0,349,0
24,First,1,1,1,0,1925,0,4988,0
351,Economy,1,3,0,1,5402,0,700,1
124,Business,0,0,1,0,3195,1,2478,0
360,Economy,0,1,1,0,3192,1,1842,0
62,Economy,0,0,1,0,8014,0,2629,0
338,Economy,0,4,0,0,5368,0,917,1
321,Economy,0,3,1,0,5126,1,3645,1
162,Business,1,4,1,1,2500,1,1860,1
335,First,1,0,0,0,880,0,259,0
288,First,1,3,1,1,4656,1,1637,1
242,Economy,1,1,1,1,6433,0,4433,0
305,First,1,4,1,1,2480,0,4715,1
151,Business,1,3,1,0,2735,1,2375,1
94,Business,0,3,1,0,2933,1,1556,0
336,First,1,0,1,1,11242,1,544,0
96,First,0,4,1,0,12965,0,1178,0
292,Business,1,1,1,0,6641,0,181,0
355,Economy,1,2,1,0,5554,0,590,0
62,Economy,1,0,0,1,5946,0,3710,0
247,Business,0,3,0,1,11940,0,1651,1
318,First,1,4,1,0,613,1,2250,1
274,First,1,2,0,0,8899,0,4605,1
38,First,0,3,0,1,10730,0,1224,1
103,First,0,4,0,0,954,0,541,1
82,First,1,4,0,1,7519,1,3818,1
199,First,1,2,0,0,9293,1,2716,1
104,First,0,3,1,1,10448,1,4903,1
178,First,1,2,1,1,7811,0,4784,1
59,Economy,0,1,1,0,2081,1,3008,0
255,Economy,0,0,0,1,1626,0,278,1
337,First,0,0,0,1,8273,0,3521,1
205,First,0,1,0,1,9595,0,100,0
209,Economy,1,3,0,0,7731,0,239,1
228,Business,1,2,0,0,9345,0,2449,1
347,Economy,1,0,1,0,10599,0,379,0
121,First,1,1,1,1,8769,0,4808,0
123,Economy,0,4,0,0,7246,0,3624,1
352,First,0,0,0,1,4630,0,2832,0
134,Economy,1,0,0,0,7259,0,2586,0
187,Economy,0,1,0,0,6566,0,1439,1
132,Economy,0,2,0,1,9279,0,2854,1
90,First,1,0,0,0,9118,0,4830,0
101,Business,1,2,1,1,6600,0,2794,1
160,First,1,1,1,0,10870,0,2143,0
356,Business,0,4,1,1,11196,0,2429,1
124,Business,0,0,1,0,11870,0,1584,0
292,Business,1,2,1,0,6058,0,1462,1
142,Business,1,2,0,1,3504,0,1815,1
272,Business,0,3,1,0,2826,0,3728,0
36,Business,0,2,0,1,12483,1,2146,1
258,First,1,2,1,0,1107,1,2729,1
153,First,1,1,1,0,12724,1,1652,0
103,Economy,0,2,1,0,1527,1,1542,1
120,Business,0,3,0,1,7854,1,4306,1
300,First,0,4,0,1,10957,1,2215,1
133,First,1,3,1,0,7502,0,4517,1
98,First,0,4,1,1,2158,1,4214,1
215,First,0,0,1,1,2395,1,4966,0
242,Economy,0,4,1,1,7491,0,3825,1
230,First,0,4,0,0,8977,1,1024,1
225,Economy,0,3,0,0,3929,0,3456,1
12,Business,0,1,0,0,1684,0,473,1
312,Economy,0,1,1,0,1940,1,431,0
234,First,1,4,1,0,4103,0,1063,1
328,Business,1,3,0,1,2514,0,3986,1
82,Economy,1,1,1,0,6158,1,3611,0
242,Economy,1,1,0,0,7113,1,118,1
223,Economy,1,3,0,0,13966,0,3065,1
340,First,1,4,0,0,10805,0,1203,1
223,Business,1,0,0,0,8673,0,1578,1
184,Economy,1,3,1,0,4825,1,592,1
173,First,1,3,0,0,11978,1,3837,1
267,Business,0,3,0,1,11495,0,4851,1
96,Economy,0,4,1,1,511,1,2095,1
320,Business,1,4,1,1,11352,0,1646,1
304,First,0,3,0,1,9377,0,701,1
126,Business,0,1,0,1,9944,0,4873,0
214,Business,0,0,1,1,741,1,3539,1
27,Business,1,2,1,0,4387,1,1156,1
49,Economy,1,3,1,1,712,0,1718,1
267,Economy,1,3,1,0,11613,1,4360,1
82,Economy,0,4,0,1,13128,1,4376,1
243,Economy,0,4,1,0,3608,0,2375,1
224,Economy,0,2,1,1,13901,1,1537,1
17,Economy,1,4,0,1,6343,1,4995,1
225,Economy,1,4,1,0,11184,1,992,1
362,First,1,1,0,1,7769,1,3797,1
110,First,0,0,1,1,12706,1,2580,0
323,Business,1,1,1,0,5070,0,1609,0
75,Business,0,3,0,1,12395,0,2508,1
22,First,0,1,0,0,3076,1,1963,0
155,First,1,2,0,0,2323,0,3084,1
202,Business,0,1,0,1,9597,1,960,1
219,First,0,4,1,1,1701,0,396,1
39,First,0,2,0,1,9662,1,4834,1
97,First,0,2,0,1,7598,0,3069,1
303,Business,0,3,0,0,1285,0,751,1
161,Business,0,3,1,1,9397,0,4003,1
212,Economy,1,4,0,1,5014,1,4749,1
91,Business,0,0,1,1,4089,0,3461,0
189,Economy,1,2,0,1,7158,1,4967,0
161,First,0,4,0,1,13498,1,4705,1
56,Economy,0,3,1,0,7702,0,832,0
232,First,1,3,1,0,12002,0,1711,1
28,Economy,1,0,1,1,11328,0,2687,0
345,First,1,2,0,0,9305,0,639,1
204,Business,1,2,0,1,7093,0,1343,1
123,Economy,1,4,0,0,9269,0,2349,1
353,Economy,0,0,1,1,6694,0,4917,1
7,First,1,1,1,1,13499,0,1770,1
348,First,0,4,0,0,9788,1,3725,1
106,Business,1,2,1,0,666,0,2508,0
359,Economy,1,4,1,0,6608,1,437,1
91,Business,0,4,0,0,4388,1,1437,1
157,Business,0,4,0,1,6818,1,912,1
342,Business,1,4,0,0,5911,0,80,1
348,First,0,2,0,0,13770,0,2679,1
83,Business,0,0,0,1,11584,0,663,0
336,Business,1,0,0,0,2262,1,224,0
38,First,0,3,0,0,3743,1,3152,1
32,First,1,3,0,1,7856,0,2844,1
333,Business,1,1,0,0,10984,0,1005,1
286,Economy,1,0,0,0,6780,1,3654,0
207,Economy,1,4,1,1,2851,0,3954,1
276,First,1,3,0,1,7941,1,2951,1
177,Business,1,4,0,1,6733,1,2509,1
187,Economy,1,1,0,1,9073,0,3383,1
214,Economy,0,0,1,0,3728,0,1660,1
345,Business,1,2,1,0,6563,1,368,1
200,Economy,0,1,0,1,12415,0,999,0
313,Economy,0,2,0,1,666,0,1032,1
171,First,1,0,0,0,6026,0,942,1
206,Economy,0,2,1,0,7691,0,4972,0
287,Economy,0,0,1,0,3551,1,3884,1
58,First,0,4,0,1,10590,1,4147,1
358,Economy,0,1,0,1,12063,1,902,1
235,First,0,4,0,1,1361,1,941,1
80,Business,1,0,1,1,12882,1,2277,0
176,Economy,1,0,1,1,4040,0,696,0
316,Economy,0,4,1,1,8484,1,2523,1
39,First,1,4,0,1,6242,0,4392,1
81,Economy,1,4,1,1,5053,0,4055,1
161,Economy,0,1,0,1,4087,0,560,1
112,First,0,1,1,0,8241,1,247,0
88,Economy,0,0,0,0,9221,1,2703,0
11,First,1,3,0,0,12207,0,1806,1
362,Economy,0,4,0,1,3168,1,2364,1
264,Business,0,2,0,0,1395,0,1113,1
231,First,1,2,1,1,10353,0,3272,1
88,Business,0,2,0,1,819,1,3094,0
215,Business,1,4,1,0,2136,0,3324,1
48,First,1,3,1,0,12167,0,2980,1
269,Business,1,3,1,0,1191,1,1688,0
303,Economy,0,1,1,0,6935,1,3875,0
312,First,0,3,0,1,2851,0,92,1
348,Economy,0,2,0,0,4435,0,3778,1
59,Business,0,2,1,1,1768,1,4903,0
336,First,1,4,0,1,743,0,2797,1
245,Business,1,1,0,1,5454,1,3777,1
298,Economy,1,0,0,0,2972,0,645,0
213,First,1,1,1,1,8651,0,2952,1
81,Business,0,0,1,1,5328,1,4868,0
346,First,1,1,0,1,4392,1,3674,1
63,Business,0,3,0,1,10827,1,4657,0
257,Economy,0,1,0,1,13873,1,1705,0
256,First,1,4,1,1,11152,1,2214,1
117,Business,1,0,1,1,3098,1,3577,0
319,Business,0,3,1,1,1093,1,4862,1
327,Economy,1,3,1,1,12797,1,1159,0
340,First,1,1,0,0,2530,1,2928,1
23,Business,0,3,1,0,8112,0,2856,0
235,Economy,1,2,0,0,5675,0,689,1
314,First,0,2,1,1,3836,0,4022,1
101,Business,0,2,1,1,2213,1,1428,0
311,Business,0,1,0,1,2494,1,3004,0
4,First,1,0,0,0,767,1,2443,0
108,First,0,1,1,0,9077,0,2090,0
182,Business,1,4,1,0,10189,1,3060,0
118,Economy,1,3,0,0,3588,0,1604,1
291,Economy,1,2,1,1,10774,1,1787,1
327,Economy,0,1,1,1,11449,0,2545,0
349,First,0,1,1,0,7646,0,428,0
182,Business,1,3,0,1,3350,0,630,1
137,Economy,0,1,1,0,7106,1,3298,0
84,First,0,2,0,1,4795,0,1762,1
173,Business,0,3,1,1,4563,1,108,0
51,Business,0,0,1,0,4885,1,3857,0
225,First,1,2,1,1,3582,1,4777,0
225,First,0,4,0,0,12662,1,4668,1
131,Economy,0,4,0,0,8400,1,3007,1
183,Business,0,3,0,0,3653,0,834,1
266,Business,1,2,0,0,10053,0,1329,1
104,Business,1,2,1,1,8447,0,3483,1
177,Business,0,2,0,1,3433,0,4104,1
188,Economy,0,4,1,0,678,1,1880,1
150,Business,1,3,0,1,4166,1,4689,1
112,First,1,4,1,1,12508,0,356,0
285,Economy,1,1,1,0,9804,1,1442,1
122,Business,1,0,1,0,5215,1,4893,0
87,Economy,0,4,0,0,7854,1,2464,1
24,Economy,0,3,1,1,1013,0,519,1
29,Economy,1,4,0,1,13557,0,1492,1
166,First,0,1,0,0,4728,1,3492,1
73,Economy,1,1,1,0,8329,1,2917,0
72,Business,1,1,0,1,3476,1,2826,1
111,Business,0,1,0,0,8159,0,1007,0
210,Business,1,0,1,0,10383,0,380,0
179,Economy,0,2,0,1,6273,1,1442,1
4,Business,0,1,0,1,8283,1,811,0
331,Economy,0,0,0,0,5726,0,2598,1
201,Economy,0,4,1,0,13349,0,1136,1
255,Economy,0,1,0,1,6333,0,4641,1
141,Business,1,4,1,0,668,0,2418,1
19,Economy,0,4,1,0,8322,1,4477,1
99,First,1,3,0,0,11709,1,4660,0
280,First,0,0,1,0,12087,0,755,0
168,Economy,0,0,1,0,7454,0,443,1
324,Business,1,1,0,0,6570,1,2490,1
232,Economy,0,1,0,1,9508,1,726,1
90,Economy,0,1,0,0,7152,0,2470,0
257,First,0,0,1,1,2693,1,3796,1
27,Business,1,4,0,1,3396,1,2099,1
43,Business,0,4,0,0,13780,1,3055,1
140,Economy,0,1,1,0,2956,0,1184,1
84,Business,1,4,0,1,3967,1,4515,1
298,Economy,1,1,0,1,11554,0,1032,1
310,Economy,1,2,0,0,3528,0,1823,1
319,First,0,4,1,0,12359,1,3020,1
267,Business,0,0,0,0,3152,0,2862,1
296,Business,0,3,1,1,2614,0,2249,1
43,First,0,0,1,0,5306,1,4509,0
10,Business,0,0,0,0,13747,1,1086,0
274,Economy,0,3,0,0,2095,0,2201,1
315,Business,0,1,0,1,2388,1,816,1
199,Business,0,4,0,1,7885,0,1400,1
198,Business,0,0,1,1,11975,1,4261,0
120,Economy,0,4,0,0,1438,0,1807,1
13,Business,0,3,1,0,11160,1,4950,0
63,Economy,0,3,0,0,5779,0,2627,1
219,First,0,4,0,1,4054,1,2040,1
151,Economy,1,4,1,0,9032,1,2250,0
245,First,0,3,1,1,2727,1,4814,1
94,First,1,1,1,0,1777,0,4091,0
267,Economy,0,4,0,0,9711,0,3693,1
192,Economy,1,2,0,0,7851,0,4085,0
57,First,1,2,0,1,1339,0,4342,0
93,First,1,4,1,0,7029,0,1762,1
297,Business,0,0,1,0,2790,1,1869,0
0,Economy,1,3,1,1,8526,0,4606,1
361,First,1,1,1,1,2455,0,4213,0
327,Economy,1,2,0,1,4733,1,480,1
205,Economy,1,2,1,1,3919,0,670,1
192,First,0,0,0,1,7236,0,3092,1
223,First,1,4,1,0,8817,0,2881,1
37,Economy,0,0,0,0,8012,0,1594,0
331,Business,0,1,0,0,7874,0,4018,1
307,First,1,4,0,1,12165,1,851,1
110,Economy,0,2,0,1,4431,1,1778,0
251,Business,1,2,0,1,4338,1,1725,1
335,Economy,0,3,0,0,757,1,1509,1
83,Economy,0,1,0,1,5747,1,3339,1
363,First,0,2,1,0,9245,1,3187,1
159,Business,1,0,1,1,5842,0,4056,0
154,Economy,0,2,1,0,5202,0,3517,1
97,Business,0,0,1,0,6260,1,392,0
188,Business,0,0,1,1,10437,1,953,0
85,First,1,4,1,1,12291,1,169,1
61,Economy,1,4,0,1,6813,0,1747,1
258,Economy,1,2,0,0,7320,0,2434,1
