seat_class,flight_delay_min,seat_comfort,food_quality,staff_service,entertainment,cleanliness,wifi_quality,checkin_ease,flight_distance_km,satisfaction
First,16,1,4,4,4,3,4,5,7051,neutral
First,63,1,2,2,1,3,5,5,12834,dissatisfied
First,30,3,4,1,3,5,5,1,11115,dissatisfied
Economy,8,1,1,2,5,2,1,3,4778,dissatisfied
First,51,1,4,2,2,5,5,5,8403,dissatisfied
Economy,21,3,3,3,1,4,5,5,5844,dissatisfied
Business,0,1,1,3,2,2,5,3,7503,dissatisfied
Economy,54,2,4,4,1,2,1,4,5362,dissatisfied
First,16,3,5,2,1,2,1,3,13086,neutral
Business,0,2,5,2,4,4,4,2,942,dissatisfied
First,25,4,3,2,3,1,3,4,2677,dissatisfied
Business,0,2,1,2,1,5,1,4,7881,dissatisfied
Business,0,4,2,3,4,3,1,2,4481,neutral
Economy,41,5,5,2,3,3,3,1,4194,neutral
First,0,1,5,4,3,1,4,4,5509,neutral
Business,0,5,4,2,1,2,5,4,2031,neutral
First,30,1,1,3,3,3,2,1,12437,dissatisfied
Economy,15,4,5,4,3,4,5,2,6549,neutral
Economy,82,3,4,3,5,2,3,4,8599,dissatisfied
First,78,1,2,4,2,4,3,1,5478,dissatisfied
Business,27,2,2,4,5,5,4,2,12892,dissatisfied
Economy,88,4,5,2,3,2,1,2,7259,dissatisfied
Economy,0,2,5,5,5,4,3,5,1578,neutral
Business,0,1,5,3,5,1,2,4,6951,neutral
Business,21,4,1,4,4,1,1,4,2199,dissatisfied
Economy,61,2,5,4,2,3,4,1,7811,dissatisfied
Economy,10,4,4,3,1,5,4,1,8268,neutral
Business,4,4,2,3,1,2,3,5,2460,neutral
Economy,0,1,1,1,4,5,2,1,12459,dissatisfied
First,0,1,2,3,1,5,3,5,10259,dissatisfied
Economy,1,5,1,5,5,5,1,3,12497,neutral
First,33,3,2,5,3,2,1,5,2845,neutral
Business,0,1,5,5,5,5,2,3,10505,neutral
First,19,3,5,1,5,3,4,5,13007,dissatisfied
Business,16,3,4,1,4,1,4,3,2584,dissatisfied
Business,0,4,5,1,2,2,3,4,13151,neutral
First,6,1,2,4,5,3,1,5,8026,dissatisfied
Business,42,3,4,2,4,3,4,2,3913,dissatisfied
First,0,5,2,1,4,4,3,5,12155,dissatisfied
First,20,2,3,2,3,3,1,1,9978,dissatisfied
Economy,65,3,4,2,4,5,3,4,11490,dissatisfied
Economy,55,2,4,2,5,1,3,4,13053,dissatisfied
First,52,5,1,5,1,5,2,1,12703,neutral
First,28,2,2,1,1,5,1,1,8091,dissatisfied
First,35,5,2,3,5,3,5,3,9365,dissatisfied
Economy,0,1,2,3,1,2,5,4,6650,dissatisfied
Economy,0,1,5,5,3,2,1,3,13963,neutral
Business,26,3,1,4,2,1,3,4,3711,dissatisfied
Business,29,4,1,4,4,4,4,2,9500,dissatisfied
First,38,1,2,1,2,5,5,4,13765,dissatisfied
Economy,25,1,5,3,1,2,1,4,10962,dissatisfied
Business,59,1,2,2,2,3,5,2,9310,dissatisfied
First,70,1,5,1,3,5,1,2,3079,dissatisfied
Business,31,5,3,4,1,5,5,2,5511,neutral
First,34,3,1,1,4,4,5,2,10852,dissatisfied
First,19,5,3,3,5,5,1,5,8761,neutral
Economy,0,1,4,2,3,4,5,5,13110,dissatisfied
Economy,0,5,1,2,1,2,5,4,2059,dissatisfied
Business,45,4,3,4,3,2,2,5,12842,neutral
Business,66,4,3,4,5,5,2,2,7843,dissatisfied
Economy,47,1,4,5,4,5,1,2,5284,neutral
Business,0,3,5,3,2,4,5,5,8114,neutral
Business,0,2,4,4,3,3,3,5,12944,neutral
Economy,47,3,5,3,5,5,3,5,12944,neutral
Economy,60,4,4,5,3,4,1,5,4413,neutral
Economy,36,4,1,1,5,1,3,1,12912,dissatisfied
First,54,3,3,5,3,4,1,1,604,neutral
Economy,73,1,3,3,5,5,3,4,13722,dissatisfied
First,46,5,5,4,2,5,1,5,2708,neutral
Economy,30,4,4,5,3,1,1,1,3131,neutral
Economy,38,4,2,2,2,2,4,1,8541,dissatisfied
Business,25,2,1,3,5,2,3,4,9216,dissatisfied
First,12,5,2,4,3,1,2,1,7659,neutral
Economy,0,3,3,1,3,5,4,5,11791,dissatisfied
Business,19,4,4,4,5,4,2,4,3966,neutral
Business,23,5,5,3,2,3,1,4,6468,neutral
Business,101,3,5,2,5,1,2,4,6403,dissatisfied
First,35,5,5,4,4,1,2,2,1099,neutral
First,22,2,3,4,5,4,4,1,3988,dissatisfied
First,28,4,1,3,2,3,3,4,12461,dissatisfied
Business,23,4,2,3,4,3,3,1,1252,dissatisfied
Economy,29,2,3,2,4,5,4,2,2333,dissatisfied
Business,5,2,4,4,4,1,2,2,5888,neutral
First,30,1,5,2,4,4,2,4,12780,dissatisfied
First,50,3,4,3,3,2,2,4,4877,dissatisfied
Economy,73,4,3,2,1,2,2,5,11311,dissatisfied
Business,27,5,4,3,5,2,2,4,5712,neutral
Economy,32,2,2,1,4,4,3,3,10994,dissatisfied
Business,55,1,5,2,3,2,1,1,3455,dissatisfied
First,0,2,2,4,2,5,3,4,13174,dissatisfied
Business,72,2,5,4,4,3,3,5,6277,dissatisfied
First,0,4,5,4,4,2,3,2,9385,neutral
Business,0,3,4,4,2,4,1,2,12782,neutral
First,60,4,4,1,1,4,3,3,11867,dissatisfied
Business,35,5,5,4,1,2,1,4,7845,neutral
First,0,2,5,2,3,3,2,3,1745,dissatisfied
Business,76,5,4,3,2,3,2,5,7258,dissatisfied
First,73,5,4,3,1,5,3,1,10077,dissatisfied
Business,0,2,3,3,4,5,2,5,2774,dissatisfied
Business,47,3,4,3,4,2,4,3,9444,dissatisfied
First,0,5,2,2,5,5,3,3,2364,dissatisfied
Business,62,5,3,4,5,2,1,2,5729,neutral
First,74,5,2,5,1,5,4,5,10492,neutral
First,35,2,3,4,5,5,2,1,7965,dissatisfied
Economy,15,3,3,5,3,4,4,2,10410,neutral
Business,0,2,5,1,5,1,5,1,7964,dissatisfied
Business,28,2,3,3,3,2,1,4,13029,dissatisfied
First,0,3,1,1,4,2,4,3,11827,dissatisfied
Business,60,5,3,3,1,2,2,1,8868,dissatisfied
Business,0,1,3,5,3,4,4,5,4807,neutral
Business,0,3,2,3,1,5,1,2,10564,dissatisfied
Business,33,3,3,3,5,2,2,3,2933,dissatisfied
First,24,4,4,4,3,2,1,2,5570,neutral
First,42,1,2,4,2,5,1,4,9515,dissatisfied
First,26,1,2,4,5,3,1,2,789,dissatisfied
Economy,86,1,2,1,1,2,3,1,1691,dissatisfied
Economy,39,2,2,2,5,2,5,2,7016,dissatisfied
Economy,59,4,4,5,4,1,2,2,2851,neutral
Economy,12,5,2,1,2,2,2,4,5256,dissatisfied
Economy,0,1,2,4,1,4,5,1,871,dissatisfied
First,12,5,4,4,2,3,4,2,11072,neutral
Economy,15,1,3,2,2,3,2,4,7716,dissatisfied
Economy,15,5,1,1,2,5,3,2,4454,dissatisfied
Business,0,2,3,4,1,2,2,1,4957,neutral
Economy,0,1,4,3,4,3,1,5,629,dissatisfied
First,0,1,3,5,2,4,4,2,12603,neutral
Economy,44,4,2,1,2,1,1,2,7175,dissatisfied
Business,32,5,4,3,3,1,5,5,646,neutral
First,17,1,4,1,5,1,1,5,6512,dissatisfied
First,46,1,1,1,1,3,4,5,10828,dissatisfied
Business,0,2,1,4,1,4,2,2,3556,dissatisfied
First,57,5,3,2,5,1,1,5,3335,dissatisfied
First,67,1,2,3,4,3,5,2,6532,dissatisfied
First,4,3,1,4,3,4,4,2,3786,dissatisfied
Business,4,2,3,5,3,5,3,3,9060,neutral
Economy,2,5,3,4,1,3,3,1,10456,neutral
Business,0,4,5,1,3,3,2,1,7030,neutral
First,24,3,5,3,5,1,2,2,5478,neutral
Business,0,2,2,5,2,5,1,5,9161,neutral
Business,23,1,5,4,1,1,5,2,10486,neutral
Economy,19,2,2,1,1,2,3,1,4512,dissatisfied
Business,45,3,2,5,1,5,2,1,814,neutral
Economy,0,2,4,1,3,4,4,4,10795,dissatisfied
Economy,47,3,3,4,1,4,4,2,7012,dissatisfied
First,12,3,5,4,1,2,4,5,4315,neutral
Economy,48,3,1,1,4,3,4,2,12842,dissatisfied
Business,29,5,2,3,1,3,3,5,9614,neutral
Business,48,2,2,3,5,5,2,5,9914,dissatisfied
Economy,29,5,3,2,3,1,5,1,11896,dissatisfied
Economy,10,4,3,4,1,1,2,4,13511,neutral
Business,40,4,5,3,5,1,2,1,7927,neutral
Business,30,2,5,1,3,4,2,2,833,dissatisfied
First,29,2,2,3,3,2,1,3,1501,dissatisfied
Economy,0,1,4,5,1,1,2,3,2588,neutral
Economy,47,1,1,5,3,5,4,5,8972,dissatisfied
First,29,5,1,1,5,2,1,1,762,dissatisfied
First,0,1,2,1,4,3,2,3,4228,dissatisfied
First,26,4,3,4,2,5,3,4,5083,neutral
Economy,22,1,2,5,1,1,3,2,10927,dissatisfied
Economy,73,4,2,3,3,2,3,5,4500,dissatisfied
Business,0,5,1,2,4,2,4,2,2657,dissatisfied
Economy,28,3,2,1,5,3,3,5,9615,dissatisfied
First,30,4,2,5,3,2,4,1,10116,neutral
Business,0,5,3,1,5,3,1,3,10403,dissatisfied
Economy,1,2,4,3,2,4,4,5,11368,neutral
Economy,21,4,1,3,3,1,5,5,2514,dissatisfied
Business,0,4,4,5,2,5,5,1,3967,neutral
Business,45,2,3,4,5,3,1,4,1741,dissatisfied
First,19,3,5,4,2,5,5,2,10470,neutral
Economy,36,1,2,2,4,3,2,3,12278,dissatisfied
First,46,4,4,3,4,5,3,2,13493,neutral
Economy,1,1,2,1,5,3,4,3,11587,dissatisfied
Economy,0,1,2,3,3,1,2,4,3751,dissatisfied
Business,0,4,1,5,5,2,3,1,1840,neutral
Economy,53,4,4,2,2,2,5,5,1650,dissatisfied
Economy,58,4,5,4,1,2,1,3,13929,neutral
First,13,5,1,4,1,3,4,1,7809,neutral
Economy,58,2,2,3,4,3,3,3,11376,dissatisfied
Business,51,1,4,4,4,3,2,3,13889,dissatisfied
First,48,4,4,1,1,4,5,5,2614,dissatisfied
Economy,42,3,1,2,2,4,3,1,12005,dissatisfied
Economy,0,5,5,3,5,4,1,2,9208,neutral
Economy,96,4,1,2,3,4,2,5,2606,dissatisfied
First,0,2,5,2,1,5,4,2,9517,dissatisfied
First,44,5,1,3,2,5,1,2,2728,dissatisfied
Business,0,1,4,4,5,1,1,5,9404,neutral
Economy,58,1,2,2,1,4,4,4,11375,dissatisfied
Business,9,1,5,5,3,5,5,4,4289,neutral
Economy,73,4,4,5,5,3,1,5,9247,neutral
Economy,47,5,5,4,2,3,3,4,9306,neutral
Economy,108,2,5,5,3,4,1,5,13411,dissatisfied
Economy,0,2,5,2,1,2,2,3,4964,dissatisfied
Economy,29,2,1,5,4,4,5,1,5691,dissatisfied
Business,42,5,5,1,4,4,4,5,3517,dissatisfied
First,0,5,2,5,2,2,1,1,9614,neutral
Business,68,3,5,1,4,2,5,3,11265,dissatisfied
Business,0,1,1,5,5,2,5,3,8954,dissatisfied
Business,0,2,5,2,4,1,1,4,5736,dissatisfied
Business,40,2,1,5,4,2,3,2,4536,dissatisfied
Economy,0,5,4,5,5,5,5,4,3891,neutral
First,3,2,2,5,2,1,2,1,2901,neutral
Economy,58,3,1,2,1,4,3,4,9491,dissatisfied
Economy,0,2,3,4,2,2,2,2,2963,neutral
First,51,5,3,4,4,5,3,3,1745,neutral
Economy,45,2,4,1,2,2,5,4,9094,dissatisfied
Business,0,2,5,5,1,2,5,1,6975,neutral
Economy,0,1,2,2,5,1,2,5,13609,dissatisfied
Business,16,3,4,3,5,5,1,3,13060,neutral
First,20,4,5,1,5,5,3,4,3364,dissatisfied
Business,35,2,4,3,2,4,4,1,1278,dissatisfied
Economy,0,4,5,2,4,4,5,2,11342,neutral
Economy,34,3,5,5,5,5,1,1,10764,neutral
Business,54,4,3,4,4,3,3,1,1952,neutral
First,12,1,4,5,3,1,4,3,1304,neutral
Economy,100,3,5,2,5,1,4,3,7422,dissatisfied
First,0,2,2,2,1,4,5,5,12831,dissatisfied
Economy,25,5,2,1,4,5,3,4,2775,dissatisfied
Economy,13,5,4,1,3,2,1,4,10211,dissatisfied
First,0,4,1,2,5,3,1,1,7837,dissatisfied
First,98,4,3,2,4,3,5,4,2374,dissatisfied
First,15,3,3,2,4,4,2,3,13582,dissatisfied
Economy,0,1,2,1,3,2,4,3,8222,dissatisfied
Economy,0,4,3,1,1,2,2,4,1077,dissatisfied
Economy,57,2,4,2,2,1,2,2,1221,dissatisfied
Business,66,5,1,3,1,5,2,4,9748,dissatisfied
Economy,58,2,4,5,2,2,4,1,10741,neutral
Business,11,2,2,3,1,5,1,3,9832,dissatisfied
Economy,18,2,3,1,1,5,3,5,8913,dissatisfied
Business,28,5,4,1,5,4,3,3,13437,dissatisfied
Economy,0,2,1,3,4,5,1,5,7188,dissatisfied
Business,0,3,5,3,1,3,2,4,568,neutral
Business,91,2,3,4,4,3,2,1,609,dissatisfied
Economy,59,3,3,3,4,2,2,1,2140,dissatisfied
First,0,3,5,3,4,5,2,1,5334,neutral
Economy,0,4,3,4,4,2,5,2,1035,neutral
First,46,4,4,5,1,1,5,4,965,neutral
First,90,2,2,3,2,5,3,2,12223,dissatisfied
Business,16,4,3,3,4,1,1,5,11323,neutral
First,20,4,2,1,4,3,1,2,5684,dissatisfied
Economy,71,4,2,5,5,2,5,1,12818,dissatisfied
Business,6,3,4,3,1,1,2,3,11277,neutral
Business,27,3,5,3,1,5,3,1,10198,neutral
Business,24,4,3,3,1,4,1,4,9284,neutral
Economy,0,1,1,2,2,2,3,4,8368,dissatisfied
Economy,40,4,3,2,4,2,1,1,3536,dissatisfied
Business,0,3,4,5,3,2,5,1,3150,neutral
First,8,1,4,1,2,1,1,4,1735,dissatisfied
First,0,2,5,5,4,2,2,2,7899,neutral
First,14,1,2,4,5,4,2,2,10854,dissatisfied
Business,64,1,1,3,3,1,2,4,13135,dissatisfied
Economy,28,2,3,5,5,3,4,1,11678,neutral
Economy,0,1,1,3,1,2,5,1,10721,dissatisfied
First,67,3,2,5,2,3,2,4,1535,dissatisfied
First,0,3,2,4,3,3,1,4,6913,neutral
First,0,2,1,3,3,2,2,2,4344,dissatisfied
First,68,2,4,2,1,3,5,4,6731,dissatisfied
Economy,22,5,2,3,4,4,1,1,2642,neutral
Economy,60,1,3,2,3,4,5,1,10857,dissatisfied
Economy,20,2,1,1,2,5,5,4,1555,dissatisfied
Business,56,4,2,2,2,3,4,5,13124,dissatisfied
Economy,21,5,4,5,5,4,2,1,9676,neutral
First,16,1,1,3,2,5,1,2,10724,dissatisfied
Economy,79,3,4,3,1,1,3,5,12384,dissatisfied
First,42,5,3,5,2,3,4,5,13150,neutral
Economy,0,4,5,3,2,3,2,3,7817,neutral
First,0,3,1,4,1,2,4,5,2270,dissatisfied
Economy,79,3,3,3,4,5,3,4,3874,dissatisfied
First,0,5,4,3,3,1,1,3,10207,neutral
Business,33,5,4,1,1,4,4,2,12608,dissatisfied
Business,48,1,4,3,4,5,5,5,6692,dissatisfied
Business,0,3,1,3,1,2,2,3,2215,dissatisfied
Economy,0,5,3,4,1,5,2,1,9264,neutral
First,25,2,4,2,5,3,1,5,3315,dissatisfied
Economy,7,2,4,2,3,3,1,3,2260,dissatisfied
Economy,72,5,5,3,3,4,2,1,12837,neutral
Economy,30,5,3,2,5,3,3,3,6445,dissatisfied
Economy,0,1,3,1,3,4,4,1,11472,dissatisfied
Economy,31,5,5,1,3,3,2,4,3773,dissatisfied
Business,27,2,4,2,2,5,1,1,2622,dissatisfied
First,61,5,2,1,1,4,2,5,10403,dissatisfied
First,0,5,4,3,3,5,5,5,13941,neutral
Business,94,3,2,2,4,1,5,5,8896,dissatisfied
First,2,3,4,4,5,5,2,5,7713,neutral
First,53,5,3,3,3,1,4,2,13853,dissatisfied
Economy,38,2,3,3,4,2,5,5,11621,dissatisfied
Economy,72,4,2,3,1,5,3,5,8359,dissatisfied
Economy,0,4,1,2,1,3,3,3,1503,dissatisfied
Economy,23,5,1,4,1,3,1,2,3863,neutral
Business,20,5,4,4,3,5,1,2,12335,neutral
Economy,7,3,5,4,2,5,2,5,2491,neutral
First,0,3,4,2,3,1,5,3,5997,dissatisfied
Economy,61,4,2,1,2,3,3,3,2967,dissatisfied
First,23,3,2,3,5,2,5,1,8389,dissatisfied
First,74,1,3,3,2,2,2,3,1507,dissatisfied
Economy,0,5,4,1,4,5,5,3,4145,neutral
Economy,9,3,5,2,1,1,4,1,2727,neutral
Business,8,2,4,4,3,4,5,3,13637,neutral
First,1,4,4,2,2,3,1,1,3055,neutral
Economy,15,3,4,1,1,3,2,3,1964,dissatisfied
Business,27,3,1,5,1,2,3,5,10116,neutral
First,4,2,5,5,2,2,4,2,10978,neutral
Economy,26,3,4,1,5,2,3,2,5167,dissatisfied
First,0,2,1,1,1,5,1,5,6459,dissatisfied
First,65,1,4,4,5,4,4,3,2822,dissatisfied
First,29,1,5,3,5,4,1,5,4117,dissatisfied
Business,34,1,3,4,3,2,1,2,2303,dissatisfied
Economy,0,3,1,3,2,5,5,2,4901,dissatisfied
Economy,41,1,2,4,4,1,4,5,3039,dissatisfied
Economy,50,4,2,2,4,5,4,3,12590,dissatisfied
First,54,3,1,3,3,3,3,2,11210,dissatisfied
Business,0,5,2,4,2,3,1,5,7018,neutral
Economy,47,5,2,1,5,2,2,2,4365,dissatisfied
Economy,40,1,2,4,5,4,4,5,7099,dissatisfied
Business,19,4,5,2,5,4,2,2,9268,neutral
Business,23,1,2,1,4,3,4,5,11816,dissatisfied
Economy,20,2,3,3,4,3,3,4,6511,dissatisfied
Business,2,3,5,1,4,2,2,3,2202,dissatisfied
Business,0,5,1,4,1,4,4,2,3118,neutral
Business,0,4,4,2,3,3,1,3,2014,neutral
First,11,4,1,4,4,2,3,4,7967,neutral
Business,23,3,5,4,1,1,1,4,11581,neutral
First,95,1,2,5,4,5,2,4,4598,dissatisfied
Economy,43,1,4,2,1,1,3,3,11978,dissatisfied
First,20,1,4,1,4,1,1,2,2380,dissatisfied
First,10,5,4,5,1,3,5,2,4337,neutral
Economy,10,2,5,1,1,4,2,3,4692,dissatisfied
First,31,4,1,1,2,3,1,1,6745,dissatisfied
Economy,0,2,3,3,4,1,5,5,7310,dissatisfied
First,27,3,4,3,3,5,4,2,7419,neutral
Business,0,2,1,2,4,1,5,4,3123,dissatisfied
First,24,4,1,2,3,3,5,3,5514,dissatisfied
First,0,1,3,4,1,2,5,2,3099,dissatisfied
Business,0,1,3,2,5,3,2,4,9869,dissatisfied
First,37,5,5,2,2,3,3,4,10024,neutral
Economy,7,5,3,3,2,3,5,4,1202,neutral
Economy,11,5,3,5,2,4,2,2,7098,neutral
First,0,4,4,3,3,2,4,2,8934,neutral
Economy,21,5,1,2,1,4,2,3,679,dissatisfied
First,30,5,3,4,3,5,3,3,11356,neutral
Economy,68,2,2,4,5,4,5,3,12081,dissatisfied
Business,47,2,5,4,2,1,5,1,5749,neutral
Business,27,2,3,3,3,1,1,2,8349,dissatisfied
Business,28,5,3,4,5,5,1,2,9929,neutral
First,56,5,3,2,4,1,2,3,8368,dissatisfied
Business,5,3,3,3,5,1,5,1,4600,neutral
Economy,5,5,5,2,5,5,4,2,7882,neutral
First,0,5,4,5,1,3,4,3,10552,neutral
Business,0,5,4,2,3,5,2,2,10977,neutral
Economy,46,2,5,5,3,5,5,1,4775,neutral
First,26,5,3,5,2,2,3,5,2777,neutral
Business,0,2,1,1,5,2,1,4,3196,dissatisfied
First,47,2,3,1,5,4,3,3,1025,dissatisfied
First,0,4,1,2,5,5,4,4,2643,dissatisfied
Economy,32,5,2,5,4,2,3,3,11174,neutral
First,26,2,4,3,5,1,1,1,5597,dissatisfied
Economy,47,2,4,3,5,4,2,5,8675,dissatisfied
First,0,2,1,4,4,5,1,5,12469,dissatisfied
First,0,5,2,4,2,5,3,3,6576,neutral
Economy,74,3,4,3,1,4,5,2,3639,dissatisfied
Economy,79,5,2,1,2,1,4,2,1503,dissatisfied
First,43,5,4,5,3,5,5,2,6173,neutral
Business,0,3,1,2,5,5,3,5,2456,dissatisfied
First,3,5,4,3,4,1,1,5,7626,neutral
First,2,4,4,3,3,4,5,2,11823,neutral
First,0,4,1,1,2,1,2,4,8654,dissatisfied
Economy,4,5,5,4,3,4,3,5,3514,neutral
Economy,33,4,5,5,1,1,4,2,9079,neutral
Economy,87,2,4,2,5,2,3,1,10350,dissatisfied
Economy,0,1,5,1,4,3,3,4,957,dissatisfied
First,21,5,3,4,2,5,2,3,3915,neutral
Economy,62,3,5,2,5,5,1,5,6950,dissatisfied
Economy,24,2,2,2,3,5,3,1,2983,dissatisfied
Economy,90,3,3,1,1,4,5,2,9712,dissatisfied
First,46,3,5,2,3,3,5,1,3087,dissatisfied
Business,44,1,3,4,1,2,5,5,5315,dissatisfied
First,44,4,3,3,1,3,5,5,10368,dissatisfied
Economy,49,3,5,4,2,2,1,4,9255,neutral
First,38,5,2,1,4,5,1,4,4742,dissatisfied
Business,39,5,2,2,1,4,5,2,3974,dissatisfied
First,16,2,3,3,3,3,4,3,10783,dissatisfied
Business,59,2,5,5,5,1,1,4,5261,neutral
Economy,42,3,2,4,4,4,3,1,2267,dissatisfied
Economy,12,1,5,5,2,3,1,1,8674,neutral
First,56,4,5,1,5,1,4,3,5705,dissatisfied
Economy,11,1,4,1,1,5,1,5,13723,dissatisfied
Economy,0,1,4,5,1,4,1,1,8763,neutral
Economy,32,2,4,3,1,3,3,5,8298,dissatisfied
Economy,30,4,5,2,4,5,2,4,11051,neutral
Business,0,3,1,5,1,2,2,5,8025,neutral
Economy,33,1,5,3,5,5,4,5,11873,dissatisfied
First,0,3,2,2,5,3,2,2,2861,dissatisfied
First,76,2,2,5,1,5,4,2,2726,dissatisfied
Business,0,3,2,5,4,3,1,4,1210,neutral
First,69,5,1,1,3,4,1,1,11940,dissatisfied
Business,75,4,3,1,5,3,3,2,7972,dissatisfied
Business,88,1,5,4,2,4,4,1,12155,dissatisfied
Business,25,2,4,2,4,3,1,2,7561,dissatisfied
Economy,0,3,2,2,3,5,2,2,1772,dissatisfied
First,43,2,2,2,2,1,4,1,8521,dissatisfied
Economy,13,5,3,3,5,3,1,3,1267,neutral
Business,21,2,3,5,4,5,5,2,7204,neutral
First,70,4,3,4,4,2,2,2,3695,dissatisfied
Economy,22,4,5,2,5,4,4,4,10275,neutral
First,13,4,2,4,4,2,1,3,13977,neutral
First,4,5,1,3,5,5,2,1,10969,neutral
First,22,4,1,1,4,4,2,3,5295,dissatisfied
Economy,2,5,3,4,5,5,2,1,3142,neutral
Business,12,1,1,5,4,3,5,5,3754,dissatisfied
Business,38,5,5,3,1,4,2,4,11536,neutral
Business,0,3,1,3,1,2,1,4,2116,dissatisfied
Business,0,4,3,4,3,2,1,4,13951,neutral
Economy,21,2,1,2,3,2,2,5,10559,dissatisfied
First,80,5,2,3,5,3,5,1,12993,dissatisfied
First,35,1,5,1,1,1,1,3,6237,dissatisfied
Business,48,3,5,3,3,2,1,2,1633,neutral
First,21,1,5,5,5,5,2,5,7429,neutral
Economy,33,1,2,1,4,5,4,2,8266,dissatisfied
Business,21,3,2,4,1,1,4,4,8274,dissatisfied
Economy,22,4,2,2,5,4,3,4,6068,dissatisfied
Economy,0,2,4,1,5,2,4,3,2089,dissatisfied
Business,6,3,5,4,2,4,5,2,9286,neutral
Business,34,4,3,1,3,2,1,2,12588,dissatisfied
Economy,58,4,1,2,5,4,5,2,5424,dissatisfied
Economy,40,5,4,5,5,2,3,4,13773,neutral
First,0,4,1,3,3,1,5,3,1995,dissatisfied
Business,36,3,1,3,2,3,3,5,1847,dissatisfied
Business,34,4,2,2,3,2,5,1,8917,dissatisfied
First,38,5,4,2,2,5,3,5,3949,neutral
First,26,5,3,1,2,2,1,4,4664,dissatisfied
First,0,2,1,3,1,5,3,2,6084,dissatisfied
Economy,0,3,1,3,1,2,4,5,1667,dissatisfied
First,0,3,4,2,5,1,2,4,7628,dissatisfied
Business,0,2,3,4,5,2,3,5,13487,neutral
First,37,3,3,4,5,3,3,2,4242,neutral
First,0,1,3,5,1,4,3,2,13000,neutral
First,75,5,1,2,1,5,2,4,6898,dissatisfied
Business,84,1,2,5,3,4,4,1,696,dissatisfied
Business,33,4,4,2,5,5,4,3,3649,dissatisfied
First,18,2,3,2,3,3,2,1,12817,dissatisfied
Economy,0,1,2,2,3,1,4,4,6989,dissatisfied
Economy,0,4,3,3,1,1,2,4,2315,neutral
Economy,31,3,1,3,3,5,3,4,2775,dissatisfied
Economy,26,3,3,5,1,2,1,1,7126,neutral
Economy,61,4,1,1,1,3,5,3,11750,dissatisfied
Business,4,4,4,1,1,3,5,5,1288,dissatisfied
Business,1,4,1,1,4,3,3,4,11640,dissatisfied
Economy,69,4,3,5,1,4,2,2,2767,neutral
Business,0,4,5,5,5,4,1,4,7746,neutral
Economy,8,2,2,2,2,3,3,2,12721,dissatisfied
First,51,4,1,5,3,3,3,4,12054,dissatisfied
Economy,63,3,1,3,5,4,3,4,8644,dissatisfied
Business,10,3,5,5,1,5,5,4,1644,neutral
First,0,2,3,4,5,4,3,5,8810,neutral
Economy,106,4,2,2,5,2,5,5,11666,dissatisfied
First,0,5,2,3,5,3,4,5,11329,neutral
Economy,34,3,2,1,4,5,3,4,10431,dissatisfied
Economy,45,4,2,4,2,5,1,3,4088,dissatisfied
Business,11,5,4,5,4,4,5,1,7613,neutral
First,0,5,1,4,1,5,2,3,9305,neutral
First,0,1,4,1,5,1,4,4,5572,dissatisfied
First,48,5,4,2,2,4,3,5,2212,dissatisfied
Economy,0,5,3,2,5,4,5,4,11101,neutral
First,22,3,1,2,1,4,2,1,9040,dissatisfied
Economy,16,5,3,4,3,2,3,5,8611,neutral
Business,33,5,4,3,3,1,5,5,1416,neutral
Business,12,3,3,5,2,5,3,5,9122,neutral
Economy,48,1,4,1,5,3,5,1,8681,dissatisfied
Business,19,1,5,4,5,1,1,3,1376,neutral
First,15,4,4,1,5,4,1,2,13173,dissatisfied
Economy,0,4,1,4,3,3,4,2,1538,neutral
First,30,5,3,5,4,4,1,2,8393,neutral
Economy,35,5,2,4,3,2,1,1,6079,neutral
Business,20,4,2,2,5,4,3,2,11576,dissatisfied
First,32,4,1,4,3,1,2,5,12496,dissatisfied
Business,5,5,3,4,4,2,5,4,12276,neutral
Business,0,3,2,5,3,4,5,1,5843,neutral
First,7,3,3,2,4,1,4,3,10366,dissatisfied
Business,0,3,2,5,3,5,1,2,10517,neutral
Business,29,4,1,1,1,4,4,1,516,dissatisfied
First,0,1,2,4,3,2,3,2,3790,dissatisfied
First,58,4,2,5,1,5,4,5,10931,neutral
Economy,35,3,2,3,4,4,2,3,4465,dissatisfied
First,44,2,1,3,1,5,1,2,6594,dissatisfied
Economy,14,3,4,3,4,3,5,5,4544,neutral
First,26,2,3,5,2,3,5,4,11393,neutral
First,36,3,5,4,2,2,5,2,8349,neutral
First,0,3,5,3,4,4,4,5,1641,neutral
Business,34,2,2,2,3,1,5,1,3934,dissatisfied
Economy,0,3,3,3,1,5,1,3,3944,neutral
First,71,2,2,3,5,1,3,5,10117,dissatisfied
First,4,2,3,4,3,2,4,5,9172,neutral
Economy,26,4,5,3,1,5,4,1,2840,neutral
Business,0,1,2,3,4,4,1,5,7721,dissatisfied
First,0,4,2,4,4,4,2,2,10384,neutral
Economy,65,1,3,3,4,1,2,1,7058,dissatisfied
First,29,1,4,5,3,1,3,4,10821,neutral
First,0,3,2,2,3,2,1,5,1575,dissatisfied
Business,0,2,5,5,1,2,3,4,13485,neutral
Business,15,1,2,3,2,5,2,5,10045,dissatisfied
Economy,41,1,1,2,4,3,5,5,10195,dissatisfied
First,19,1,1,1,3,4,4,2,1156,dissatisfied
