airport,wind_speed_kmh,visibility_km,precipitation_mm,temperature_c,humidity_pct,lightning_risk,fog_level,season,risk_level
CDG,72.1,3.9,14.9,-3.9,86,1,light,summer,high
DXB,43.8,15.9,0.1,17.6,31,1,none,autumn,low
DXB,102.8,10.4,28.3,33.5,28,1,light,winter,high
JFK,8.4,4.4,18.9,7.4,80,0,light,summer,medium
LAX,99.0,9.5,28.4,18.3,34,1,light,winter,high
LHR,88.7,0.3,24.4,43.0,41,0,light,winter,high
LAX,2.9,2.2,21.3,18.3,61,0,heavy,autumn,medium
LHR,39.9,5.7,36.7,30.9,88,0,none,autumn,medium
BOM,78.9,8.2,27.7,0.6,83,0,heavy,spring,high
LAX,11.4,1.3,38.3,27.6,48,1,light,spring,medium
DXB,29.9,7.6,33.7,56.1,36,0,heavy,winter,medium
FRA,76.3,2.4,8.0,40.2,36,1,none,autumn,high
NRT,21.8,15.9,5.3,40.1,44,1,light,summer,low
DXB,7.8,10.7,24.7,37.1,57,1,light,autumn,medium
FRA,103.7,5.7,47.3,20.5,68,0,none,winter,high
SIN,38.2,4.8,3.6,0.3,93,0,light,spring,medium
CDG,12.6,2.0,3.3,4.0,52,1,heavy,summer,medium
SYD,23.4,16.2,27.3,18.6,52,0,none,summer,low
LAX,9.9,6.8,49.5,28.7,84,1,light,summer,medium
BOM,117.2,16.3,24.0,12.1,44,1,heavy,summer,medium
JFK,17.6,20.0,37.1,35.6,70,1,none,autumn,low
CDG,50.3,12.0,24.1,21.1,96,0,heavy,spring,medium
DXB,6.5,4.0,23.3,22.7,91,1,light,winter,medium
LAX,36.9,12.9,11.2,28.4,28,0,light,summer,medium
FRA,116.1,8.7,31.1,2.9,73,1,none,summer,high
SYD,24.3,12.9,49.1,6.5,12,1,none,autumn,medium
SIN,43.0,15.8,25.0,13.8,97,1,none,spring,medium
LAX,76.8,13.5,32.4,18.5,37,1,heavy,summer,medium
LHR,76.8,13.0,44.8,17.2,53,1,heavy,winter,medium
JFK,79.9,12.5,22.1,21.7,59,0,none,summer,medium
NRT,66.3,4.1,24.3,25.4,21,0,heavy,spring,high
BOM,79.6,15.6,14.7,17.3,24,0,heavy,autumn,medium
SIN,88.8,8.6,15.3,52.1,33,1,none,summer,medium
BOM,32.2,12.9,13.6,5.6,10,0,none,summer,medium
JFK,39.4,4.1,26.0,22.2,26,1,none,autumn,medium
FRA,5.1,13.9,44.0,47.1,26,0,heavy,summer,medium
JFK,3.4,8.2,24.8,7.8,57,1,light,winter,medium
DXB,106.7,4.3,42.0,1.8,75,0,heavy,autumn,high
FRA,96.9,1.9,44.9,37.0,53,1,light,autumn,high
FRA,51.8,18.8,46.1,37.7,47,1,heavy,spring,medium
CDG,39.6,0.2,22.4,4.0,63,1,heavy,summer,high
NRT,3.9,1.8,33.2,24.7,80,1,heavy,winter,medium
LHR,17.3,1.8,9.0,38.0,23,1,heavy,summer,medium
SYD,29.1,18.8,31.9,15.3,58,1,none,summer,low
LHR,74.0,19.3,1.5,30.8,18,0,none,winter,low
LHR,38.2,19.5,33.0,35.9,42,1,light,winter,low
LHR,104.8,13.3,16.9,35.0,18,0,heavy,spring,medium
FRA,1.0,19.1,29.4,19.4,27,1,none,summer,low
JFK,105.7,7.1,4.6,-13.7,24,1,heavy,summer,high
LHR,6.2,18.8,23.0,-10.4,77,0,none,summer,low
LAX,61.9,3.9,32.6,25.4,77,1,none,winter,high
SIN,96.4,4.5,6.0,27.9,18,0,heavy,winter,high
JFK,85.2,13.6,16.6,40.5,73,0,heavy,summer,medium
CDG,114.6,18.5,1.4,18.6,46,0,none,winter,medium
JFK,53.2,4.8,4.0,8.7,33,1,light,summer,medium
JFK,79.1,18.4,10.0,39.0,26,0,heavy,summer,medium
JFK,56.8,17.6,46.0,31.3,63,0,light,summer,medium
DXB,74.9,1.2,47.7,17.7,35,0,heavy,autumn,high
BOM,7.6,19.4,12.0,-5.4,24,1,heavy,winter,low
FRA,87.7,15.8,35.3,25.9,13,1,light,spring,medium
FRA,89.1,11.2,36.6,42.4,43,0,heavy,spring,high
JFK,57.5,4.1,31.4,46.7,31,0,none,winter,high
CDG,30.8,12.4,29.9,19.3,41,0,light,summer,medium
NRT,13.8,14.0,24.5,33.7,41,0,none,summer,low
LHR,69.3,8.7,9.9,17.6,61,0,light,summer,medium
CDG,90.7,13.9,6.9,33.2,72,1,none,winter,medium
DXB,47.0,14.5,18.5,32.4,30,1,heavy,summer,medium
LAX,118.1,9.8,11.6,-6.7,73,1,heavy,autumn,high
LHR,17.0,1.5,40.1,19.2,45,1,light,spring,medium
LAX,36.0,3.3,29.9,-1.0,37,0,none,spring,medium
JFK,44.4,6.4,35.6,28.4,36,1,light,summer,medium
DXB,79.0,0.3,24.8,20.3,60,1,light,autumn,high
LHR,2.3,2.8,5.7,25.2,48,1,light,autumn,medium
FRA,64.9,18.0,38.1,30.6,84,0,none,winter,medium
FRA,77.7,18.1,30.5,26.6,43,0,none,winter,medium
LAX,88.2,5.8,30.6,27.6,74,0,heavy,winter,high
FRA,45.3,16.0,14.0,40.1,45,1,none,winter,low
SYD,107.7,14.4,28.7,18.4,32,1,heavy,winter,medium
JFK,25.2,6.2,45.2,28.3,60,0,heavy,spring,medium
NRT,68.8,10.2,19.1,2.8,35,1,none,spring,medium
FRA,57.7,14.3,29.2,15.0,35,0,heavy,autumn,medium
DXB,116.0,16.9,6.3,45.4,46,1,heavy,spring,medium
JFK,34.0,1.1,18.9,5.0,21,0,heavy,autumn,medium
NRT,46.3,10.0,47.3,31.7,71,1,heavy,winter,medium
LHR,83.7,3.8,13.5,38.6,95,1,none,autumn,high
LHR,83.5,7.4,40.3,23.0,47,0,heavy,autumn,high
LHR,5.4,3.6,45.4,25.2,67,1,heavy,spring,medium
DXB,39.6,18.4,49.6,0.8,38,0,light,spring,medium
NRT,26.3,10.6,21.3,35.2,45,1,light,autumn,medium
LAX,110.3,1.7,11.6,11.1,76,0,light,autumn,high
CDG,95.0,12.1,26.4,27.7,83,1,heavy,summer,medium
FRA,107.7,12.0,28.2,26.8,86,0,none,summer,high
FRA,30.7,14.5,41.2,-3.6,64,0,none,winter,medium
SYD,38.9,10.1,6.9,19.3,99,1,heavy,autumn,medium
JFK,37.6,15.3,21.2,8.7,40,1,heavy,summer,medium
SYD,98.0,4.1,48.3,21.3,50,1,none,summer,high
SIN,119.5,12.2,49.1,38.0,75,0,heavy,spring,high
LHR,10.3,19.7,29.7,28.0,48,1,light,summer,low
CDG,23.1,1.5,27.7,22.9,36,0,none,winter,medium
SIN,89.0,5.1,6.7,29.5,54,1,heavy,winter,high
LAX,31.8,14.0,47.8,7.1,16,0,heavy,autumn,medium
SIN,80.8,4.4,9.2,31.7,70,1,heavy,winter,high
CDG,32.4,3.3,1.9,18.6,86,1,light,autumn,medium
BOM,59.5,2.7,25.8,-15.5,40,1,light,autumn,high
CDG,51.8,12.2,32.7,42.1,78,0,heavy,winter,medium
LAX,59.0,2.9,32.8,17.8,49,0,none,summer,high
NRT,47.9,0.6,40.9,10.2,45,0,heavy,autumn,high
CDG,36.3,9.4,36.6,52.2,77,1,heavy,winter,medium
JFK,110.3,11.5,10.3,25.3,51,0,light,winter,medium
BOM,10.5,0.3,46.7,1.6,90,0,heavy,summer,high
BOM,82.7,0.4,10.4,8.6,21,1,light,autumn,high
LHR,98.8,9.9,18.4,21.7,24,1,heavy,spring,high
SIN,97.1,6.4,29.4,41.0,30,1,heavy,winter,high
FRA,114.8,15.9,13.9,17.4,37,0,light,spring,medium
LHR,10.7,11.6,13.0,26.2,72,1,heavy,summer,low
SIN,95.8,14.2,31.8,34.9,46,0,heavy,winter,medium
LHR,34.0,14.7,49.5,12.5,16,1,light,spring,medium
FRA,69.2,15.2,12.4,19.0,16,0,none,spring,medium
LHR,119.1,15.4,30.7,24.3,78,0,heavy,summer,high
BOM,19.9,2.9,28.3,10.0,90,0,none,summer,medium
LAX,109.7,10.7,0.8,9.5,41,1,none,autumn,medium
SYD,104.0,8.2,2.3,32.6,61,0,light,summer,medium
JFK,92.6,3.1,47.2,37.4,95,1,light,autumn,high
CDG,112.6,1.5,36.1,18.8,83,0,heavy,summer,high
CDG,68.8,16.7,7.9,18.4,34,1,none,winter,medium
SYD,52.4,17.2,17.7,17.3,82,1,light,summer,medium
FRA,93.4,9.3,28.3,15.5,84,0,heavy,summer,high
LHR,95.9,1.2,35.9,9.6,56,0,none,summer,high
FRA,4.1,13.3,6.3,-10.8,58,0,heavy,autumn,low
FRA,113.3,10.6,0.3,-5.9,12,0,none,winter,medium
LAX,23.0,11.7,32.4,34.5,15,0,light,spring,medium
NRT,84.4,5.8,28.3,43.7,23,1,none,winter,high
LAX,40.0,2.7,38.1,5.7,22,0,heavy,summer,high
SYD,101.2,10.6,7.8,20.3,65,1,heavy,winter,medium
SYD,39.8,9.3,24.8,20.1,85,1,heavy,summer,medium
BOM,73.9,14.0,36.5,15.9,97,0,none,summer,medium
FRA,83.0,14.6,45.4,16.4,16,0,none,spring,medium
JFK,115.6,14.4,32.9,28.9,43,1,light,winter,high
FRA,107.0,8.7,38.7,44.1,49,0,heavy,spring,high
CDG,5.7,6.1,2.9,26.1,81,1,none,summer,medium
BOM,53.3,10.6,1.5,29.0,81,0,heavy,winter,medium
SYD,75.0,1.3,34.7,20.2,83,1,heavy,winter,high
CDG,86.4,7.9,22.0,34.2,18,0,none,spring,high
NRT,82.0,6.2,0.8,32.5,37,1,light,autumn,medium
SYD,54.4,8.7,19.3,13.3,70,0,light,autumn,medium
CDG,50.3,3.7,27.9,27.6,57,1,heavy,winter,high
NRT,30.6,11.6,43.4,11.4,74,0,heavy,autumn,medium
DXB,34.1,6.3,8.2,18.0,19,1,heavy,summer,medium
JFK,100.5,14.1,45.7,1.9,22,0,none,summer,high
CDG,96.5,5.7,1.1,57.1,17,1,light,winter,high
LHR,28.2,6.5,19.9,60.8,20,1,light,summer,medium
FRA,74.9,10.0,32.6,30.9,71,0,none,winter,medium
DXB,16.2,17.9,7.0,28.1,54,0,light,autumn,low
FRA,47.5,2.0,39.6,20.1,46,1,none,autumn,high
SIN,16.8,4.3,48.2,5.4,56,0,heavy,autumn,medium
SYD,112.9,13.7,2.3,10.2,39,0,light,winter,medium
LHR,77.8,12.5,1.6,27.4,77,1,light,winter,medium
SIN,39.6,4.9,48.7,34.6,42,1,light,summer,high
SIN,33.0,9.1,10.5,13.2,11,1,heavy,summer,medium
DXB,93.2,15.2,9.1,34.0,86,1,heavy,summer,medium
LHR,6.4,16.8,13.5,8.1,17,0,heavy,winter,low
LAX,3.1,8.9,40.2,24.0,90,1,heavy,spring,medium
FRA,72.5,9.6,1.9,30.6,77,0,light,summer,medium
LAX,73.2,12.9,5.6,51.3,91,0,none,spring,medium
DXB,80.8,8.8,40.0,32.3,17,0,light,autumn,high
FRA,16.0,11.0,32.3,10.0,99,0,light,autumn,medium
LAX,94.3,3.9,29.5,19.1,55,0,none,winter,high
FRA,99.0,7.3,19.8,3.9,15,0,heavy,winter,high
FRA,81.9,13.6,5.5,34.7,63,0,light,summer,medium
CDG,48.5,18.6,6.8,19.0,23,0,light,autumn,low
LHR,117.7,16.0,9.7,13.9,61,0,light,spring,medium
DXB,44.6,15.6,35.9,11.1,66,0,light,spring,medium
LAX,99.5,1.9,2.9,6.9,80,0,heavy,summer,high
FRA,100.8,18.7,10.4,9.9,48,1,light,spring,medium
LAX,25.3,19.3,23.6,44.1,94,1,heavy,autumn,low
LAX,110.1,5.5,31.6,19.6,25,0,none,autumn,high
LAX,84.3,15.4,7.8,47.9,41,0,light,spring,medium
CDG,89.8,12.6,9.8,11.8,88,1,none,summer,medium
LHR,112.2,7.0,10.4,38.8,58,1,light,spring,high
LHR,48.8,3.5,45.4,7.2,37,0,heavy,summer,high
DXB,21.3,9.9,34.7,39.4,43,1,light,spring,medium
SIN,102.6,6.8,11.6,35.0,72,1,light,autumn,high
SIN,92.4,0.6,47.8,19.6,43,1,none,spring,high
SIN,72.8,14.8,24.3,-1.7,85,0,heavy,autumn,medium
LHR,99.3,16.6,29.2,30.5,78,1,heavy,winter,medium
CDG,83.9,8.4,31.6,22.4,85,0,none,summer,high
SIN,2.9,12.5,33.7,7.5,48,1,heavy,winter,low
SIN,28.5,14.1,28.9,38.6,51,0,none,summer,medium
NRT,75.6,2.5,19.9,25.0,98,0,light,spring,high
BOM,88.7,12.3,10.6,22.7,76,0,none,autumn,medium
LHR,31.0,12.2,23.6,20.2,17,0,light,winter,medium
FRA,7.2,6.0,30.7,7.6,32,1,light,autumn,medium
FRA,4.3,15.7,27.0,22.2,28,0,light,summer,low
LHR,32.1,13.6,28.5,18.4,82,1,light,summer,medium
FRA,72.5,2.2,4.6,37.1,89,0,heavy,autumn,high
SYD,92.0,11.1,11.0,7.8,10,0,none,summer,medium
JFK,42.9,8.7,33.1,30.2,75,0,heavy,winter,medium
SYD,42.6,13.8,35.5,6.8,22,0,heavy,autumn,medium
LHR,109.8,11.5,12.5,18.3,63,1,light,winter,medium
SIN,3.3,5.8,38.9,23.8,74,1,light,autumn,medium
JFK,14.8,5.2,29.4,19.1,30,1,light,winter,medium
CDG,72.6,9.2,27.0,33.5,23,0,light,winter,medium
BOM,115.9,15.2,42.6,16.9,95,0,light,spring,high
SIN,20.8,19.1,47.8,29.1,55,0,light,winter,low
NRT,27.6,15.3,30.4,18.7,68,1,light,spring,medium
JFK,51.2,7.4,15.3,10.0,55,1,none,autumn,medium
CDG,85.5,10.9,11.2,38.8,31,1,light,summer,medium
BOM,33.7,7.8,15.7,41.1,88,1,heavy,spring,medium
FRA,63.0,0.9,18.7,22.9,78,0,none,autumn,high
LAX,63.0,5.8,44.2,6.9,86,0,none,summer,high
FRA,63.8,0.4,18.2,17.3,39,1,light,spring,high
CDG,89.5,14.7,45.2,18.6,98,1,none,winter,medium
BOM,37.9,17.7,42.9,29.6,41,1,heavy,summer,medium
NRT,44.7,17.4,25.2,43.5,20,0,light,summer,medium
CDG,95.7,16.0,13.2,46.6,56,0,none,spring,medium
DXB,29.0,2.1,23.7,14.1,13,0,none,spring,medium
BOM,77.5,13.8,48.3,29.0,98,0,light,summer,medium
CDG,114.2,16.3,13.3,34.6,95,0,light,summer,medium
NRT,69.5,7.6,28.6,22.9,10,1,light,autumn,medium
NRT,95.7,1.4,2.6,25.0,74,0,light,winter,high
CDG,106.0,9.1,15.6,39.9,26,1,none,spring,high
FRA,88.5,7.4,45.3,10.9,64,1,light,autumn,high
SIN,11.1,16.8,37.6,26.7,82,0,heavy,summer,low
JFK,29.1,5.0,46.5,33.0,63,1,light,summer,medium
LHR,75.0,15.7,20.0,1.8,67,0,heavy,autumn,medium
LHR,97.7,9.0,43.9,-4.1,57,1,light,autumn,high
JFK,4.2,5.2,33.6,26.1,53,1,light,summer,medium
LHR,109.0,7.6,42.9,46.1,12,0,heavy,winter,high
NRT,60.7,2.2,47.0,26.0,70,1,light,autumn,high
LHR,62.4,16.5,36.1,16.2,76,1,none,spring,medium
CDG,62.5,3.1,43.6,17.3,69,1,light,summer,high
NRT,95.7,16.5,29.8,19.2,98,1,heavy,spring,medium
NRT,20.7,1.2,21.1,42.6,97,1,heavy,summer,medium
SIN,40.3,0.9,7.4,26.8,38,0,none,spring,medium
LAX,63.7,17.2,0.4,43.1,34,0,none,summer,low
FRA,31.5,11.3,12.4,41.8,81,0,none,spring,medium
JFK,45.6,0.3,18.4,36.0,61,1,light,autumn,high
BOM,79.0,11.7,16.1,-5.3,45,0,none,spring,medium
FRA,4.3,8.5,44.9,32.8,96,0,light,winter,medium
SYD,47.7,12.0,11.6,18.9,94,0,heavy,winter,medium
SIN,3.1,14.2,36.6,8.0,93,0,light,winter,low
DXB,33.9,12.8,9.6,14.5,16,0,light,spring,low
SIN,116.7,19.0,44.4,16.2,68,0,none,autumn,medium
JFK,14.9,11.3,9.1,34.1,95,0,none,spring,low
LHR,116.5,9.0,48.3,4.4,67,1,light,summer,high
LAX,77.2,6.7,18.6,0.6,87,0,heavy,spring,medium
CDG,7.6,3.8,42.4,9.7,49,1,light,summer,medium
JFK,15.1,13.0,12.7,30.8,29,1,light,summer,low
LHR,57.1,11.1,33.2,3.0,58,1,light,winter,medium
CDG,61.6,12.1,32.8,-9.5,15,1,light,autumn,medium
CDG,72.5,18.4,31.8,13.2,98,0,heavy,autumn,medium
FRA,32.6,17.5,24.5,12.0,28,1,light,spring,low
SIN,91.0,6.7,46.9,25.4,86,0,none,winter,high
LAX,0.3,2.2,23.2,30.2,18,1,light,summer,medium
BOM,30.7,7.8,33.0,24.1,73,1,heavy,winter,medium
BOM,28.6,11.8,33.3,35.6,19,0,none,summer,medium
FRA,13.4,5.6,32.2,26.6,73,0,light,autumn,medium
JFK,41.0,6.1,32.5,22.0,57,1,heavy,winter,medium
SIN,92.3,15.8,12.0,0.2,39,1,none,autumn,medium
LAX,28.4,14.7,4.1,10.4,21,0,light,autumn,low
NRT,47.0,13.9,48.0,-1.3,23,1,none,summer,medium
NRT,40.6,9.2,20.5,2.6,38,1,light,spring,medium
LAX,73.1,9.0,26.3,25.4,41,1,none,winter,medium
SYD,63.1,0.4,23.6,8.2,59,0,light,summer,high
DXB,42.6,9.8,22.0,37.1,34,1,heavy,autumn,medium
CDG,86.4,0.5,45.2,53.1,60,1,none,winter,high
LHR,21.6,11.1,15.0,0.9,97,1,light,summer,medium
FRA,17.0,0.3,7.7,42.2,79,1,none,summer,medium
FRA,63.4,11.5,3.8,24.0,64,0,heavy,autumn,medium
SIN,23.1,4.1,46.2,21.7,77,0,heavy,autumn,medium
NRT,32.8,17.9,31.4,0.4,72,1,none,autumn,low
LAX,34.7,14.0,4.9,-8.7,53,0,none,summer,low
NRT,48.0,9.5,27.7,16.8,20,0,heavy,winter,medium
CDG,106.9,11.4,23.3,37.6,61,1,none,autumn,high
SIN,38.8,9.2,48.2,16.9,23,0,heavy,summer,medium
BOM,57.5,6.9,26.6,3.1,61,1,light,spring,medium
CDG,75.3,2.8,48.2,19.5,74,1,heavy,spring,high
CDG,116.5,15.4,35.8,36.0,85,1,light,winter,high
LHR,10.2,8.6,35.2,25.2,68,1,none,winter,medium
SYD,3.2,16.9,14.2,18.7,85,0,light,summer,low
SIN,64.1,14.8,5.4,29.2,30,0,light,winter,medium
JFK,24.5,7.6,28.6,18.8,69,1,none,autumn,medium
JFK,27.4,14.0,23.0,42.8,82,0,heavy,spring,medium
DXB,101.9,13.7,47.6,23.0,84,1,light,autumn,high
NRT,62.4,10.4,9.9,9.3,37,0,none,spring,medium
CDG,15.4,14.3,9.2,34.5,58,1,none,spring,low
LAX,99.0,6.2,8.7,-16.6,68,0,light,spring,high
SIN,27.0,8.1,8.3,25.4,66,1,none,autumn,medium
JFK,104.9,0.8,15.6,12.5,47,0,heavy,autumn,high
LHR,106.0,4.0,26.9,8.2,37,0,heavy,summer,high
BOM,55.5,14.8,43.2,8.7,19,1,none,spring,medium
NRT,42.7,15.6,47.4,7.8,17,0,heavy,spring,medium
NRT,94.8,16.6,42.2,11.8,36,0,light,summer,medium
LAX,113.6,19.6,11.8,7.4,54,0,heavy,spring,medium
CDG,1.3,18.4,23.5,16.3,44,1,light,spring,low
FRA,39.5,9.0,6.7,20.4,94,0,light,autumn,medium
FRA,104.6,19.1,33.2,2.7,34,1,light,summer,medium
SIN,75.1,11.7,1.2,4.8,59,1,light,spring,medium
NRT,37.1,2.3,18.3,15.5,51,0,heavy,summer,medium
SYD,30.7,15.8,32.0,27.6,72,0,light,winter,medium
LAX,3.7,11.1,37.7,-0.1,84,1,light,spring,medium
LHR,105.6,7.8,47.7,3.1,23,1,heavy,winter,high
FRA,35.6,15.1,37.8,24.3,57,0,light,winter,medium
LAX,58.8,11.6,15.3,15.7,67,0,heavy,autumn,medium
SIN,29.8,16.7,32.0,7.3,95,0,none,summer,low
BOM,87.5,13.3,37.1,7.6,61,1,none,summer,medium
BOM,44.9,14.9,38.6,8.0,13,1,light,spring,medium
SYD,119.3,7.8,5.0,4.3,30,0,heavy,spring,high
DXB,2.9,16.3,38.4,36.6,88,0,light,winter,low
LAX,106.6,1.7,6.1,9.3,17,0,none,autumn,high
BOM,43.7,15.5,32.2,11.3,79,1,heavy,summer,medium
JFK,14.7,18.7,37.8,33.0,11,1,none,summer,low
BOM,89.8,5.3,44.3,7.6,73,0,light,winter,high
SYD,55.1,17.0,1.5,43.0,44,1,heavy,spring,low
LAX,107.5,9.7,44.3,17.1,17,0,none,summer,high
LAX,86.4,19.7,24.5,39.1,94,1,heavy,autumn,medium
JFK,108.6,18.1,42.7,18.5,70,0,none,winter,medium
NRT,22.0,17.0,22.4,35.6,47,0,heavy,winter,low
NRT,8.0,11.6,10.6,42.6,98,1,light,spring,low
DXB,102.4,19.9,24.3,25.7,86,0,none,autumn,medium
DXB,3.8,2.5,34.8,12.8,62,1,none,spring,medium
LAX,100.2,5.8,46.6,9.2,79,1,light,winter,high
DXB,97.2,17.4,28.3,26.9,29,0,none,summer,medium
FRA,89.4,6.3,28.4,21.4,24,1,light,spring,high
DXB,100.5,13.4,12.0,8.8,90,0,light,autumn,medium
SIN,114.7,17.5,38.0,36.8,90,0,light,winter,medium
LAX,70.6,15.8,11.8,17.5,40,0,light,summer,medium
LAX,113.1,15.3,26.1,-2.8,61,0,none,summer,medium
JFK,81.7,17.1,9.9,18.6,35,1,heavy,autumn,medium
BOM,59.1,4.3,26.1,16.3,26,0,none,autumn,high
SYD,58.0,0.3,31.4,28.0,86,0,heavy,summer,high
LHR,66.4,16.1,39.7,-21.8,42,0,none,winter,medium
BOM,110.7,14.4,39.3,-5.3,92,1,light,summer,high
SYD,59.7,17.7,28.1,42.8,98,0,none,summer,medium
SIN,30.0,5.8,34.0,19.5,80,0,heavy,autumn,medium
LAX,6.9,19.5,46.9,17.1,10,1,none,winter,low
CDG,8.7,2.4,33.3,27.7,79,1,light,summer,medium
LAX,101.0,3.4,14.8,4.4,96,0,none,autumn,high
SYD,66.1,10.3,44.3,15.7,51,0,heavy,autumn,medium
BOM,99.3,14.4,30.2,19.7,51,0,none,spring,medium
LAX,61.8,9.6,1.6,2.7,19,1,light,winter,medium
DXB,31.4,11.3,49.8,11.6,97,1,none,spring,medium
SIN,105.7,4.9,9.8,-7.0,71,1,none,winter,high
DXB,57.0,5.5,12.6,38.5,78,1,light,spring,medium
CDG,11.6,16.5,39.1,5.4,63,0,none,winter,low
NRT,102.0,5.4,36.5,8.7,65,1,light,spring,high
NRT,114.2,9.2,19.9,37.5,10,0,light,winter,high
LHR,119.8,18.9,35.4,22.2,68,0,light,summer,medium
DXB,68.0,4.5,35.3,18.1,78,0,heavy,autumn,high
LHR,96.7,11.5,44.3,14.2,69,0,light,autumn,high
LHR,76.2,16.0,48.6,22.1,22,0,light,summer,medium
SYD,57.4,10.4,5.9,0.4,61,0,light,autumn,medium
DXB,119.4,15.8,12.3,46.6,61,1,heavy,autumn,medium
LHR,69.0,12.2,11.3,1.9,45,0,none,winter,medium
CDG,41.0,5.0,40.9,16.6,86,1,light,spring,high
BOM,46.7,8.7,36.4,-2.0,93,1,heavy,summer,medium
SYD,102.3,17.1,6.4,45.2,27,1,heavy,summer,medium
SYD,39.7,9.8,11.6,1.1,40,1,none,spring,medium
SYD,107.2,14.7,26.5,6.6,42,0,light,autumn,medium
NRT,81.2,16.2,24.4,31.6,29,0,light,winter,medium
JFK,4.4,11.5,49.9,14.8,41,1,heavy,spring,medium
NRT,79.2,11.4,31.6,-7.1,70,0,heavy,summer,medium
DXB,50.9,1.0,7.1,21.2,66,0,none,spring,medium
SYD,32.6,10.7,43.1,29.8,83,1,light,winter,medium
CDG,35.3,5.3,8.8,18.1,83,1,heavy,autumn,medium
DXB,73.4,5.6,16.0,7.3,13,1,light,spring,medium
SIN,109.3,1.3,19.9,15.1,77,0,none,spring,high
LHR,8.3,4.4,45.8,30.5,78,1,none,autumn,medium
LHR,37.1,14.0,3.9,47.6,87,1,light,summer,low
JFK,11.0,17.7,21.9,14.9,20,1,heavy,autumn,low
CDG,49.9,8.7,8.9,18.2,37,1,heavy,spring,medium
FRA,115.3,8.5,34.0,34.2,15,0,heavy,spring,high
NRT,91.8,15.5,20.6,29.2,16,0,light,autumn,medium
SYD,110.7,1.3,7.5,34.2,68,1,none,autumn,high
LAX,105.0,18.5,44.4,11.0,93,1,light,spring,medium
CDG,52.1,1.3,16.6,11.6,16,0,heavy,summer,high
DXB,75.8,3.0,40.5,7.4,99,0,heavy,spring,high
JFK,71.9,3.4,4.2,4.0,63,1,heavy,spring,medium
LAX,19.0,17.7,32.6,16.2,88,1,heavy,spring,low
BOM,67.4,11.5,14.5,20.5,23,1,heavy,summer,medium
SYD,69.1,11.6,36.0,-6.4,59,1,none,summer,medium
LHR,90.8,17.8,34.5,20.6,51,0,light,spring,medium
SIN,2.4,16.3,48.5,6.4,95,0,heavy,autumn,low
LAX,57.6,19.9,12.8,24.2,66,0,none,autumn,low
SYD,108.1,16.2,15.6,27.8,50,1,heavy,spring,medium
LAX,41.4,12.3,13.8,14.5,12,0,none,winter,medium
LHR,61.6,1.3,6.7,28.1,13,0,light,winter,high
JFK,65.9,4.1,45.4,6.2,36,0,heavy,spring,high
LAX,75.8,13.8,30.7,20.9,47,0,light,spring,medium
BOM,61.7,11.9,26.5,3.4,69,0,light,spring,medium
SIN,79.9,3.2,48.5,30.6,50,0,light,autumn,high
FRA,97.4,7.0,27.2,13.1,53,1,heavy,spring,high
DXB,80.9,18.8,37.4,12.4,67,0,light,winter,medium
LAX,57.0,14.0,47.4,6.7,65,1,light,summer,medium
NRT,38.8,4.5,29.5,47.5,36,1,light,summer,medium
SYD,10.4,15.2,6.1,3.7,81,1,light,winter,low
SIN,103.5,1.7,42.2,15.6,29,0,light,winter,high
DXB,79.7,16.6,5.1,16.1,45,1,light,winter,medium
NRT,63.4,19.0,47.3,5.2,46,0,none,autumn,medium
FRA,77.9,12.8,22.3,-1.4,93,0,none,autumn,medium
JFK,87.1,3.5,34.4,11.0,97,0,light,spring,high
SYD,4.9,0.8,42.4,28.2,59,0,none,winter,medium
SIN,111.1,12.2,8.3,33.1,87,1,heavy,summer,medium
FRA,29.1,2.5,16.6,24.3,42,0,light,spring,medium
LHR,110.4,19.3,33.5,-5.4,69,0,none,autumn,medium
LAX,2.5,11.6,40.5,16.3,86,1,light,autumn,medium
SIN,87.8,8.5,21.6,49.5,94,1,none,spring,high
LHR,79.8,0.2,42.1,17.6,31,0,heavy,winter,high
LAX,32.3,14.2,49.8,4.0,13,0,none,autumn,medium
NRT,19.0,12.7,37.2,9.0,59,0,light,summer,medium
SIN,18.8,9.0,22.0,11.9,77,0,heavy,autumn,medium
SYD,21.5,17.7,23.2,30.6,14,1,light,spring,low
DXB,97.0,8.3,36.3,11.0,99,1,none,spring,high
LAX,32.3,4.9,47.4,38.5,57,0,light,winter,medium
NRT,3.1,13.3,19.5,13.8,31,0,heavy,autumn,low
NRT,60.1,18.3,14.7,23.1,77,1,heavy,summer,low
SIN,101.1,19.5,3.5,4.6,18,0,light,summer,medium
NRT,66.9,0.2,14.4,34.2,76,1,light,autumn,high
SIN,5.0,6.8,11.4,23.4,50,0,none,summer,medium
NRT,2.9,9.5,27.2,54.6,50,0,light,spring,medium
DXB,31.8,14.8,34.7,19.1,97,0,heavy,summer,medium
LHR,28.0,7.8,31.0,8.2,51,0,light,spring,medium
SYD,93.2,11.0,3.4,22.0,57,1,heavy,winter,medium
NRT,2.2,7.8,34.8,10.6,36,1,light,autumn,medium
JFK,7.0,1.0,38.9,39.7,90,0,light,summer,medium
SYD,106.2,9.7,24.3,-26.4,77,1,none,winter,high
NRT,108.0,18.4,35.8,23.8,83,0,heavy,winter,medium
LHR,103.5,8.6,37.2,25.0,29,1,none,summer,high
