preferred_class,budget_usd,preferred_airline,avg_rating_given,trips_per_year,loyalty_tier,prefers_direct,recommended_airline
Economy,1370,EuroWings,4.0,28,Silver,0,PacificAir
First,3678,SkyMind,3.0,1,Bronze,0,SkyMind
Economy,674,SkyMind,2.5,25,Bronze,0,EuroWings
Business,4923,AeroGulf,1.9,16,Platinum,0,SkyMind
Business,263,AsiaJet,4.5,3,Gold,1,AsiaJet
Economy,3236,EuroWings,2.7,29,Gold,1,SkyMind
Business,1259,PacificAir,2.9,13,Platinum,0,PacificAir
First,4992,AsiaJet,3.1,28,Silver,1,SkyMind
Business,3321,PacificAir,3.1,5,Gold,0,SkyMind
First,1086,EuroWings,3.3,22,Bronze,0,PacificAir
Economy,1693,SkyMind,1.5,1,Platinum,1,PacificAir
Economy,2516,SkyMind,4.3,14,Gold,0,AeroGulf
Business,3841,SkyMind,2.4,15,Platinum,1,SkyMind
Business,598,SkyMind,1.6,25,Platinum,1,EuroWings
Business,3758,AeroGulf,1.7,3,Gold,1,SkyMind
Economy,1816,AsiaJet,2.4,20,Platinum,1,PacificAir
First,4269,EuroWings,2.0,13,Bronze,0,SkyMind
Business,3646,AsiaJet,4.3,15,Platinum,1,SkyMind
First,4473,AeroGulf,4.5,3,Bronze,0,SkyMind
Business,3930,SkyMind,3.8,22,Bronze,1,SkyMind
First,2889,AsiaJet,4.2,17,Silver,0,AeroGulf
First,3291,AeroGulf,1.1,9,Bronze,0,SkyMind
Business,3212,EuroWings,1.3,27,Bronze,1,SkyMind
Economy,3823,AsiaJet,4.2,18,Bronze,0,SkyMind
Economy,3226,PacificAir,2.9,16,Bronze,1,SkyMind
Economy,4414,AsiaJet,4.8,18,Platinum,0,SkyMind
Business,534,AeroGulf,4.4,4,Platinum,0,EuroWings
Business,4325,PacificAir,2.4,1,Bronze,1,SkyMind
First,4575,SkyMind,2.3,19,Platinum,0,SkyMind
Business,1738,PacificAir,4.5,14,Bronze,0,PacificAir
First,1658,SkyMind,2.7,10,Bronze,0,PacificAir
First,1278,SkyMind,2.8,6,Platinum,1,PacificAir
Economy,682,SkyMind,3.1,28,Gold,0,EuroWings
First,238,AeroGulf,4.1,1,Platinum,1,AsiaJet
Business,3310,AsiaJet,2.4,27,Bronze,0,SkyMind
Economy,3984,SkyMind,2.7,28,Silver,0,SkyMind
Business,4740,AeroGulf,2.8,5,Bronze,0,SkyMind
Business,1347,AsiaJet,4.4,5,Platinum,0,PacificAir
Economy,460,SkyMind,2.7,4,Platinum,0,AsiaJet
Economy,3287,SkyMind,4.3,15,Platinum,1,SkyMind
Business,2471,SkyMind,3.2,14,Platinum,1,AeroGulf
Business,1160,PacificAir,3.4,18,Gold,0,PacificAir
Business,3745,AeroGulf,3.6,4,Bronze,1,SkyMind
Business,3551,SkyMind,2.5,2,Platinum,0,SkyMind
First,4612,EuroWings,3.4,10,Bronze,1,SkyMind
Business,3257,AsiaJet,1.7,19,Bronze,1,SkyMind
Economy,3800,SkyMind,2.3,15,Bronze,0,SkyMind
Economy,3044,EuroWings,4.4,17,Bronze,1,SkyMind
Business,1549,AsiaJet,2.5,19,Gold,0,PacificAir
Economy,3868,SkyMind,2.6,1,Bronze,1,SkyMind
Economy,1514,SkyMind,4.6,8,Silver,1,PacificAir
First,171,AsiaJet,2.4,17,Silver,1,AsiaJet
First,4285,SkyMind,3.6,27,Gold,0,SkyMind
Economy,1022,EuroWings,4.8,1,Platinum,0,PacificAir
Economy,1867,AsiaJet,5.0,10,Bronze,0,PacificAir
First,4383,AeroGulf,3.1,13,Platinum,0,SkyMind
Economy,4290,SkyMind,3.4,23,Silver,1,SkyMind
Business,970,EuroWings,2.7,2,Gold,0,EuroWings
Business,1033,AsiaJet,4.0,14,Platinum,1,PacificAir
Business,2165,AeroGulf,3.9,4,Silver,0,AeroGulf
First,634,EuroWings,2.5,1,Gold,0,EuroWings
Economy,3470,EuroWings,1.2,22,Silver,0,SkyMind
Economy,619,PacificAir,3.5,19,Bronze,0,EuroWings
Business,3102,AeroGulf,1.1,13,Platinum,1,SkyMind
Economy,3601,AsiaJet,3.6,19,Silver,1,SkyMind
Business,4378,AsiaJet,4.3,25,Gold,1,SkyMind
Business,3558,SkyMind,3.3,29,Platinum,1,SkyMind
Business,1455,SkyMind,2.3,7,Platinum,1,PacificAir
Economy,4486,AsiaJet,3.0,25,Bronze,0,SkyMind
Business,1766,AsiaJet,2.4,9,Platinum,1,PacificAir
First,3214,AeroGulf,1.4,25,Bronze,0,SkyMind
First,3780,AsiaJet,2.3,23,Platinum,1,SkyMind
First,2173,EuroWings,2.9,4,Gold,0,AeroGulf
Business,1871,EuroWings,2.4,5,Gold,1,PacificAir
Economy,1045,EuroWings,1.1,14,Gold,1,PacificAir
Economy,2520,PacificAir,1.4,22,Platinum,1,AeroGulf
Business,910,AeroGulf,1.5,12,Bronze,1,EuroWings
Business,983,AsiaJet,2.7,16,Platinum,0,EuroWings
Business,1407,SkyMind,1.1,10,Gold,1,PacificAir
Economy,2451,PacificAir,2.9,28,Silver,0,AeroGulf
First,4887,AeroGulf,1.2,10,Platinum,0,SkyMind
First,946,SkyMind,4.6,13,Gold,1,EuroWings
First,2568,EuroWings,5.0,27,Gold,0,AeroGulf
Business,3322,PacificAir,2.5,29,Platinum,1,SkyMind
Economy,679,AeroGulf,4.1,16,Platinum,0,EuroWings
Economy,867,EuroWings,4.6,8,Platinum,0,EuroWings
First,2264,AeroGulf,4.4,2,Silver,1,AeroGulf
First,4534,SkyMind,3.2,7,Gold,1,SkyMind
First,903,EuroWings,2.8,5,Gold,1,EuroWings
First,782,AsiaJet,2.3,21,Gold,1,EuroWings
Business,2744,AsiaJet,1.3,7,Platinum,0,AeroGulf
Business,956,AsiaJet,4.9,28,Gold,0,EuroWings
Economy,4945,EuroWings,1.2,1,Silver,1,SkyMind
Economy,2345,AeroGulf,1.7,1,Bronze,1,AeroGulf
Economy,129,AsiaJet,3.0,25,Platinum,1,AsiaJet
Economy,3012,AsiaJet,1.3,20,Bronze,0,SkyMind
First,2056,PacificAir,3.8,12,Gold,1,AeroGulf
Business,767,EuroWings,1.0,10,Gold,0,EuroWings
First,1473,PacificAir,4.4,24,Bronze,0,PacificAir
First,4834,SkyMind,4.7,10,Gold,0,SkyMind
Economy,4891,PacificAir,3.7,8,Silver,1,SkyMind
Business,2595,EuroWings,3.5,14,Platinum,1,AeroGulf
Business,3762,PacificAir,3.4,9,Bronze,0,SkyMind
Business,822,AsiaJet,1.3,24,Bronze,1,EuroWings
First,2072,PacificAir,2.4,1,Bronze,1,AeroGulf
First,3398,AsiaJet,3.5,20,Gold,0,SkyMind
Economy,1647,SkyMind,1.8,5,Gold,0,PacificAir
Business,1647,PacificAir,1.0,28,Silver,0,PacificAir
First,1977,EuroWings,3.1,11,Bronze,0,PacificAir
Business,4413,PacificAir,2.4,15,Bronze,0,SkyMind
Business,1617,SkyMind,1.9,25,Platinum,1,PacificAir
Business,3683,PacificAir,4.2,14,Gold,1,SkyMind
Business,2922,AsiaJet,3.8,4,Platinum,0,AeroGulf
First,342,AeroGulf,3.6,24,Bronze,0,AsiaJet
First,2078,EuroWings,4.9,26,Platinum,0,AeroGulf
First,4812,SkyMind,3.6,14,Gold,1,SkyMind
Business,2895,EuroWings,3.9,20,Bronze,0,AeroGulf
Business,4483,PacificAir,2.0,6,Gold,1,SkyMind
First,4626,AsiaJet,4.1,6,Gold,0,SkyMind
First,1770,AeroGulf,3.2,16,Gold,1,PacificAir
Economy,3159,AeroGulf,3.3,24,Silver,0,SkyMind
Business,4754,AsiaJet,1.6,7,Silver,0,SkyMind
Economy,4275,PacificAir,3.9,3,Silver,0,SkyMind
Business,3094,AsiaJet,3.7,15,Platinum,0,SkyMind
First,2587,EuroWings,1.6,11,Platinum,1,AeroGulf
First,2397,EuroWings,1.7,1,Bronze,0,AeroGulf
Business,1550,PacificAir,4.5,25,Platinum,0,PacificAir
Business,2298,AsiaJet,3.5,8,Platinum,1,AeroGulf
First,2288,AsiaJet,1.6,24,Silver,0,AeroGulf
Business,4240,SkyMind,1.9,6,Bronze,1,SkyMind
Economy,1835,AeroGulf,2.9,27,Silver,1,PacificAir
Business,1557,SkyMind,4.6,2,Silver,1,PacificAir
Economy,3385,PacificAir,3.0,29,Gold,0,SkyMind
Economy,4306,AeroGulf,1.7,18,Bronze,1,SkyMind
Economy,3543,PacificAir,4.4,24,Silver,1,SkyMind
First,3889,AsiaJet,2.7,6,Silver,1,SkyMind
First,3112,SkyMind,3.8,1,Bronze,1,SkyMind
First,2562,PacificAir,1.5,17,Silver,0,AeroGulf
Economy,1945,SkyMind,4.1,4,Silver,1,PacificAir
Economy,2348,AsiaJet,4.7,29,Gold,1,AeroGulf
First,619,PacificAir,4.3,29,Silver,1,EuroWings
Business,2415,AsiaJet,1.1,7,Platinum,0,AeroGulf
First,4126,PacificAir,3.3,10,Platinum,0,SkyMind
Economy,3112,AsiaJet,3.3,8,Platinum,0,SkyMind
Business,3098,AeroGulf,4.3,14,Bronze,0,SkyMind
First,3203,AeroGulf,5.0,26,Bronze,1,SkyMind
Economy,509,PacificAir,4.7,20,Gold,1,EuroWings
Business,2017,PacificAir,1.4,22,Silver,0,AeroGulf
Economy,3564,AeroGulf,4.0,22,Bronze,1,SkyMind
Economy,1373,PacificAir,4.7,1,Platinum,0,PacificAir
First,1252,SkyMind,2.6,10,Platinum,0,PacificAir
Business,4338,EuroWings,4.7,20,Gold,1,SkyMind
Business,2629,EuroWings,4.6,11,Gold,1,AeroGulf
First,2238,AeroGulf,3.6,3,Bronze,1,AeroGulf
First,107,SkyMind,4.6,6,Gold,0,AsiaJet
First,1641,EuroWings,4.0,28,Platinum,1,PacificAir
Economy,4047,AsiaJet,3.5,3,Platinum,0,SkyMind
Economy,1751,SkyMind,2.3,23,Bronze,1,PacificAir
Business,1547,SkyMind,3.2,27,Platinum,0,PacificAir
Business,1031,AeroGulf,3.7,14,Silver,1,PacificAir
Business,3248,EuroWings,3.1,3,Bronze,0,SkyMind
First,2990,AsiaJet,3.0,25,Gold,1,AeroGulf
First,2391,PacificAir,4.6,20,Gold,1,AeroGulf
Economy,298,PacificAir,4.9,21,Bronze,0,AsiaJet
Business,1506,AeroGulf,3.9,24,Bronze,1,PacificAir
Business,3906,SkyMind,2.4,9,Silver,1,SkyMind
Economy,1447,AsiaJet,4.6,18,Silver,1,PacificAir
First,455,PacificAir,4.3,27,Platinum,0,AsiaJet
Economy,905,PacificAir,4.0,14,Silver,0,EuroWings
First,3524,AeroGulf,2.6,19,Gold,1,SkyMind
Business,3118,SkyMind,3.4,25,Silver,0,SkyMind
First,4979,PacificAir,2.5,23,Bronze,1,SkyMind
Economy,2064,AsiaJet,1.7,27,Silver,0,AeroGulf
Business,3607,PacificAir,4.1,2,Platinum,0,SkyMind
Business,1916,AeroGulf,3.8,10,Gold,0,PacificAir
Business,445,EuroWings,2.2,27,Gold,1,AsiaJet
First,310,PacificAir,3.0,21,Gold,0,AsiaJet
Economy,1940,AeroGulf,3.4,20,Bronze,0,PacificAir
Economy,921,PacificAir,4.2,11,Silver,1,EuroWings
Business,3235,SkyMind,1.1,17,Silver,1,SkyMind
First,3729,AeroGulf,4.5,12,Bronze,1,SkyMind
First,1124,EuroWings,2.5,12,Silver,0,PacificAir
Economy,3398,PacificAir,3.1,26,Platinum,1,SkyMind
Business,817,PacificAir,2.9,24,Silver,1,EuroWings
First,4304,SkyMind,4.2,14,Bronze,1,SkyMind
First,4312,AeroGulf,3.6,11,Gold,0,SkyMind
First,2327,AeroGulf,4.0,17,Silver,1,AeroGulf
First,685,PacificAir,4.9,9,Platinum,1,EuroWings
Business,3745,PacificAir,4.1,20,Bronze,1,SkyMind
Economy,2047,EuroWings,3.9,4,Platinum,1,AeroGulf
Business,2925,PacificAir,1.5,17,Silver,1,AeroGulf
Economy,4989,AeroGulf,2.4,19,Bronze,1,SkyMind
Business,130,AeroGulf,3.4,19,Platinum,1,AsiaJet
Economy,1795,EuroWings,2.2,27,Bronze,0,PacificAir
First,3370,PacificAir,3.6,8,Gold,0,SkyMind
First,2219,AsiaJet,2.1,12,Silver,1,AeroGulf
Business,594,SkyMind,2.3,13,Silver,1,EuroWings
Economy,2944,AsiaJet,1.1,23,Platinum,1,AeroGulf
Economy,2904,AeroGulf,1.9,22,Gold,1,AeroGulf
Business,3617,PacificAir,3.0,22,Silver,1,SkyMind
First,4314,EuroWings,3.5,13,Bronze,1,SkyMind
Business,4877,PacificAir,2.8,11,Gold,1,SkyMind
Economy,2495,EuroWings,2.4,15,Silver,0,AeroGulf
First,4355,EuroWings,3.3,12,Silver,0,SkyMind
First,4358,EuroWings,1.3,8,Gold,0,SkyMind
First,4078,AeroGulf,2.1,4,Gold,0,SkyMind
Business,1770,PacificAir,2.5,4,Platinum,1,PacificAir
Economy,3546,EuroWings,2.9,4,Platinum,1,SkyMind
First,731,AeroGulf,4.2,13,Bronze,1,EuroWings
First,351,PacificAir,4.0,21,Platinum,0,AsiaJet
First,1517,PacificAir,2.9,6,Bronze,0,PacificAir
First,3006,AeroGulf,3.0,19,Platinum,0,SkyMind
Economy,169,SkyMind,3.8,12,Bronze,1,AsiaJet
Economy,746,AeroGulf,3.0,14,Platinum,0,EuroWings
Economy,4495,AeroGulf,1.5,22,Silver,0,SkyMind
Economy,1013,AsiaJet,2.8,5,Platinum,0,PacificAir
Economy,688,EuroWings,3.4,10,Platinum,0,EuroWings
First,3037,EuroWings,3.3,6,Platinum,1,SkyMind
Business,2677,AeroGulf,1.5,16,Gold,1,AeroGulf
Business,3361,EuroWings,4.9,22,Bronze,1,SkyMind
Business,4128,AeroGulf,2.5,1,Platinum,1,SkyMind
Economy,193,AeroGulf,5.0,14,Silver,1,AsiaJet
Business,2672,PacificAir,4.3,10,Bronze,1,AeroGulf
First,3988,SkyMind,2.0,18,Gold,1,SkyMind
First,1121,PacificAir,4.7,16,Platinum,1,PacificAir
Business,3446,SkyMind,1.9,26,Platinum,1,SkyMind
Business,3243,AeroGulf,1.6,2,Silver,0,SkyMind
Business,564,AeroGulf,2.7,14,Bronze,1,EuroWings
Economy,4999,EuroWings,1.6,10,Gold,0,SkyMind
Economy,1515,EuroWings,1.2,5,Bronze,0,PacificAir
Business,2305,PacificAir,2.3,3,Silver,0,AeroGulf
Economy,3177,AeroGulf,2.2,1,Gold,1,SkyMind
First,3147,PacificAir,4.7,5,Gold,0,SkyMind
Economy,4577,SkyMind,2.7,6,Silver,1,SkyMind
Economy,4430,AeroGulf,5.0,11,Silver,1,SkyMind
Economy,1105,EuroWings,1.5,18,Silver,1,PacificAir
Economy,1275,AsiaJet,3.1,8,Bronze,0,PacificAir
Economy,623,AeroGulf,3.9,26,Platinum,1,EuroWings
Economy,4662,PacificAir,2.2,29,Platinum,0,SkyMind
Business,1171,EuroWings,1.6,21,Platinum,0,PacificAir
Economy,4694,SkyMind,3.5,19,Bronze,0,SkyMind
Business,931,SkyMind,3.3,18,Platinum,1,EuroWings
Economy,4582,SkyMind,2.3,6,Gold,0,SkyMind
Business,1452,EuroWings,2.0,17,Silver,1,PacificAir
First,4433,PacificAir,4.4,8,Gold,0,SkyMind
Business,3094,AeroGulf,4.8,5,Platinum,1,SkyMind
Economy,521,EuroWings,3.8,11,Gold,0,EuroWings
Business,1785,AsiaJet,3.0,17,Bronze,1,PacificAir
Business,824,AeroGulf,1.4,9,Silver,0,EuroWings
Economy,2930,EuroWings,1.4,16,Silver,0,AeroGulf
First,4185,AeroGulf,2.8,7,Bronze,1,SkyMind
Business,211,PacificAir,4.6,1,Silver,0,AsiaJet
Business,2082,AsiaJet,4.1,13,Gold,1,AeroGulf
Business,1214,AeroGulf,3.8,7,Silver,0,PacificAir
Economy,1248,AsiaJet,2.0,3,Silver,1,PacificAir
Business,2437,PacificAir,1.6,18,Platinum,1,AeroGulf
Economy,1857,AeroGulf,4.6,14,Silver,1,PacificAir
Business,2921,AsiaJet,1.7,22,Platinum,0,AeroGulf
Economy,623,SkyMind,1.9,10,Platinum,0,EuroWings
Economy,3868,AeroGulf,4.1,3,Silver,0,SkyMind
First,2041,AsiaJet,4.1,29,Platinum,1,AeroGulf
Business,3506,PacificAir,3.7,29,Gold,0,SkyMind
First,963,SkyMind,1.6,25,Bronze,1,EuroWings
First,526,PacificAir,1.7,3,Gold,1,EuroWings
Economy,1473,EuroWings,4.3,13,Gold,1,PacificAir
First,1651,EuroWings,2.3,9,Silver,1,PacificAir
Economy,1391,PacificAir,3.2,4,Platinum,0,PacificAir
Business,4305,AsiaJet,4.2,10,Silver,1,SkyMind
First,2628,EuroWings,2.1,10,Platinum,0,AeroGulf
First,3313,PacificAir,1.7,16,Platinum,1,SkyMind
Business,2370,AeroGulf,2.4,20,Silver,1,AeroGulf
Business,1473,SkyMind,3.1,28,Bronze,1,PacificAir
Economy,2952,EuroWings,2.8,26,Gold,0,AeroGulf
Economy,501,AeroGulf,2.1,29,Platinum,0,EuroWings
Business,757,EuroWings,2.6,26,Bronze,1,EuroWings
First,740,SkyMind,4.0,13,Gold,1,EuroWings
First,528,AeroGulf,3.2,2,Bronze,1,EuroWings
First,870,EuroWings,2.2,25,Bronze,0,EuroWings
First,2960,SkyMind,3.0,21,Bronze,1,AeroGulf
First,4941,PacificAir,4.1,1,Silver,0,SkyMind
Business,761,AsiaJet,2.2,9,Platinum,1,EuroWings
Business,704,AsiaJet,1.7,16,Silver,0,EuroWings
First,446,PacificAir,3.2,9,Silver,0,AsiaJet
Economy,2932,EuroWings,2.9,15,Silver,0,AeroGulf
First,4815,AsiaJet,3.4,9,Gold,0,SkyMind
First,583,EuroWings,1.4,18,Platinum,0,EuroWings
Economy,1006,PacificAir,1.9,22,Gold,1,PacificAir
Business,1457,EuroWings,1.2,20,Silver,0,PacificAir
First,2286,PacificAir,4.3,15,Silver,0,AeroGulf
Business,4835,AeroGulf,2.6,27,Platinum,0,SkyMind
First,4742,AsiaJet,4.6,1,Gold,0,SkyMind
Economy,3637,AsiaJet,4.8,8,Bronze,0,SkyMind
First,2966,AsiaJet,1.2,7,Platinum,0,AeroGulf
First,4456,AeroGulf,2.8,10,Bronze,1,SkyMind
Business,487,SkyMind,2.8,8,Bronze,1,AsiaJet
Business,772,AsiaJet,3.6,24,Platinum,1,EuroWings
First,3518,EuroWings,1.3,3,Platinum,0,SkyMind
First,221,AsiaJet,4.7,7,Platinum,0,AsiaJet
Economy,2850,PacificAir,4.1,26,Silver,1,AeroGulf
First,359,AeroGulf,1.1,9,Silver,1,AsiaJet
Economy,1032,SkyMind,1.8,18,Silver,1,PacificAir
Business,3033,AsiaJet,4.3,3,Bronze,0,SkyMind
Economy,2752,AeroGulf,1.9,4,Bronze,1,AeroGulf
First,1508,AsiaJet,2.5,6,Platinum,0,PacificAir
Business,2598,EuroWings,3.6,9,Platinum,1,AeroGulf
Economy,2279,AsiaJet,1.3,9,Platinum,1,AeroGulf
Business,1130,AsiaJet,3.7,25,Silver,1,PacificAir
Economy,2880,AeroGulf,2.1,22,Silver,1,AeroGulf
First,3228,EuroWings,1.7,15,Platinum,1,SkyMind
First,2160,PacificAir,1.4,22,Gold,0,AeroGulf
Economy,2237,PacificAir,1.6,10,Silver,1,AeroGulf
Business,2299,AsiaJet,3.2,8,Gold,1,AeroGulf
Economy,791,AeroGulf,4.8,21,Bronze,1,EuroWings
First,937,AeroGulf,3.7,1,Silver,0,EuroWings
Business,3198,AeroGulf,2.8,1,Platinum,1,SkyMind
Economy,1566,AsiaJet,4.9,26,Bronze,0,PacificAir
Business,537,EuroWings,2.0,26,Bronze,0,EuroWings
Business,514,EuroWings,4.3,25,Silver,1,EuroWings
First,3675,AsiaJet,1.6,21,Gold,0,SkyMind
Business,2903,AeroGulf,1.9,18,Gold,1,AeroGulf
First,2999,PacificAir,2.9,26,Bronze,0,AeroGulf
Economy,4792,EuroWings,1.4,14,Bronze,0,SkyMind
First,3776,AsiaJet,2.2,14,Bronze,0,SkyMind
Business,3963,EuroWings,3.7,9,Platinum,0,SkyMind
First,331,AeroGulf,2.9,5,Silver,0,AsiaJet
Business,3495,AsiaJet,3.3,7,Gold,0,SkyMind
Economy,1008,SkyMind,1.2,19,Silver,1,PacificAir
First,263,PacificAir,2.0,14,Gold,1,AsiaJet
Business,3472,PacificAir,4.1,19,Gold,1,SkyMind
Business,2797,PacificAir,3.3,22,Gold,1,AeroGulf
Business,2808,AsiaJet,1.0,17,Bronze,0,AeroGulf
Economy,2645,SkyMind,3.4,13,Bronze,0,AeroGulf
Business,4019,SkyMind,1.5,22,Gold,0,SkyMind
Business,601,AeroGulf,1.5,21,Bronze,0,EuroWings
First,1878,SkyMind,4.7,2,Silver,0,PacificAir
Economy,4930,SkyMind,4.9,8,Bronze,0,SkyMind
First,2843,SkyMind,3.1,8,Silver,0,AeroGulf
Economy,864,AeroGulf,3.4,9,Gold,0,EuroWings
Business,802,AsiaJet,2.6,16,Platinum,0,EuroWings
Economy,480,AsiaJet,4.5,3,Silver,1,AsiaJet
Economy,2866,AsiaJet,3.1,10,Silver,1,AeroGulf
Business,3364,EuroWings,4.7,25,Bronze,0,SkyMind
Economy,1540,AeroGulf,1.9,10,Bronze,1,PacificAir
First,4692,AsiaJet,1.4,9,Silver,1,SkyMind
Business,3886,AsiaJet,4.9,18,Gold,0,SkyMind
Economy,4297,AsiaJet,3.0,2,Gold,0,SkyMind
First,819,SkyMind,3.5,21,Bronze,1,EuroWings
Business,217,PacificAir,2.4,6,Gold,0,AsiaJet
First,4583,PacificAir,1.5,28,Platinum,1,SkyMind
First,2837,PacificAir,4.4,17,Bronze,0,AeroGulf
Business,4192,AsiaJet,1.6,29,Gold,1,SkyMind
First,4571,SkyMind,3.0,1,Platinum,0,SkyMind
Economy,2545,AeroGulf,4.3,13,Platinum,0,AeroGulf
Business,1414,AeroGulf,3.6,27,Gold,0,PacificAir
Business,4881,PacificAir,3.7,29,Bronze,1,SkyMind
First,2257,AsiaJet,1.9,27,Platinum,0,AeroGulf
First,4051,AeroGulf,3.1,6,Platinum,0,SkyMind
First,906,EuroWings,1.2,22,Platinum,1,EuroWings
First,1624,AeroGulf,1.2,6,Silver,1,PacificAir
First,4953,AsiaJet,3.9,24,Bronze,0,SkyMind
Business,1794,AeroGulf,4.1,19,Bronze,1,PacificAir
First,3786,AsiaJet,1.6,18,Gold,1,SkyMind
Economy,4450,SkyMind,4.8,20,Silver,0,SkyMind
Business,891,AeroGulf,1.5,9,Bronze,1,EuroWings
First,334,AeroGulf,2.7,27,Gold,0,AsiaJet
Economy,1237,PacificAir,1.8,1,Bronze,1,PacificAir
Business,4718,AsiaJet,1.4,22,Platinum,1,SkyMind
First,3120,SkyMind,4.9,8,Platinum,0,SkyMind
Business,2368,SkyMind,2.8,2,Platinum,0,AeroGulf
First,4470,PacificAir,2.3,20,Silver,1,SkyMind
Business,118,AsiaJet,2.3,10,Gold,0,AsiaJet
Economy,4463,PacificAir,1.8,4,Gold,1,SkyMind
Business,4777,PacificAir,4.9,11,Bronze,1,SkyMind
Economy,3273,AsiaJet,3.0,13,Platinum,0,SkyMind
Business,397,PacificAir,3.1,4,Platinum,1,AsiaJet
Economy,4445,AeroGulf,3.8,2,Platinum,1,SkyMind
First,4118,AsiaJet,2.6,23,Silver,1,SkyMind
First,920,EuroWings,2.1,22,Bronze,0,EuroWings
Business,1082,AsiaJet,2.2,8,Platinum,1,PacificAir
Economy,3981,SkyMind,2.4,9,Bronze,0,SkyMind
Economy,3868,AeroGulf,3.3,15,Silver,1,SkyMind
Economy,3975,AeroGulf,4.3,19,Bronze,1,SkyMind
First,4341,EuroWings,2.0,4,Gold,1,SkyMind
First,534,AeroGulf,3.3,22,Bronze,1,EuroWings
Economy,2551,AeroGulf,4.0,3,Silver,0,AeroGulf
First,550,AeroGulf,5.0,19,Platinum,0,EuroWings
First,2716,EuroWings,4.6,28,Silver,1,AeroGulf
Business,3983,EuroWings,3.6,25,Gold,0,SkyMind
Economy,1916,EuroWings,4.8,19,Gold,0,PacificAir
Economy,3747,AeroGulf,4.8,8,Bronze,1,SkyMind
Business,994,AsiaJet,1.2,3,Bronze,1,EuroWings
First,3081,AsiaJet,3.6,2,Gold,0,SkyMind
Business,945,SkyMind,3.6,19,Platinum,1,EuroWings
Economy,2153,AsiaJet,3.7,6,Platinum,1,AeroGulf
Business,1939,PacificAir,4.8,3,Gold,1,PacificAir
First,699,AsiaJet,2.1,19,Platinum,1,EuroWings
Economy,4223,EuroWings,1.9,3,Bronze,0,SkyMind
First,4064,PacificAir,2.9,24,Platinum,0,SkyMind
Economy,549,AeroGulf,2.2,25,Bronze,0,EuroWings
Economy,2402,EuroWings,2.3,13,Platinum,1,AeroGulf
Economy,3852,AsiaJet,2.0,29,Bronze,1,SkyMind
First,855,AeroGulf,3.7,21,Gold,0,EuroWings
First,604,SkyMind,3.9,3,Gold,1,EuroWings
Business,1706,EuroWings,1.4,29,Bronze,0,PacificAir
First,2385,PacificAir,4.2,6,Platinum,0,AeroGulf
Business,3462,EuroWings,2.1,1,Bronze,1,SkyMind
First,4230,PacificAir,1.5,15,Platinum,1,SkyMind
First,3361,PacificAir,2.8,10,Silver,0,SkyMind
Business,2547,SkyMind,3.5,4,Bronze,0,AeroGulf
Business,1316,PacificAir,3.9,27,Gold,1,PacificAir
First,4965,AeroGulf,3.4,11,Gold,1,SkyMind
First,4237,PacificAir,4.8,15,Platinum,1,SkyMind
Economy,4934,PacificAir,1.1,27,Platinum,1,SkyMind
First,2512,PacificAir,4.6,10,Platinum,1,AeroGulf
First,1756,EuroWings,3.9,2,Silver,1,PacificAir
Economy,3864,PacificAir,4.7,7,Bronze,0,SkyMind
Economy,536,EuroWings,2.0,21,Gold,0,EuroWings
Economy,1558,EuroWings,1.8,14,Bronze,0,PacificAir
First,3759,AsiaJet,5.0,12,Silver,0,SkyMind
Business,2981,SkyMind,2.8,17,Bronze,1,AeroGulf
Business,3899,SkyMind,2.1,28,Gold,0,SkyMind
Economy,4608,SkyMind,4.2,17,Platinum,0,SkyMind
Economy,3405,PacificAir,3.1,7,Platinum,0,SkyMind
Business,2633,AsiaJet,3.5,15,Gold,1,AeroGulf
First,2102,AsiaJet,1.2,6,Platinum,1,AeroGulf
Economy,2483,SkyMind,3.7,4,Bronze,1,AeroGulf
First,3423,SkyMind,3.8,22,Bronze,0,SkyMind
Business,1078,SkyMind,1.5,28,Bronze,1,PacificAir
Economy,1887,EuroWings,4.0,12,Silver,1,PacificAir
Business,360,EuroWings,1.3,10,Silver,1,AsiaJet
First,3132,PacificAir,1.4,18,Platinum,0,SkyMind
First,2495,AeroGulf,3.5,12,Silver,1,AeroGulf
First,2749,EuroWings,4.8,3,Platinum,0,AeroGulf
Economy,4334,AsiaJet,2.8,28,Gold,1,SkyMind
Economy,4974,EuroWings,1.6,21,Bronze,0,SkyMind
First,4714,AsiaJet,4.0,5,Silver,1,SkyMind
Economy,445,AsiaJet,3.4,16,Bronze,0,AsiaJet
First,4050,EuroWings,4.9,3,Platinum,0,SkyMind
First,3495,EuroWings,1.6,4,Platinum,1,SkyMind
Economy,1398,SkyMind,4.1,6,Platinum,1,PacificAir
Economy,749,AsiaJet,2.0,11,Silver,1,EuroWings
Economy,4325,PacificAir,4.6,23,Platinum,1,SkyMind
First,4650,AeroGulf,4.2,24,Silver,0,SkyMind
Economy,4483,EuroWings,2.8,2,Gold,0,SkyMind
Business,4961,SkyMind,1.2,27,Silver,0,SkyMind
Economy,1394,AeroGulf,3.7,11,Silver,0,PacificAir
First,3695,PacificAir,2.8,13,Gold,1,SkyMind
First,4818,EuroWings,4.2,13,Gold,0,SkyMind
Economy,1103,SkyMind,4.0,25,Bronze,1,PacificAir
