iata,icao,name,city,country,lat,lon,elevation_ft,type
KAN,DNKN,Mallam Aminu Kano International Airport,Kano,NG,12.045613,8.523566,1562.0,large_airport
MIU,DNMA,Maiduguri International Airport,Maiduguri,NG,11.854163,13.080702,1099.0,large_airport
MDI,DNMK,Makurdi Airport,Makurdi,NG,7.70388,8.61394,371.0,medium_airport
LOS,DNMM,Murtala Muhammed International Airport,Lagos,NG,6.57737,3.32116,135.0,large_airport
PHC,DNPO,Port Harcourt International Airport,Port Harcourt,NG,5.01549,6.94959,87.0,large_airport
SKO,DNSO,Sadiq Abubakar III International Airport,Sokoto,NG,12.915729,5.207547,1010.0,large_airport
QRW,DNSU,Warri Airport,Okpe,NG,5.59821,5.8187,242.0,medium_airport
YOL,DNYO,Yola Airport,Yola,NG,9.257550239562988,12.430399894714355,599.0,medium_airport
NIM,DRRN,Diori Hamani International Airport,Niamey,NE,13.4815,2.18361,732.0,large_airport
ZND,DRZR,Zinder Airport,Zinder,NE,13.779000282287598,8.983759880065918,1516.0,medium_airport
TBJ,DTKA,Tabarka-Aïn Draham International Airport,Tabarka,TN,36.98,8.87694,230.0,medium_airport
MIR,DTMB,Monastir Habib Bourguiba International Airport,Monastir,TN,35.75809860229492,10.75469970703125,9.0,medium_airport
NBE,DTNH,Enfidha - Hammamet International Airport,Enfidha,TN,36.075833,10.438611,21.0,medium_airport
TUN,DTTA,Tunis Carthage International Airport,Tunis,TN,36.851002,10.2272,22.0,large_airport
DJE,DTTJ,Djerba Zarzis International Airport,Mellita,TN,33.873719,10.7773,19.0,large_airport
SFA,DTTX,Sfax Thyna International Airport,Sfax,TN,34.717999,10.691,85.0,medium_airport
TOE,DTTZ,Tozeur Nefta International Airport,Tozeur,TN,33.939701080322266,8.110560417175293,287.0,medium_airport
LFW,DXXX,Lomé–Tokoin International Airport,Lomé,TG,6.16561,1.25451,72.0,large_airport
ANR,EBAW,Antwerp International Airport (Deurne),Antwerp,BE,51.190667,4.463153,39.0,medium_airport
BRU,EBBR,Brussels Airport,Zaventem,BE,50.901402,4.48444,175.0,large_airport
CRL,EBCI,Brussels South Charleroi Airport,Charleroi,BE,50.461963,4.459562,614.0,large_airport
LGG,EBLG,Liège Airport,Grâce-Hollogne,BE,50.638574,5.443897,659.0,medium_airport
OST,EBOS,Ostend-Bruges International Airport,Oostende,BE,51.1998,2.874673,13.0,large_airport
HDF,EDAH,Heringsdorf Airport,Zirchow,DE,53.8787,14.1523,94.0,medium_airport
BER,EDDB,Berlin Brandenburg Airport,Berlin,DE,52.361738,13.502341,157.0,large_airport
DRS,EDDC,Dresden Airport,Dresden,DE,51.134123,13.767831,755.0,large_airport
ERF,EDDE,Erfurt-Weimar Airport,Erfurt,DE,50.978281,10.960713,1036.0,large_airport
FRA,EDDF,Frankfurt Main Airport,Frankfurt am Main,DE,50.026706,8.55835,364.0,large_airport
FMO,EDDG,Münster Osnabrück Airport,Greven,DE,52.133816,7.688482,160.0,large_airport
HAM,EDDH,Hamburg Helmut Schmidt Airport,Hamburg,DE,53.630402,9.98823,53.0,large_airport
CGN,EDDK,Cologne Bonn Airport,Köln (Cologne),DE,50.865898,7.14274,302.0,large_airport
DUS,EDDL,Düsseldorf Airport,Düsseldorf,DE,51.289501,6.76678,147.0,large_airport
MUC,EDDM,Munich Airport,Munich,DE,48.353802,11.7861,1487.0,large_airport
NUE,EDDN,Nuremberg Airport,Nuremberg,DE,49.498699,11.078056,1046.0,large_airport
LEJ,EDDP,Leipzig/Halle Airport,Schkeuditz,DE,51.420657,12.232705,465.0,large_airport
SCN,EDDR,Saarbrücken Airport,Saarbrücken,DE,49.214545,7.109735,1058.0,medium_airport
STR,EDDS,Stuttgart Airport,Stuttgart,DE,48.689899,9.22196,1276.0,large_airport
HAJ,EDDV,Hannover Airport,Hannover,DE,52.461102,9.68508,183.0,large_airport
BRE,EDDW,Bremen Airport,Bremen,DE,53.046786,8.78932,14.0,large_airport
HHN,EDFH,Frankfurt-Hahn Airport,Frankfurt am Main (Lautzenhausen),DE,49.946353,7.261734,1649.0,large_airport
MHG,EDFM,Mannheim-City Airport,Mannheim,DE,49.473057,8.514167,308.0,medium_airport
LBC,EDHL,Lübeck Blankensee Airport,Lübeck,DE,53.805401,10.7192,53.0,medium_airport
FMM,EDJA,Memmingen Allgau Airport,Memmingen,DE,47.988092,10.238248,2077.0,large_airport
PAD,EDLP,Paderborn Lippstadt Airport,Büren,DE,51.612527,8.617459,699.0,large_airport
NRN,EDLV,Weeze (Niederrhein) Airport,Weeze,DE,51.601362,6.141228,106.0,large_airport
DTM,EDLW,Dortmund Airport,Dortmund,DE,51.518299,7.61224,425.0,large_airport
FDH,EDNY,Bodensee Airport Friedrichshafen,Friedrichshafen,DE,47.671299,9.51149,1367.0,large_airport
FKB,EDSB,Karlsruhe Baden-Baden Airport,Rheinmünster,DE,48.7794,8.0805,408.0,large_airport
KSF,EDVK,Kassel Airport,Calden,DE,51.418395,9.391638,820.0,large_airport
GWT,EDXW,Westerland Sylt Airport,Sylt,DE,54.9132,8.34047,51.0,medium_airport
KDL,EEKA,Kärdla Airport,Kärdla,EE,58.99079895019531,22.830699920654297,18.0,medium_airport
URE,EEKE,Kuressaare Airport,Kuressaare,EE,58.22990036010742,22.50950050354004,14.0,medium_airport
EPU,EEPU,Pärnu Airport,Pärnu,EE,58.41899871826172,24.47279930114746,47.0,medium_airport
TLL,EETN,Lennart Meri Tallinn Airport,Tallinn,EE,59.413246,24.83264,131.0,large_airport
TAY,EETU,Tartu Airport,Tartu,EE,58.307438,26.686473,220.0,medium_airport
ENF,EFET,Enontekio Airport,Enontekio,FI,68.362602233887,23.424299240112,1005.0,medium_airport
HEL,EFHK,Helsinki Vantaa Airport,Helsinki (Vantaa),FI,60.318363,24.963341,179.0,large_airport
IVL,EFIV,Ivalo Airport,Ivalo,FI,68.6073,27.4053,481.0,large_airport
JOE,EFJO,Joensuu Airport,Joensuu,FI,62.658815,29.619398,398.0,medium_airport
JYV,EFJY,Jyväskylä Airport,Jyväskylän Maalaiskunta,FI,62.399502,25.678301,459.0,medium_airport
KEM,EFKE,Kemi-Tornio Airport,Kemi / Tornio,FI,65.778701782227,24.582099914551,61.0,medium_airport
KAJ,EFKI,Kajaani Airport,Kajaani,FI,64.2855,27.6924,483.0,medium_airport
KOK,EFKK,Kokkola-Pietarsaari Airport,Kokkola / Kruunupyy,FI,63.721199,23.143101,84.0,medium_airport
KAO,EFKS,Kuusamo Airport,Kuusamo,FI,65.987602,29.239401,866.0,medium_airport
KTT,EFKT,Kittilä International Airport,Kittilä,FI,67.700996,24.8468,644.0,large_airport
KUO,EFKU,Kuopio Airport,Kuopio / Siilinjärvi,FI,63.007099,27.7978,323.0,large_airport
LPP,EFLP,Lappeenranta Airport,Lappeenranta,FI,61.044601,28.144743,349.0,large_airport
MHQ,EFMA,Mariehamn Airport,Mariehamn,FI,60.1222,19.898199,17.0,medium_airport
OUL,EFOU,Oulu Airport,Oulu / Oulunsalo,FI,64.930099,25.354601,47.0,large_airport
POR,EFPO,Pori Airport,Pori,FI,61.4617,21.799999,44.0,medium_airport
RVN,EFRO,Rovaniemi Airport,Rovaniemi,FI,66.563327,25.829751,642.0,large_airport
SVL,EFSA,Savonlinna Airport,Savonlinna,FI,61.9431,28.945101,311.0,medium_airport
TMP,EFTP,Tampere-Pirkkala Airport,Tampere / Pirkkala,FI,61.414101,23.604401,390.0,large_airport
TKU,EFTU,Turku Airport,Turku,FI,60.514099,22.2628,161.0,large_airport
VAA,EFVA,Vaasa Airport,Vaasa,FI,63.05023,21.762543,19.0,large_airport
BFS,EGAA,Belfast International Airport,Belfast,GB,54.6575012207,-6.2158298492399995,268.0,large_airport
BHD,EGAC,George Best Belfast City Airport,Belfast,GB,54.618099,-5.8725,15.0,medium_airport
LDY,EGAE,City of Derry Airport,"Derry, Derry and Strabane",GB,55.042801,-7.16111,22.0,medium_airport
BHX,EGBB,Birmingham Airport,"Birmingham, West Midlands",GB,52.453899,-1.74803,327.0,large_airport
MAN,EGCC,Manchester Airport,"Manchester, Greater Manchester",GB,53.349375,-2.279521,257.0,large_airport
CAL,EGEC,Campbeltown Airport,Campbeltown,GB,55.437199,-5.68639,42.0,medium_airport
EOI,EGED,Eday Airport,Eday,GB,59.19060134887695,-2.7722198963165283,10.0,medium_airport
CWL,EGFF,Cardiff International Airport,Cardiff,GB,51.396702,-3.34333,220.0,large_airport
BRS,EGGD,Bristol Airport,Bristol,GB,51.382326,-2.716453,622.0,large_airport
LPL,EGGP,Liverpool John Lennon Airport,Liverpool,GB,53.334863,-2.849637,80.0,large_airport
LTN,EGGW,London Luton Airport,"Luton, Luton",GB,51.874699,-0.368333,526.0,large_airport
BOH,EGHH,Bournemouth Airport,Bournemouth,GB,50.780483,-1.839576,38.0,medium_airport
SOU,EGHI,Southampton Airport,Southampton,GB,50.950298,-1.3568,44.0,medium_airport
NQY,EGHQ,Cornwall Airport Newquay,Newquay,GB,50.440601,-4.99541,390.0,medium_airport
ACI,EGJA,Alderney Airport,Saint Anne,GG,49.706104,-2.21472,290.0,medium_airport
GCI,EGJB,Guernsey Airport,Saint Peter Port,GG,49.435001,-2.60197,336.0,medium_airport
JER,EGJJ,Jersey Airport,St. Peter,JE,49.207901,-2.19551,277.0,medium_airport
LGW,EGKK,London Gatwick Airport,London,GB,51.148744,-0.185739,202.0,large_airport
LCY,EGLC,London City Airport,London,GB,51.505299,0.055278,19.0,medium_airport
LHR,EGLL,London Heathrow Airport,London,GB,51.470748,-0.459909,83.0,large_airport
SEN,EGMC,London Southend Airport,"Southend-on-Sea, Essex",GB,51.570562,0.693627,49.0,medium_airport
HUY,EGNJ,Humberside Airport,"Grimsby, Lincolnshire",GB,53.576152,-0.34954,121.0,medium_airport
LBA,EGNM,Leeds Bradford Airport,"Leeds, West Yorkshire",GB,53.865898,-1.66057,681.0,large_airport
IOM,EGNS,Isle of Man Airport,Castletown,IM,54.083081,-4.623871,52.0,large_airport
NCL,EGNT,Newcastle International Airport,"Newcastle upon Tyne, Tyne and Wear",GB,55.037958,-1.689577,266.0,large_airport
MME,EGNV,Teesside International Airport,"Darlington, Durham",GB,54.509201,-1.42941,120.0,medium_airport
EMA,EGNX,East Midlands Airport,"Nottingham, Leicestershire",GB,52.8311,-1.32806,306.0,large_airport
KOI,EGPA,Kirkwall Airport,"Kirkwall, Orkney Islands",GB,58.957903,-2.905077,50.0,medium_airport
LSI,EGPB,Sumburgh Airport,"Lerwick, Shetland",GB,59.878899,-1.29556,20.0,medium_airport
WIC,EGPC,Wick John O'Groats Airport,Wick,GB,58.4589,-3.09306,126.0,medium_airport
ABZ,EGPD,Aberdeen International Airport,Aberdeen,GB,57.2019,-2.19778,215.0,large_airport
INV,EGPE,Inverness Airport,Inverness,GB,57.5425,-4.0475,31.0,medium_airport
GLA,EGPF,Glasgow Airport,Glasgow,GB,55.871899,-4.43306,26.0,large_airport
EDI,EGPH,Edinburgh Airport,"Ingliston, Edinburgh",GB,55.950145,-3.372288,135.0,large_airport
ILY,EGPI,Islay Airport,"Isle of Islay, Argyll and Bute",GB,55.682708,-6.257525,56.0,medium_airport
PIK,EGPK,Glasgow Prestwick Airport,"Prestwick, South Ayrshire",GB,55.501499,-4.577182,65.0,large_airport
BEB,EGPL,Benbecula Airport,Balivanich,GB,57.481098,-7.36278,19.0,medium_airport
DND,EGPN,Dundee Airport,Dundee,GB,56.452499,-3.02583,17.0,medium_airport
SYY,EGPO,Stornoway Airport,"Stornoway, Western Isles",GB,58.215599,-6.33111,26.0,medium_airport
BRR,EGPR,Barra Airport,Eoligarry,GB,57.0228,-7.44306,5.0,medium_airport
TRE,EGPU,Tiree Airport,"Balemartine, Argyll and Bute",GB,56.499199,-6.86917,38.0,medium_airport
NWI,EGSH,Norwich Airport,"Norwich, Norfolk",GB,52.6758,1.28278,118.0,medium_airport
STN,EGSS,London Stansted Airport,"London, Essex",GB,51.884998,0.235,348.0,large_airport
EXT,EGTE,Exeter International Airport,"Exeter, Devon",GB,50.734261,-3.413984,102.0,medium_airport
MPN,EGYP,Mount Pleasant Airport / RAF Mount Pleasant,Mount Pleasant,FK,-51.822642,-58.445777,244.0,large_airport
AMS,EHAM,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389,-11.0,large_airport
MST,EHBK,Maastricht Aachen Airport,Maastricht,NL,50.911087,5.769401,375.0,large_airport
EIN,EHEH,Eindhoven Airport,Eindhoven,NL,51.4500999451,5.37452983856,74.0,large_airport
GRQ,EHGG,Groningen Airport Eelde,Groningen,NL,53.119107,6.577652,17.0,large_airport
RTM,EHRD,Rotterdam The Hague Airport,Rotterdam,NL,51.956902,4.43722,-15.0,large_airport
ORK,EICK,Cork International Airport,Cork,IE,51.841301,-8.49111,502.0,large_airport
CFN,EIDL,Donegal Airport,Donegal,IE,55.0442008972168,-8.340999603271484,30.0,medium_airport
DUB,EIDW,Dublin Airport,Dublin,IE,53.428713,-6.262121,242.0,large_airport
NOC,EIKN,Ireland West Airport Knock,Charlestown,IE,53.910439,-8.817002,665.0,large_airport
KIR,EIKY,Kerry Airport,Farranfore,IE,52.180901,-9.52378,112.0,medium_airport
SNN,EINN,Shannon Airport,Shannon,IE,52.702,-8.92482,46.0,large_airport
AAR,EKAH,Aarhus Airport,Aarhus,DK,56.303331,10.618286,82.0,large_airport
BLL,EKBI,Billund Airport,Billund,DK,55.740335,9.157019,247.0,large_airport
CPH,EKCH,Copenhagen Kastrup Airport,Copenhagen,DK,55.617900848389,12.656000137329,17.0,large_airport
EBJ,EKEB,Esbjerg Airport,Esbjerg,DK,55.525902,8.5534,97.0,medium_airport
KRP,EKKA,Midtjyllands Airport / Air Base Karup,Karup,DK,56.297139,9.104311,170.0,medium_airport
ODE,EKOD,Odense Hans Christian Andersen Airport,Odense,DK,55.475307,10.327206,56.0,large_airport
RKE,EKRK,Copenhagen Roskilde Airport,Roskilde,DK,55.585602,12.1314,146.0,medium_airport
RNN,EKRN,Bornholm Airport,Rønne,DK,55.063301,14.7596,52.0,medium_airport
SGD,EKSB,Sønderborg Airport,Sønderborg,DK,54.96440124511719,9.791729927062988,24.0,medium_airport
FAE,EKVG,Vágar Airport,Vágar,FO,62.063256,-7.275782,280.0,large_airport
AAL,EKYT,Aalborg Airport,Aalborg,DK,57.094763,9.84993,10.0,large_airport
LUX,ELLX,Luxembourg-Findel International Airport,Luxembourg,LU,49.626845,6.212134,1234.0,large_airport
AES,ENAL,Ålesund Airport,Ålesund,NO,62.560443,6.110845,69.0,large_airport
ANX,ENAN,"Andøya Airport, Andenes",Andenes,NO,69.295193,16.139379,43.0,medium_airport
ALF,ENAT,Alta Airport,Alta,NO,69.976097,23.3717,9.0,medium_airport
BNN,ENBN,"Brønnøysund Airport, Brønnøy",Brønnøy,NO,65.461098,12.2175,25.0,medium_airport
BOO,ENBO,Bodø Airport,Bodø,NO,67.269203,14.3653,42.0,large_airport
BGO,ENBR,"Bergen Airport, Flesland",Bergen,NO,60.2934,5.21814,170.0,large_airport
BJF,ENBS,Båtsfjord Airport,Båtsfjord,NO,70.60025,29.692612,490.0,medium_airport
BVG,ENBV,Berlevåg Airport,Berlevåg,NO,70.871517,29.034097,42.0,medium_airport
KRS,ENCN,Kristiansand Airport,Kristiansand(Kjevik),NO,58.204201,8.08537,57.0,large_airport
BDU,ENDU,Bardufoss Airport,Målselv,NO,69.055801,18.5404,252.0,medium_airport
EVE,ENEV,Harstad/Narvik Airport,Evenes,NO,68.491302,16.678101,84.0,large_airport
FRO,ENFL,Florø Airport,Florø,NO,61.583599090576,5.0247201919556,37.0,medium_airport
OSL,ENGM,Oslo-Gardermoen International Airport,Oslo (Gardermoen),NO,60.193901,11.1004,681.0,large_airport
HAU,ENHD,"Haugesund Airport, Karmøy",Karmøy,NO,59.345299,5.20836,86.0,medium_airport
HFT,ENHF,Hammerfest Airport,Hammerfest,NO,70.679703,23.6686,266.0,medium_airport
HVG,ENHV,"Honningsvåg Airport, Valan",Honningsvåg,NO,71.009697,25.983601,44.0,medium_airport
KSU,ENKB,"Kristiansund Airport, Kvernberget",Kvernberget,NO,63.111801,7.82452,204.0,medium_airport
KKN,ENKR,"Kirkenes Airport, Høybuktmoen",Kirkenes,NO,69.7258,29.8913,283.0,medium_airport
LKN,ENLK,Leknes Airport,Leknes,NO,68.152496337891,13.609399795532,78.0,medium_airport
MEH,ENMH,Mehamn Airport,Mehamn,NO,71.029701,27.8267,39.0,medium_airport
MOL,ENML,"Molde Airport, Årø",Årø,NO,62.744701,7.2625,10.0,medium_airport
MJF,ENMS,"Mosjøen Airport, Kjærstad",Mosjøen,NO,65.783997,13.2149,237.0,medium_airport
LKL,ENNA,"Lakselv Airport, Banak",Lakselv,NO,70.068802,24.973499,25.0,medium_airport
OLA,ENOL,Ørland Airport,Ørland,NO,63.69889831542969,9.604000091552734,28.0,medium_airport
HOV,ENOV,"Ørsta-Volda Airport, Hovden",Ørsta,NO,62.180000305176,6.0741000175476,243.0,medium_airport
MQN,ENRA,"Mo i Rana Airport, Røssvoll",Mo i Rana,NO,66.363899230957,14.301400184631,229.0,medium_airport
RVK,ENRM,"Rørvik Airport, Ryum",Rørvik,NO,64.838302612305,11.14610004425,14.0,medium_airport
RRS,ENRO,Røros Airport,Røros,NO,62.578399658203,11.342300415039,2054.0,medium_airport
LYR,ENSB,"Svalbard Airport, Longyear",Longyearbyen,NO,78.246101,15.4656,88.0,medium_airport
SVJ,ENSH,"Svolvær Airport, Helle",Svolvær,NO,68.243301,14.6692,27.0,medium_airport
SKN,ENSK,"Stokmarknes Airport, Skagen",Hadsel,NO,68.578827,15.033417,11.0,medium_airport
SRP,ENSO,"Stord Airport, Sørstokken",Leirvik,NO,59.791901,5.34085,160.0,medium_airport
SOJ,ENSR,Sørkjosen Airport,Sørkjosen,NO,69.786797,20.9594,16.0,medium_airport
VAW,ENSS,"Vardø Airport, Svartnes",Vardø,NO,70.3554,31.044901,42.0,medium_airport
SSJ,ENST,"Sandnessjøen Airport, Stokka",Alstahaug,NO,65.956802,12.4689,56.0,medium_airport
TOS,ENTC,Tromsø Airport,Tromsø,NO,69.683296,18.9189,31.0,large_airport
TRF,ENTO,"Sandefjord Airport, Torp",Sandefjord(Torp),NO,59.186699,10.2586,286.0,large_airport
TRD,ENVA,"Trondheim Airport, Værnes",Trondheim,NO,63.457802,10.924,56.0,large_airport
VDS,ENVD,Vadsø Airport,Vadsø,NO,70.0653,29.8447,127.0,medium_airport
SVG,ENZV,"Stavanger Airport, Sola",Stavanger,NO,58.876701,5.63778,29.0,large_airport
BZG,EPBY,Ignacy Jan Paderewski Bydgoszcz Airport,Bydgoszcz,PL,53.096802,17.977699,235.0,medium_airport
GDN,EPGD,Gdańsk Lech Wałęsa Airport,Gdańsk,PL,54.377602,18.4662,489.0,large_airport
KRK,EPKK,Kraków John Paul II International Airport,Balice,PL,50.077702,19.7848,791.0,large_airport
KTW,EPKT,Katowice Wojciech Korfanty International Airport,Katowice,PL,50.476015,19.080705,995.0,large_airport
LUZ,EPLB,Lublin Airport,Lublin,PL,51.240157,22.713461,633.0,large_airport
LCJ,EPLL,Łódź Władysław Reymont Airport,Łódź,PL,51.721901,19.3981,604.0,large_airport
WMI,EPMO,Warsaw Modlin Airport,Nowy Dwór Mazowiecki,PL,52.451099,20.6518,341.0,large_airport
POZ,EPPO,Poznań-Ławica Airport,Poznań,PL,52.421598,16.823359,308.0,large_airport
RDO,EPRA,Warsaw Radom Airport,Radom,PL,51.38937,21.214742,610.0,medium_airport
RZE,EPRZ,Rzeszów-Jasionka Airport,Jasionka,PL,50.109791,22.024155,693.0,large_airport
SZZ,EPSC,Solidarity Szczecin–Goleniów Airport,Szczecin(Glewice),PL,53.584702,14.9022,154.0,large_airport
SZY,EPSY,Olsztyn-Mazury Airport,Szymany,PL,53.481899,20.9377,463.0,medium_airport
WAW,EPWA,Warsaw Chopin Airport,Warsaw,PL,52.165699,20.9671,362.0,large_airport
WRO,EPWR,Copernicus Wrocław Airport,Wrocław,PL,51.103719,16.882096,404.0,large_airport
IEG,EPZG,Zielona Góra-Babimost Airport,Nowe Kramsko,PL,52.1385,15.7986,194.0,medium_airport
RNB,ESDF,Ronneby Airport,Ronneby,SE,56.266701,15.265,191.0,medium_airport
GOT,ESGG,Göteborg Landvetter Airport,Göteborg,SE,57.6628,12.2798,506.0,large_airport
JKG,ESGJ,Jönköping Airport,Jönköping,SE,57.757598876953125,14.068699836730955,741.0,medium_airport
THN,ESGT,Trollhättan-Vänersborg Airport,Trollhättan,SE,58.31809997558594,12.345000267028809,137.0,medium_airport
MXX,ESKM,Mora Airport,Mora,SE,60.957901,14.5114,634.0,medium_airport
NYO,ESKN,Stockholm Skavsta Airport,Nyköping,SE,58.789656,16.911479,140.0,large_airport
SCR,ESKS,Scandinavian Mountains Airport,Malung-Sälen,SE,61.16508,12.83352,1608.0,large_airport
KLR,ESMQ,Kalmar Airport,Kalmar,SE,56.685501,16.2876,17.0,medium_airport
MMX,ESMS,Malmö Sturup Airport,Malmö,SE,55.535564,13.376327,236.0,large_airport
HAD,ESMT,Halmstad Airport,Halmstad,SE,56.69110107421875,12.820199966430664,101.0,medium_airport
VXO,ESMX,Växjö Kronoberg Airport,Växjö,SE,56.929100036621094,14.727999687194824,610.0,medium_airport
GEV,ESNG,Gällivare Airport,Gällivare,SE,67.13240051269531,20.814599990844727,1027.0,medium_airport
KRF,ESNK,Kramfors-Sollefteå Höga Kusten Airport,Nyland,SE,63.048599,17.7689,34.0,medium_airport
LYC,ESNL,Lycksele Airport,Lycksele,SE,64.548302,18.7162,705.0,medium_airport
SDL,ESNN,Sundsvall-Härnösand Airport,Sundsvall/ Härnösand,SE,62.528099060058594,17.443899154663086,16.0,medium_airport
OER,ESNO,Örnsköldsvik Airport,Örnsköldsvik,SE,63.40829849243164,18.989999771118164,354.0,medium_airport
KRN,ESNQ,Kiruna Airport,Kiruna,SE,67.821999,20.3368,1508.0,large_airport
SFT,ESNS,Skellefteå Airport,Skellefteå,SE,64.62480163574219,21.076900482177734,157.0,medium_airport
UME,ESNU,Umeå Airport,Umeå,SE,63.791801,20.282801,24.0,large_airport
VHM,ESNV,Vilhelmina South Lapland Airport,Vilhelmina,SE,64.579102,16.833599,1140.0,medium_airport
AJR,ESNX,Arvidsjaur Airport,Arvidsjaur,SE,65.59030151367188,19.28190040588379,1245.0,medium_airport
OSD,ESNZ,Åre Östersund Airport,Östersund,SE,63.193546,14.504168,1233.0,medium_airport
ORB,ESOE,Örebro Airport,Örebro,SE,59.22370147705078,15.038000106811523,188.0,medium_airport
KSD,ESOK,Karlstad Airport,Karlstad,SE,59.444698,13.3374,352.0,medium_airport
VST,ESOW,Stockholm Västerås Airport,Stockholm / Västerås,SE,59.589401,16.6336,21.0,large_airport
LLA,ESPA,Luleå Airport,Luleå,SE,65.5438,22.122,65.0,large_airport
ARN,ESSA,Stockholm-Arlanda Airport,Stockholm,SE,59.64849,17.928829,137.0,large_airport
BMA,ESSB,Stockholm-Bromma Airport,Stockholm,SE,59.354401,17.9417,47.0,medium_airport
BLE,ESSD,Dala Airport,Borlange,SE,60.422001,15.5152,503.0,medium_airport
LPI,ESSL,Linköping City Airport,Linköping,SE,58.404909,15.684499,172.0,large_airport
NRK,ESSP,Norrköping Airport,Norrköping,SE,58.586299896240234,16.250600814819336,32.0,medium_airport
TYF,ESST,Torsby Airport,Torsby,SE,60.1576,12.9913,393.0,medium_airport
VBY,ESSV,Visby Airport,Visby,SE,57.6628,18.346201,164.0,large_airport
AGH,ESTA,Ängelholm-Helsingborg Airport,Ängelholm,SE,56.29610061645508,12.847100257873535,68.0,medium_airport
FCN,ETMN,Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,Wurster Nordseeküste,DE,53.767689,8.659201,74.0,medium_airport
RLG,ETNL,Rostock-Laage Airport,Laage,DE,53.918201,12.2783,138.0,medium_airport
RIX,EVRA,Riga International Airport,Riga,LV,56.920752,23.970711,36.0,large_airport
KUN,EYKA,Kaunas International Airport,Kaunas,LT,54.963965,24.08582,256.0,large_airport
PLQ,EYPA,Palanga International Airport,Palanga,LT,55.973202,21.093901,33.0,large_airport
